The_Old_Path_(TOP)_Channel,Daniel_Razon
Procter_&_Gamble,A.G._Lafley
Apple_Store,Angela_Ahrendts
Little_Airplane_Productions,Jennifer_Oxley
Spinsters_Ink,Katherine_V._Forrest
Morris_Motors,"William_Morris,_1st_Viscount_Nuffield"
Suncorp_Group,Ziggy_Switkowski
Commercial_Light_Company,Robert_Halperin
Petronas,Mohd_Sidek_Hassan
Valkyrie_(mixed_martial_arts),Yasuko_Mogi
Participant_Media,David_Linde
Franco_Tosi_Meccanica,Franco_Tosi
Opera_Software,Lars_Boilesen
Unified_Payments_Interface,Nandan_Nilekani
Geely,Li_Shufu
Shipping_Corporation_of_New_Zealand,John_Ormond_(farmer)
English_China_Clays,Lawrence_Urquhart
Shellanoo_Group,Roman_Abramovich
Stronach_Group,Frank_Stronach
Umpqua_Holdings_Corporation,Peggy_Fowler
AutoMotion,Ben_Anderson_(entrepreneur)
Path_(social_network),Shawn_Fanning
Dovetail_Games,Paul_Jackson_(game_producer)
General_Atomics,Linden_Blue
Siti_Cable,Subhash_Chandra
Banco_Continental_(Honduras),Jaime_Rosenthal
Sawiris_Foundation_for_Social_Development,Ismail_Serageldin
Tigon_Studios,Vin_Diesel
YACHTICO,Joseph_Vittoria
JA_Prestwich_Industries,John_Alfred_Prestwich
Barnhart_Brothers_&_Spindler,Sidney_Gaunt
Infinity_Broadcasting_Corporation,Mel_Karmazin
"Veon,_Kopp_and_Associates",Mike_Veon
Arzest,Naoto_Ohshima
Ulupono_Initiative,E._Kyle_Datta
Facel_Vega,Jean_Daninos
Crystal_Group,Andrew_Lo_(businessman)
In-N-Out_Burger,Lynsi_Snyder
Origin_Energy,Grant_King
Big_Time_Attic,Zander_Cannon
Nationwide_Building_Society,Joe_Garner_(businessman)
Pinewood_Group,Michael_Grade
Life_in_Color,Lukasz_Tracz
Focus_Media_Holding,Jason_Jiang
Clinton_Foundation,Doug_Band
Prime_Healthcare_Services,Prem_Reddy
Thomas_Productions,John_Rich_(director)
Tenet_Healthcare,Trevor_Fetter
Healthware_International,Roberto_Ascione
Weta_Digital,Wes_Takahashi
Housing_Development_Finance_Corporation,Deepak_Parekh
Bluebox_Limited,Scott_Beck
Alexander_McQueen_(brand),Sarah_Burton
Bolder_Media,Susan_Miller_(producer)
SNR_Denton,Elliott_Portnoy
Flea_Market_Music,Jim_Beloff
Color_Labs,Bill_Nguyen
"MacDonald,_Dettwiler_and_Associates",Daniel_E._Friedmann
SimplySiti,Siti_Nurhaliza
Traumatology_Institute_(Canada),Anna_Baranowsky
Media_General,Warren_Buffett
Ashworth_(clothing),Fred_Couples
Cancer_Research_UK,Harpal_Kumar
Warwickshire_Vision_Support,Peter_Joslin
Curium_Films,Roberto_Muñoz_(producer)
Cavedog_Entertainment,Ron_Gilbert
Taj_Television,Subhash_Chandra
Acronis,Serguei_Beloussov
Simard-Beaudry_Construction,Tony_Accurso
Rocawear,Damon_Dash
Holy_Land_Foundation_for_Relief_and_Development,Mousa_Mohammed_Abu_Marzook
The_DMZ_at_Ryerson_University,Valerie_Fox
Christmas_Aeroplane_Company,William_Whitney_Christmas
Worlds_of_Wonder_(toy_company),Ken_Forsse
Walton_Group,Ilias_Kanchan
Levi9_Ukraine,"Prince_Bernhard_of_Orange-Nassau,_van_Vollenhoven"
Vakko,Cem_Hakko
Rexam,Stuart_Chambers_(businessman)
Chengdu_Aircraft_Industry_Group,Wang_Guangya
The_Label_Life,Malaika_Arora_Khan
Tupperware,Rick_Goings
Milko_(Swedish_cooperative),Per_Åsling
Singapore_Press_Holdings,Lee_Boon_Yang
CDI_Corporation,Scott_J._Freidheim
Jeep,Sergio_Marchionne
Khara_(studio),Hideaki_Anno
3G_Capital,Bernardo_Hees
Yandex,Arkady_Volozh
Darty,Régis_Schultz
Epyx,David_Shannon_Morse
Bumi_Armada,Tunku_Ali_Redhauddin_Muhriz
British_UFO_Research_Association,Jenny_Randles
Ingersoll_Rand,Simon_Ingersoll
Marconi_Electronic_Systems,Guglielmo_Marconi
Scribd,Trip_Adler
CleanEquity,"Albert_II,_Prince_of_Monaco"
Bloom_Consulting,José_Filipe_Torres
African_Potash,Mark_Simmonds
Harrods,Abdullah_bin_Mohammed_bin_Saud_Al_Thani
Friends_of_Lulu,Jackie_Estrada
Antony_Gibbs_&_Sons,William_Gibbs_(businessman)
Nintendo_Entertainment_Planning_&_Development,Takashi_Tezuka
Fandor_(film_site),Chris_Kelly_(entrepreneur)
Hawker_Aircraft,Harry_Hawker
B._Hick_and_Sons,John_Hick_(MP)
Dorchester_Collection,Christopher_Cowdray
Mathmos,Cressida_Granger
Equity_Residential,David_Neithercut
Wheatley_Stable,Edward_A._Neloy
Opencola_(company),Cory_Doctorow
Id_Software,Tim_Willits
Sinclair_Research,Jim_Westwood
Overstock.com,Patrick_M._Byrne
Picnik,Mike_Harrington
American_Foundation_for_Equal_Rights,Chad_Griffin
MySQL_AB,Kevin_Harvey_(venture_capitalist)
Smoke_House_Pictures,Grant_Heslov
Marvel_UK,John_Freeman_(editor)
Total_Nonstop_Action_Wrestling,Dixie_Carter_(wrestling)
Hidden_Empire_Film_Group,Deon_Taylor
GSSG_Holding,Ghanim_Bin_Saad_Al_Saad
VBS.tv,Spike_Jonze
Sotheby's,Domenico_De_Sole
Octaviar,Andrew_Peacock
3i,Adrian_Montague
STMicroelectronics,Didier_Lombard
The_Old_Path_(TOP)_Channel,Eliseo_Soriano
Groupe_Caisse_d'Épargne,François_Pérol
Balaji_Telefilms,Shobha_Kapoor
General_Dynamics,Phebe_Novakovic
Pacific_Brands,Peter_Bush_(businessman)
Rover_Group,Graham_Day
Allbritton_Communications,Robert_Allbritton
Easa_Saleh_Al_Gurg_Group_LLC,Abdulla_Fareed_Al_Gurg
Airspeed_Ltd.,Nevil_Shute
Beepi,Fabrice_Grinda
Frog_City_Software,Rachel_Bernstein
Ricardo_Bofill_Taller_de_Arquitectura,Ricardo_Bofill
Enron,Rebecca_Mark-Jusbasche
Tableau_Software,Pat_Hanrahan
UMH_group,Serhiy_Kurchenko
Moorcroft,William_Moorcroft_(potter)
Aabar_Investments,Khadem_al-Qubaisi
Magenu,Eli_Verschleiser
Cellular_Dynamics_International,James_Thomson_(cell_biologist)
G._Peignot_et_Fils,Georges_Peignot
Blizzard_Entertainment,Chris_Metzen
Cascade_Investment,Michael_Larson_(businessman)
Africa_Finance_Corporation,Sarah_Alade
Asuda,Khanim_Latif
Mpower_Pictures,John_Shepherd_(actor)
Chanel,Alain_Wertheimer
Eagle-Lion_Films,J._Arthur_Rank
Vegas_Oil_and_Gas,Giannis_Vardinogiannis
Elementis,Paul_Waterman
Endress+Hauser,Georg_Endress
Kingsoft,Lei_Jun
Datsun,Yoshisuke_Aikawa
Computing-Tabulating-Recording_Company,George_Winthrop_Fairchild
Working_Title_Films,Sarah_Radclyffe
Cyan_Worlds,Rand_Miller
Marvel_Television,Jeph_Loeb
Challenger_LTD,Hassan_Tatanaki
BrabenderCox,Hogan_Gidley
Better_Place,Moshe_Kaplinsky
AirLaunch,Gary_Hudson_(engineer)
Royal_Anthropological_Institute_of_Great_Britain_and_Ireland,Roy_Ellen
Origin_Systems,Richard_Garriott
Siebel_Systems,Patricia_House
EID_Parry,A._Vellayan
Jumeirah_Lakes_Towers_Free_Zone,Ahmed_Sultan_Bin_Sulayem
WildStorm,Ben_Abernathy
American_Type_Founders,Wadsworth_A._Parker
Ford_Motor_Company,Mark_Fields_(businessman)
YG_Entertainment,Yang_Hyun-suk
SensorDynamics,Volker_Kempe
Destiny_Group,M_Harun-Ar-Rashid
PNC_Financial_Services,William_S._Demchak
PlanetOut_Inc.,Megan_Smith
Millers_Falls_Company,Levi_J._Gunn
Real_Goods,John_Schaeffer_(environmentalist)
Koch_Industries,Charles_Koch
NanoRacks,Jeffrey_Manber
Trumpf,Nicola_Leibinger-Kammüller
Calgary_Sports_and_Entertainment,N._Murray_Edwards
Newport_Television,Sandy_DiPasquale
Carphone_Warehouse,Charles_Dunstone
Hewlett_Packard_Enterprise_Networking,Meg_Whitman
Topman,Philip_Green
Silver_Pictures,Susan_Downey
Tune_Hotels,Tony_Fernandes
Hyatt_Roller_Bearing_Company,Alfred_P._Sloan
The_Kanoo_Group,Mishal_Hamed_Kanoo
Coles_Supermarkets,Curtis_Stone
Daqri,Ashton_Kutcher
Kingdom_Holding_Company,Al-Waleed_bin_Talal
Beepi,Ale_Resnik
Wanda_Group,Wang_Jianlin
Studios_Hergé,Jacques_Martin_(comics)
Regent_International_Hotels,Adrian_Zecha
Berggruen_Institute,Nicolas_Berggruen
Oracle_Corporation,Safra_A._Catz
Gulf_Keystone_Petroleum,Jón_Ferrier
Sony_Interactive_Entertainment,Shuhei_Yoshida
Eide_Marine_Services,Johannes_Eide
Altria,Martin_Barrington
Nanotronics_Imaging,Matthew_Putman_(scientist)
Werner_Erhard_and_Associates,Werner_Erhard
4mm_Games,Jamie_King
Sovereign_Wealth_Fund_Institute,Michael_Maduell
Seventh_Generation_Inc.,Jeffrey_Hollender
Quantopian,John_Fawcett_(entrepreneur)
Pritish_Nandy_Communications,Pritish_Nandy
CMPC_(company),Eliodoro_Matte
Motherson_Sumi_Systems,Vivek_Chaand_Sehgal
Inview_Technology,Nick_Markham
Stratasys,S._Scott_Crump
Wieden+Kennedy,David_Kennedy_(advertising)
Société_des_Avions_Bernard,Jean_Hubert
Renault–Nissan_Alliance,Carlos_Ghosn
Tennessee_Valley_Authority,William_D._Johnson_(CEO)
Eurasia_Group,Ian_Bremmer
Boston_Garden-Arena_Corporation,Weston_Adams
AGF_(company),Jacques_Richier
Hitachi,Hiroaki_Nakanishi
DekaBank_(Germany),Georg_Fahrenschon
Royal_African_Company,Charles_II_of_England
Starwave,Patrick_Naughton
Raymond_Jungles_Inc.,Raymond_Jungles
Copesa,Álvaro_Saieh
Beauty_with_a_Purpose,Julia_Morley
Trimurti_Films,Gulshan_Rai
Nyctv,Bill_de_Blasio
Magnolia_(company),Ramon_S._Ang
JESS3,Jesse_Thomas_(graphic_designer)
J.A._Woollam_Co.,John_Woollam_(physicist)
KrioRus,Danila_Medvedev
Skye_Bank,Tokunbo_Abiru
Skype_Technologies,Qi_Lu_(computer_scientist)
Halyvourgiki_Hellenic_Steel_Industry_S.A.,Panagiotis_Angelopoulos
Overbrook_Entertainment,Jada_Pinkett_Smith
Plush_Home,Steven_Ho_(martial_artist)
RIA_Novosti,Svetlana_Mironyuk
The_Word_Network,Paul_Crouch_Jr.
MKG_Group,Georges_Panayotis
Jimmy_Choo_Ltd,Sandra_Choi
New_Zealand_Post,Michael_Cullen_(politician)
Kenzo_(brand),Carol_Lim
Atlantic_Coast_Financial,Jay_Sidhu
Canadian_Broadcasting_Corporation,Louis_Lalande
Uganda_Investment_Authority,Juma_Kisaame
Molinos_Río_de_la_Plata,Gregorio_Pérez_Companc
Hasselblad,Victor_Hasselblad
Venus_Records_&_Tapes,Ganesh_Jain
UK_Power_Networks,Basil_Scarsella
Dangote_Group,Aliko_Dangote
Fighting_Network_Rings,Akira_Maeda
Serco,Rupert_Soames
Arcus_(company),Otto_Drakenberg
Djarum,Michael_Bambang_Hartono
Daisy_Rock_Girl_Guitars,Tish_Ciravolo
Umicore,Thomas_Leysen
Veolia_Transport,Henri_Proglio
Munich_Re,Bernd_Pischetsrieder
Sunrun,Lynn_Jurich
Fundsmith,Terry_Smith_(businessman)
ICICI_Bank,Chanda_Kochhar
Nectar_Lifesciences,Sunder_Lal
JumpTV,G._Scott_Paterson
Compagnie_Financière_Edmond_de_Rothschild,Benjamin_de_Rothschild
Wayfinder,Tommy_Ahlers
I.TV,Brad_Pelo
"John_Snow,_Inc",Joel_Lamstein
International_Speakers_Bureau,Michelle_Lemmons-Poscente
Veniam,Robin_Chase
Pure_Flix_Entertainment,Byron_M._Jones
Jacoby_&_Meyers,Gail_Koff
World_Combat_League,Chuck_Norris
Irving_Oil,John_E._Irving
Media_General,John_Stewart_Bryan_III
Radarsoft,John_Vanderaart
Blackfish_Publishing,Matt_Bielby
Caravan_Pictures,Joe_Roth
Lerer_Hippeau_Ventures,Kenneth_Lerer
Luxottica,Leonardo_Del_Vecchio
Alfred_Herbert_(company),Alfred_Herbert
Playboy_Enterprises,Scott_Flanders
AarhusKarlshamn,Melker_Schörling
Abayima,Jon_Gosier
HackerOne,Mårten_Mickos
Zaha_Hadid_Architects,Zaha_Hadid
Antony_Gibbs_&_Sons,"Alban_Gibbs,_2nd_Baron_Aldenham"
Harbortouch,Jared_Isaacman
Milkyway_Image,Johnnie_To
Bankia,José_Ignacio_Goirigolzarri
Rhodia_(company),Jean-Pierre_Clamadieu
NLight,Scott_Keeney
Amazon.com,Jeff_Bezos
Cavium,Syed_B._Ali
Gas_Light_and_Coke_Company,Frederick_Albert_Winsor
MasterCard,Ajaypal_Singh_Banga
ADASTRA_Films,Sébastien_Aubert
Pillowtex_Corporation,David_H._Murdock
University_of_Warwick_Science_Park,Nigel_Thrift
International_Navigation_Company,Clement_Griscom
Jose_Thomas_Performing_Arts_Centre,Mohanlal
Takenaka_Corporation,Masahiro_Miyashita
Yonyou,Wang_Wenjing
Nord-Trøndelag_Hospital_Trust,Steinar_Aspli
Atomstroyexport,Sergei_Shmatko
Bayan_Productions,Noli_de_Castro
Altos_Hornos_de_México,Alonso_Ancira
BrabenderCox,Kent_Gates
Fiat_Chrysler_Automobiles,Sergio_Marchionne
MG_Rover_Group,John_Towers_(businessman)
Synthes,Hansjörg_Wyss
Airgo_Networks,Gregory_Raleigh
Shipping_Corporation_of_India,Arun_Kumar_Gupta
Harland_and_Wolff,Edward_Harland
Access_Project,Jeffrey_Sachs
Pivotal_Games,Jim_Bambra
Business_for_Scotland,Tony_Banks_(businessman)
Dwyer_Brothers_Stable,Evert_V._Snedecker
China_Zhongwang,Liu_Zhongtian
Freedom_Group,George_Kollitides
Sammy_Corporation,Hajime_Satomi
Aegon_N.V.,Alexander_Wynaendts
Riggs_Bank,Joe_Allbritton
Mistwalker,Hironobu_Sakaguchi
Lone_Pine_Capital,Stephen_Mandel_(hedge_fund_manager)
Abdul_Latif_Jameel_Poverty_Action_Lab,Sendhil_Mullainathan
Impul,Kazuyoshi_Hoshino
Conair_Corporation,Leandro_Rizzuto
Hutchison_Asia_Telecom_Group,Canning_Fok
MICROS_Systems,Peter_Altabef
Scarabeefilms,Hetty_Naaijkens-Retel_Helmrich
Williams_Street,Keith_Crofford
Family_Dollar,Howard_R._Levine
VTB_Bank,Alexey_Ulyukaev
Cox_Enterprises,James_C._Kennedy
De'Longhi,Fabio_De'Longhi
Better_Place,Shai_Agassi
Matchless_Amplifiers,Mark_Sampson
Icera,Stan_Boland
Optimizely,Dan_Siroker
Atari_Corporation,Jack_Tramiel
Synopsys,Aart_de_Geus
Nbn_(telecommunications_company),Bill_Morrow_(executive)
Crash_Lab,Graeme_Norgate
The_Co-operative_Group,Richard_Pennycook
Wellbeing_of_Women,Eve_Pollard
Director's_Kut_Productions,Rajan_Shahi
Marshall_Field's,Harry_Gordon_Selfridge
Asia_Pacific_Transport_Consortium,Rick_Allert
New_London_Ship_and_Engine_Company,Isaac_Rice
Fill-in-Cafe,Masaki_Ukyo
Outsourcery,Ken_Olisa
Prope,Yuji_Naka
Upstream_Research,Scott_Bedbury
Saatchi_&_Saatchi,Robert_Senior
Opsware,Ben_Horowitz
Genesis_Housing_Association,Charles_Gurassa
Moixa,Simon_Daniel
San_Miguel_Brewery,Ramon_S._Ang
Transocean,"Merrill_A._Miller,_Jr."
First_House_(company),Morten_Wetland
Gooderham_and_Worts,James_Worts
Aardman_Animations,David_Sproxton
Shinola,Tom_Kartsotis
Gateway_Films,Terry_Byrne
Electro-Dynamic_Company,Isaac_Rice
Dream_it._Code_it._Win_it.,Cristina_Dolan
Revathy_Kalamandhir,Menaka_(actress)
Greka_Energy,Randeep_Grewal
Blackhill_Enterprises,Peter_Jenner
Wartski,Nicholas_Snowman
Motor_Oil_Hellas,Vardis_Vardinogiannis
Nintendo,Genyo_Takeda
Music_World_Corporation,Robert_B._Sherman
Robot_research_initiative,Jong_Oh_Park
Khaama_Press,Khushnood_Nabizada
LSVD,Jacques_Teyssier
Stratolaunch_Systems,Paul_Allen
Bristol_Aeroplane_Company,Frank_Barnwell
Noble_Group,Richard_Samuel_Elman
Evraz,Alexander_Vladimirovich_Frolov
Canon_Inc.,Fujio_Mitarai
B&N_Bank,Mikail_Shishkhanov
Avro_Canada,James_C._Floyd
Honor_the_Earth,Tom_B.K._Goldtooth
Economic_and_Social_Research_Institute,Alan_Barrett_(economist)
Juventus_F.C.__Juventus_Football_Club_S.p.A.__1,Andrea_Agnelli
Clandestine_Industries,Pete_Wentz
Murphy_Oil,Claiborne_P._Deming
Playground_Global,Bruce_Leak
Storeboard_Media,Doug_Leeds
Cookie_Jar_(company),Michael_Hirsh_(producer)
Rover_Company,Spencer_Wilks
Cohesity,Mohit_Aron
Anjana_Productions,Chiranjeevi
Acer_Studios,Tim_Scott_(guitarist)
Student_Sponsorship_Programme_South_Africa,Teresa_Clarke
ARM_Cement_Limited,Pradeep_Paunrana
Metaweb,Kurt_Bollacker
Nigerian_Export-Import_Bank,Roberts_Orya
Softdisk,Adrian_Carmack
Suez_Canal_Company,Ferdinand_de_Lesseps
RBL_Bank,Vishwavir_Ahuja
Western_Refining,Paul_L._Foster
CP_Ships,John_Wallace_Thomas
Saban_Entertainment,Shuki_Levy
Two_Guys_from_Andromeda,Mark_Crowe
Meijer,Hank_Meijer
Solavei,Rick_White_(politician)
Manx_Electricity_Authority,Edmund_Lowey
Aker_Floating_Production,Arne_Hygen_Tørnkvist
Kaupthing_Bank,Ármann_Þorvaldsson
Observer_Media,James_Altucher
Lucas_Industries,"George_Simpson,_Baron_Simpson_of_Dunkeld"
DONG_Energy,Fritz_Schur
China_Smart_Logistic_Network,Jack_Ma
Hammerson,David_Atkins_(businessman)
Zee_News,Subhash_Chandra
Madman_Entertainment,Charbel_Nader
Vuly_Trampolines,Joe_Andon
Proventus,Robert_Weil_(businessman)
Textron,Scott_C._Donnelly
Carmeuse,Rodolphe_Collinet
Glencore,Tony_Hayward
JaiHind_TV,Ramesh_Chennithala
VoodooPC,Rahul_Sood
Overwaitea_Foods,Jim_Pattison
Saltgrass_Steak_House,Tilman_J._Fertitta
Wynn_Resorts,Ronald_Kramer_(business)
Mydala,Anisha_Singh
Belvedere_Management,Kenneth_Maillard
Vinçotte,Robert_Vinçotte
Tune_Group,Kamarudin_Meranun
RealNetworks,Rob_Glaser
Cinelou_Films,Mark_Canton
YouthAIDS,Ashley_Judd
Godrej_Group,Adi_Godrej
China_Petrochemical_Corporation,Su_Shulin
High_Gear_Media,Marty_Padgett
Motive_NYC,Chris_Valentino
Semantic_Technology_Institute_International,Dieter_Fensel
Jantantra_Morcha,Anna_Hazare
Apollo_Global_Management,Marc_Spilker
Bank_of_Kigali,Marc_Holtzman
Susan_B._Anthony_List,Marjorie_Dannenfelser
Sanofi,Serge_Weinberg
Keshet_Media_Group,Avi_Nir
EveryoneOn,Carlos_Slim
MyBudget,Tammy_May
Love's_Travel_Stops_&_Country_Stores,Tom_Love
Edelbrock,"Vic_Edelbrock,_Jr."
Emperor_Entertainment_Hotel_Limited,Albert_Yeung
Janus_Films,Saul_J._Turell
Global_Editors_Network,Paul_Steiger
Nederlander_Organization,James_M._Nederlander
Hearsay_Social,Clara_Shih
Norman_Thompson_Flight_Company,Eric_Gordon_England
Sega_development_studios,Toshihiro_Nagoshi
National_Food_and_Drug_Authority,Donna_Kusemererwa
Associated_British_Foods,Charles_Sinclair_(businessman)
Global_Ocean_Commission,Trevor_Manuel
Itera,Vladimir_Makeev
Far_East_Orchard,Koh_Boon_Hwee
Vida_TV,Fernando_Londoño
Haras_de_Jardy,Marcel_Boussac
Micromuse,Greg_Brown_(businessman)
Rusnano,Anatoly_Chubais
Techint,Paolo_Rocca
Software_Shelf_International,Rowan_Trollope
Austin_Rover_Group,Graham_Day
Lenovo,Yang_Yuanqing
Pakshiraja_Studios,S._M._Sriramulu_Naidu
Saudi_Aramco,Khalid_A._Al-Falih
Phoenix_Venture_Holdings,John_Towers_(businessman)
SearchMe,Randy_Adams
Music_World_Corporation,Robert_J._Sherman
Abu_Dhabi_Investment_Authority,Hamed_bin_Zayed_Al_Nahyan
Grupo_Omnilife,Jorge_Vergara
HCL_Technologies,Anant_Gupta
ENN_Group,Wang_Yusuo
LaSalle_(automobile),Harley_Earl
Northumberland_Shipbuilding_Company,Rowland_Hodge
Godrej_Group,Anil_Verma
HuffPost_Live,Roy_Sekoff
Founders_Fund,Peter_Thiel
Barnhart_Brothers_&_Spindler,Robert_Wiebking
Hanjin,Cho_Yang-ho
Good_Energy,Juliet_Davenport
Solace_Systems,Terry_Matthews
Animax_Entertainment,Dave_Thomas_(actor)
Bank_of_China_(Hong_Kong),He_Guangbei
Bickley-Warren_Productions,Marc_Warren_(TV_producer)
Reliance_Petroleum,Mukesh_Ambani
RYOT,Bryn_Mooser
Legend_Entertainment,Bob_Bates
Rand_Merchant_Investment_Holdings,Gerrit_Ferreira
About.com,Barry_Diller
Finesti,Michel_Maquil
GTRI_Advanced_Concepts_Laboratory,Mark_Mitchell_(researcher)
Famous_Writers_School,Faith_Baldwin
Alkarama,Rachid_Mesli
Whyte_House_Entertainment,Stephen_Hill_(entrepreneur)
Quiñenco,Guillermo_Luksic_Craig
3M,Inge_Thulin
Scorpio_Music,Henri_Belolo
FSA_Corporation,Theo_de_Raadt
Plus_(telecommunications_Poland),Zygmunt_Solorz-Żak
Ferrari,Sergio_Marchionne
Israeli_Academy_of_Film_and_Television,David_Gurfinkel
Africa.com,Jendayi_Frazer
ABB_Group,Peter_Voser
Production_I.G,Mitsuhisa_Ishikawa
Syrian_Telecom,Bashar_al-Assad
Coventry_Climax,Walter_Hassan
Chicago_Eclipse_Select,Rory_Dames
The_Carlyle_Group,Daniel_A._D'Aniello
Backes_&_Strauss,Vartkess_Knadjian
British_Association_for_Shooting_and_Conservation,"David_Douglas-Home,_15th_Earl_of_Home"
Paizo_Publishing,Jason_Bulmahn
Rolls-Royce_Holdings,Warren_East
"Eden_Studios,_Inc.",M._Alexander_Jurkat
Halifax_International_Security_Forum,David_J._Kramer
Fred_Wolf_Films,Fred_Wolf_(animator)
DP_World,Jamal_Majid_Bin_Thaniah
Pottermore,J._K._Rowling
Catcha_Group,Patrick_Grove
Sega_Sammy_Holdings,Hisao_Oguchi
Van_Wagoner_(automobile),William_Van_Wagoner
Israeli_News_Company,Yehuda_Lancry
British_Rail,Gerry_Fiennes
"StemCells,_Inc.",Irving_Weissman
MediaNews_Group,Richard_Scudder
"Eden_Studios,_Inc.",George_Vasilakos
Your_Black_Muslim_Bakery,Yusuf_Bey_IV
Bayer_CropScience_Limited,Vijay_Mallya
Element_14_(company),Stan_Boland
Evercore_Partners,Roger_Altman
"Holland,_Hannen_&_Cubitts","Henry_Cubitt,_4th_Baron_Ashcombe"
The_Geffen_Film_Company,David_Geffen
Chemical_Bank,Walter_V._Shipley
GodsGirls,Annaliese_Nielsen
Interfax-Ukraine,Oleksandr_Martynenko_(journalist)
Cheveley_Park_Stud,David_Thompson_(entrepreneur)
China_Development_Bank,Hu_Huaibang
Leader_Price,Jean-Charles_Naouri
Radio_Maryja,Tadeusz_Rydzyk
Alderon_Iron_Ore_Corp.,Danny_Williams_(politician)
Trans_Corp,Chairul_Tanjung
ConsenSys,Joseph_Lubin_(entrepreneur)
AQR_Capital,David_Kabiller
Sports_Direct,Keith_Hellawell
BGC_Partners,Howard_Lutnick
Lionsgate_Films,Rob_Friedman
SeaChange_International,Jay_Samit
Shadwell_Racing,Hamdan_bin_Rashid_Al_Maktoum
Deutsche_Post,Frank_Appel
Reliance_Digital,Mukesh_Ambani
Crown_Financial_Ministries,Chuck_Bentley
Rice_&_Hutchins,William_B._Rice
Luck_Films,Willie_Nelson
Leatherman,Timothy_S._Leatherman
Definition_6,Frank_Radice
Semantic_Technology_Institute_International,John_Domingue
Pepe_Jeans,Carlos_Ortega_(businessman)
Looking_Glass_Studios,Paul_Neurath
Correctiv,David_Schraven
Parque_Arauco_S.A.,José_Said
Puri_Sangeet,Puri_Jagannadh
Klick_Health,Leerom_Segal
Center_for_UFO_Studies,J._Allen_Hynek
IQ_Analytics,Mark_Braund
Fenway_Sports_Management,Sam_Kennedy_(baseball_executive)
RatPac-Dune_Entertainment,James_Packer
NYU_WIRELESS,Theodore_Rappaport
Preservation_Virginia,William_Kelso
Crescent_Enterprises,Badr_Jafar
Carroll_Group,Gerald_Carroll
Agder_Energi,Sigmund_Kroslid
Kojima_Productions,Yoji_Shinkawa
Lucideus,Saket_Modi
Portugal_Telecom,Paulo_Neves
JetSuiteX,Alex_Wilcox
Tum_Yeto,Tod_Swank
William_Scott_Shipbuilders,William_Patterson_(engineer)
Bridas_Corporation,Carlos_Bulgheroni
Parameswara_Art_Productions,Bandla_Ganesh
Standard_Motor_Company,John_Black_(businessman)
Existence_Genetics,Brandon_Colby
B612_Foundation,Ed_Lu
Kinghaven_Farms,Donald_G._Willmot
Nullsoft,Justin_Frankel
Polk_Brothers,Sol_Polk
Dr._Reddy's_Laboratories,G._V._Prasad
M._A._Kharafi_&_Sons,Fawzi_Al-Kharafi
Aviva,Adrian_Montague
Danjaq,Michael_G._Wilson
Boingo_Wireless,David_Hagan
Clean_Edge,Joel_Makower
Richard_Dawkins_Foundation_for_Reason_and_Science,Bill_Nye
Centenary_Bank,John_Ddumba_Ssentamu
TalkTalk_Group,Charles_Dunstone
Wolfram_Research,Stephen_Wolfram
Starwave,Paul_Allen
NYSE_Euronext,Duncan_L._Niederauer
Ora_TV,Carlos_Slim
Nebiolo_Printech,Alessandro_Butti
Brookstreet_Pictures,Terry_Matthews
Venda_Inc,Dan_Wagner
Fomento_de_Construcciones_y_Contratas,Carlos_Jarque
Romar_Entertainment,Billy_Zane
Orbital_Sciences_Corporation,David_W._Thompson
ICF_International,Sudhakar_Kesavan
Norwegian_America_Line,Gustav_Henriksen
Piramal_Foundation,Ajay_Piramal
24_Frames_Factory,Manchu_Vishnu
Paragon_Software,Antony_Davies
Indianapolis_Motor_Speedway_Radio_Network,Lou_Palmer_(motorsport_broadcaster)
Producers_Releasing_Corporation,Sigmund_Neufeld
Meijer,Doug_Meijer
Isuzu_Motors,Susumu_Hosoi
Mitsubishi_Motors,Tetsuro_Aikawa
Dassault_Aviation,Serge_Dassault
HP_Enterprise_Business,Ann_Livermore
Global_United_Media,Kothanda_Ramaiah
Tapiture,Randall_Kaplan
BigPond,David_Thodey
Bajaj_Group,Rahul_Bajaj
Blackhill_Enterprises,Roger_Waters
E-Home_Automation,Khalifa_AlJaziri
Boscov's,Albert_Boscov
"Fenton,_Murray_and_Jackson",John_Chester_Craven
United_Energy_Systems_of_Ukraine,Oleksandr_Tymoshenko
Goodman_Games,Harley_Stroh
RPG_Group,Sanjiv_Goenka
Bandhan_Bank,Chandra_Shekhar_Ghosh
Mjunction,Viresh_Oberoi
Massoud_Foundation,Ahmad_Shah_Massoud
Liberty_Interactive,Greg_Maffei
Baume_et_Mercier,William_Baume
Domino's_Pizza,Tom_Monaghan
Blind_Skateboards,Ronnie_Creager
Riskdata,Raphael_Douady
Bad_Boy_(brand),Junior_dos_Santos
The_HON_Company,C._Maxwell_Stanley
Just_Jeans,Solomon_Lew
KEYreit,John_Bitove
Blackhill_Enterprises,Nick_Mason
Shakarganj_Mills,Altaf_M._Saleem
Black_Walk,Craig_Fleming
Herrick_Corporation,David_H._Dornsife
Shaw_Communications,JR_Shaw
Keyser_Ullman,Edward_du_Cann
A_Shade_Greener,Stewart_Davies
Williams_Holdings,Brian_McGowan_(businessman)
