Peter_Hoagland,Jon_Lynn_Christensen
Princess_Marie_Isabelle_of_Orléans,"Prince_Philippe,_Duke_of_Orléans_(1869–1926)"
Louise_Adélaïde_d'Orléans,Élisabeth_Charlotte_d'Orléans
Basil_Fawlty,Connie_Booth
Anne_of_Brittany,Renée_of_France
Fatma_Sultan_(daughter_of_Abdülmecid_I),Abdülmecid_I
Robert_G._Ingersoll,Mark_Twain
Oraongka_Ankayuba,Chulalongkorn
Scott_McNeil,Tom_Kenny
Edyta_Śliwińska,Jonathan_Roberts_(dancer)
"Frederick_Stewart,_4th_Marquess_of_Londonderry",William_IV_of_the_United_Kingdom
John_Bracken,George_VI
Tori_Spelling,Candy_Spelling
Kamaliya,Thomas_Anders
Desiderius,Charlemagne
John_McCain,Ben_Nighthorse_Campbell
Martha_Rivers_Ingram,Ingrid_Goude
"Elizabeth_of_Poland,_Duchess_of_Pomerania",Elizabeth_of_Pomerania
Jacques_Toubon,François_Mitterrand
Kyaswa,Htilominlo
Paul_di_Resta,Romain_Grosjean
Choi_Kyu-hah,Park_Chung-hee
"Katherine_Neville,_Duchess_of_Norfolk","John_de_Mowbray,_3rd_Duke_of_Norfolk"
Alfonso_VIII_of_Castile,Henry_I_of_Castile
Jay_Faerber,Judd_Winick
Harry_S._Truman,Louis_A._Johnson
Dallas_M._Fitzgerald,Frank_Buck_(animal_collector)
Josephine_Siao,Lau_Kar-leung
Heather_Hudson_(Exiles),Judd_Winick
Richard_B._Hubbard,Richard_Coke
"Arthur_Wellesley,_2nd_Duke_of_Wellington",Edward_Warner_(1818–1875)
Louis_XVI_of_France,Louis_XV_of_France
William_S._Burroughs,David_Bowie
Empress_Dowager_Cixi,Empress_Dowager_Ci'an
"Albert_II,_Margrave_of_Brandenburg","Otto_III,_Margrave_of_Brandenburg"
Suleiman_the_Magnificent,Raziye_Sultan
Lorenzo_Fabbri,Kaspar_Capparoni
Prince_Victor_of_Hohenlohe-Langenburg,"Ernst_I,_Prince_of_Hohenlohe-Langenburg"
"Elisabeth_of_Brunswick-Wolfenbüttel,_Duchess_of_Saxe-Altenburg","Elizabeth_of_Denmark,_Duchess_of_Brunswick-Wolfenbüttel"
Martin_Kemp,Gary_Kemp
"Elizabeth_Douglas-Home,_Baroness_Home_of_the_Hirsel",Lady_Dorothy_Macmillan
Hugh_Jackman,Steve_Martin
Ayşe_Seniyeperver_Sultan,Nakşidil_Sultan
"Judith_Blunt-Lytton,_16th_Baroness_Wentworth","Noel_Lytton,_4th_Earl_of_Lytton"
José_Serra,Fernando_Henrique_Cardoso
Marie_Jeanne_Baptiste_of_Savoy-Nemours,"Charles_Amadeus,_Duke_of_Nemours"
"Aloys_II,_Prince_of_Liechtenstein",Landgravine_Josepha_of_Fürstenberg-Weitra
Gaetano_Mosca,Victor_Emmanuel_III_of_Italy
"Ferdinando_Carlo_Gonzaga,_Duke_of_Mantua_and_Montferrat",Archduchess_Isabella_Clara_of_Austria
Florence_Harding,Edith_Wilson
John_L._Burton,Tom_Bates
Count_Flemming_Valdemar_of_Rosenborg,Prince_Axel_of_Denmark
Peter_Jennings,Charles_Jennings_(journalist)
Chris_Rock,Christian_Finnegan
Pasqual_Enrile_y_Alcedo,Ferdinand_VII_of_Spain
Ramiz_Alia,Sali_Berisha
Rajaram_Chhatrapati,Shivaji_II
Shirley_Kuo,Frederick_Chien
Tadaharu_Nakano,Chiemi_Eri
John_Manley,Paul_Martin
Juscelino_Kubitschek,João_Goulart
"Odo,_Count_of_Penthièvre",Hawise_of_Normandy
Wallace_McCain,Harrison_McCain
Douglas_Lloyd_Campbell,Elizabeth_II
Pridi_Banomyong,Bhumibol_Adulyadej
Maximilian_I_of_Mexico,Franz_Joseph_I_of_Austria
"Louis_d'Orléans,_Duke_of_Orléans","Philippe_II,_Duke_of_Orléans"
Khin_Khin_Htoo,Mya_Than_Tint
Frederick_VIII_of_Denmark,Christian_IX_of_Denmark
List_of_Modern_Family_characters,Adam_DeVine
"Sir_Edmund_Monson,_1st_Baronet","Frederick_Hamilton-Temple-Blackwood,_1st_Marquess_of_Dufferin_and_Ava"
John_A._McCone,Lyndon_B._Johnson
Husayn_ibn_Ali,Ali_ibn_Husayn_Zayn_al-Abidin
"Peter_I,_Duke_of_Bourbon","Louis_I,_Duke_of_Bourbon"
"William_Cecil,_1st_Baron_Burghley","Robert_Dudley,_1st_Earl_of_Leicester"
Ja'far_al-Sadiq,Muhammad_al-Baqir
Mehmed_VI,Mehmed_Ertuğrul_Efendi
Boris_III_of_Bulgaria,Simeon_Saxe-Coburg-Gotha
"James_Hamilton,_1st_Duke_of_Abercorn","John_Wodehouse,_1st_Earl_of_Kimberley"
"James_Carnegie,_3rd_Duke_of_Fife","Princess_Maud,_Countess_of_Southesk"
"James_Butler,_1st_Duke_of_Ormonde","George_Monck,_1st_Duke_of_Albemarle"
Ranavalona_II,Rasoherina
"Princess_Astrid,_Mrs._Ferner",Haakon_VII_of_Norway
Charles_Martel,Alpaida
Bruce_Bartlett,George_W._Bush
José_Ramón_Machado_Ventura,Raúl_Castro
Nicolette_Grant,Mark_V._Olsen
Jambyn_Batmönkh,Yumjaagiin_Tsedenbal
Hedwig_of_Münsterberg-Oels,"Charles_I,_Duke_of_Münsterberg-Oels"
Nathanael_West,Nathan_West
"Charles_Christian,_Prince_of_Nassau-Weilburg","Charles_August,_Prince_of_Nassau-Weilburg"
Kyawswa_II_of_Pinya,Narathu_of_Pinya
Tim_Kaine,Mark_Warner
William_S._Fulton,Andrew_Jackson
"Eleanor,_Countess_of_Vermandois","Elisabeth,_Countess_of_Vermandois"
Monty_Powell,Keith_Urban
Hun_Sen,Say_Chhum
Maria_Vittoria_dal_Pozzo,"Prince_Emanuele_Filiberto,_Duke_of_Aosta"
Sa'id_bin_Zayd,Muhammad
"Yolande_of_Dreux,_Duchess_of_Burgundy","Beatrice_of_Navarre,_Duchess_of_Burgundy"
Yen_Chia-kan,Chiang_Kai-shek
Empress_Xiaohuizhang,"Borjigit,_Demoted_Empress"
Lady_Jane_Grey,Edward_VI_of_England
Ernest_Sachs,Henry_Goldman
Angelo_Persichilli,Stephen_Harper
Nigel_Powers,Michael_Caine
Philip_V_of_Spain,Charles_II_of_Spain
Bertha_of_Holland,Louis_VI_of_France
Ilene_Busch-Vishniac,Peter_MacKinnon
"Richard_Temple-Nugent-Brydges-Chandos-Grenville,_2nd_Duke_of_Buckingham_and_Chandos","Walter_Montagu_Douglas_Scott,_5th_Duke_of_Buccleuch"
Edward_R._Finch,Tricia_Nixon_Cox
Ilir_Meta,Pandeli_Majko
"Agnes_Mortimer,_Countess_of_Pembroke","John_Hastings,_2nd_Earl_of_Pembroke"
Pete_Anderson,Michelle_Shocked
B._J._Sander,Jon_Ryan
Frank_V._Ortiz_Jr.,Ronald_Reagan
Tommy_LiPuma,David_Foster
William_Devereux_(1219_to_1265),"Roger_Mortimer,_1st_Baron_Mortimer"
Jaz-O,Jay_Z
Edward_I_of_England,Edward_II_of_England
Kwame_Nkrumah,Elizabeth_II
Anna_Mkapa,Siti_Mwinyi
Princess_Juliane_of_Saxe-Coburg-Saalfeld,"Francis,_Duke_of_Saxe-Coburg-Saalfeld"
Ali,Fatimah_bint_Asad
John_II_of_Portugal,"Afonso,_Prince_of_Portugal"
Gerry_Ottenheimer,Frank_Moores
"Benedict_Calvert,_4th_Baron_Baltimore","Charles_Calvert,_3rd_Baron_Baltimore"
Mac_Gollehon,David_Bowie
James_Stillman_Rockefeller,James_Stillman
Adela_of_Champagne,"Theobald_II,_Count_of_Champagne"
Frederick_the_Great,Sophia_Dorothea_of_Hanover
William_Windom,James_A._Garfield
Abdullah_II_of_Jordan,Hussein_of_Jordan
John_Kerry,Mary_Landrieu
William_V._Roth_Jr.,Abraham_A._Ribicoff
Empress_Matilda,"Geoffrey,_Count_of_Nantes"
"Adolf_I,_Prince_of_Schaumburg-Lippe","George_William,_Prince_of_Schaumburg-Lippe"
Alberto_Lleras_Camargo,Alfonso_López_Pumarejo
Ronald_Machen,Barack_Obama
Gustavo_Díaz_Ordaz,Adolfo_López_Mateos
Bill_Baxley,George_McMillan
"Charles_VII,_Holy_Roman_Emperor","Maximilian_III_Joseph,_Elector_of_Bavaria"
Charlie_Eppes,Don_Eppes
Sultan_bin_Muhammad_Al-Qasimi,Khalid_bin_Mohammed_Al_Qasimi
"Margaret_of_Huntingdon,_Duchess_of_Brittany",Ada_de_Warenne
Ádám_Récsey,Lajos_Batthyány
Melissa_Duck,Bea_Benaderet
Hafez_al-Assad,Bashar_al-Assad
Fred_Ruiz_Castro,Ramon_Magsaysay
Teena_Marie,Faith_Evans
Samuel_Kipi,Likelike
Lisa_Germano,David_Bowie
Cyrus_the_Great,Cambyses_II
Alexis_Jordan,Jay_Z
Scott_Niedermayer,Henrik_Zetterberg
Przemysław_of_Racibórz,Władysław_Opolski
Soha_Ali_Khan,Saif_Ali_Khan
Chiang_Kai-shek,Lin_Sen
"James_II,_Count_of_La_Marche","John_I,_Count_of_La_Marche"
Frank_McKenna,Michael_Wilson_(Canadian_politician)
"Michel,_14th_Prince_of_Ligne","Antoine,_13th_Prince_of_Ligne"
Hadassah_Lieberman,Tipper_Gore
Saovabha_Phongsri,Bahurada_Manimaya
Charles_I_of_Naples,Peter_III_of_Aragon
"John_Russell,_4th_Duke_of_Bedford","John_Stuart,_3rd_Earl_of_Bute"
Stephen_Van_Rensselaer,James_L._Hogeboom
Princess_Alexia_of_Greece_and_Denmark,Queen_Anne-Marie_of_Greece
Stella_Crawford,Sophie_Thompson
"John_I,_Duke_of_Cleves","John_II,_Duke_of_Cleves"
Chris_Uhlmann,Leigh_Sales
Chen_Zhen_(character),Bruce_Lee
Rita_Johnston,Elizabeth_II
Pierre_Trudeau,Michel_Trudeau
Albert_II_of_Germany,"Sigismund,_Holy_Roman_Emperor"
Fred_Thompson,Ted_Stevens
Charles_Wesley,Samuel_Wesley_(poet)
Michael_Gove,Elizabeth_Truss
Ulysses_S._Grant,Ebenezer_R._Hoar
Azlan_Shah_of_Perak,Nazrin_Shah_of_Perak
"William_of_Winchester,_Lord_of_Lüneburg","Otto_I,_Duke_of_Brunswick-Lüneburg"
Peter_I_of_Cyprus,Peter_II_of_Cyprus
Canute_VI_of_Denmark,Valdemar_II_of_Denmark
Emperor_Zhenzong,Consort_Li_(Zhenzong)
"Charles,_Grand_Duke_of_Baden","Charles_Louis,_Hereditary_Prince_of_Baden"
"Prince_Alfonso,_Count_of_Caserta",Prince_Carlos_of_Bourbon-Two_Sicilies
Tony_Garza,Barry_Williamson
Indiana_Jones,George_Hall_(actor)
"Frederick_Augustus_II,_Grand_Duke_of_Oldenburg",Princess_Elisabeth_of_Saxe-Altenburg_(1826–1896)
"John_L._Withers,_II",George_W._Bush
Ptolemy_Philadelphus_(son_of_Cleopatra),Mark_Antony
"James_Abercromby,_1st_Baron_Dunfermline",William_IV_of_the_United_Kingdom
Frank_Iacobucci,Rosalie_Abella
Jacob_Chestnut,Ronald_Reagan
Hayley_Vaughan,Kelly_Ripa
Adam_Mickiewicz,Niccolò_Machiavelli
Conrad_III_of_Germany,"Frederick_IV,_Duke_of_Swabia"
Desmond_Hoyte,Ptolemy_Reid
William_Gannaway_Brownlow,Andrew_Johnson
"Henry_Petty-Fitzmaurice,_5th_Marquess_of_Lansdowne",Queen_Victoria
Norman_Granz,Charlie_Parker
Liberty_DeVitto,Billy_Joel
Arlene_Dahl,Lorenzo_Lamas
Beatrice_of_Castile_(1293–1359),María_de_Molina
George_Cakobau,Elizabeth_II
"Roger_Lumley,_11th_Earl_of_Scarbrough","Prince_Edward,_Duke_of_Kent"
Omar_Ali_Saifuddien_III,Hassanal_Bolkiah
George_Harrison,Eric_Clapton
"George_Cadogan,_5th_Earl_Cadogan",William_Ewart_Gladstone
"Karl,_Prince_of_Leiningen",Prince_Karl_of_Leiningen
"Eleanor_of_Portugal,_Queen_of_Denmark",Afonso_II_of_Portugal
"Albert,_Prince_Consort",Princess_Louise_of_Saxe-Gotha-Altenburg_(1800–1831)
"Rupprecht,_Crown_Prince_of_Bavaria",Maria_Theresa_of_Austria-Este_(1849–1919)
"Catherine_Brandon,_Duchess_of_Suffolk","Peregrine_Bertie,_13th_Baron_Willoughby_de_Eresby"
Bona_Sforza,Sigismund_II_Augustus
Robert_III_of_Artois,Blanche_of_Brittany
Thomas_Robert_Malthus,John_Maynard_Keynes
Kamehameha_III,Kaʻahumanu
Badlishah_of_Kedah,Abdul_Halim_of_Kedah
Aung_San_Oo,Aung_San
Matilda_of_Flanders,William_II_of_England
"Albert_III,_Duke_of_Bavaria","Ernest,_Duke_of_Bavaria"
Stewart_Hosie,Nicola_Sturgeon
"Peter_II,_Duke_of_Bourbon","Suzanne,_Duchess_of_Bourbon"
Ingrid_Rüütel,Evelin_Ilves
"Charles_IV,_Holy_Roman_Emperor","Margaret_of_Bohemia,_Burgravine_of_Nuremberg"
"Albert,_8th_Prince_of_Thurn_and_Taxis",Prince_Ludwig_Philipp_of_Thurn_and_Taxis
Louis_de_Pointe_du_Lac,Brad_Pitt
Stephanie_McMahon,Marissa_Mazzola-McMahon
"Patricia_Ford,_Lady_Fisher",George_Currie_(politician)
Teriitapunui_Pōmare,Pōmare_IV
David_Packard,Richard_Nixon
Richard_Dawkins,David_Haig_(biologist)
Mihály_Károlyi,Pál_Szende
Ladislaus_II_of_Hungary,Béla_II_of_Hungary
"Henry_II,_Duke_of_Bavaria",Bruno_of_Augsburg
John_of_Görlitz,"Charles_IV,_Holy_Roman_Emperor"
Firdous_Bamji,Hayley_Mills
Yazakumar,Thanbula
Bill_Graham_(Canadian_politician),Bob_Rae
Luigi_R._Einaudi,José_Miguel_Insulza
Habib_Munzir_Al-Musawa,Muhammad
"Ernest_Augustus_I,_Duke_of_Saxe-Weimar-Eisenach","Johann_Ernst_III,_Duke_of_Saxe-Weimar"
Sophia_Dorothea_of_Celle,George_II_of_Great_Britain
Arafat_Rahman,Khaleda_Zia
Christopher_Soames,Ralf_Dahrendorf
Anne_Buydens,Michael_Douglas
John_Bunch,Tony_Bennett
Teresa_Fernández_de_Traba,Urraca_of_Portugal
"Heinrich,_Duke_of_Saxe-Merseburg","Maurice_Wilhelm,_Duke_of_Saxe-Merseburg"
Joseph_Leonard_O'Brien,Elizabeth_II
Grand_Duchess_Alexandra_Pavlovna_of_Russia,Paul_I_of_Russia
George_Washington,John_Adams
Prince_Waldemar_of_Prussia_(1889–1945),Prince_Henry_of_Prussia_(1862–1929)
Władysław_Stanisław_Zamoyski,Zofia_Czartoryska
Paul_Kohner,John_Weitz
Yaovamalaya_Narumala,Chulalongkorn
Miriam_A._Ferguson,Pat_Morris_Neff
Frederick_of_Naples,Charlotte_of_Naples
Pamela_Douglas,Alley_Mills
Hatice_Sultan_(Murad_V),Murad_V
George_VI,Edward_VIII
Owain_Gwynedd,Angharad_ferch_Owain
Peter_Brock,Jacky_Ickx
Dale_Bumpers,Blanche_Lincoln
Peggy_Lipton,Kidada_Jones
Glenda_Mitchell,Glynis_Barber
"Victoria,_Crown_Princess_of_Sweden",Queen_Silvia_of_Sweden
Alejandro_Vanoli,Cristina_Fernández_de_Kirchner
Katy_Perry,Katie_Perry
Madhu_Mantena,Ram_Gopal_Varma
Edward_Schreyer,Doug_Rowland
"Anne_Cecil,_Countess_of_Oxford","William_Cecil,_1st_Baron_Burghley"
Jingtai_Emperor,Xuande_Emperor
Huitzilihuitl,Acamapichtli
Elizabeth_II,Penaia_Ganilau
Chora_Naga_of_Anuradhapura,Kuda_Tissa_of_Anuradhapura
"Albert_II,_Duke_of_Mecklenburg","Henry_II,_Lord_of_Mecklenburg"
William_McMillan_(congressman),William_Henry_Harrison
Frederic_B._Ingram,Orrin_H._Ingram_II
Gerald_Ford,Stanley_K._Hathaway
Samuel_Keeler,Thomas_Betts
"Louis_Henri,_Duke_of_Bourbon","Louis_Joseph,_Prince_of_Condé"
Princess_Katherine_of_Greece_and_Denmark,Constantine_I_of_Greece
Francisco_de_Tello_de_Guzmán,Philip_II_of_Spain
Magdalena_Wilhelmine_of_Württemberg,"William_Louis,_Duke_of_Württemberg"
Yu_Shyi-kun,Chen_Shui-bian
"John_VI,_Prince_of_Anhalt-Zerbst","Rudolph,_Prince_of_Anhalt-Zerbst"
Stacy_Warner,Sela_Ward
Steve_McQueen,Chad_McQueen
"J._C._C._Davidson,_1st_Viscount_Davidson",Neville_Chamberlain
Walter_Livingston,Evert_Bancker_(speaker)
Empress_Chen_Jiao,Empress_Wang_Zhi
"Henry_IV,_Holy_Roman_Emperor","Henry_III,_Holy_Roman_Emperor"
Mr._DJ,Lenny_Kravitz
Rajkumar_(actor),Puneeth_Rajkumar
Simeon_Lord,Mary_Ann_Black
Tim_Considine,Alexander_Pantages
Mike_Henry_(American_football),Tarzan
David_Kier,George_W._Bush
Séverine_Deneulin,Amartya_Sen
Joseph_Entulu_Belaun,Najib_Razak
A._P._Lutali,Tauese_Sunia
Per_Hækkerup,Jens_Otto_Krag
Priscilla_Pointer,Amy_Irving
James_L._Ryan,Ronald_Reagan
Ashot_Yeghiazaryan,Serzh_Sargsyan
"Marie_I,_Countess_of_Boulogne",Matilda_of_Boulogne
"John_Spencer,_5th_Earl_Spencer",Queen_Victoria
Kwabena_Donkor,John_Dramani_Mahama
"Edward,_King_of_Portugal",Joan_of_Portugal
Alacid_Nunes,Jader_Barbalho
Thomas_Posey,John_Caldwell_(Kentucky_politician)
Helvig_of_Schauenburg,Catherine_Elisabeth_of_Brunswick-Lüneburg
"Robert_Stewart,_Viscount_Castlereagh",George_III_of_the_United_Kingdom
Olusegun_Obasanjo,Joaquim_Chissano
Harold_Pinter,W._S._Graham
"Princess_Alexandra,_2nd_Duchess_of_Fife","Alexander_Duff,_1st_Duke_of_Fife"
Martin_Van_Buren,John_C._Calhoun
"Andrew_Murray,_1st_Viscount_Dunedin","Alexander_Bruce,_6th_Lord_Balfour_of_Burleigh"
Vladimir_Harkonnen,Paul_Atreides
Bohemond_VI_of_Antioch,Bohemond_V_of_Antioch
Welbore_Ellis_Doyle,George_III_of_the_United_Kingdom
Empress_Xiaojingcheng,Empress_Xiaoherui
Daniel_Webster,John_M._Clayton
"Louise,_Princess_Royal",Alexandra_of_Denmark
Paul_von_Hindenburg,Karl_Dönitz
Rashid_bin_Saeed_Al_Maktoum,Maktoum_bin_Rashid_Al_Maktoum
"Richard,_6th_Prince_of_Sayn-Wittgenstein-Berleburg","Gustav_Albrecht,_5th_Prince_of_Sayn-Wittgenstein-Berleburg"
Nishio_Tadayoshi,Nishio_Tadakata
Albert_Daniels,Kanye_West
Anna_Maria_of_Mecklenburg-Schwerin,"Johann_Adolf_I,_Duke_of_Saxe-Weissenfels"
Muhammed_bin_Saud_Al_Saud,Ibn_Saud
Matilda_of_Scotland,Saint_Margaret_of_Scotland
Oakley_Hall,Michael_Chabon
Tracy_Reed_(English_actress),Anthony_Pelissier
John_Lang_Nichol,Lester_B._Pearson
Kim_Ok,Kim_Jong-il
Nala_(The_Lion_King),Irene_Mecchi
"Margaret,_Marchioness_of_Namur",Yolanda_of_Flanders
Egidiola_Gonzaga,Bianca_of_Savoy
John_Berry_(administrator),George_W._Bush
John_C._Whitehead,Ronald_Reagan
Liutgarde,"Otto_I,_Holy_Roman_Emperor"
Udai_Singh_II,Jagmal_Singh
Saint_Louis_FC_U23__David_Cross__1,David_Cross
Dick_Thornburgh,Ronald_Reagan
Kamāmalu,Kaʻahumanu
Lady_Annabel_Goldsmith,Jemima_Goldsmith
Felipe_Calderón,Rodolfo_Elizondo_Torres
"Frederick_II,_Holy_Roman_Emperor",Conrad_IV_of_Germany
Safiye_Sultan,Kösem_Sultan
Patty_Hewes,Glenn_Close
Amrita_Arora,Arbaaz_Khan_(Indian_actor)
Louise_Élisabeth_de_Bourbon,"Louis,_Prince_of_Condé_(1668–1710)"
Yahya_Petra_of_Kelantan,Ismail_Petra_of_Kelantan
Luciano_Floridi,Michael_Dummett
Jose_Alejandro_Gonzalez_Jr.,Jimmy_Carter
Iziaslav_I_of_Kiev,Sviatoslav_II_of_Kiev
Maria_Anna_of_Bavaria_(1805–1877),Caroline_of_Baden
Maria_Oakey_Dewing,John_La_Farge
Ron_Wilson_(newsreader),Kathryn_Robinson_(journalist)
Tatyana_Golikova,Vladimir_Putin
James_R._Browning,John_F._Kennedy
"Magnus_II,_Duke_of_Mecklenburg","Henry_IV,_Duke_of_Mecklenburg"
Abdulaziz_bin_Saud_bin_Abdulaziz_Al_Rashid,Fahda_bint_Asi_Al_Shuraim
Indira_Gandhi,Rajiv_Gandhi
Scott_Cutler,Beyoncé
Zhang_Jinghui,Puyi
Ivo_Daalder,Barack_Obama
Richard_Clement_Moody,Richard_Stanley_Hawks_Moody
Henrietta_Catherine_Agnes_of_Anhalt-Dessau,Gisela_Agnes_of_Anhalt-Köthen
Frank_Jay_Gould,Dorothy_Gould_Burns
Lhendup_Dorji,Sonam_Topgay_Dorji
Christopher_R._Hill,George_W._Bush
Chester_A._Arthur,Grover_Cleveland
Jack_Holloway,Stanley_Bruce
Haley_Barbour,Phil_Bryant
Dorothy_Ayer_Gardner_Ford,Michael_Gerald_Ford
Gladys_Knight,Aretha_Franklin
Bachir_Gemayel,Elias_Sarkis
Hooge_(prince),Hong_Taiji
Anna_Botting,Jon_Snow_(journalist)
Lord_Randolph_Churchill,William_Henry_Smith_(1825–1891)
Anna_Cropper,Linus_Roache
Dayasiri_Jayasekara,Ranil_Wickremesinghe
"Yolande_of_Aragon,_Countess_of_Niebla",Martin_I_of_Sicily
Leleiohoku_I,George_Luther_Kapeau
Kingunge_Ngombale–Mwiru,Jakaya_Kikwete
Carroll_Moran,Michael_D._Higgins
"Margaret_II,_Countess_of_Flanders","Guy,_Count_of_Flanders"
Kunhsaw_Kyaunghpyu,Anawrahta
Michael_Misick,Derek_Hugh_Taylor
"Louis_Henri,_Prince_of_Condé","Louis_Joseph,_Prince_of_Condé"
Hideo_Higashikokubaru,Tadahiro_Ando
Pat_Falken_Smith,William_J._Bell
Casimir_IV_Jagiellon,Sigismund_Kęstutaitis
"John_V,_Duke_of_Brittany","John_IV,_Duke_of_Brittany"
Zachary_Taylor,Mary_Elizabeth_Bliss
"Prince_Frederick,_Duke_of_York_and_Albany","Arthur_Wellesley,_1st_Duke_of_Wellington"
Shunzhi_Emperor,Changning_(prince)
Styles_Bridges,Fred_H._Brown
Eleftherios_Venizelos,George_II_of_Greece
The_Young_and_the_Restless_characters_(2000s),Lorna_Raver
Will_Graham_(character),Hugh_Dancy
Joseph_Platt,Samuel_Fitch
"Beatrice_Forbes,_Countess_of_Granard",Ogden_Mills
"Ernest_Sachs,_Jr.",Ernest_Sachs
James_Callaghan,Harold_Wilson
"Thomas_of_Woodstock,_1st_Duke_of_Gloucester",Philippa_of_Hainault
Alphonso_Taft,Henry_Waters_Taft
Nicanor_Yñiguez,Ferdinand_Marcos
Dorothy_Gale,Aunt_Em
Daoguang_Emperor,Xianfeng_Emperor
Franz_Anton_von_Kolowrat-Liebsteinsky,"Francis_II,_Holy_Roman_Emperor"
Victor_Emmanuel_III_of_Italy,Benito_Mussolini
Dominique_Moceanu,Márta_Károlyi
Joseph_V._Charyk,John_F._Kennedy
Joanna_of_Castile,Eleanor_of_Austria
Infanta_Antónia_of_Portugal,Maria_II_of_Portugal
Zou_Jiahua,Jiang_Zemin
Philip_IV_of_Spain,"Philip_Prospero,_Prince_of_Asturias"
Serhiy_Tihipko,Valeriy_Konovalyuk
Martin_Van_Buren,Aaron_Vail
Alix_of_France,Eleanor_of_Aquitaine
"John,_Duke_of_Berry",Bonne_of_Bohemia
Jean-Jacques_Rousseau,Leo_Tolstoy
Harry_S._Truman,Franklin_D._Roosevelt
Nastassja_Kinski,Nikolai_Kinski
Basiliscus,Zeno_(emperor)
Nilüfer_Hatun,Murad_I
Countess_Palatine_Dorothea_of_Simmern,Susanna_Margarete_of_Anhalt-Dessau
Claudius,Nero
Princess_Maria_Antonia_of_the_Two_Sicilies,Francis_I_of_the_Two_Sicilies
Glyn_Johns,Eric_Clapton
Mircea_the_Shepherd,Radu_Ilie_Haidăul
Stephen_J._Bartowski,Sarah_Walker_(Chuck)
"Randal_MacDonnell,_1st_Marquess_of_Antrim_(1645_creation)","Alexander_MacDonnell,_3rd_Earl_of_Antrim"
Princess_Ijigayehu_Amha_Selassie,Amha_Selassie
Saw_Yun_of_Pagan,Usaukpan_(Sawlu)
Hawys_Gadarn,"John_Charleton,_2nd_Baron_Cherleton"
Gloria_Guinness,Victoria_Niarchos
Margaret_of_Brandenburg,Hedwig_of_Kalisz
Carl_Christian_Hall,Frederick_VII_of_Denmark
Charles_Bagot,"Charles_Poulett_Thomson,_1st_Baron_Sydenham"
"Frances_Howard,_Duchess_of_Richmond","Thomas_Howard,_1st_Viscount_Howard_of_Bindon"
Angel_Batista,Jeff_Lindsay_(writer)
H._Wesley_Kenney,William_J._Bell
Christopher_%22Deep%22_Henderson,R._Kelly
Punsalmaagiin_Ochirbat,Natsagiin_Bagabandi
Eva_Amurri,Franco_Amurri
"Arthur_Hill,_2nd_Marquess_of_Downshire",Charles_James_Fox
Princess_Leia,Luke_Skywalker
Daenerys_Targaryen,Daario_Naharis
Nakula,Arjuna
Angela_Lansbury,Edgar_Lansbury_(politician)
Joseph_Platt,Samuel_Fitch
Poppaea_Sabina,Claudia_Augusta
"Leopold_III,_Duke_of_Anhalt-Dessau","Leopold_II,_Prince_of_Anhalt-Dessau"
"Adalbert,_Margrave_of_Austria","Ernest,_Margrave_of_Austria"
Alexios_I_Komnenos,Anna_Komnene
Lajos_Kossuth,Lajos_Batthyány
Maria_Luisa_of_Savoy,Louis_I_of_Spain
Winston_Bryant,Mike_Huckabee
Hal_Linton,Robin_Thicke
Clarence_Chamberlin,Charles_Lindbergh
Khương_Hữu_Long,Bảo_Đại
Bezprym,Mieszko_II_Lambert
Michael_Keenan,Tony_Abbott
"Willoughby_Norrie,_1st_Baron_Norrie",Elizabeth_II
Anna_Pavlovna_of_Russia,William_III_of_the_Netherlands
"Bernhard_II,_Margrave_of_Baden-Baden","Jacob,_Margrave_of_Baden-Baden"
Göran_Persson,Fredrik_Reinfeldt
Maynard_Jackson,Andrew_Young
Afonso_III_of_Portugal,Sancho_II_of_Portugal
Kenneth_Kaunda,Frederick_Chiluba
Minhlange,Thihathu_of_Ava
Thomas_Kean_Jr.,Eric_Munoz
Adolf_III_of_the_Marck,Wilhelm_von_Gennep
Richard_Dashut,John_McVie
Annia_Faustina,Tiberius_Claudius_Severus_Proculus
Cardinal-Infante_Afonso_of_Portugal,Manuel_I_of_Portugal
Laureano_López_Rodó,Francisco_Franco
George_Sanders,Mr._Freeze
Shishman_of_Vidin,Belaur
"William_Cavendish-Bentinck,_3rd_Duke_of_Portland","William_Petty,_2nd_Earl_of_Shelburne"
"Frank_Pakenham,_7th_Earl_of_Longford","Peter_Carington,_6th_Baron_Carrington"
Li_Jing_(Southern_Tang),Li_Yu_(Southern_Tang)
Ann_Reinking,Bob_Fosse
Gabriela_von_Habsburg,Princess_Regina_of_Saxe-Meiningen
Paul_Merton,Daniel_Kitson
Saw_Khway_of_Ava,Saw_Omma_of_Sagaing
Charles_Martel_of_Anjou,Charles_I_of_Hungary
Ippolita_Maria_Sforza,Francesco_I_Sforza
Philip_VI_of_France,Charles_IV_of_France
Rita_Hayworth,Yasmin_Aga_Khan
David_VIII_of_Georgia,George_VI_of_Georgia
Aung_San,Aung_San_Suu_Kyi
"Evelyn_Baring,_1st_Earl_of_Cromer",Isma'il_Pasha
"Henry_II,_Count_of_Champagne",Isabella_I_of_Jerusalem
Jovan_Oliver,Gradislav_Vojšić
Virbhadra_Singh,Ram_Vilas_Paswan
