Otto_Christian_Archibald_von_Bismarck,Herbert_von_Bismarck
Rosanna_Arquette,Lewis_Arquette
"Prince_Emanuele_Filiberto,_Duke_of_Aosta",Amadeo_I_of_Spain
Archduke_Ferdinand_Karl_of_Austria,Princess_Maria_Annunciata_of_Bourbon-Two_Sicilies
Chulalongkorn,Mongkut
"Catherine_of_Pomerania,_Duchess_of_Brunswick-Lüneburg","Eric_II,_Duke_of_Pomerania"
Gary_Rollins,O._Wayne_Rollins
"Louise_de_Bourbon,_Duchess_of_Montpensier",Clara_Gonzaga
Charoensri_Chanamayu,Chulalongkorn
"Frederick,_Hereditary_Prince_of_Anhalt-Dessau","Leopold_III,_Duke_of_Anhalt-Dessau"
"George_Cambridge,_2nd_Marquess_of_Cambridge","Adolphus_Cambridge,_1st_Marquess_of_Cambridge"
Guru_Gobind_Singh,Guru_Tegh_Bahadur
Gurun_Princess_Hexiao,Consort_Dun
"Maria_Anna_of_Savoy,_Duchess_of_Chablais",Maria_Antonia_Ferdinanda_of_Spain
Roger_Lloyd-Pack,Charles_Lloyd-Pack
Bahram_II,Bahram_I
Thomas_Kwok,Kwong_Siu-hing
Abigail_Disney,Roy_E._Disney
Binyamin_Ze'ev_Kahane,Meir_Kahane
Ali-Reza_Pahlavi,Mohammad_Reza_Pahlavi
Terence_P._Stewart,Eugene_L._Stewart
"Blanche_of_Burgundy,_Countess_of_Savoy","Agnes_of_France,_Duchess_of_Burgundy"
William_Pinckney_Mason,Richard_Chichester_Mason
Archduchess_Marie_Caroline_of_Austria_(1794–1795),"Francis_II,_Holy_Roman_Emperor"
George_IV_of_the_United_Kingdom,Charlotte_of_Mecklenburg-Strelitz
Johanna_of_Nassau-Dillenburg,Jan_IV_of_Nassau
"Joan_de_Beauchamp,_Countess_of_Ormond","Joan_FitzAlan,_Baroness_Bergavenny"
"William_Brooke,_10th_Baron_Cobham","George_Brooke,_9th_Baron_Cobham"
Tervel_of_Bulgaria,Asparukh_of_Bulgaria
Jimmy_Osmond,George_Osmond
Asma_Chaabi,Miloud_Chaabi
Tatiana_Botkina,Eugene_Botkin
Setthathirath,Photisarath
Maria_Josepha_of_Bavaria,Maria_Amalia_of_Austria
Swa_Saw_Ke,Shin_Myat_Hla_of_Prome
Chandrasen_Rathore,Maldeo_Rathore
Anna_Isabella_Gonzaga,"Ferrante_III_Gonzaga,_Duke_of_Guastalla"
William_Bonaparte-Wyse,Thomas_Wyse
Dorothea_Friederike_of_Brandenburg-Ansbach,"John_Frederick,_Margrave_of_Brandenburg-Ansbach"
Lucy_DeVito,Danny_DeVito
Fatma_Sultan_(daughter_of_Selim_II),Selim_II
William_Rush_(actor),Debbie_Rush
Henuttaneb,Amenhotep_III
Nazir_Razak,Rahah_Noah
Eugène_de_Beauharnais,Joséphine_de_Beauharnais
Princess_Cristina_of_Bourbon-Two_Sicilies,Maria_Sophie_of_Bavaria
Prince_Alfred_of_Great_Britain,George_III_of_the_United_Kingdom
Prince_Adalbert_of_Bavaria_(1886–1970),Infanta_María_de_la_Paz_of_Spain
Frederick_R._Koch,Fred_C._Koch
"Alice_Stanley,_Countess_of_Derby","Louisa_Cavendish,_Duchess_of_Devonshire"
"Louis_Frederick,_Duke_of_Württemberg-Montbéliard","Frederick_I,_Duke_of_Württemberg"
Samuel_Laing_(science_writer),Samuel_Laing_(travel_writer)
Mwambutsa_IV_Bangiriceng_of_Burundi,Mutaga_IV_Mbikije_of_Burundi
Imogen_Holst,Gustav_Holst
Svetlana_Alliluyeva,Nadezhda_Alliluyeva
Elisabeth_of_Brandenburg-Küstrin,"John,_Margrave_of_Brandenburg-Küstrin"
"Ernest_Christopher,_Count_of_Rietberg",John_III_of_Rietberg
Prince_Fakhruddin_of_Egypt,Fuad_II_of_Egypt
Marmaduke_Constable,Robert_Constable
Daniel_Frank_Gerber,Frank_Daniel_Gerber
Tim_Dement,George_Dement
"Henry_III,_Holy_Roman_Emperor",Gisela_of_Swabia
"Cynthia_Spencer,_Countess_Spencer","James_Hamilton,_3rd_Duke_of_Abercorn"
"Amelia_Cary,_Viscountess_Falkland",Dorothea_Jordan
John_Seymour_(1474–1536),John_Seymour_(died_1491)
Abigail_Thaw,John_Thaw
Giovanna_Mezzogiorno,Vittorio_Mezzogiorno
Marte_Gerhardsen,Tove_Strand
William_B._Slaughter_(rancher),George_Webb_Slaughter
Nero_Claudius_Drusus,Livia
Simeon_I_of_Bulgaria,Boris_I_of_Bulgaria
Princess_Charlotte_Wilhelmine_of_Saxe-Coburg-Saalfeld,"John_Ernest_IV,_Duke_of_Saxe-Coburg-Saalfeld"
Finn_Rausing,Birgit_Rausing
Édouard-Charles_Fabre,Édouard-Raymond_Fabre
Princess_Alexia_of_Greece_and_Denmark,Queen_Anne-Marie_of_Greece
Muhammed_Nadir_Khan,Humaira_Begum
Astrid_Olofsdotter_of_Sweden,Edla
Empress_Teimei,Kujō_Michitaka
Ngua_Nam_Thum,Ban_Mueang
Sancho_VI_of_Navarre,García_Ramírez_of_Navarre
Amrit_Singh,Gursharan_Kaur
Olaf_III_of_Norway,Tora_Torbergsdatter
Alberto_I_della_Scala,Jacopino_della_Scala
"Richard_Woodville,_3rd_Earl_Rivers",Jacquetta_of_Luxembourg
Margaret_Copley_Thaw,Mary_Sibbet_Copley
Jay_Gould_II,Edith_Kingdon
Hieronim_Augustyn_Lubomirski,Konstancja_Ligęza
Jon_Ola_Sand,Bjørn_Sand
Brian_Henson,Jim_Henson
Jigme_Khesar_Namgyel_Wangchuck,Tshering_Yangdon
Roman_Jacek_Czartoryski,Jadwiga_Dzieduszycka
"Charles_III_William,_Margrave_of_Baden-Durlach","Frederick_VII,_Margrave_of_Baden-Durlach"
"Maud_of_Lancaster,_Countess_of_Ulster",Maud_Chaworth
"Isabella_of_Portugal,_Queen_of_Castile","John,_Constable_of_Portugal"
Christopher_of_Bavaria,"John,_Count_Palatine_of_Neumarkt"
"Agnes_Leslie,_Countess_of_Morton","George_Leslie,_4th_Earl_of_Rothes"
Amaury_VI_of_Montfort,"Simon_de_Montfort,_5th_Earl_of_Leicester"
"Louis_IV,_Holy_Roman_Emperor","Louis_II,_Duke_of_Bavaria"
"Ceawlin_Thynn,_Viscount_Weymouth","Anna_Thynn,_Marchioness_of_Bath"
Princess_Hermine_of_Waldeck_and_Pyrmont,Princess_Emma_of_Anhalt-Bernburg-Schaumburg-Hoym
Nero,Claudius
Sonika_Kaliraman,Chandgi_Ram
"William_VIII,_Landgrave_of_Hesse-Kassel",Maria_Amalia_of_Courland
Sisowath_Monipong,Sisowath_Monivong
John_F._Kennedy_Jr.,Jacqueline_Kennedy_Onassis
Ma_Xisheng,Ma_Yin
Chandra_Saradavara,Chulalongkorn
Ali_Adil_Shah_II,Mohammed_Adil_Shah
"William_of_Winchester,_Lord_of_Lüneburg",Henry_the_Lion
"John_C._Metzler,_Jr.","John_C._Metzler,_Sr."
King_Zhao_of_Zhou,King_Kang_of_Zhou
John_III_of_Portugal,Manuel_I_of_Portugal
Ayauhcihuatl,Tezozomoc_(Azcapotzalco)
Elizabeth_Koch_(publisher),Charles_Koch
Tannet_of_Pagan,Pyinbya
Prince_Bagrat_of_Georgia,Ketevan_Andronikashvili
Predslava_Rurikovna,Rurik_Rostislavich
Martanda_Cinkaiariyan,Varodaya_Cinkaiariyan
Krzysztof_Opaliński,Piotr_Opaliński
"Sophie_of_Württemberg,_Duchess_of_Saxe-Weimar",Anna_Maria_of_Brandenburg-Ansbach
"Princess_Leonore,_Duchess_of_Gotland","Princess_Madeleine,_Duchess_of_Hälsingland_and_Gästrikland"
John_William_Pitt_Kinau,Leleiohoku_I
Akaba_of_Dahomey,Houegbadja
Ahmad_Shah_Bahadur,Qudsia_Begum
Maud_Cuney_Hare,Norris_Wright_Cuney
Jan_Hieronimowicz_Chodkiewicz,Hieronim_Chodkiewicz
"Louis_François_Joseph,_Prince_of_Conti","Louis_François,_Prince_of_Conti"
Chip_Rosenbloom,Georgia_Frontiere
Margaret_Pitt_Morison,George_Pitt_Morison
Prince_Albert_of_Prussia_(1837–1906),Princess_Marianne_of_the_Netherlands
"Welf_I,_Duke_of_Bavaria",Kunigunde_of_Altdorf
Duke_Peter_Alexandrovich_of_Oldenburg,Princess_Eugenia_Maximilianovna_of_Leuchtenberg
Victoria_Eugenie_of_Battenberg,Prince_Henry_of_Battenberg
Carinus,Carus
"Henri_I,_Duke_of_Nemours","Jacques,_Duke_of_Nemours"
"Enno_I,_Count_of_East_Frisia",Theda_Ukena
Mary_of_Guise,"Claude,_Duke_of_Guise"
Mickey_Rooney,Joe_Yule
Rusa_IV,Rusa_III
Edward_le_Despenser,Eleanor_de_Clare
Archduchess_Elisabeth_Amalie_of_Austria,Infanta_Maria_Theresa_of_Portugal
Giovanni_di_Cosimo_de'_Medici,Cosimo_de'_Medici
Percy_Orthwein,William_D._Orthwein
Hedvig_Elisabeth_Charlotte_of_Holstein-Gottorp,Princess_Ulrike_Friederike_Wilhelmine_of_Hesse-Kassel
Ted_Field,Marshall_Field_IV
Prince_Michael_of_Yugoslavia_(born_1958),Princess_Maria_Pia_of_Bourbon-Parma
Fernanda_Torres,Fernando_Torres_(actor)
Henri_Giscard_d'Estaing,Anne-Aymone_Giscard_d'Estaing
"Louis,_Prince_of_Condé_(1530–1569)",Françoise_d'Alençon
Frederick_of_Luxembourg,Hedwig_of_Nordgau
Christiane_Eberhardine_of_Brandenburg-Bayreuth,"Christian_Ernst,_Margrave_of_Brandenburg-Bayreuth"
Beatrice_Hatch,Evelyn_Hatch
Duchess_Maria_Anna_Josepha_of_Bavaria,Maria_Amalia_of_Austria
"Luitpold,_Prince_Regent_of_Bavaria",Ludwig_I_of_Bavaria
"Christian_Louis,_Count_of_Waldeck","Philip_VII,_Count_of_Waldeck"
Joy_Morton,Julius_Sterling_Morton
"John_I,_Count_of_Oldenburg","Christian_II,_Count_of_Oldenburg"
Parakramabahu_IV_of_Dambadeniya,Bhuvanaikabahu_II_of_Dambadeniya
Sabina_Catharina_of_East_Frisia,"Enno_III,_Count_of_East_Frisia"
John_of_Poitiers-Lusignan,"Amalric,_Prince_of_Tyre"
Qianlong_Emperor,Empress_Xiaoshengxian
Prince_Hashim_bin_Hussein,Hussein_of_Jordan
Magnus_III_of_Sweden,Ingeborg_Eriksdotter_of_Sweden
"John_Frederick_I,_Elector_of_Saxony",Sophie_of_Mecklenburg_(1481–1503)
Sylvester_Stallone,"Frank_Stallone,_Sr."
Lady_Alexandra_Etherington,"Caroline,_Lady_Worsley"
King_Wuling_of_Zhao,Marquess_Su_of_Zhao
"Welf_I,_Duke_of_Bavaria","Albert_Azzo_II,_Margrave_of_Milan"
King_Cheng_of_Zhou,Jiang_Ziya
Christian_V_of_Denmark,Frederick_III_of_Denmark
Barbara_Ruick,Melville_Ruick
Gauharara_Begum,Mumtaz_Mahal
Henry_B._Harris,William_Harris_(theatrical_producer)
"Charles_Somerset,_4th_Duke_of_Beaufort","Henry_Somerset,_2nd_Duke_of_Beaufort"
David_Rockefeller_Jr.,David_Rockefeller
Marvin_Bush,Barbara_Bush
"Gottfried,_Prince_of_Hohenlohe-Langenburg",Princess_Alexandra_of_Saxe-Coburg_and_Gotha
Mordecai_Lincoln,Abraham_Lincoln_(captain)
Lydia_Liliuokalani_Kawānanakoa,David_Kawānanakoa
"Louis_VI,_Landgrave_of_Hesse-Darmstadt",Sophia_Eleonore_of_Saxony
Kalidas_Jayaram,Jayaram
Al-Muzaffar_Hajji,An-Nasir_Muhammad
Ratan_Singh_II,Rana_Sanga
Ashley_Hamilton,George_Hamilton_(actor)
Sultan_Nigar_Khanum,Shah_Begum
Jovan_Branković,Saint_Angelina_of_Serbia
Chris_Bruusgaard,Elias_Corneliussen
Ferdinand_II_of_the_Two_Sicilies,Francis_I_of_the_Two_Sicilies
"Prince_Charles_Louis,_Duke_of_Chartres","Prince_Jacques,_Duke_of_Orléans"
Karla_LaVey,Anton_LaVey
Henry_III_of_Castile,John_I_of_Castile
"Charles_Beauclerk,_1st_Duke_of_St_Albans",Charles_II_of_England
Karan_Raj_Kanwar,Raj_Kanwar
Maria_Sophia_of_Neuburg,"Philip_William,_Elector_Palatine"
Teuhe,Ari'imate
Infante_Francisco_de_Paula_of_Spain,Charles_IV_of_Spain
"John_Montagu,_2nd_Duke_of_Montagu","Elizabeth_Percy,_Countess_of_Northumberland"
"Herman_VII,_Margrave_of_Baden-Baden","Rudolf_I,_Margrave_of_Baden-Baden"
Park_Jun-gyu,Park_No-sik
"Louis,_Prince_of_Lambesc","Henri,_Count_of_Brionne"
"Frederick_IV,_Duke_of_Austria",Viridis_Visconti
Ludwika_Lubomirska,Stanisław_Lubomirski_(1704–1793)
Hetepheres_II,Khufu
Shō_Boku,Shō_Kei
Emperor_Sakuramachi,Emperor_Nakamikado
Louise_Bénédicte_de_Bourbon,"Henri_Jules,_Prince_of_Condé"
Eenasul_Fateh,Abul_Fateh
Jon_Cryer,Gretchen_Cryer
"Christian_William_I,_Prince_of_Schwarzburg-Sondershausen","Anton_Günther_I,_Count_of_Schwarzburg-Sondershausen"
'Abd_ar-Rahman_ibn_Muhammad_al-Amin,Muhammad_al-Amin_al-Kanemi
Ladislaus_Hunyadi,Erzsébet_Szilágyi
James_Patrick_O'Leary,Catherine_O'Leary
Andrea_Pininfarina,Sergio_Pininfarina
Richmond_Arquette,Lewis_Arquette
"Henry_II,_Lord_of_Mecklenburg","Henry_I,_Lord_of_Mecklenburg"
Lord_Alfred_Hervey,"Frederick_Hervey,_1st_Marquess_of_Bristol"
Princess_Maria_of_Greece_and_Denmark,Olga_Constantinovna_of_Russia
Habibullah_Khan,Abdur_Rahman_Khan
"Peter_II,_Count_of_Saint-Pol","Louis_de_Luxembourg,_Count_of_Saint-Pol"
Mamie_Lincoln_Isham,Robert_Todd_Lincoln
William_fitz_Duncan,"Ethelreda,_daughter_of_Gospatric"
Princess_Clémentine_of_Belgium,Leopold_II_of_Belgium
"Karl_August,_Prince_of_Waldeck_and_Pyrmont","Friedrich_Anton_Ulrich,_Prince_of_Waldeck_and_Pyrmont"
Talorgan_I,Eanfrith_of_Bernicia
Nicholas_Geregye,Paul_Geregye
Princess_Marie_Bonaparte,Roland_Bonaparte
Anund_Jacob,Estrid_of_the_Obotrites
John_of_Denmark_(1518–1532),Isabella_of_Austria
Mary_Victoria_Douglas-Hamilton,"William_Hamilton,_11th_Duke_of_Hamilton"
"Elizabeth_of_Denmark,_Duchess_of_Mecklenburg",Frederick_I_of_Denmark
Bonne_of_Bohemia,John_of_Bohemia
"Dorothea_of_Denmark,_Duchess_of_Prussia",Frederick_I_of_Denmark
"Paras,_Crown_Prince_of_Nepal",Queen_Komal_of_Nepal
"Adolph_of_Cleves,_Lord_of_Ravenstein","Adolph_I,_Duke_of_Cleves"
Kaumualii,Kamakahelei
Emma_Walmsley,Robert_Walmsley
Matthew_II_Csák,Matthew_I_Csák
Peter_the_Great,Alexis_of_Russia
Princess_Maria_Cristina_of_Savoy-Aosta,Princess_Anne_of_Orléans
Lisa_Henson,Jane_Henson
Archduchess_Ilona_of_Austria,Princess_Anna_of_Saxony_(1903–1976)
Princess_Caroline_Reuss_of_Greiz,Princess_Ida_of_Schaumburg-Lippe
"Charles,_Count_of_Angoulême","John,_Count_of_Angoulême"
Rixa_of_Werle,Rikissa_Birgersdotter
Claude_Brasseur,Pierre_Brasseur
Jordan_Scott,Ridley_Scott
Lakhpatji,Deshalji_I
William_Clay_Ford_Jr.,Martha_Firestone_Ford
"Aloys_I,_Prince_of_Liechtenstein",Leopoldine_von_Sternberg
Li_Chongfu,Emperor_Zhongzong_of_Tang
Farouk_of_Egypt,Nazli_Sabri
Maria_Carolina_of_Austria,"Francis_I,_Holy_Roman_Emperor"
Nadim_Gemayel,Bachir_Gemayel
"Jules,_Prince_of_Guéméné","Hercule_Mériadec,_Prince_of_Guéméné"
Landgravine_Marie_Louise_of_Hesse-Kassel,Maria_Amalia_of_Courland
"Rainier_III,_Prince_of_Monaco","Prince_Pierre,_Duke_of_Valentinois"
"Floris_I,_Count_of_Holland","Dirk_III,_Count_of_Holland"
Theda_Ukena,Uko_Fockena
Hantili_II,Alluwamna
Trần_Duệ_Tông,Trần_Minh_Tông
Isabella_of_Savoy,"Charles_Emmanuel_I,_Duke_of_Savoy"
Grand_Duke_Dmitri_Pavlovich_of_Russia,Grand_Duchess_Alexandra_Georgievna_of_Russia
"Herman_IV,_Duke_of_Swabia","Ernest_I,_Duke_of_Swabia"
"Otto_IV,_Margrave_of_Brandenburg-Stendal","John_I,_Margrave_of_Brandenburg"
"George,_Duke_of_Mecklenburg",Duke_Georg_Alexander_of_Mecklenburg-Strelitz
Hamad_bin_Isa_Al_Khalifa,Hessa_bint_Salman_Al_Khalifa
Khosrov_III_the_Small,Ashkhen
Nancy_Spungen,Deborah_Spungen
Sussanne_Khan,Sanjay_Khan
Muhammad_Khan_(Khan_of_Moghulistan),Khizr_Khoja
Ivan_Menezes,Manuel_Menezes
Alapainui,Kalanikauleleiaiwi
"Prince_Henry,_Duke_of_Cumberland_and_Strathearn",Princess_Augusta_of_Saxe-Gotha
Catherine_Vasa,Gustav_I_of_Sweden
Sergei_Bodrov_Jr.,Sergei_Bodrov
Mswati_III,Ntfombi_of_Swaziland
Twinkle_Khanna,Dimple_Kapadia
Margravine_Philippine_of_Brandenburg-Schwedt,Princess_Sophia_Dorothea_of_Prussia
Alfonso_II_of_Aragon,"Ramon_Berenguer_IV,_Count_of_Barcelona"
Anne_of_Kiev,Ingegerd_Olofsdotter_of_Sweden
Tallulah_Bankhead,William_B._Bankhead
Maxtla,Tezozomoc_(Azcapotzalco)
Ron_Howard,Jean_Speegle_Howard
Paramesvaravarman_I,Mahendravarman_II
Margaret_of_Jülich,"Gerhard_VI_of_Jülich,_Count_of_Berg_and_Ravensberg"
Princess_Patricia_of_Connaught,Princess_Louise_Margaret_of_Prussia
Mohammed_bin_Khalifa_bin_Zayed_Al_Nahyan,Shamsa_bint_Suhail_Al_Mazrouei
Princess_Lalla_Aicha_of_Morocco,Mohammed_V_of_Morocco
Vuk_Grgurević,Grgur_Branković
Mary_Abigail_Fillmore,Millard_Fillmore
Princess_Sophie_Hélène_Béatrice_of_France,Marie_Antoinette
Juana_Manuel,"Juan_Manuel,_Prince_of_Villena"
Harriet_Miller_Davidson,Lydia_Mackenzie_Falconer_Miller
"Frederick_Henry,_Duke_of_Saxe-Zeitz-Pegau-Neustadt","Maurice,_Duke_of_Saxe-Zeitz"
Jacques_Baudet-Lafarge,Mathieu_Baudet-Lafarge
"Henry,_son_of_Robert_I_of_Burgundy","Robert_I,_Duke_of_Burgundy"
Anne_of_Brittany,Margaret_of_Foix
"Henry_McLaren,_2nd_Baron_Aberconway","Charles_McLaren,_1st_Baron_Aberconway"
"Robert_Welles,_8th_Baron_Willoughby_de_Eresby","Richard_Welles,_7th_Baron_Welles"
Beau_Bridges,Lloyd_Bridges
Courtney_Kennedy_Hill,Ethel_Kennedy
Johanna_Sibylla_of_Hanau-Lichtenberg,"Philipp_V,_Count_of_Hanau-Lichtenberg"
"Carlos,_Duke_of_Madrid",Archduchess_Maria_Beatrix_of_Austria-Este
Marina_Smilets_of_Bulgaria,Smiltsena_Palaiologina
"Sir_Peter_Osborne,_17th_Baronet","Sir_George_Francis_Osborne,_16th_Baronet"
Princess_Elisabeth_Anna_of_Prussia,Princess_Maria_Anna_of_Anhalt-Dessau
Letsie_III_of_Lesotho,Moshoeshoe_II_of_Lesotho
Gabriela_Duarte,Regina_Duarte
"Prince_Pedro,_Duke_of_Calabria","Infante_Carlos,_Duke_of_Calabria"
David_Modell,Art_Modell
Princess_Marie_Gasparine_of_Saxe-Altenburg,Prince_Eduard_of_Saxe-Altenburg
"Juliana_FitzGerald,_Lady_of_Thomond","Maurice_FitzGerald,_3rd_Lord_of_Offaly"
Duke_Pius_August_in_Bavaria,Duke_Wilhelm_in_Bavaria
Owen_Roe_O'Neill,Art_MacBaron_O'Neill
Hamid_Khan_Achakzai,Abdul_Samad_Khan_Achakzai
Saw_Sala_of_Sagaing,Saw_Pa_Oh_of_Sagaing
Raoul_II_of_Clermont,Simon_II_of_Clermont
Elizabeth_of_Austria_(1436–1505),Albert_II_of_Germany
Gai_Waterhouse,Tommy_J._Smith
"Masahito,_Prince_Hitachi",Hirohito
Birjis_Qadr,Wajid_Ali_Shah
Anna_Maria_of_Ostfriesland,Anna_of_Holstein-Gottorp
Maria_Karolina_Sobieska,James_Louis_Sobieski
"Joseph_Peter_Grace,_Sr.",William_Russell_Grace
Srikantadatta_Narasimharaja_Wadiyar,Jayachamarajendra_Wadiyar
"Clarence_Scharbauer,_Jr.",Clarence_Scharbauer
Charles_de_Chambrun_(1875–1952),Adolphe_de_Chambrun
Dughall_MacSuibhne,Suibhne_mac_Duinnshléibhe
Frederick_IV_of_Denmark,Christian_V_of_Denmark
Flann_Sinna,Máel_Sechnaill_mac_Máele_Ruanaid
Femi_Adebayo,Adebayo_Salami_(actor)
Juana_Enríquez,Mariana_Fernández_de_Córdoba_y_Ayala
Yuen_Cheung-yan,Yuen_Siu-tien
"Christian_August_II,_Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg",Princess_Louise_Auguste_of_Denmark
Maria_Cristina_of_Naples_and_Sicily,Ferdinand_I_of_the_Two_Sicilies
John_Eliot_(statesman),Richard_Eliot
"Hugh_de_Vere,_4th_Earl_of_Oxford","Robert_de_Vere,_3rd_Earl_of_Oxford"
"Adolphus_Cambridge,_1st_Marquess_of_Cambridge","Francis,_Duke_of_Teck"
Pharasmanes_I_of_Iberia,Pharnavaz_II_of_Iberia
"Jean_I,_Lord_of_Monaco","Rainier_II,_Lord_of_Monaco"
Maria_d'Este,"Francesco_I_d'Este,_Duke_of_Modena"
"Frederick_II,_Landgrave_of_Hesse-Kassel","William_VIII,_Landgrave_of_Hesse-Kassel"
Spencer_Grammer,Kelsey_Grammer
Joseph_Corré,Malcolm_McLaren
Manochithra,T._S._Balaiah
"Henri-Jacques_Nompar_de_Caumont,_duc_de_La_Force","Jacques-Nompar_II_de_Caumont,_duc_de_La_Force"
Jordan_Ladd,David_Ladd
Mansur_ibn_Lu'lu',Lu'lu'_al-Kabir
Duchess_Maria_Antonia_of_Bavaria,Maria_Amalia_of_Austria
"Alexander,_Crown_Prince_of_Yugoslavia",Alexandra_of_Yugoslavia
Yi_Kang,Gojong_of_Korea
Prince_Rostislav_Romanov_(1938–1999),Prince_Rostislav_Alexandrovich_of_Russia
Phil_Preis,Edwin_G._Preis
Jason_Donovan,Sue_McIntosh
Prosenjit_Chatterjee,Biswajit_Chatterjee
"John_III,_Count_of_Nassau-Beilstein","John_II,_Count_of_Nassau-Beilstein"
Fujiwara_no_Moroane,Fujiwara_no_Yoshitsugu
Grgur_Branković,Đurađ_Branković
"Albert,_Prince_Consort",Princess_Louise_of_Saxe-Gotha-Altenburg_(1800–1831)
"John_Courtenay,_15th_Earl_of_Devon","Margaret_Beaufort,_Countess_of_Devon"
Duke_Eugen_of_Württemberg_(1846–1877),Duke_Eugen_of_Württemberg_(1820–1875)
Sofia_Coppola,Eleanor_Coppola
Sundiata_Keita,Naré_Maghann_Konaté
Cary_Elwes,Tessa_Kennedy
"Charles_II,_Duke_of_Brunswick","Frederick_William,_Duke_of_Brunswick-Wolfenbüttel"
"Baptist_Noel,_3rd_Earl_of_Gainsborough",Baptist_Noel_(MP)
Duke_Mu_of_Qin,Duke_De_of_Qin
Princess_Nora_of_Liechtenstein,Countess_Georgina_von_Wilczek
"Frederick_I,_Elector_of_Saxony",Catherine_of_Henneberg
Hall_Roosevelt,Anna_Hall_Roosevelt
Prithvi_Narayan_Shah,Nara_Bhupal_Shah
Archil_of_Kakheti,Stephen_of_Kakheti
John_III_of_Rietberg,"Edzard_II,_Count_of_East_Frisia"
Armand_de_Gramont,Marguerite_de_Rothschild
"Ulrich,_Duke_of_Württemberg","Henry,_Count_of_Württemberg"
Winslow_Corbett,Robin_Gammell
Fujiwara_no_Kiyokawa,Fujiwara_no_Fusasaki
Julia_Barretto,Marjorie_Barretto
Zariadres,Xerxes_of_Armenia
Eric_Gores,Alec_Gores
"Soběslav_I,_Duke_of_Bohemia",Vratislaus_II_of_Bohemia
Amalia_of_Cleves,"John_III,_Duke_of_Cleves"
August_of_Saxony,"Christian_I,_Elector_of_Saxony"
Maria_Vittoria_of_Savoy,Victor_Amadeus_II_of_Sardinia
Debapriya_Bhattacharya,Debesh_Bhattacharya
Fernando_Guillén_Cuervo,Gemma_Cuervo
Henry_VIII_of_England,Elizabeth_of_York
Bajrakitiyabha__Bajrakitiyabha__1,Vajiralongkorn
Rachel_Hirschfeld,Abraham_Hirschfeld
"Leopold_II,_Grand_Duke_of_Tuscany","Ferdinand_III,_Grand_Duke_of_Tuscany"
Al-Mustanjid,Al-Muqtafi
"Reginald_I,_Count_of_Burgundy",Ermentrude_de_Roucy
13th_Earl_of_Devon,12th_Earl_of_Devon
Hugh_I_of_Chalon-Arlay,John_I_of_Chalon-Arlay
Barry_Beyerstein,Hilliard_Beyerstein
Elvire_de_Brissac,Pierre_de_Cossé_Brissac
Anna_Marie_of_Brunswick-Lüneburg,"Eric_I,_Duke_of_Brunswick-Lüneburg"
Margravine_Magdalene_Sibylle_of_Brandenburg-Bayreuth,"Christian,_Margrave_of_Brandenburg-Bayreuth"
Irene_of_Hungary,Ladislaus_I_of_Hungary
"Hermann,_Prince_of_Hohenlohe-Langenburg",Princess_Feodora_of_Leiningen
Princess_Maria_Antonia_of_Parma,"Ferdinand,_Duke_of_Parma"
"Princess_Maud,_Countess_of_Southesk","Alexander_Duff,_1st_Duke_of_Fife"
Juliana_of_Hesse-Darmstadt,Magdalene_of_Brandenburg
Najmuddin_Ali_Khan,Mir_Jafar
Sean_Penn,Leo_Penn
Princess_Hermine_of_Waldeck_and_Pyrmont,"George_II,_Prince_of_Waldeck_and_Pyrmont"
Giliana_Berneri,Camillo_Berneri
Alexandra_Shulman,Milton_Shulman
Jesse_E._James,Zerelda_Mimms
Hoffman_Franklin_Fuller,Hoffman_L._Fuller
Kamauliwahine,Kapauanuakea
Kekuiapoiwa_Liliha,Keōua
"Bernard_V,_Lord_of_Lippe","Simon_I,_Lord_of_Lippe"
Wisutkasat,Maha_Chakkraphat
Tomasz_Zamoyski,Jan_Zamoyski
Susan_Fales-Hill,Josephine_Premice
Edward_Hutchinson_(captain),William_Hutchinson_(Rhode_Island)
Saw_Pa_Oh_of_Sagaing,Uzana_I_of_Pinya
Philip_Pearsall_Carpenter,Lant_Carpenter
Patricia_Arquette,Lewis_Arquette
John_Wesley_Hanes_II,John_Wesley_Hanes_I
Voharika_Tissa_of_Anuradhapura,Siri_Naga_I_of_Anuradhapura
Sigurd_Grieg,John_Grieg
Brendan_O'Brien_(voice_actor),Edmond_O'Brien
Edward_Beecher,Lyman_Beecher
Owana_Salazar,Helena_Kalokuokamaile_Wilcox
Ladli_Begum,Sher_Afghan_Khan
Prince_Sigismund_of_Prussia_(1864–1866),"Victoria,_Princess_Royal"
Andrew_Dudley,"Elizabeth_Grey,_6th_Baroness_Lisle"
"Gloria,_Princess_of_Thurn_and_Taxis","Joachim,_Count_of_Schönburg-Glauchau"
Laura_Margherita_Mazzarini,Pietro_Mazzarini
Joanna_of_Pfirt,Joanna_of_Burgundy
Sophie_von_Haselberg,Bette_Midler
Priscilla_Paetsch,Harry_McClure_Johnson
"Louis,_Duke_of_Savoy","Mary_of_Burgundy,_Duchess_of_Savoy"
Edward_Sassoon,Albert_Sassoon
Valdemar_II_of_Denmark,Valdemar_I_of_Denmark
Mirza_Shah_Abbas,Bahadur_Shah_II
Ishmael_in_Islam,Hagar_in_Islam
