Francis_Burdett,Francis_Burdett_(1743)
"Friedrich_Ferdinand,_Hereditary_Prince_of_Schleswig-Holstein","Christoph,_Prince_of_Schleswig-Holstein"
Peter_II_of_Courtenay,Peter_I_of_Courtenay
"Charles_Emmanuel_I,_Duke_of_Savoy","Emmanuel_Philibert,_Duke_of_Savoy"
Lucien_Bonaparte_(cardinal),Zénaïde_Bonaparte
Abbas_ibn_Ali,Ali
Puzur-Suen,Kubaba
Queen_Anne_of_Romania,Princess_Margaret_of_Denmark
Sweyn_Forkbeard,Gunhild_of_Wenden
Adam_Nimoy,Sandra_Zober
Paul_E._Jacobs,Irwin_M._Jacobs
Archduchess_Eleanor_of_Austria,"Ferdinand_I,_Holy_Roman_Emperor"
AJ_Lamas,Lorenzo_Lamas
Charles_Armstrong-Jones,"David_Armstrong-Jones,_Viscount_Linley"
Messalina,Domitia_Lepida_the_Younger
"Henry,_3rd_Earl_of_Lancaster",Blanche_of_Artois
Philippe_Besnard,Paul-Albert_Besnard
"Giovanni_Borgia,_2nd_Duke_of_Gandia",Vannozza_dei_Cattanei
"Phelan_Beale,_Jr.",Edith_Ewing_Bouvier_Beale
Nicholas_II_of_Werle,John_I_of_Werle
Idris_al-Ma'mun,Abu_Yusuf_Yaqub_al-Mansur
Melek_Tourhan,Jeshm_Afet_Hanimefendi
James_Alfred_Ernest_Corea,Charles_Edward_Bandaranaike_Corea
Barbara_Jagiellon,Casimir_IV_Jagiellon
Magdalena_Sibylle_of_Saxe-Weissenfels,Anna_Maria_of_Mecklenburg-Schwerin
Kajol,Tanuja
Prince_Friedrich_Christian_of_Schaumburg-Lippe,"Georg,_Prince_of_Schaumburg-Lippe"
Gisela_Agnes_of_Anhalt-Köthen,Frederica_Henriette_of_Anhalt-Bernburg
Agnes_of_Faucigny,"Beatrice_of_Savoy,_Dame_of_Faucigny"
Prince_Johann_Georg_of_Hohenzollern,"Frederick,_Prince_of_Hohenzollern"
Princess_Adelaide_of_Schaumburg-Lippe,Prince_William_of_Schaumburg-Lippe
Ngua_Nam_Thum,Ban_Mueang
Rebecca_Roberts,Cokie_Roberts
Grand_Duchess_Alexandra_Alexandrovna_of_Russia,Alexander_II_of_Russia
Chico_Marx,Minnie_Marx
Béatrice_Hiéronyme_de_Lorraine,"François_Marie,_Prince_of_Lillebonne"
Annette_de_la_Renta,Fritz_Mannheimer
Benjamin_Newton_Duke,Washington_Duke
Prince_Eduard_of_Saxe-Altenburg,Duchess_Charlotte_Georgine_of_Mecklenburg-Strelitz
Zeb-un-Nisa,Dilras_Banu_Begum
Louis_the_Stammerer,Ermentrude_of_Orléans
Julius_Fleischmann,Charles_Louis_Fleischmann
Chloe_Madeley,Richard_Madeley
Princess_Louise_Auguste_of_Denmark,Caroline_Matilda_of_Great_Britain
Sekgoma_II,Khama_III
Tara_Sharma,Partap_Sharma
Prince_Pedro_Henrique_of_Orléans-Braganza,Princess_Maria_di_Grazia_of_Bourbon-Two_Sicilies
Margaret_of_Anjou,René_of_Anjou
"Robert_Willoughby,_6th_Baron_Willoughby_de_Eresby","William_Willoughby,_5th_Baron_Willoughby_de_Eresby"
Bruce_Norris_(ice_hockey),James_E._Norris
Muriel_Vanderbilt,Virginia_Fair_Vanderbilt
Brian_Haig,Alexander_Haig
Dappula_V_of_Anuradhapura,Kassapa_V_of_Anuradhapura
Peter_I_of_Serbia,"Alexander_Karađorđević,_Prince_of_Serbia"
Ace_Vergel,César_Ramírez_(actor)
Muhammad_of_Ghazni,Mahmud_of_Ghazni
Agnes_of_Brandenburg,"John_I,_Margrave_of_Brandenburg"
Ali,Fatimah_bint_Asad
Danny_Aiello_III,Danny_Aiello
Umberto_Agnelli,Virginia_Bourbon_del_Monte
Lena_Bergman,Ingmar_Bergman
"Bogislaw_XIII,_Duke_of_Pomerania","Maria_of_Saxony,_Duchess_of_Pomerania"
Infanta_Maria_Ana_Francisca_of_Portugal,Joseph_I_of_Portugal
Birendra_of_Nepal,Mahendra_of_Nepal
Pola_Kinski,Klaus_Kinski
Joaquin_Phoenix,Arlyn_Phoenix
"Frederick_IV,_Duke_of_Brunswick-Lüneburg","Dorothea_of_Denmark,_Duchess_of_Brunswick-Lüneburg"
Prince_George_William_of_Hanover_(1880–1912),Princess_Thyra_of_Denmark
Eero_Milonoff,Pekka_Milonoff
Princess_Luise_Dorothea_of_Prussia,Frederick_I_of_Prussia
Edith_Abbott,Othman_A._Abbott
David_Benioff,Stephen_Friedman_(PFIAB)
Nergis_Sultan,Şehzade_Mustafa
Jeongdo_Hong,Hong_Seok-hyun
"Louis_I,_Duke_of_Orléans",Joanna_of_Bourbon
Max_Irons,Jeremy_Irons
"James,_Viscount_Severn","Prince_Edward,_Earl_of_Wessex"
Eva_Shockey,Jim_Shockey
Fathia_Ghali,Nazli_Sabri
"Maria,_Duchess_of_Guelders","Reginald_II,_Duke_of_Guelders"
Francis_II_of_France,Henry_II_of_France
Atula_Dewi_of_Prome,Theinkha_Bo
Duchess_Helene_in_Bavaria,Princess_Ludovika_of_Bavaria
Marie_Friederike_of_Hesse-Kassel,"William_I,_Elector_of_Hesse"
Lord_Augustus_FitzClarence,Dorothea_Jordan
Anna_Margaret_of_Hesse-Homburg,Margaret_Elisabeth_of_Leiningen-Westerburg
Christian_De_Sica,María_Mercader
Princess_Marie_Louise_of_Schleswig-Holstein,Princess_Helena_of_the_United_Kingdom
Ernest_of_Bavaria,"Albert_V,_Duke_of_Bavaria"
Princess_Louise_Sophie_of_Schleswig-Holstein-Sonderburg-Augustenburg,Princess_Adelheid_of_Hohenlohe-Langenburg
Stephanie_Flanders,Claudia_Cockburn
"William_Nevill,_16th_Baron_Bergavenny","Edward_Nevill,_15th_Baron_Bergavenny"
"Robert_Bowne_Minturn,_Jr.",Robert_Bowne_Minturn
Mingyi_Swa_of_Prome,Atula_Thiri_Maha_Yaza_Dewi_of_Ava
Louise_Laroche,Joseph_Philippe_Lemercier_Laroche
Theophilos_(emperor),Michael_II
Sancho_of_Castile_(bishop),Ferdinand_III_of_Castile
Yaroslav_the_Wise,Vladimir_the_Great
Anna_Komnene_Angelina,Alexios_III_Angelos
Prince_Albrecht_of_Schleswig-Holstein-Sonderburg-Glücksburg,Princess_Adelheid_of_Schaumburg-Lippe
Öljei_Temür_Khan,Elbeg_Nigülesügchi_Khan
"Prince_Thibaut,_Count_of_La_Marche",Princess_Isabelle_of_Orléans-Braganza
"Ernest_Günther,_Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg","Alexander,_Duke_of_Schleswig-Holstein-Sonderburg"
Captain_Thomas_Townsend,John_Townsend_(Norwich)
Hugh_II_of_Cyprus,Plaisance_of_Antioch
Kamal_Jumblatt,Nazira_Jumblatt
"Robert_Bertie,_1st_Earl_of_Lindsey","Peregrine_Bertie,_13th_Baron_Willoughby_de_Eresby"
"Albert,_Prince_of_Schwarzburg-Rudolstadt",Caroline_of_Hesse-Homburg
Joan_Dillon,C._Douglas_Dillon
Mikhail_of_Tver,Xenia_of_Tarusa
"Archduke_Albrecht_Franz,_Duke_of_Teschen",Princess_Isabella_of_Croÿ
William_Hayes_Ackland,Adelicia_Acklen
James_Burrows,Abe_Burrows
Molly_Nutley,Colin_Nutley
Noel_Harrison,Rex_Harrison
"Isabella_of_Portugal,_Duchess_of_Burgundy",Philippa_of_Lancaster
Joan_of_France_(1351–1371),Philip_VI_of_France
Pauline_Ducruet,Daniel_Ducruet
Barbara_of_Portugal,John_V_of_Portugal
Darby_Hinton,Ed_Hinton_(actor)
Bukar_Kura_of_Borno,Umar_of_Borno
Agonglo,Kpengla
Harald_Bluetooth,Thyra
Parameswara_(king),Sri_Maharaja
Mway_Medaw_of_Pinya,Kyawswa_of_Pagan
Wolfgang_of_the_Palatinate,"Philip,_Elector_Palatine"
Phoebe_Snetsinger,Leo_Burnett
Prince_Alexander_of_Hesse_and_by_Rhine_(1823–1888),"Louis_II,_Grand_Duke_of_Hesse"
"Henry_Carey,_1st_Baron_Hunsdon",Mary_Boleyn
Kimberly_Ovitz,Michael_Ovitz
"Gerhard_VII,_Count_of_Holstein-Rendsburg",Catherine_Elisabeth_of_Brunswick-Lüneburg
"Alois,_Hereditary_Prince_of_Liechtenstein","Hans-Adam_II,_Prince_of_Liechtenstein"
Isabella_of_Angoulême,Alice_of_Courtenay
Landgravine_Marie_Louise_of_Hesse-Kassel,"Charles_I,_Landgrave_of_Hesse-Kassel"
Henry_Hillman,"J._Hartwell_Hillman,_Jr."
Minye_Thihathu_II_of_Toungoo,Laygyun_Mibaya
Duke_Paul_Frederick_of_Mecklenburg_(1882–1904),Duke_Paul_Frederick_of_Mecklenburg
Irina_Walker,Michael_I_of_Romania
Laxman_Kumara,Bhanumati_(Mahabharata)
Saif_Ali_Khan,Mansoor_Ali_Khan_Pataudi
Nancy_Walton_Laurie,James_%22Bud%22_Walton
Princess_Marie_Melita_of_Hohenlohe-Langenburg,"Ernst_II,_Prince_of_Hohenlohe-Langenburg"
"William_FitzOsbern,_1st_Earl_of_Hereford",Osbern_the_Steward
Patricia_Pearson,Landon_Pearson
Shō_Hashi,Shō_Shishō
Molly_Taylor,Coral_Taylor
Ngwane_V,Labotsibeni_Mdluli
"Charles_William,_Prince_of_Nassau-Usingen","Charles,_Prince_of_Nassau-Usingen"
Peter_Tempesta,Charles_II_of_Naples
"Charles,_Prince_of_Anhalt-Zerbst","John_VI,_Prince_of_Anhalt-Zerbst"
Lady_Arbella_Stuart,"Elizabeth_Stuart,_Countess_of_Lennox"
Róża_Maria_Potocka,Artur_Władysław_Potocki
Meinhard_VI_of_Gorizia,Albert_II_of_Gorizia
"Bernard_IV,_Margrave_of_Baden-Durlach",Elisabeth_of_Brandenburg-Ansbach-Kulmbach
Princess_Luisa_Cristina_of_Savoy,"Victor_Amadeus_I,_Duke_of_Savoy"
Artabanus_III_of_Parthia,Darius_II_of_Media_Atropatene
Princess_Hilda_of_Nassau,"Adolphe,_Grand_Duke_of_Luxembourg"
"Faisal_bin_Turki,_Sultan_of_Muscat_and_Oman","Turki_bin_Said,_Sultan_of_Muscat_and_Oman"
Trisong_Detsen,Me_Agtsom
"Fumihito,_Prince_Akishino",Akihito
Jalauka,Ashoka
Renée_of_France,Anne_of_Brittany
"Charles_Theodore,_Elector_of_Bavaria",Maria_Henriette_de_La_Tour_d'Auvergne
Juan_Ponce_de_León_y_Loayza,Juan_Ponce_de_León_II
Eric_III_of_Denmark,Hakon_Sunnivasson
Anne_of_Bohemia,Elizabeth_of_Pomerania
Aminah,Wahb_ibn_Abd_Manaf
Jean_I_of_Albret,Charles_II_of_Albret
Tipu_Sultan,Hyder_Ali
Edward_VIII,George_V
Princess_Sophia_Wilhelmina_of_Saxe-Coburg-Saalfeld,"John_Ernest_IV,_Duke_of_Saxe-Coburg-Saalfeld"
Tamim_bin_Hamad_Al_Thani,Moza_bint_Nasser
Ælfwynn,Æthelflæd
Eliza_Garfield,Lucretia_Garfield
Amélie_of_Orléans,"Prince_Philippe,_Count_of_Paris"
King_Wen_of_Zhou,King_Ji_of_Zhou
Parikshit_Sahni,Balraj_Sahni
Jake_Gyllenhaal,Stephen_Gyllenhaal
King_An_of_Zhou,King_Weilie_of_Zhou
Desi_Arnaz_Jr.,Lucille_Ball
Daniil_Andreyev,Leonid_Andreyev
William_Rice_(Methodist_minister),William_Rice_(1788)
Emperor_Taishō,Yanagihara_Naruko
John_Frelinghuysen_(minister),Theodorus_Jacobus_Frelinghuysen
"Karl_Eusebius,_Prince_of_Liechtenstein","Karl_I,_Prince_of_Liechtenstein"
"Ela_of_Salisbury,_3rd_Countess_of_Salisbury","William_of_Salisbury,_2nd_Earl_of_Salisbury"
Tiggy_Legge-Bourke,Shân_Legge-Bourke
John_Sigismund_Vasa,John_II_Casimir_Vasa
Duhsala,Dhritarashtra
"Henry_Beaufort,_3rd_Duke_of_Somerset","Edmund_Beaufort,_2nd_Duke_of_Somerset"
Maud_Green,Sir_Thomas_Green
Elizabeth_Mortimer,"Edmund_Mortimer,_3rd_Earl_of_March"
"Lawrence_Kadoorie,_Baron_Kadoorie",Elly_Kadoorie
"João,_Prince_of_Brazil",Maria_Sophia_of_Neuburg
"Ferdinand,_Prince_of_Solms-Braunfels","Frederick_William,_Prince_of_Solms-Braunfels"
Prince_Georg_of_Bavaria,Prince_Leopold_of_Bavaria
Lois_Ann_Fairley,James_Alexander_Cowan
"John_Stewart,_Duke_of_Albany","Alexander_Stewart,_Duke_of_Albany"
Teresa_Chodkiewicz,Jan_Kazimierz_Chodkiewicz
"Cristina,_daughter_of_Edward_the_Exile",Edward_the_Exile
Robert_Todd_Lincoln_Beckwith,Warren_Wallace_Beckwith
Maria-Irene_Palaiologina,Anna_of_Savoy
Sheinelle_Jones,C._Darnell_Jones_II
Berenice_IV_of_Egypt,Ptolemy_XII_Auletes
Francis_Wentworth-Sheilds,Francis_Webb_Sheilds
Prokop_Sieniawski_(d._1627),Adam_Hieronim_Sieniawski_(1576–1616)
Kanyaza_Gyi,Abhiyaza
"Ivor_Guest,_1st_Baron_Wimborne",Lady_Charlotte_Guest
"Isabella,_Countess_of_Bedford",Philippa_of_Hainault
Maria_Isabel_of_Portugal,Carlota_Joaquina_of_Spain
Mary_of_Teck,Princess_Mary_Adelaide_of_Cambridge
Prince_Adalbert_of_Prussia_(1884–1948),"Wilhelm_II,_German_Emperor"
Olivia_de_Havilland,Walter_Augustus_de_Havilland
Giovanni_de'_Medici_(cardinal),Eleanor_of_Toledo
Stanley_Weber,Jacques_Weber
Archduchess_Charlotte_of_Austria,Zita_of_Bourbon-Parma
Bertrand_Blier,Bernard_Blier
Vanessa_Kerry,Julia_Thorne
Archduchess_Elisabeth_Marie_of_Austria,Princess_Stéphanie_of_Belgium
Martin_Phipps,Jack_Phipps
Elisabeth_von_Trapp,Werner_von_Trapp
Prince_Hubertus_of_Hohenzollern,Prince_Johann_Georg_of_Hohenzollern
Kevin_Mack_(visual_effects_artist),Brice_Mack
"William_IX,_Marquess_of_Montferrat",Maria_Paleologa
Princess_Augusta_of_Prussia,Frederika_Louisa_of_Hesse-Darmstadt
Ali,Abu_Talib_ibn_Abd_al-Muttalib
James_de_Rothschild_(politician),Edmond_James_de_Rothschild
Faisal_bin_Hamad_bin_Isa_Al_Khalifa,Hamad_bin_Isa_Al_Khalifa
Wulfhilde_of_Saxony,Sophia_of_Hungary
Hung_Huang,Zhang_Hanzhi
Emperor_Duanzong,Emperor_Duzong
Princess_Seishi,Tachibana_no_Kachiko
"John_Ernest_II,_Duke_of_Saxe-Weimar","William,_Duke_of_Saxe-Weimar"
Peter_Gabel,Arlene_Francis
Edwina_Brudenell,Lady_Pamela_Hicks
Kara_Magsanoc-Alikpala,Letty_Jimenez_Magsanoc
"John,_Prince_of_Asturias",Ferdinand_II_of_Aragon
Catherine_of_Valois,Charles_VI_of_France
"Engelbert,_Count_of_Nevers","John_I,_Duke_of_Cleves"
Emund_the_Old,Edla
Archduchess_Maria_Dorothea_of_Austria,Princess_Clotilde_of_Saxe-Coburg_and_Gotha
"Alfonso_IV_d'Este,_Duke_of_Modena",Maria_Caterina_Farnese
"Marie_of_Burgundy,_Duchess_of_Cleves",John_the_Fearless
"Alix,_Duchess_of_Brittany","Constance,_Duchess_of_Brittany"
Nayef_bin_Mamdouh_bin_Abdulaziz_Al_Saud,Mamdouh_bin_Abdulaziz
Catherine_Opalińska,Jan_Karol_Opaliński
Matthew_III_Csák,Peter_I_Csák
"Christian,_Landgrave_of_Hesse-Wanfried-Rheinfels","Charles,_Landgrave_of_Hesse-Wanfried"
Prince_Luiz_of_Orléans-Braganza,Prince_Pedro_Henrique_of_Orléans-Braganza
David_Bevan_(banker),Silvanus_Bevan_(1743-1830)
Gideon_Peleioholani_Laanui,Kaohelelani
"Charles_Günther,_Count_of_Schwarzburg-Rudolstadt","Albrecht_VII,_Count_of_Schwarzburg-Rudolstadt"
Ali_ibn_Husayn_Zayn_al-Abidin,Shahrbanu
Charles_Madison_Sarratt,Robert_Clifton_Sarratt
"Augustus,_Elector_of_Saxony","Henry_IV,_Duke_of_Saxony"
Maria_Elisabeth_of_Holstein-Gottorp,Duchess_Marie_Elisabeth_of_Saxony
Tunku_Ali_Redhauddin_Muhriz,Muhriz_of_Negeri_Sembilan
René_of_Chalon,Henry_III_of_Nassau-Breda
Prince_Louis_Ferdinand_of_Prussia_(1944–1977),"Louis_Ferdinand,_Prince_of_Prussia"
"Philip_IV,_Count_of_Nassau-Weilburg","Philip_III,_Count_of_Nassau-Weilburg"
Yaroslav_of_Tver,Yaroslav_II_of_Vladimir
Blanche_of_Burgundy,"Mahaut,_Countess_of_Artois"
"William_I,_German_Emperor",Frederick_William_III_of_Prussia
Ogden_Phipps,Henry_Carnegie_Phipps
Bindusara,Durdhara
William_I_of_Sicily,"Elvira_of_Castile,_Queen_of_Sicily"
Constantine_Bodin,Mihailo_Vojislavljević
Grand_Duchess_Elizabeth_Mikhailovna_of_Russia,Grand_Duke_Michael_Pavlovich_of_Russia
Thomas_Wakeman,Little_Crow
Leonidas_I,Anaxandridas_II
James_Gooderham_Worts,James_Worts
Cecilia_of_Normandy,William_the_Conqueror
Margravine_Albertina_Frederica_of_Baden-Durlach,"Frederick_VII,_Margrave_of_Baden-Durlach"
Prince_Guillaume_of_Luxembourg,Princess_Joséphine_Charlotte_of_Belgium
Sidonie_of_Bavaria,"Albert_IV,_Duke_of_Bavaria"
Georg_F._W._Schaeffler,Maria-Elisabeth_Schaeffler
"Ulrich_II,_Duke_of_Mecklenburg-Stargard","Henry,_Duke_of_Mecklenburg-Stargard"
Józefina_Maria_Czartoryska,Józef_Klemens_Czartoryski
Rana_Bahadur_Shah,Pratap_Singh_Shah
Gheorghe_Remenco,Dumitru_Remenco
Henryk_Ludwik_Lubomirski,Józef_Aleksander_Lubomirski
Dhamma_Dewi_of_Toungoo,Shin_Myo_Myat
Said_bin_Taimur,Taimur_bin_Feisal
Christian_Günther_von_Bernstorff,Andreas_Peter_Bernstorff
"Frederick_IV,_Landgrave_of_Thuringia","Balthasar,_Landgrave_of_Thuringia"
Sophie_Augusta_of_Holstein-Gottorp,"Frederick_III,_Duke_of_Holstein-Gottorp"
"Frederick,_Burgrave_of_Dohna",Christopher_von_Dohna
Gryzelda_Konstancja_Zamoyska,Katarzyna_Ostrogska_(1602–1642)
Princess_Laurentien_of_the_Netherlands,Laurens_Jan_Brinkhorst
Charles_Koch,Fred_C._Koch
"Eleanor,_Princess_of_Asturias","Maria_of_Aragon,_Queen_of_Castile"
Jan_Lubomirski,Hieronim_Augustyn_Lubomirski
Mao_Anqing,Yang_Kaihui
Andrew_Getty,Gordon_Getty
Matilda_of_France,Louis_IV_of_France
"Archduke_Leopold_of_Austria,_Prince_of_Tuscany",Infanta_Blanca_of_Spain
"Dorothy_Percy,_Countess_of_Northumberland",Lettice_Knollys
Hall_Lyons,Charlton_Lyons
"Elizabeth_Russell,_Duchess_of_Bedford","Elizabeth_Sackville-West,_Countess_De_La_Warr"
Lady_Rachel_Pepys,"Gwendolen_Fitzalan-Howard,_Duchess_of_Norfolk"
John_Putch,Jean_Stapleton
Luis_Manzano,Ralph_Recto
"William_IX,_Count_of_Poitiers",Eleanor_of_Aquitaine
Élisabeth_Charlotte_d'Orléans,"Philippe_I,_Duke_of_Orléans"
Valentinian_I,Gratian_the_Elder
John_F._Kennedy_Jr.,Jacqueline_Kennedy_Onassis
"Margaret_of_Denmark,_Queen_of_Scotland",Dorothea_of_Brandenburg
"Manfred,_King_of_Sicily",Bianca_Lancia
Dorothea_of_Lorraine,Christina_of_Denmark
Gurion_Hyman,Ben_Zion_Hyman
Katarzyna_Ostrogska_(1560–1579),Zofia_Tarnowska
Margrave_Andrew_of_Burgau,"Ferdinand_II,_Archduke_of_Austria"
Stenkil,Ragnvald_Ulfsson
"John_of_Islay,_Earl_of_Ross","Alexander_of_Islay,_Earl_of_Ross"
Forrest_Church,Frank_Church
Alexandra_Tolstaya,Sophia_Tolstaya
Nicola_Bulgari,Giorgio_Bulgari
Emperor_Wuzong_of_Tang,Emperor_Muzong_of_Tang
Hugh_III_of_Maine,"Hugh_II,_Count_of_Maine"
Allu_Aravind,Allu_Rama_Lingaiah
Mary_Corinna_Putnam_Jacobi,George_Palmer_Putnam
"Frederick_I,_Holy_Roman_Emperor","Frederick_II,_Duke_of_Swabia"
"Adolphus_Frederick_V,_Grand_Duke_of_Mecklenburg-Strelitz",Princess_Augusta_of_Cambridge
Prince_Karl_Borromäus_of_Liechtenstein,Prince_Emanuel_of_Liechtenstein_(1700–1771)
Moran_family,Judy_Moran
Ali_Sethi,Jugnu_Mohsin
Sid_Bass,Nancy_Lee_Bass
Duke_Jian_of_Qi,Duke_Dao_of_Qi
Haraldr_Guðrøðarson,Gofraid_Donn
Latter_Deposed_Emperor_of_Liu_Song,Consort_Chen_Miaodeng
Jesse_L._Lasky_Jr.,Jesse_L._Lasky
"Hedwig_Jagiellon,_Duchess_of_Bavaria",Casimir_IV_Jagiellon
Awn_ar-Rafiq,Muhammad_ibn_Abd_al-Mu'in
Lothair_I,Louis_the_Pious
Louise_Leakey__Princess_Louise_de_Merode__1,Richard_Leakey
"Flavio_Badoglio,_3rd_Duke_of_Addis_Abeba","Pietro_Badoglio,_2nd_Duke_of_Addis_Abeba"
Nanasipauʻu_Tukuʻaho,Baron_Vaea
"Henry_I,_Duke_of_Bavaria",Matilda_of_Ringelheim
Wasif_Ali_Mirza,Hassan_Ali_Mirza
Paula_Yates,Hughie_Green
Euphemia_of_Rügen,"Vitslav_II,_Prince_of_Rügen"
Thado_Dhamma_Yaza_II_of_Prome,Shin_Myo_Myat
Elżbieta_Czartoryska_(1905–1989),Adam_Ludwik_Czartoryski
Peter_I_of_Portugal,Afonso_IV_of_Portugal
Edith_Bouvier_Beale,Phelan_Beale
Eric_of_Brunswick-Grubenhagen,"Albert_II,_Duke_of_Brunswick-Grubenhagen"
Matilda_of_Anjou,"Ermengarde,_Countess_of_Maine"
Janet_Auchincloss_Rutherfurd,Janet_Lee_Bouvier
Peter_Krešimir_IV_of_Croatia,Stephen_I_of_Croatia
Jake_Kasdan,Lawrence_Kasdan
Eleanor_of_Castile_(died_1244),"Eleanor_of_England,_Queen_of_Castile"
"Princess_Wilhelmine,_Duchess_of_Sagan",Peter_von_Biron
"John_de_Warenne,_6th_Earl_of_Surrey",Maud_Marshal
Lord_James_Beauclerk,"Charles_Beauclerk,_1st_Duke_of_St_Albans"
Soe_Min_Kodawgyi,Saw_Yun
Julia_Barretto,Marjorie_Barretto
Christian_V_of_Denmark,Sophie_Amalie_of_Brunswick-Lüneburg
"Margaret_de_Audley,_2nd_Baroness_Audley","Hugh_de_Audley,_1st_Earl_of_Gloucester"
Przemysław_of_Racibórz,Euphemia_of_Greater_Poland
Horbaef,Khufu
Savakanmaindan,Chandrabhanu
Ahmad_bin_Ali_Al_Thani,Ali_bin_Abdullah_Al_Thani
Princess_Yoshiko_(Kōkaku),Emperor_Go-Momozono
"Ferdinand_Maximilian,_Hereditary_Prince_of_Baden-Baden","William,_Margrave_of_Baden-Baden"
John_Bigge,Thomas_Charles_Bigge
Huisheng,Pujie
Geregye_II_Geregye,Paul_Geregye
Empress_Xu_(Ming_dynasty),Xu_Da
Prince_Gennaro_of_Naples_and_Sicily,Maria_Carolina_of_Austria
Pat_Conway,Jack_Conway_(filmmaker)
Sidonie_of_Saxony,Catherine_of_Mecklenburg
Saswata_Chatterjee,Subhendu_Chatterjee
Philippe_Garrel,Maurice_Garrel
Fuquan_(prince),Shunzhi_Emperor
Liliuokalani,Kapaakea
"Elizabeth_Hay,_Countess_of_Erroll",William_IV_of_the_United_Kingdom
Katinka_Andrássy,Eleonóra_Zichy
Sam_Lerner,Ken_Lerner
Eileen_Rose_Busby,Esther_Rose
Nikitin_Dheer,Pankaj_Dheer
Kalidas_Jayaram,Parvathy_Jayaram
Puneeth_Rajkumar,Rajkumar_(actor)
Sean_Brosnan_(actor),Cassandra_Harris
"Otto_IV,_Holy_Roman_Emperor","Matilda_of_England,_Duchess_of_Saxony"
Adelaide_of_Löwenstein-Wertheim-Rosenberg,"Constantine,_Hereditary_Prince_of_Löwenstein-Wertheim-Rosenberg"
Ron_Reagan,Nancy_Reagan
Sweyn_Forkbeard,Harald_Bluetooth
"Joanna_of_Aragon,_Countess_of_Ampurias",Maria_of_Navarre
Theodore_Bayard_Fletcher_Copp,Evelyn_Fletcher_Copp
Louis_I_of_Etruria,"Ferdinand,_Duke_of_Parma"
"Theodoric_I,_Margrave_of_Meissen","Otto_II,_Margrave_of_Meissen"
Frederick_of_Montbéliard,"Sophie,_Countess_of_Bar"
N._Ram,G._Narasimhan
Sisowath_Monipong,Sisowath_Monivong
Boček_II_of_Poděbrady,Boček_I_of_Poděbrady
Chimalpopoca,Huitzilihuitl
"Philip_I,_Count_of_Flanders","Thierry,_Count_of_Flanders"
7),Stephen_Devereux_of_Bodenham_and_Burghope
Jeanne_des_Roches,Marguerite_de_Sablé
Gao_Baoxu,Gao_Conghui
"Ralph_Douglas-Scott-Montagu,_4th_Baron_Montagu_of_Beaulieu","Edward_Douglas-Scott-Montagu,_3rd_Baron_Montagu_of_Beaulieu"
Jack_Quaid,Dennis_Quaid
William_Henry_Vanderbilt,Cornelius_Vanderbilt
Kīnaʻu,Peleuli
Isabella_of_Majorca,"Constance_of_Aragon,_Queen_of_Majorca"
"Thierry,_Count_of_Flanders","Gertrude_of_Flanders,_Countess_of_Savoy"
"Anne_Christine_of_Sulzbach,_Princess_of_Piedmont","Theodore_Eustace,_Count_Palatine_of_Sulzbach"
Bonne_of_Bohemia,John_of_Bohemia
"John_I,_Duke_of_Bourbon","Louis_II,_Duke_of_Bourbon"
Karthik_(actor),R._Muthuraman
"Thomas_Howard,_4th_Duke_of_Norfolk","Henry_Howard,_Earl_of_Surrey"
Sam_Daly,Amy_Van_Nostrand
"John_George_III,_Elector_of_Saxony","John_George_II,_Elector_of_Saxony"
Emperor_Renzong_of_Song,Consort_Li_(Zhenzong)
Emperor_Higashiyama,Emperor_Reigen
Peter_I_of_Courtenay,Louis_VI_of_France
"Louis,_Duke_of_Burgundy","Louis,_Grand_Dauphin"
Charles_Schneider_(businessman),"Eugène_Schneider,_II"
Tlatolqaca,Huitzilxotzin
Henry_of_Saxe-Lauenburg,Sibylle_of_Saxony
"Ernest,_Elector_of_Saxony","Frederick_II,_Elector_of_Saxony"
"Georg,_Duke_of_Saxe-Altenburg",Duchess_Charlotte_Georgine_of_Mecklenburg-Strelitz
"Eric,_Duke_of_Södermanland",Magnus_III_of_Sweden
Umberto_Agnelli,Edoardo_Agnelli_(industrialist)
"Joan_Fitzalan,_Countess_of_Hereford",Eleanor_of_Lancaster
John_X_of_Schleswig-Holstein-Gottorp,"John_Adolf,_Duke_of_Holstein-Gottorp"
Elizabeth_de_Vere,"Maud_de_Badlesmere,_Countess_of_Oxford"
Jungjong_of_Joseon,Seongjong_of_Joseon
"Adolph_I,_Duke_of_Cleves",Margaret_of_Jülich
Princess_Nora_of_Liechtenstein,Countess_Georgina_von_Wilczek
George_Cummins_Morphett,John_Morphett
Ahmose-Nefertari,Seqenenre_Tao
Jordan_Roberts_(writer),Bobbi_Jordan
Charles_Xue,Xue_Zizheng
"Prince_Philippe,_Count_of_Flanders",Leopold_I_of_Belgium
Donald_III_of_Scotland,Duncan_I_of_Scotland
"James_Hamilton,_1st_Earl_of_Arran","James_Hamilton,_1st_Lord_Hamilton"
Prince_Henry_of_Prussia_(1862–1929),"Frederick_III,_German_Emperor"
"John_V,_Prince_of_Anhalt-Zerbst","Ernest_I,_Prince_of_Anhalt-Dessau"
Margaret_de_Vere,"John_de_Vere,_7th_Earl_of_Oxford"
John_Dukakis,Kitty_Dukakis
