"Prince_Amedeo,_Duke_of_Aosta",Princess_Anne_of_Orléans
Mansour_bin_Abdulaziz_Al_Saud,Ibn_Saud
Queen_'Masenate_Mohato_Seeiso,Queen_Mamohato_of_Lesotho
"Joan_Beaufort,_Countess_of_Westmorland","Richard_Neville,_5th_Earl_of_Salisbury"
Kate_Hobhouse,Jana_Khayat
Warren_E._Burger,Richard_Nixon
William_Aberhart,George_V
"John_Holland,_1st_Duke_of_Exeter","Edmund_of_Langley,_1st_Duke_of_York"
Prince_Alexander_of_Yugoslavia_(1924–2016),Prince_Dimitri_of_Yugoslavia_(born_1958)
Ahmed_III,Mustafa_II
"Louis_Jean_Marie_de_Bourbon,_Duke_of_Penthièvre",Charles_Emmanuel_III_of_Sardinia
Princess_Clémentine_of_Belgium,"Louis,_Prince_Napoléon"
Bertrade_de_Montfort,Bertha_of_Holland
Charlotte_of_Mecklenburg-Strelitz,Duchess_Charlotte_Georgine_of_Mecklenburg-Strelitz
David_X_of_Kartli,George_IX_of_Kartli
Princess_Amalie_of_Hesse-Darmstadt,Caroline_of_Baden
Nawrahta_Minsaw,Hsinbyushin_Medaw
Ralph_Haller,George_W._Bush
Debbie_Reynolds,Eddie_Fisher_(singer)
Demetrius_II_Nicator,Alexander_Balas
"Charles_V,_Holy_Roman_Emperor","Ferdinand_I,_Holy_Roman_Emperor"
John_Havelock_Parker,Pierre_Trudeau
Duke_Zhuang_I_of_Qi,Duke_Xi_of_Qi
Sabina_Catharina_of_East_Frisia,John_III_of_Rietberg
Margravine_Elisabeth_Sophie_of_Brandenburg_(1674–1748),"Ernst_Ludwig_I,_Duke_of_Saxe-Meiningen"
Steven_G._Bradbury,George_W._Bush
Dorothy_Stafford,Elizabeth_Stafford
Marcela_Rubiales,"Antonio_Aguilar,_hijo"
Christine_of_France,Henrietta_Maria_of_France
"Henry_McLaren,_2nd_Baron_Aberconway","Alexander_Henderson,_1st_Baron_Faringdon"
Denis_Henry,George_V
Olaf_III_of_Norway,Magnus_Barefoot
"Friedrich_Wilhelm,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg","Friedrich,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg"
Anne_of_Austria,Louis_XIV_of_France
Landgravine_Elisabeth_Amalie_of_Hesse-Darmstadt,"Philip_William,_Elector_Palatine"
Tokugawa_Yoshinobu,Emperor_Meiji
"Joan_de_Geneville,_2nd_Baroness_Geneville","Roger_Mortimer,_1st_Earl_of_March"
Prince_Andrei_Alexandrovich_of_Russia,Prince_Andrew_Romanov
"John_Lambton,_1st_Earl_of_Durham",William_IV_of_the_United_Kingdom
Emperor_Meiji,Princess_Masako_Takeda
Chuck_Kaye,Bob_Marley
"Richard_Neville,_5th_Earl_of_Salisbury","Alice_Montacute,_5th_Countess_of_Salisbury"
"William_Fitzwilliam,_4th_Earl_Fitzwilliam",George_III_of_the_United_Kingdom
Abulfas_Garayev,Ilham_Aliyev
Isabella_of_Austria,Christian_II_of_Denmark
Edward_Nixon,Arthur_Nixon
Muhammad_bin_Saad,Abdullah_of_Saudi_Arabia
Min_Shin_Saw_of_Thayet,Shwe_Nan_Shin_of_Myinsaing
Edmund_C._Carns,Othman_A._Abbott
Andronikos_V_Palaiologos,John_V_Palaiologos
"Charles_III,_Duke_of_Lorraine","Francis_II,_Duke_of_Lorraine"
Tim_Healy_(politician),George_V
Anna_Maria_of_Mecklenburg-Schwerin,Albrecht_of_Saxe-Weissenfels
Laurens_Jan_Brinkhorst,Princess_Laurentien_of_the_Netherlands
Joyce_Culpeper,Lord_Edmund_Howard
Marie_Louise_Gonzaga,Władysław_IV_Vasa
Erasme_Louis_Surlet_de_Chokier,Leopold_I_of_Belgium
Sheikh_Hasina,M._A._Wazed_Miah
Empress_Xiaoyiren,Kangxi_Emperor
Saikumar_Pudipeddi,Aadi_(Telugu_actor)
Constantine_II_(emperor),Licinius
Bathilde_d'Orléans,"Louis_Antoine,_Duke_of_Enghien"
James_I_of_Scotland,Annabella_of_Scotland
Moazzam_Jah,Princess_Niloufer
Khin_Pyezon,Bayinnaung
Willibrord_van_Beek,Willem-Alexander_of_the_Netherlands
Richard_Posner,Ronald_Reagan
Clopin_Trouillefou,Victor_Hugo
"Thomas_de_Grey,_2nd_Baron_Walsingham",George_III_of_the_United_Kingdom
"Edmund_FitzAlan-Howard,_1st_Viscount_FitzAlan_of_Derwent",George_V
Mohammad_Yusuf_(politician),Mohammed_Zahir_Shah
Mary_de_Bohun,Henry_IV_of_England
Tamzin_Malleson,Keith_Allen_(actor)
Fatimah_bint_Sa'd,Kilab_ibn_Murrah
Francis_I_Rákóczi,Ilona_Zrínyi
Debsirindra,Chulalongkorn
Shin_Myo_Myat,Mingyi_Swe
Allan_B._Hubbard,George_W._Bush
"Anthony_Browne,_1st_Viscount_Montagu",Anthony_Browne_(1552–1592)
"Sir_William_ffolkes,_2nd_Baronet","Thomas_Coke,_1st_Earl_of_Leicester_(seventh_creation)"
"Henry_Julius,_Duke_of_Brunswick-Lüneburg","Frederick_Ulrich,_Duke_of_Brunswick-Lüneburg"
"Archibald_Wavell,_1st_Earl_Wavell",Winston_Churchill
Emperor_Zhezong,Empress_Meng
Rita_Hayworth,Richard_Cansino
Bjørn_Bjørnson,Bergliot_Ibsen
List_of_Diagnosis:_Murder_characters,Barry_Van_Dyke
Joan_Mondale,Barbara_Bush
Sultan_Muhammad_Jiwa_Zainal_Adilin_II,Sultan_Abdullah_Mukarram_Shah
Robert_II_of_Scotland,David_II_of_Scotland
Clementia_of_Zähringen,Henry_the_Lion
Worawongsathirat,Maha_Chakkraphat
Whitelaw_Reid,George_V
Antonia_Minor,Germanicus
Stanisław_Leszczyński,Marie_Leszczyńska
Humayun,Hamida_Banu_Begum
Twinkle_Khanna,Simple_Kapadia
Judith_of_Habsburg,Wenceslaus_III_of_Bohemia
"Frederick_Stewart,_4th_Marquess_of_Londonderry",William_IV_of_the_United_Kingdom
"William_Vane,_1st_Duke_of_Cleveland",William_IV_of_the_United_Kingdom
Colin_Eric_Allen,Rod_Stewart
Tapoa_II,Pōmare_IV
Sigismund_I_the_Old,Sigismund_II_Augustus
Adolfo_Suárez,Juan_Carlos_I_of_Spain
Casimir_IV_Jagiellon,Elizabeth_of_Austria_(1436–1505)
"Charles_Thomas,_Prince_of_Löwenstein-Wertheim-Rosenberg","Charles,_6th_Prince_of_Löwenstein-Wertheim-Rosenberg"
George_XI_of_Kartli,Heraclius_I_of_Kakheti
Charles_Godefroy_de_La_Tour_d'Auvergne,Marie_Louise_de_La_Tour_d'Auvergne
"Ameli,_Duchess_of_Oldenburg","Anton-Günther,_Duke_of_Oldenburg"
"Clive_Wigram,_1st_Baron_Wigram",George_V
Wahinepio,Kamehameha_I
Ivan_Khokhlov,Joseph_Stalin
Frank_Mahony_(public_servant),Gough_Whitlam
Bolesław_III_Wrymouth,Zbyslava_of_Kiev
Archduchess_Maria_Maddalena_of_Austria,Leopoldo_de'_Medici
Ichirō_Hatoyama,Hirohito
Arthur_Altschul,Mayer_Lehman
Grand_Duchess_Maria_Alexandrovna_of_Russia,"Alfred,_Duke_of_Saxe-Coburg_and_Gotha"
John_Hall_(New_Zealand_politician),Queen_Victoria
Oleksander_Ostrogski,Zofia_Ostrogska
Raadhika,Nirosha
Susan_Livingstone,George_W._Bush
"Ferdinand_Maria,_Elector_of_Bavaria",Princess_Henriette_Adelaide_of_Savoy
Alonzo_B._Cornell,Grover_Cleveland
Mihr_Nigar_Khanum,Muhammad_Shaybani
Early_life_of_Augustus,Scribonia
Michael_I_of_Russia,Alexis_of_Russia
"Anne_of_Bohemia,_Duchess_of_Silesia",Henry_II_the_Pious
"Ferdinand_III,_Grand_Duke_of_Tuscany",Princess_Luisa_of_Naples_and_Sicily
Józef_Sapieha,Aleksander_Antoni_Sapieha
"Frederick_II,_Elector_of_Saxony","Albert_III,_Duke_of_Saxony"
"Ferdinand_Maria,_Elector_of_Bavaria","Maximilian_II_Emanuel,_Elector_of_Bavaria"
Maria_Theresa_of_Naples_and_Sicily,"Francis_II,_Holy_Roman_Emperor"
Marie_Horton,Ted_Corday
"John_George_III,_Elector_of_Saxony","John_George_IV,_Elector_of_Saxony"
"William_IV,_Grand_Duke_of_Luxembourg",Princess_Sophie_of_Luxembourg
Alexander_Warburton,Queen_Victoria
Gustavus_A._Finkelnburg,Theodore_Roosevelt
Cristóvão_de_Morais,John_III_of_Portugal
Richard_Hawkins_(bishop),Bob_Evens
Francis_James_Newton,Queen_Victoria
Mstislav_of_Chernigov,Sviatoslav_II_of_Kiev
Gülüstü_Hanım,Abdülmecid_I
Shivaji,Sambhaji
Eric_Bloodaxe,Amlaíb_Cuarán
Thurbrand_the_Hold,Cnut_the_Great
Dezső_Bánffy,Franz_Joseph_I_of_Austria
Doris_Troy,Cissy_Houston
Alcide_De_Gasperi,Victor_Emmanuel_III_of_Italy
Deposed_Queen_Lady_Yun,Queen_Jeonghyeon
Maria_Leopoldina_of_Austria,Maria_II_of_Portugal
Pacorus_II,Vologases_II_of_Parthia
Tuanku_Bahiyah,Tengku_Zainab
Lidian_Jackson_Emerson,Edward_Waldo_Emerson
"Maximilian,_Hereditary_Prince_of_Saxony",Anthony_of_Saxony
"Augustus,_Grand_Duke_of_Oldenburg",Princess_Cecilia_of_Sweden_(1807–1844)
George_Fuller_(Australian_politician),George_V
Peter_Ritchie_Calder,Nigel_Calder
Margaret_of_Valois,Henry_IV_of_France
Bhavashankari,Rudranarayan
Austen_Henry_Layard,Queen_Victoria
Philip_I_Philadelphus,Philip_II_Philoromaeus
"Charles,_Count_of_Valois",Philip_VI_of_France
"Michael,_Prince_of_Montenegro","Nicholas,_Crown_Prince_of_Montenegro"
Empress_Genshō,Emperor_Shōmu
"Richard_Woodville,_1st_Earl_Rivers","John_Tiptoft,_1st_Earl_of_Worcester"
"Prince_Aimone,_Duke_of_Aosta","Princess_Irene,_Duchess_of_Aosta"
Ferdinand_I_of_Naples,Alfonso_II_of_Naples
"George_Coventry,_9th_Earl_of_Coventry",Queen_Victoria
Renée_of_Bourbon,Christina_of_Denmark
Htay_Oo,Shwe_Mann
"Ælfthryth,_Countess_of_Flanders",Judith_of_Flanders
Wu_Zetian,Princess_Taiping
Sri_Alam,Zainul_Abidin_of_Aceh
Lawrence_Durrell,Lawrence_Samuel_Durrell
"William_Hastings,_1st_Baron_Hastings","Katherine_Neville,_Baroness_Hastings"
Ernie_(Sesame_Street),Jim_Henson
Ferdinand_IV_of_Castile,Alfonso_XI_of_Castile
Keōua,Kekuiapoiwa_II
Tryphaena,Antiochus_VIII_Grypus
David_Lloyd_George,"James_Gascoyne-Cecil,_4th_Marquess_of_Salisbury"
"Sidney_Godolphin,_1st_Earl_of_Godolphin",James_II_of_England
"Constantine,_Prince_of_Hohenzollern-Hechingen",Eugénie_de_Beauharnais
Lord_George_Beresford,William_IV_of_the_United_Kingdom
Richard_Edgcumbe_(died_1639),Richard_Sparry
"Louise_Hippolyte,_Princess_of_Monaco","Jacques_I,_Prince_of_Monaco"
Félix-Gabriel_Marchand,Queen_Victoria
Mao_Yichang,Mao_Zedong
Alec_Douglas-Home,Elizabeth_II
Yaxun_B'alam_III,Itzamnaaj_B'alam_II
Vakhtang_V_of_Kartli,Archil_of_Imereti
Milena_Vukotić,Prince_Mirko_of_Montenegro
Bayinnaung,Nanda_Bayin
Klaus-Michael_Kühne,August_Kühne
Fuk'anggan,Qianlong_Emperor
Sophie_Magdalene_of_Brandenburg-Kulmbach,Frederick_V_of_Denmark
Vichitravirya,Dhritarashtra
Anne_of_Armagnac,Jean_I_of_Albret
"Elizabeth_Hay,_Countess_of_Erroll","Agnes_Duff,_Countess_Fife"
Władysław_III_Spindleshanks,Władysław_Odonic
Shiva_Rajkumar,Raghavendra_Rajkumar
Sophia_Louise_of_Mecklenburg-Schwerin,Sophia_Dorothea_of_Hanover
Katherine_Schwarzenegger,Anthony_Shriver
Susanne_Lothar,Ulrich_Mühe
William_Ewart_Gladstone,Queen_Victoria
José_Olaguer_Feliú,Alfonso_XIII_of_Spain
Princess_Karoline_Amalie_of_Hesse-Kassel,"Augustus,_Duke_of_Saxe-Gotha-Altenburg"
Alex_R._Munson,Ronald_Reagan
"Murdoch_Stewart,_Duke_of_Albany",James_I_of_Scotland
Mary_Moser,Charlotte_of_Mecklenburg-Strelitz
"Theodoric_II,_Margrave_of_Lower_Lusatia","Odo_II,_Margrave_of_the_Saxon_Ostmark"
Pierre_Ryckmans_(governor-general),Leopold_III_of_Belgium
Makaziwe_Mandela,Makgatho_Mandela
Ninian_Stephen,Elizabeth_II
Ed_Davis_(Royal_Marines_officer),Elizabeth_II
Queen_Elizabeth_The_Queen_Mother,George_VI
"Samuel_Vestey,_3rd_Baron_Vestey",Queen_Victoria
Henry_II_of_England,Eleanor_of_Aquitaine
"William_the_Hardy,_Lord_of_Douglas","James_Douglas,_Lord_of_Douglas"
"Algernon_Keith-Falconer,_9th_Earl_of_Kintore",Queen_Victoria
Aynsley_Dunbar,Frank_Zappa
Harry_Toulmin_(Unitarian_minister),Thomas_Jefferson
Joseph_Holt,Abraham_Lincoln
Prince_Christian_of_Schleswig-Holstein,Princess_Helena_of_the_United_Kingdom
Hyrcanus_II,Antigonus_II_Mattathias
"Louis_Gonzaga,_Duke_of_Nevers",Henriette_of_Cleves
John_Brown_(servant),Queen_Victoria
Alexander_III_of_Scotland,"Margaret,_Maid_of_Norway"
"Charles_II,_Duke_of_Elbeuf",Catherine_Henriette_de_Bourbon
George_Fuller_(Australian_politician),George_V
Hugh_III_of_Cyprus,Henry_II_of_Jerusalem
Daniel_J._Boorstin,Ronald_Reagan
Murray_Weidenbaum,Ronald_Reagan
Prince_Gong,Prince_Gong_(peerage)
Margaret_of_Hungary,Isaac_II_Angelos
Harry_W._Wellford,Ronald_Reagan
Emperor_Xuan_of_Western_Liang,Emperor_Ming_of_Western_Liang
Edmond_Safra,Joseph_Safra
Catherine_Deneuve,Françoise_Dorléac
Whitelaw_Reid,Edward_VII
Stanisław_August_Poniatowski,Frederick_William_III_of_Prussia
Thihathura_of_Ava,Minkhaung_II
Nakşidil_Sultan,Ayşe_Seniyeperver_Sultan
Reginald_Bray,Henry_VII_of_England
Boris_Pahor,Ernest_Hemingway
"Maria_of_Aragon,_Queen_of_Castile",Henry_IV_of_Castile
"Prince_Alfonso,_Count_of_Caserta",Princess_Maria_Antonietta_of_Bourbon-Two_Sicilies
Roscoe_R._Koch,Daniel_Koch
W._O._Woods,Calvin_Coolidge
Ethel_Kennedy,Christopher_G._Kennedy
"Friedrich_Ferdinand,_Duke_of_Schleswig-Holstein",Princess_Helena_Adelaide_of_Schleswig-Holstein-Sonderburg-Glücksburg
Maud_of_Normandy,"Odo_II,_Count_of_Blois"
"Waltheof,_Earl_of_Northumbria",Judith_of_Lens
Imee_Marcos,Tommy_Manotoc
Wahb_ibn_Abd_Manaf,Barrah_bint_Abdul_Uzza
Henry_IV_of_France,"Gaston,_Duke_of_Orléans"
Heraclius,Constantine_III_(Byzantine_emperor)
Princess_Feodora_of_Leiningen,"Ernst_I,_Prince_of_Hohenlohe-Langenburg"
Barbara_Tarnowska,Tomasz_Zamoyski
Filipa_Moniz_Perestrelo,Diego_Columbus
Archduchess_Elisabeth_Amalie_of_Austria,"Franz_Joseph_II,_Prince_of_Liechtenstein"
Margaret_of_Brieg,"John_III,_Duke_of_Bavaria"
Kareena_Kapoor,Saif_Ali_Khan
Salima_Machamba,Camille_Paule
Béla_II_of_Hungary,Géza_II_of_Hungary
Henry_Grattan,George_III_of_the_United_Kingdom
"George_II,_Prince_of_Waldeck_and_Pyrmont",Princess_Hermine_of_Waldeck_and_Pyrmont
Tolui,Ariq_Böke
"Elizabeth_Boleyn,_Countess_of_Wiltshire",Anne_Boleyn
Robert_S._Strauss,George_H._W._Bush
Khaleda_Zia,Sheikh_Hasina
Rudolf_I_of_Germany,Gertrude_of_Hohenburg
Bonne_of_Artois,"Charles_I,_Count_of_Nevers"
"Maximilian_II_Emanuel,_Elector_of_Bavaria",Prince_Eugene_of_Savoy
Kapauanuakea,Kamauliwahine
Nayla_Tueni,Nadia_Tueni
Nicolas_Cotoner,Philip_IV_of_Spain
Henry_A._Byroade,Dwight_D._Eisenhower
Norah_Al_Faiz,Abdullah_of_Saudi_Arabia
Micko_Larkin,Courtney_Love
İhsan_Sabancı,Hacı_Sabancı
Emilio_Estevez,Carroll_Ballard
Higashifushimi_Kunihide,Akihito
"Maurice,_Landgrave_of_Hesse-Kassel","William_V,_Landgrave_of_Hesse-Kassel"
Antoun_Saadeh,Ghassan_Tueni
"Otto_I,_Duke_of_Bavaria",Agnes_of_Loon
Gaius_Vibius_Pansa_Caetronianus,Augustus
Andrew_George_Blair,Queen_Victoria
Mostafa_Moeen,Akbar_Hashemi_Rafsanjani
"William_II,_Landgrave_of_Hesse","Philip_I,_Landgrave_of_Hesse"
Ali_Mahir_Pasha,Fuad_I_of_Egypt
Bill_Hayden,Gough_Whitlam
"Leopold_II,_Holy_Roman_Emperor",Maria_Luisa_of_Spain
Joe_Venuti,Bing_Crosby
Talal_bin_Abdulaziz_Al_Saud,Ibn_Saud
Adelaide_of_Löwenstein-Wertheim-Rosenberg,Infanta_Maria_das_Neves_of_Portugal
John_Hynd,"Frank_Pakenham,_7th_Earl_of_Longford"
Abebe_Aregai,Haile_Selassie
Penn_Nouth,Norodom_Sihanouk
Malcolm_III_of_Scotland,Duncan_II_of_Scotland
Margaret_Grey,"William_Bonville,_1st_Baron_Bonville"
Christopher_Buckley_(novelist),Patricia_Buckley_Bozell
Lord_Byron,"George_Byron,_7th_Baron_Byron"
Urraca_Fernández,Ordoño_III_of_León
Al-Muzaffar_Hajji,Al-Kamil_Sha'ban
John_Berrien_Lindsley,Nathaniel_Lawrence
"Charles_VI,_Holy_Roman_Emperor",Martin_van_Meytens
Hadmar_I_of_Kuenring,Albero_III_of_Kuenring
"Edward_Wood,_1st_Earl_of_Halifax",George_V
Paullu_Inca,Manco_Inca_Yupanqui
Salman_of_Saudi_Arabia,Mohammad_bin_Salman_Al_Saud
Robert_Dundas_of_Arniston,George_III_of_the_United_Kingdom
Patti_Davis,Maureen_Reagan
John_of_Gaunt,Katherine_Swynford
Rudolf_I_of_Germany,Matilda_of_Habsburg
Eleanor_of_Sicily,Peter_IV_of_Aragon
Erico_Verissimo,Oscar_Wilde
Emma_of_Normandy,Gunhilda_of_Denmark
Helvig_of_Schleswig,Valdemar_IV_of_Denmark
John_C._Shabaz,Ronald_Reagan
Shunzhi_Emperor,Dorgon
João_das_Regras,John_I_of_Portugal
Pat_DiCicco,Gloria_Vanderbilt
Ferdinand_I_of_the_Two_Sicilies,Joachim_Murat
Jean_Clouet,Francis_I_of_France
Menua,Argishti_I_of_Urartu
"James_Craig,_1st_Viscount_Craigavon",George_V
Charles_Emmanuel_III_of_Sardinia,Prince_Vittorio_Amedeo_Theodore_of_Savoy
"Ferdinando_I_de'_Medici,_Grand_Duke_of_Tuscany",Claudia_de'_Medici
Otto_of_Greece,George_I_of_Greece
Zwelakhe_Sisulu,Lindiwe_Sisulu
Jérôme_Bonaparte,Elizabeth_Patterson_Bonaparte
"Norihito,_Prince_Takamado","Hisako,_Princess_Takamado"
M._E._Grant_Duff,Queen_Victoria
William_Fremantle_(politician),"Henry_Howard,_13th_Duke_of_Norfolk"
Zhang_Dejiang,Bo_Xilai
Jordan_Bridges,Jeff_Bridges
Peter_de_Rivaux,Henry_III_of_England
Anne_W._Patterson,George_W._Bush
"Henry_III,_Margrave_of_Meissen","Albert_II,_Margrave_of_Meissen"
Nathan_East,Phil_Collins
"Albert,_Prince_Consort",Princess_Beatrice_of_the_United_Kingdom
Ferdinand_VII_of_Spain,Maria_Christina_of_the_Two_Sicilies
"Afonso_I,_Duke_of_Braganza","Fernando_I,_Duke_of_Braganza"
J._J._Cale,John_Cale
Mi_Saw_U,Thihathu
Antonio_Narciso_de_Santa_María,Charles_III_of_Spain
Howard_Douglas,William_IV_of_the_United_Kingdom
"José_Carrillo_de_Albornoz,_1st_Duke_of_Montemar",Charles_III_of_Spain
Demetrios_Doukas_Komnenos_Koutroules,Michael_VIII_Palaiologos
Alexander_Grant_(Upper_Canada_politician),George_III_of_the_United_Kingdom
Joe_Hagin,George_W._Bush
George_W._Brown,George_V
Bertha_of_Burgundy,Robert_II_of_France
Mechthild_of_Germany,"Albert_VI,_Archduke_of_Austria"
Tabrimmon,Ben-Hadad_I
Rudolf_I_of_Germany,Albert_I_of_Germany
"Alexander_Farnese,_Duke_of_Parma","Ranuccio_I_Farnese,_Duke_of_Parma"
Meyliservet_Kadın,Murad_V
Æthelwulf,Alfred_the_Great
Paris_Gibson,William_A._Clark
Jon_Ola_Sand,Bias_Bernhoft
Abdulaziz_bin_Mohieddin_Khoja,Abdullah_of_Saudi_Arabia
Mustafa_IV,Mahmud_II
George_Mason_I,George_Mason
Kathy_Fields,Natalie_Lander
Empress_Kōgyoku,Emperor_Tenji
Mary_Victoria_Douglas-Hamilton,"Louis_II,_Prince_of_Monaco"
"Grace_Poe_presidential_campaign,_2016",Ralph_Recto
Rosalind_Shand,"Camilla,_Duchess_of_Cornwall"
Violante_of_Vilaragut,James_III_of_Majorca
Emperor_Wu_of_Han,Empress_Chen_Jiao
Louis_I_of_Naples,Joanna_I_of_Naples
Stan_Levey,Nat_King_Cole
Braj_Kumar_Nehru,Ali_Yavar_Jung
"Charles_Edward,_Duke_of_Saxe-Coburg_and_Gotha",Princess_Victoria_Adelaide_of_Schleswig-Holstein
Princess_Marie_of_Baden_(1834–1899),"Emich,_5th_Prince_of_Leiningen"
Crawford_Vaughan,George_V
Shin_Sawbu,Thihathu_of_Ava
Richard_E._Wiley,Richard_Nixon
"Henry_V,_Count_Palatine_of_the_Rhine",Agnes_of_Hohenstaufen
Charles_Boscawen,Walter_Moyle_(MP)
Alexandra_Feodorovna_(Charlotte_of_Prussia),Nicholas_I_of_Russia
Richard_Hilton,Conrad_Hilton
Susan_Wooldridge,Hugh_Wooldridge
Empress_Xiaoxianchun,Qianlong_Emperor
"Edward_Vaux,_4th_Baron_Vaux_of_Harrowden","William_Vaux,_3rd_Baron_Vaux_of_Harrowden"
"William_Neville,_1st_Earl_of_Kent","Henry_Holland,_3rd_Duke_of_Exeter"
Legacy_of_Pedro_II_of_Brazil,"Isabel,_Princess_Imperial_of_Brazil"
Margaret_of_Brabant,"Henry_VII,_Holy_Roman_Emperor"
Tuanku_Aishah_Rohani,Tuanku_Najihah
Ashimi_of_Borno,Kyari_of_Borno
Orlando_Smith,Elizabeth_II
Jacob_K._Javits,Robert_F._Kennedy
Hong_Taiji,Shunzhi_Emperor
Athinkhaya,Thihathu
"Charles_Brandon,_1st_Duke_of_Suffolk",Henry_VIII_of_England
James_I_of_Scotland,James_II_of_Scotland
Puduhepa,Tudhaliya_IV
Rob_Kardashian,Khloé_Kardashian
"Eleanor_Beauchamp,_Duchess_of_Somerset","Thomas_de_Ros,_8th_Baron_de_Ros"
Zwelakhe_Sisulu,Max_Sisulu
Francis_Bacon__The_Viscount_St_Alban__1,James_VI_and_I
Princess_Carolina_of_Orange-Nassau,"Charles_Christian,_Prince_of_Nassau-Weilburg"
William_D._Hansen,George_W._Bush
Saw_Omma_of_Pinya,Atula_Sanda_Dewi_of_Pinya
Henry_Edward_Bright,George_Strickland_Kingston
"Robert,_Count_of_Clermont","Beatrice_of_Burgundy,_Lady_of_Bourbon"
Min_Hla_Myat_of_Ava,Shin_Saw_of_Ava
Prince_Luís_of_Orléans-Braganza_(1878–1920),Prince_Pedro_Henrique_of_Orléans-Braganza
Amalia_of_Solms-Braunfels,"William_II,_Prince_of_Orange"
Mary_of_Hungary_(governor_of_the_Netherlands),Anne_of_Bohemia_and_Hungary
"Louis,_Dauphin_of_France_(son_of_Louis_XV)",Charles_X_of_France
Atlanersa,Senkamanisken
Eleanor_Holmes_Norton,Jimmy_Carter
Maria_Luisa_of_Spain,"Archduke_Joseph,_Palatine_of_Hungary"
Maria_Carolina_of_Austria,Marie_Antoinette
Philip_VI_of_France,John_II_of_France
Princess_Augusta_Wilhelmine_of_Hesse-Darmstadt,Princess_Augusta_of_Bavaria
Anna_Gordy_Gaye,Esther_Gordy_Edwards
"Charles_Louis,_Hereditary_Prince_of_Baden",Frederica_of_Baden
Sigismund_Báthory,Gabriel_Bethlen
Sithu_of_Pinya,Kyawswa_I_of_Pinya
Yoshirō_Mori,Akihito
Alaungsithu,Taung_Pyinthe_(Sithu_I)
Charles_Emory_Smith,Theodore_Roosevelt
Debsirindra,Mongkut
Mordecai_Barbour,Philip_Pendleton_Barbour
Richard_S._Williamson,George_H._W._Bush
"Henry_Percy,_1st_Earl_of_Northumberland",John_I_Stanley_of_the_Isle_of_Man
Anne_Buydens,Kirk_Douglas
"William,_Prince_of_Albania",Qamil_Musa_Haxhi_Feza
Fernão_Carvalho,John_III_of_Portugal
Frederick_IV_of_Denmark,"Frederick_IV,_Duke_of_Holstein-Gottorp"
Robert_Stirling,James_Stirling_(1835–1917)
Daniel_Pollen,Queen_Victoria
Manisanda,Anawrahta
Min_Nemi_of_Toungoo,Swa_Saw_Ke
Henry_E._Hudson,George_W._Bush
"Frederick,_Prince_of_Wales","Prince_Edward,_Duke_of_York_and_Albany"
Joie_Lee,Malcolm_D._Lee
Blake_Gottesman,George_W._Bush
Zenkō_Suzuki,Hirohito
Prince_Gabriel_of_Bourbon-Two_Sicilies,Princess_Cecylia_Lubomirska
Pranav_Mohanlal,Suresh_Balaje
Joseph_P._Kennedy_Sr.,Robert_F._Kennedy
Æthelred_of_Mercia,Ceolred_of_Mercia
"Philip_Stanhope,_5th_Earl_Stanhope",William_IV_of_the_United_Kingdom
"Henry_Loch,_1st_Baron_Loch",Queen_Victoria
William_Lawrence_(London_MP),Lionel_de_Rothschild
Peter_Sollett,Ingmar_Bergman
Hamed_bin_Zayed_Al_Nahyan,Ahmed_bin_Zayed_Al_Nahyan
"Infante_Carlos,_Count_of_Molina","Juan,_Count_of_Montizón"
John_Daniel_Tinder,Ronald_Reagan
Mehmed_IV,Kösem_Sultan
Leslie_Herron,Elizabeth_II
"Mildmay_Fane,_2nd_Earl_of_Westmorland",Charles_I_of_England
James_De_Lancey,Cadwallader_Colden
Jay_Washington,James_Yap
"Joan_of_Artois,_Countess_of_Foix",House_of_Artois
Stanisław_Leszczyński,Louis_XV_of_France
"Margaret_Alexander,_Countess_Alexander_of_Tunis","Princess_Alice,_Countess_of_Athlone"
Antiochus_I_Soter,Antiochus_II_Theos
"Thomas_Villiers,_1st_Earl_of_Clarendon",George_II_of_Great_Britain
Lady_Elizabeth_Murray,Heinrich_von_Bünau
Al-Mu'tadid,Al-Muktafi
"Joseph_Wenzel_I,_Prince_of_Liechtenstein","Johann_Nepomuk_Karl,_Prince_of_Liechtenstein"
"Henri_Jules,_Prince_of_Condé",Anne_Henriette_of_Bavaria
"Lambert_I,_Count_of_Louvain",Gerberga_of_Lower_Lorraine
"Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma","Edwina_Mountbatten,_Countess_Mountbatten_of_Burma"
Charlotte_of_Naples,Guy_XVI_de_Laval
"Richard_Luce,_Baron_Luce",Elizabeth_II
Yazathingyan_of_Pagan,Narathihapate
Duchess_Sophia_Charlotte_of_Oldenburg,Prince_Eitel_Friedrich_of_Prussia
Charles_Rogier,Leopold_II_of_Belgium
"Matthew_Stewart,_4th_Earl_of_Lennox","Henry_Stuart,_Lord_Darnley"
Abu_Sufyan_ibn_al-Harith,Abu_Sufyan_ibn_Harb
Edmund_I,Ælfgifu_of_Shaftesbury
Mark_Kasdan,Lawrence_Kasdan
Don_DeLillo,Ezra_Pound
