Vernon_Singer,Odoardo_Di_Santo
John_Northcott,Elizabeth_II
Brad_Davis_(musician),Billy_Bob_Thornton
Robert_J._Walker,James_K._Polk
José_María_Silva,Francisco_Morazán
Susan_Strasberg,Paula_Strasberg
"Ernest_Augustus_I,_Duke_of_Saxe-Weimar-Eisenach","Wilhelm_Heinrich,_Duke_of_Saxe-Eisenach"
Min_Htwe_of_Toungoo,Minkhaung_II_of_Toungoo
"Frederick_VII,_Margrave_of_Baden-Durlach","Charles_III_William,_Margrave_of_Baden-Durlach"
Trygve_Nilsen,Einar_Gerhardsen
Mary_Cheney,Lynne_Cheney
Consort_Dun,Gurun_Princess_Hexiao
"David_Stewart,_Earl_of_Strathearn",Euphemia_de_Ross
Paul_Ilyinsky,Grand_Duke_Dmitri_Pavlovich_of_Russia
Abu_Sayeed_Chowdhury,Sheikh_Mujibur_Rahman
Bolesław_IV_the_Curly,Henry_of_Sandomierz
"Louis_V,_Duke_of_Bavaria","Louis_IV,_Holy_Roman_Emperor"
Ali,Muhammad
Phillip_Lynch,Andrew_Peacock
Sandra_Day_O'Connor,Gene_Nichol
Theodosius_I,Gratian
"Sachiko,_Princess_Hisa",Hirohito
Ferdinand_II_of_the_Two_Sicilies,Francis_I_of_the_Two_Sicilies
Hillary_Clinton,Condoleezza_Rice
Pierre_Vimont,Nicolas_Sarkozy
Shirley_Williams,John_Cartwright_(British_politician)
Casimir_IV_Jagiellon,Władysław_III_of_Poland
"Princess_Elisabeth,_Duchess_in_Bavaria","Sophie,_Hereditary_Princess_of_Liechtenstein"
Zheng_Jing,Koxinga
Les_Dennis,Max_Bygraves
Richard_II_of_England,Edward_III_of_England
"Carmen_Franco,_1st_Duchess_of_Franco","Francisco_Franco,_2nd_Lord_of_Meirás"
Liutgard_of_Saxony,Hemma
Stephen_Lewis,Avi_Lewis
Dóra_Þórhallsdóttir,Halldóra_Eldjárn
Peter_Mutharika,Saulos_Chilima
Esau_de'_Buondelmonti,Giorgio_de'_Buondelmonti
Geoffrey_Edmund_Cator,Marcus_Rex
Hind_bint_Maktoum_bin_Juma_Al_Maktoum,Nasser_bin_Hamad_Al_Khalifa
Princess_Amalie_of_Hohenzollern-Sigmaringen,Marie_Antoinette_Murat
"Sophie_of_Pomerania,_Duchess_of_Mecklenburg","Eric_II,_Duke_of_Pomerania"
"Sigismund,_Holy_Roman_Emperor","Charles_IV,_Holy_Roman_Emperor"
Leslie_Joyce_Abrams,Barack_Obama
Georgy_Pyatakov,Mykola_Skrypnyk
Handan_Sultan,Ahmed_I
Max_Roser,Amartya_Sen
"Albert,_Prince_Consort","Arthur_Wellesley,_1st_Duke_of_Wellington"
Ylva_Johansson,Stefan_Löfven
Adelbert_Ames,Cornelius_Cole
Prescott_Bush,Abraham_A._Ribicoff
Georges_Pompidou,Jacques_Chaban-Delmas
David_Owen,James_Callaghan
Charles_Goodell,Robert_F._Kennedy
V._T._Sambanthan,Samy_Vellu
"Ernest,_Margrave_of_Austria",Frozza_Orseolo
"Margaret_of_Flanders,_Duchess_of_Brabant",Matilda_of_Béthune
Joe_Lieberman,Susan_Collins
"Friedrich_Ferdinand,_Duke_of_Schleswig-Holstein",Princess_Helena_Adelaide_of_Schleswig-Holstein-Sonderburg-Glücksburg
Ashwani_Kumar,Manmohan_Singh
Charles_Edward_Stuart,James_Francis_Edward_Stuart
"Arthur_Wellesley,_1st_Duke_of_Wellington","William_Wellesley-Pole,_3rd_Earl_of_Mornington"
Hubert_Humphrey,Lyndon_B._Johnson
"John_Betts,_Jr.",John_Betts_(Connecticut_politician)
Jim_Gordon_(musician),George_Harrison
Emetullah_Rabia_Gülnuş_Sultan,Ahmed_III
Maria_Anna_Sophia_of_Saxony,Maria_Josepha_of_Austria
Sergio_Oliva,Arnold_Schwarzenegger
William_Fitzgerald_(Tennessee_politician),James_K._Polk
"Edward,_King_of_Portugal",John_I_of_Portugal
James_Baker,George_H._W._Bush
"Richeza_of_Poland,_Queen_of_Sweden",Bolesław_III_Wrymouth
Andrew_Jones_(British_politician),David_Cameron
Stanisław_Koniecpolski,Aleksander_Koniecpolski_(1555–1609)
Mack_Gordon,Barbra_Streisand
Henry_Clay_Payne,Theodore_Roosevelt
Amalia_Fuentes,Liezl_Martinez
Caroline_Hogg,Don_Nardella
Dorrit_Moussaieff,Guðrún_Katrín_Þorbergsdóttir
"Humphrey_Stafford,_1st_Duke_of_Buckingham","Henry_Stafford,_2nd_Duke_of_Buckingham"
"Henry_Northcote,_1st_Baron_Northcote",Chris_Watson
Brian_Jackson_(musician),Kanye_West
Ernesto_Geisel,João_Figueiredo
Yulia_Latynina,Leonid_Latynin
"Frederick_II,_Holy_Roman_Emperor","Otto_IV,_Holy_Roman_Emperor"
Carlos_Dávila,Arturo_Puga
Bolesław_II_the_Generous,Władysław_I_Herman
Christopher_Cox,Peter_T._King
Felipe_VI_of_Spain,"Alfonso,_Prince_of_Asturias_(1907–1938)"
Marcus_Dixon_(Alias),Carl_Lumbly
Lady_Byrne,Joseph_Byrne_(Holby_City)
Craig_Stanford,Louis_Leakey
"Charles,_Prince_of_Viana",Blanche_II_of_Navarre
Matt_McAndrew,Adam_Levine
Princess_Maria_Vittoria_Margherita_of_Savoy,Charles_Emmanuel_III_of_Sardinia
Acamapichtli,Huitzilihuitl
Schelto_Patijn,Ed_van_Thijn
"Karl_Anton,_Prince_of_Hohenzollern",Prince_Anton_of_Hohenzollern-Sigmaringen
Vera_Farmiga,Molly_Hawkey
Myat_Phaya,Supayalat
Don_Plett,Stephen_Harper
Lizzo,Prince_(musician)
List_of_Who_Framed_Roger_Rabbit_characters,Richard_Ridings
Srinivasaraghavan_Venkataraghavan,Mansoor_Ali_Khan_Pataudi
Gérard_Louis-Dreyfus,Julia_Louis-Dreyfus
"Charles_V,_Holy_Roman_Emperor",Margaret_of_Parma
Nelson_Riddle,Rosemary_Clooney
Stephen_St._John,James_Richards_(politician)
George_Pataki,Michael_C._Finnegan
Tal_Wilkenfeld,Ryan_Adams
"John_II,_Duke_of_Brittany","John_I,_Duke_of_Brittany"
Diana_Mitford,"David_Freeman-Mitford,_2nd_Baron_Redesdale"
Klaus_Iohannis,Crin_Antonescu
Renato_Ruggiero,Silvio_Berlusconi
Thawan_Thamrongnawasawat,Bhumibol_Adulyadej
"Edward_Strachey,_1st_Baron_Strachie",William_Dudley_Ward
Htilominlo,Kyaswa
John_Selwyn_(1688–1751),John_Conduitt
Stéphane_Dion,Marcel_Massé
Alison_Eastwood,Scott_Eastwood
Robert_Louis_Stevenson,Javier_Marías
John_Manley,Paul_Martin
Emil_Artin,Max_August_Zorn
John_Kerry,Rosemary_Forbes_Kerry
Rudbari,Muhammad
Sergei_Bondarchuk,Fyodor_Bondarchuk
Samuel_Keeler,Thomas_Betts
Lucien_Bonaparte,Carlo_Buonaparte
"Frederick_IV,_Duke_of_Holstein-Gottorp",Frederick_IV_of_Denmark
Emperor_Shizong_of_Jin,Wanyan_Yongji
Yen_Chia-kan,Chiang_Kai-shek
"Frederick_William,_Duke_of_Courland",Frederick_Casimir_Kettler
Jim_Fitzpatrick_(politician),Tessa_Jowell
Fernando_Lugo,Ollanta_Humala
Gratian,Merobaudes_(general)
Sophia_of_Minsk,Richeza_of_Denmark
Prudence_Murdoch,Rupert_Murdoch
"Louis_Ferdinand,_Prince_of_Prussia",Prince_Christian-Sigismund_of_Prussia
Empress_Xiaojingxian,Empress_Xiaoshengxian
Thomas_Sankara,Jean-Baptiste_Ouédraogo
Ibrahim_Lodi,Babur
Ricardo_Lara,Alan_Lowenthal
"Mary_Tudor,_Queen_of_France",Elizabeth_of_York
Anton_van_den_Wyngaerde,Philip_II_of_Spain
Wade_Keyes,Jefferson_Davis
2010–11_Sunderland_A.F.C._season__Phil_Bardsley__1,Phil_Bardsley
Yōhei_Kōno,Shinzō_Abe
"Robert_Marmion,_3rd_Baron_Marmion_of_Tamworth",Richard_I_of_England
Xhemal_Gjunkshi,Bujar_Nishani
"Oliver_Russell,_2nd_Baron_Ampthill","George_Curzon,_1st_Marquess_Curzon_of_Kedleston"
John_Belding,Samuel_Smith_(Connecticut_politician)
Conrad_of_Montferrat,Judith_of_Babenberg
Charles_Tupper,Alexander_Johnston_(Canadian_politician)
Susan_Crennan,John_Howard
Saovabha_Phongsri,Mongkut
Maria_Luisa_of_Spain,Elisabeth_Christine_of_Brunswick-Wolfenbüttel
Elia_Kazan,Nicholas_Kazan
Luis_Conte,James_Taylor
Luis_Manzano,Edu_Manzano
Gordon_Campbell,Gordon_Wilson_(Canadian_politician)
Rudolf_Diels,Adolf_Hitler
Faisal_bin_Abdullah,Abdullah_of_Saudi_Arabia
Princess_Hilda_of_Nassau,"Adolphe,_Grand_Duke_of_Luxembourg"
John_Smith_(Labour_Party_leader),"Norman_Crowther_Hunt,_Baron_Crowther-Hunt"
Thomas_M._Storke,William_Gibbs_McAdoo
Alan_Johnson,Theresa_May
Bolesław_IV_the_Curly,Władysław_II_the_Exile
Ramfis_Domínguez-Trujillo,Danilo_Medina
Princess_Ida_of_Schaumburg-Lippe,Princess_Caroline_Reuss_of_Greiz
Styles_Bridges,Francis_P._Murphy
Vicki_Sue_Robinson,Cyndi_Lauper
Reinhard_Heydrich,Heinrich_Himmler
Phyllis_Lambert,Saidye_Rosner_Bronfman
"Henry_Howard,_Earl_of_Surrey","Thomas_Howard,_3rd_Duke_of_Norfolk"
Joseph_Cordiano,Sandra_Pupatello
Antonio_Sabàto_Sr.,Antonio_Sabàto_Jr.
Princess_Tenagnework,Hirut_Desta
Sher_Bahadur_Deuba,Birendra_of_Nepal
Indira_Talwani,Barack_Obama
Mongkut,Vajiravudh
Nicholas_Longworth,Frederick_H._Gillett
Javed_Sheikh,Shehzad_Sheikh
Brian_Schatz,Kirk_Caldwell
William_Verity_Jr.,Ronald_Reagan
Prokop_Sieniawski_(d._1627),1624–1650)
Kristina_Keneally,John_Della_Bosca
Joyce_Culpeper,Catherine_Howard
Béla_III_of_Hungary,Géza_II_of_Hungary
Jigme_Thinley,Jigme_Singye_Wangchuck
Brian_Abel-Smith,Tony_Benn
Archduke_Karl_Ludwig_of_Austria,Archduke_Ferdinand_Karl_of_Austria
"Jefferson_D._Hughes,_III",Catherine_D._Kimball
Charlie_Callas,Charlie_Chaplin
"Alix,_Princess_Napoléon",Prince_Jérôme_Napoléon
Demona,Greg_Weisman
Sun_Quan,Sun_Deng
Hawke–Keating_Government__Paul_Keating__1,Elizabeth_II
Carol_I_of_Romania,Princess_Josephine_of_Baden
"Margaret_of_Huntingdon,_Duchess_of_Brittany",Ada_de_Warenne
Abraham_in_Islam,Ishmael_in_Islam
Jocelyn_Hambro,Rupert_Hambro
Fujiwara_no_Hiroko,Fujiwara_no_Yorimichi
"Prince_Augustus_Frederick,_Duke_of_Sussex","Francis_Rawdon-Hastings,_1st_Marquess_of_Hastings"
David_Mathayo_David,Jakaya_Kikwete
Komala_Saovamala,Chulalongkorn
Shvarn,Vaišvilkas
Horacio_Rodríguez_Larreta,Mauricio_Macri
Ingeborg_Birgersdotter_of_Bjelbo,Birger_Jarl
Simon_Franglen,David_Foster
Leopold_II_of_Belgium,Leopold_I_of_Belgium
Mumtaz_Mahal,Nur_Jahan
Robert_B._Oakley,Arnold_Lewis_Raphel
Alan_Angus_McDonald,Ronald_Reagan
Shunzhi_Emperor,Kangxi_Emperor
Leni_Robredo,Rodrigo_Duterte
Scott_Brown_(politician),Cheryl_Jacques
"George_Cholmondeley,_5th_Marquess_of_Cholmondeley",Elizabeth_II
Stephen_Duffy,Robbie_Williams
Khan_Ataur_Rahman,Agun
Peng_Zhen,Ye_Jianying
Barbara_Roberts,Victor_G._Atiyeh
Wim_Duisenberg,Pieter_Duisenberg
Murray_Tyrrell,George_VI
Ahmad_Alaq,Yunus_Khan
"Beatrice_of_Bourbon,_Queen_of_Bohemia",Mary_of_Avesnes
Khay_Ma_Naw,Dhamma_Dewi_of_Toungoo
"Hans-Adam_II,_Prince_of_Liechtenstein","Alois,_Hereditary_Prince_of_Liechtenstein"
Jerzy_Sebastian_Lubomirski,Stanisław_Lubomirski_(1583–1649)
"Catherine_of_Hungary,_Queen_of_Serbia",Elizabeth_of_Serbia
"Francis,_Duke_of_Pomerania","Bogislaw_XIV,_Duke_of_Pomerania"
"Margaret_of_Scotland,_Queen_of_Norway",Isabel_Bruce
Alva_Belmont,Consuelo_Vanderbilt
List_of_Third_Watch_characters,Cara_Buono
Liu_Bei,Liu_Shan
Anna_of_Saxony_(1567–1613),"Augustus,_Elector_of_Saxony"
Maria_Pia_de_Saxe-Coburgo_e_Bragança,Manuel_II_of_Portugal
Howard_Pawley,Gary_Filmon
Sri_Sulalai,Rama_III
Joanna_Katarzyna_Radziwiłł,Aleksander_Ludwik_Radziwiłł
Ashley_Estes_Kavanaugh,Betty_Currie
Sam_Dees,Whitney_Houston
Andrew_Peacock,Fred_Chaney
Dominique_de_Villepin,Jacques_Chirac
"Helen_Beresford,_Baroness_Decies",Jay_Gould_II
Jayant_Sinha,Narendra_Modi
"John_Astor,_3rd_Baron_Astor_of_Hever",David_Cameron
John_Major,Margaret_Thatcher
Ben_Henrickson,Barbara_Henrickson
Francis_Phoebus_of_Navarre,Catherine_of_Navarre
"John_Fane,_10th_Earl_of_Westmorland","Thomas_de_Grey,_2nd_Baron_Walsingham"
Yun_Posun,Kim_Hoon
Charles_G._Dawes,Alanson_B._Houghton
Cherine_Anderson,Madonna_(entertainer)
Frederick_I_of_Denmark,Christian_III_of_Denmark
Hoagy_Carmichael,Bing_Crosby
Hadım_Suleiman_Pasha,Rüstem_Pasha
Dinis_Gregório_de_Melo_Castro_e_Mendonça,Joseph_I_of_Portugal
Christy_Clark,David_Eby
H._John_Heinz_III,Rudy_Boschwitz
"Louise_d'Orléans,_Princess_of_Bavaria_(1869–1952)","Prince_Ferdinand,_Duke_of_Alençon"
Gerald_Charles_Dickens_(actor),Charles_Dickens
Arya_Stark,Sansa_Stark
Sofia_Coppola,Francis_Ford_Coppola
Anna_Murdoch_Mann,Anna_Torv
Cunigunde_of_Swabia,Ota_(wife_of_Arnulf_of_Carinthia)
Princess_Clotilde_of_Saxe-Coburg_and_Gotha,Archduchess_Margarethe_Klementine_of_Austria
George_III_of_the_United_Kingdom,Prince_Octavius_of_Great_Britain
"Robert_Grosvenor,_5th_Duke_of_Westminster","James_Hamilton,_5th_Duke_of_Abercorn"
Charles_Edward_Stuart,"Charlotte_Stuart,_Duchess_of_Albany"
Prince_Himalaya_of_Nepal,Queen_Kanti_of_Nepal
Alastair_Reynolds,Isaac_Asimov
Brunó_Ferenc_Straub,Mátyás_Szűrös
Tessa_Jowell,Francis_Maude
"Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma",Muhammad_Ali_Jinnah
Li_Hong,Emperor_Gaozong_of_Tang
Simone_Weil,Iris_Murdoch
Masoumeh_Ebtekar,Mohammad-Javad_Mohammadizadeh
Omri,Ahab
Ivan_Stephen_of_Bulgaria,Ivan_Alexander_of_Bulgaria
William_Sprague_IV,George_F._Edmunds
Claude_Évin,François_Mitterrand
Tom_Ruegger,Nathan_Ruegger
Marie-Louise_Coidavid,François-Ferdinand_Christophe
Pam_Beesly,Anna_Camp
Bob_Dole,Howard_Baker
Bamm-Bamm_Rubble,Don_Messick
Édouard_Thilges,William_III_of_the_Netherlands
Ray_Hnatyshyn,Jean_Chrétien
Anthony_Eden,Elizabeth_II
Catherine_of_Aragon,Ferdinand_II_of_Aragon
Knud_Kristensen,Christian_X_of_Denmark
Andrew_Sarris,Michael_Phillips_(critic)
Robert_C._Frasure,George_H._W._Bush
Leland_Stanford,James_T._Farley
"Wolfgang,_Duke_of_Brunswick-Grubenhagen","Philip_I,_Duke_of_Brunswick-Grubenhagen"
Tuck),Matt_McNamara
Hafiz_Hamdullah,Nawaz_Sharif
"Ferdinand_III,_Grand_Duke_of_Tuscany",Maria_Luisa_of_Spain
Tong_Jixu,Puyi
Emperor_Wu_of_Jin,Cao_Huan
Charles_the_Simple,"Gilbert,_Duke_of_Lorraine"
Ahmed_Izzet_Pasha,Mehmed_VI
Toney_Anaya,David_L._Norvell
Martin_of_Aragon,John_I_of_Aragon
Bülent_Ecevit,Necdet_Karababa
Max_Evans_(Roswell),Isabel_Evans
Doc_West,Charlie_Parker
Tony_Garza,George_W._Bush
Mary_Harriman_Rumsey,E._Roland_Harriman
Charles_II_of_Navarre,Charles_III_of_Navarre
Jim_Jeffords,Ted_Kennedy
Bohemond_III_of_Antioch,Bohemond_IV_of_Antioch
Mad_Lion,Gwen_Stefani
"Albrecht_VII,_Duke_of_Mecklenburg","Balthasar,_Duke_of_Mecklenburg"
Iziaslav_I_of_Kiev,Yaroslav_the_Wise
Humphrey_H._Leavitt,Andrew_Jackson
Murad_IV,Ahmed_I
Louis_X_of_France,Philip_IV_of_France
Rove_McManus,John_Wood_(Australian_actor)
Jonathan_Powell_(Labour_adviser),Tom_Scholar
Tribhuvan_of_Nepal,Prithvi_of_Nepal
Eric_of_Pomerania,Christopher_of_Bavaria
Ana_Bagration-Gruzinsky,Nugzar_Bagration-Gruzinsky
Kevin_L._Evans,Janet_Jackson
Tessa_Jowell,Jeremy_Hunt
"Mary_of_Hungary,_Queen_of_Naples",Stephen_V_of_Hungary
"Arthur_Wellesley,_1st_Duke_of_Wellington","George_Hamilton-Gordon,_4th_Earl_of_Aberdeen"
Steve_Weingart,Steve_Lukather
Margarita_Saxe-Coburg-Gotha,Princess_Kalina_of_Bulgaria
Tanya_Plibersek,Kevin_Rudd
Anna_Maria_Luisa_de'_Medici,Theresa_Kunegunda_Sobieska
Jiang_Mianheng,Wang_Yeping
John_Gorton,Malcolm_Fraser
Albert_Einstein,Hans_Albert_Einstein
Lauren_Christy,Avril_Lavigne
Françoise_Dorléac,Maurice_Dorléac
Barclay_Harding_Warburton_II,Mary_Brown_Wanamaker
Adam_Mitchell_(songwriter),Olivia_Newton-John
"Philip,_Duke_of_Mecklenburg",Helen_of_the_Palatinate
Kristina_Orbakaitė,Philipp_Kirkorov
"Henry_IV,_Duke_of_Brunswick-Lüneburg","Henry_V,_Duke_of_Brunswick-Lüneburg"
Bruce_Gaitsch,Richard_Marx
Matthias_Corvinus,"Frederick_III,_Holy_Roman_Emperor"
Gene_Hackman,Marlon_Brando
Helen_Clark,Mike_Moore_(New_Zealand_politician)
Marty_Paich,Frank_Sinatra
Vera_Farmiga,Molly_Hawkey
Oswald_Mosley,John_Davison_(politician)
Lacey_Turner,Billie_Piper
Daniel_Oduber_Quirós,Rodrigo_Carazo_Odio
Cecil_Barton,George_VI
Percy_Bady,Whitney_Houston
Tengku_Ampuan_Bariah,Hisamuddin_of_Selangor
Anna_Vogelzang,Amanda_Palmer
Karl-Theodor_zu_Guttenberg,Angela_Merkel
Edmund_Muskie,William_Cohen
Lynn_Swann,George_W._Bush
William_Gibbs_McAdoo,Samuel_M._Shortridge
Dave_Carlock,Richard_Marx
Erika_Cosby,Bill_Cosby
George_W._Collins,Harold_R._Collier
Al_Delvecchio,Chachi_Arcola
George_W._Geezil,Richard_Libertini
Clifford_M._Hardin,Richard_Nixon
Sibyl_de_Neufmarché,"Roger_Fitzmiles,_2nd_Earl_of_Hereford"
Josiah_Hanan,Joseph_Ward
Denis_Lebel,Peter_MacKay
Letitia_James,Bill_de_Blasio
Johannes_de_Klerk,Jozua_François_Naudé
David_Frum,Barbara_Frum
Ricardo_S._Martinez,George_W._Bush
Abdulaziz_bin_Majid_Al_Saud,Saud_bin_Abdul_Muhsin_Al_Saud
Otto_Rank,Anaïs_Nin
Rory_Storm,Ringo_Starr
Alaungsithu,Min_Shin_Saw
Joacim_%22Twin%22_Persson,John_Legend
Simon_Manley,David_Cameron
Paul_Keating,Brian_Howe_(politician)
Jerzy_Dominik_Lubomirski,Franciszek_Ferdynant_Lubomirski
Xi_Zhongxun,Mao_Zedong
"David_Ennals,_Baron_Ennals",James_Callaghan
Mahakuli_Mahatissa_of_Anuradhapura,Kuda_Tissa_of_Anuradhapura
Theodore_McKee,Bill_Clinton
Nome_King,L._Frank_Baum
"Albert_V,_Duke_of_Bavaria","William_IV,_Duke_of_Bavaria"
"Friedrich_Karl_Ludwig,_Duke_of_Schleswig-Holstein-Sonderburg-Beck","Friedrich_Wilhelm,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg"
Min_Yaza_of_Wun_Zin,Tarabya_of_Ava
Vincent_Hughes,Chaka_Fattah
Jim_Hawkins_(character),Robert_Louis_Stevenson
"Louis,_Prince_Napoléon","Charles,_Prince_Napoléon"
Owain_Glyndŵr,Maredudd_ab_Owain_Glyndŵr
Olaf_II_of_Denmark,Margaret_I_of_Denmark
James_Bond_filmography,George_Lazenby
Ronnie_de_Mel,Ranasinghe_Premadasa
John_Chiang_(Taiwan),Ma_Ying-jeou
Laodice_IV,Laodice_III
Kim_Jong-il,Kim_Jong-nam
Chris_Huhne,Ed_Miliband
Geli_Raubal,Adolf_Hitler
Carly_Manning,Crystal_Chappell
Jeb_Bush,George_H._W._Bush
James_Campbell_Matthews,Frederick_Douglass
Zhou_Xun,Teresa_Mo
Henry_Fawcett,Charles_Cameron_Shute
Ross_Cranston,Harriet_Harman
Ryan_O'Neal,Tatum_O'Neal
Charles_W._Sawyer,W._Averell_Harriman
Herod_the_Great,"Alexander,_son_of_Herod"
Jill_Pay,John_Bercow
Archibald_Peake,Edward_VII
Crimson_King,Stephen_King
Mikael_Harutyunyan,Serzh_Sargsyan
Ferdinand_Marcos,Cesar_Virata
Fatimah_bint_Sa'd,Zuhrah_ibn_Kilab
Ada_Lovelace,Lord_Byron
Michael_Vaughn,Jack_Bristow
Maria_Clotilde_of_Naples_and_Sicily,Ferdinand_I_of_the_Two_Sicilies
Hiram_Bingham_III,Jonathan_Brewster_Bingham
Marty_Meehan,Niki_Tsongas
Chen_Yun,Zhou_Enlai
Robert_G._Neumann,Ronald_Reagan
Alphonso_Taft,Charles_Phelps_Taft
"John_Russell,_4th_Duke_of_Bedford","Vere_Poulett,_3rd_Earl_Poulett"
Girvan_Yuddha_Bikram_Shah,Rana_Bahadur_Shah
"George,_Margrave_of_Brandenburg-Ansbach",Dorothy_Catherine_of_Brandenburg-Ansbach
James_Franklin_(printer),Jane_Mecom
Willis_A._Gorman,Thomas_A._Hendricks
George_V_of_Hanover,Princess_Marie_of_Hanover
Xianfeng_Emperor,Daoguang_Emperor
Rida_al-Rikabi,Abdullah_I_of_Jordan
Kalaninuiamamao,Alapaiwahine
"Frederick_Stanley,_16th_Earl_of_Derby","Henry_Petty-Fitzmaurice,_5th_Marquess_of_Lansdowne"
Paul_Crouch,Brandon_Crouch
Alfonso_VIII_of_Castile,Sancho_III_of_Castile
Meadow_Soprano,Janice_Soprano
Charles_IX_of_Sweden,Gustavus_Adolphus_of_Sweden
Marc_Howard_(news_anchor),Larry_Mendte
Ladislaus_of_Naples,Margaret_of_Durazzo
Girvan_Yuddha_Bikram_Shah,Rana_Bahadur_Shah
"Margaret_of_Austria,_Electress_of_Saxony","Ernest,_Elector_of_Saxony"
Chindasuinth,Recceswinth
Demetrius_II_Nicator,Antiochus_VII_Sidetes
Luis_Batlle_Berres,César_Batlle_Pacheco
Hešeri_Sonin,Kangxi_Emperor
Jane_Irwin_Harrison,Letitia_Christian_Tyler
List_of_The_Bill_characters_(A–D),Scott_Neal
Dudley_Brooks,Elvis_Presley
Badr-un-Nissa,Aurangzeb
Zidanta_I,Ammuna
Justin_Kauflin,Quincy_Jones
Gerald_Rudolff_Ford,Betty_Ford
George_II_of_Great_Britain,Princess_Mary_of_Great_Britain
"Frederick_VII,_Margrave_of_Baden-Durlach","Frederick_VI,_Margrave_of_Baden-Durlach"
Joseph_LeBaron,George_W._Bush
"John_Sigismund,_Elector_of_Brandenburg",Catherine_of_Brandenburg
"George_Brooke,_9th_Baron_Cobham","William_Brooke,_10th_Baron_Cobham"
Hassan_Ghazizadeh_Hashemi,Hassan_Rouhani
Sokollu_Mehmed_Pasha,Semiz_Ali_Pasha
"Mary_of_Lusignan,_Countess_of_Brienne",Alice_of_Champagne
Æthelstan,Edmund_I
John_II_of_Castile,Henry_IV_of_Castile
Elisabeth_Christine_of_Brunswick-Wolfenbüttel,"Louis_Rudolph,_Duke_of_Brunswick-Lüneburg"
Karl-Theodor_zu_Guttenberg,Angela_Merkel
Souphanouvong,Phoumi_Vongvichit
Charles_W._Brooks,Paul_Douglas
"Leopold_IV,_Duke_of_Anhalt","Frederick,_Hereditary_Prince_of_Anhalt-Dessau"
Princess_Lalla_Amina_of_Morocco,Mohammed_V_of_Morocco
Helena_Angelina_Doukaina,"Elisabeth_of_Bavaria,_Queen_of_Germany"
William_H._H._Miller,Benjamin_Harrison
List_of_characters_in_The_Lion_King,Neve_Campbell
"Frederick_VI,_Landgrave_of_Hesse-Homburg","Frederick_V,_Landgrave_of_Hesse-Homburg"
Carol_Laise,Lyndon_B._Johnson
Mirian_III_of_Iberia,Aspacures_I_of_Iberia
Oliver_Cromwell,Henry_Cromwell
Nydia_Quintero_Turbay,Claudia_Turbay_Quintero
Tobias_Ragg,Neil_Patrick_Harris
Mehmed_the_Conqueror,Bayezid_II
"Philip_Herbert,_4th_Earl_of_Pembroke","Philip_Herbert,_5th_Earl_of_Pembroke"
Pattie_Howard,Whitney_Houston
Hugh_McCulloch,Andrew_Johnson
Zhou_Enlai,Mao_Zedong
Martha_Rivers_Ingram,Orrin_Henry_Ingram
"Henry_Carey,_1st_Baron_Hunsdon",Mary_Boleyn
Carl_Brutananadilewski,Dave_Willis
"John_Henry,_Margrave_of_Moravia",Elisabeth_of_Moravia
Moritz_Leuenberger,Doris_Leuthard
Hashim_ibn_Abd_Manaf,Abd_Manaf_ibn_Qusai
Sviatopolk_I_of_Kiev,Vladimir_the_Great
John_Holbrook,Frank_White_(bishop)
Monica_Desai,Leela_Desai
Władysław_III_Spindleshanks,Mieszko_III_the_Old
Harry_Kendall_Thaw,Mary_Sibbet_Copley
Ernie_Eves,Jim_Flaherty
Morgan_Mason,James_Mason
Ghulam_Haider_Wyne,Nawaz_Sharif
Zaynab_bint_Jahsh,Ubayd-Allah_ibn_Jahsh
"Henry_IV,_Holy_Roman_Emperor",Agnes_of_Poitou
Enda_Kenny,Micheál_Martin
Uhuru_Kenyatta,Mwai_Kibaki
Buster_Keaton,Myra_Keaton
Hugh_Magnus,Henry_I_of_France
Rula_Ghani,Zeenat_Karzai
Stanisław_Poniatowski_(1676–1762),Michał_Jerzy_Poniatowski
Barbara_Follett_(politician),Margaret_Hodge
"Robert_Stewart,_Viscount_Castlereagh","John_Loftus,_2nd_Marquess_of_Ely"
Anibal_Dobjanski,Nicolae_Costin
"Gertrude_of_Flanders,_Duchess_of_Lorraine","Godfrey_I,_Count_of_Louvain"
Princess_Ida_of_Saxe-Meiningen,Prince_Hermann_of_Saxe-Weimar-Eisenach_(1825–1901)
James_V_of_Scotland,"Mary,_Queen_of_Scots"
Barbara_Kwiatkowska-Lass,Katharina_Böhm
Adelbert_Ames,Benjamin_G._Humphreys
Jill_Kargman,Drew_Barrymore
Ramsay_MacDonald,Noel_Skelton
Bahram_Nouraei,Iara_Lee
Niliya_of_Anuradhapura,Anula_of_Anuradhapura
Early_life_of_Augustus,Tiberius
"Elizabeth_Douglas-Home,_Baroness_Home_of_the_Hirsel",Lady_Dorothy_Macmillan
Joseph_McKenna,Benjamin_Harrison
"Sir_Fitzroy_Maclean,_1st_Baronet",John_Corrie
Edward_C._Aldridge_Jr.,Ronald_Reagan
Carl_Levin,John_McCain
Louise_of_Hesse-Kassel,Princess_Thyra_of_Denmark
"George_Savile,_1st_Marquess_of_Halifax",James_II_of_England
Marjorie_de_Sousa,Julián_Gil
Chester_Thompson,Frank_Zappa
