Thiri_Maha_Sanda_Dewi_of_Toungoo,Mingyi_Nyo
Elizabeth_Cromwell,Oliver_Cromwell
Leif_Erickson_(actor),Margaret_Hayes
Roger_Sherman,Rebecca_Minot_Prescott
Beatrice_de_Frangepan,"George,_Margrave_of_Brandenburg-Ansbach"
Ted_Hartley,Dina_Merrill
Frank_McCourt_(executive),Jamie_McCourt
Carol_Bishop-Gwyn,Richard_Gwyn
Mike_Nesbitt,Lynda_Bryans
Andrew_M._Gleason,Jean_Berko_Gleason
Raphaël_Enthoven,Justine_Lévy
Paul_Valentine,Lili_St._Cyr
Maria_I_of_Portugal,Peter_III_of_Portugal
Benay_Venuta,Fred_Clark
Ron_Leibman,Jessica_Walter
Frederick_of_Naples,Anne_of_Savoy
Blaise_Compaoré,Chantal_Compaoré
Naamah_(Genesis),Noah
June_Lang,John_Roselli
Ted_Corday,Betty_Corday
Eleanor_of_Provence,Henry_III_of_England
David_Evans_Shaw,Glenn_Close
Pat_Brown,Bernice_Layne_Brown
Earl_Long,Blanche_Long
Rick_Grimes,Lori_Grimes
Hedwig_of_the_Palatinate-Sulzbach,"Sigismund_Francis,_Archduke_of_Austria"
Scott_Holroyd,Allison_Munn
Asri_Muda,Sakinah_Junid
Duke_Christian_Louis_of_Mecklenburg,Princess_Barbara_of_Prussia
Princess_Kalina_of_Bulgaria,Kitín_Muñoz
"Margaret_Clifford,_Countess_of_Derby","Henry_Stanley,_4th_Earl_of_Derby"
"Charles_Louis,_Duke_of_Schleswig-Holstein-Sonderburg-Beck",Anna_Karolina_Orzelska
Natalia_Brasova,Grand_Duke_Michael_Alexandrovich_of_Russia
Marian_Otis_Chandler,Harry_Chandler
Tempest_Storm,Herb_Jeffries
Terunosuke_Takezai,Miho_Fujima
Emperor_Zhongzong_of_Tang,Empress_Wei_(Tang_dynasty)
Landgravine_Charlotte_of_Hesse-Homburg,"Johann_Ernst_III,_Duke_of_Saxe-Weimar"
Wen_Zhang,Ma_Yili
Bayani_Fernando,Marides_Fernando
Penne_Percy_Korth,Andrew_Peacock
Catherine_Jagiellon,John_III_of_Sweden
Saw_Nan_of_Pagan,Narathihapate
Anna_Haining_Bates,Martin_Van_Buren_Bates
Sandra_Seaton,James_Seaton_(professor)
Jack_Weston,Marge_Redmond
Wally_Peterson,Joy_Nichols
Louis_Malle,Candice_Bergen
J._Smith-Cameron,Kenneth_Lonergan
Helen_Coonan,Andrew_Rogers_(judge)
Udita_Goswami,Mohit_Suri
Julia_Sanderson,Tod_Sloan_(jockey)
Sara_Dylan,Bob_Dylan
"William_Parr,_1st_Marquess_of_Northampton","Elisabeth_Parr,_Marchioness_of_Northampton"
Satyajit_Ray,Bijoya_Ray
Ben_Marcus,Heidi_Julavits
Maximilian_I_Joseph_of_Bavaria,Caroline_of_Baden
"Charles_Howard,_1st_Earl_of_Nottingham","Margaret_Howard,_Countess_of_Nottingham"
Angelina_Jolie,Brad_Pitt
"Eleanor,_Countess_of_Vermandois","William_IV,_Count_of_Nevers"
Harold_Schechter,Kimiko_Hahn
Beth_Kobliner,David_E._Shaw
Guigues_III_of_Albon,Mahaut_of_Albon
"Eckard_II,_Margrave_of_Meissen",Uta_von_Ballenstedt
Kenneth_Ives,Marti_Caine
Luiza_Savage,Charlie_Savage
Horst_Seehofer,Karin_Seehofer
John_Nelson_(lawyer),William_Ward_Burrows_I
Rafael_Banquells,Silvia_Pinal
Shana_Madoff,Eric_Swanson
Melekber_Hanimefendi,Sa'id_of_Egypt
Patricia_Donoho_Hughes,Harry_Hughes
Tom_Stoppard,Miriam_Stoppard
Paul_Biya,Jeanne-Irène_Biya
Phyllis_Fraser,Bennett_Cerf
Gerty_Cori,Carl_Ferdinand_Cori
Adelperga,Arechis_II_of_Benevento
Bingu_wa_Mutharika,Ethel_Mutharika
"Agnes_Douglas,_Countess_of_Argyll","Archibald_Campbell,_7th_Earl_of_Argyll"
Harlan_J._Bushfield,Vera_C._Bushfield
Minye_Thihathu_II_of_Toungoo,Min_Khin_Saw
Shawn_Batten,Steve_Lukather
Andrea_Evans,Wayne_Massey
Luciana_Pedraza,Robert_Duvall
Haruka_(model),Keiichiro_Hirano
Saw_Thanda,Min_Phalaung
Abdoulaye_Wade,Viviane_Wade
William_C._deMille,Clara_Beranger
Jack_White_(film_producer),Pauline_Starke
Steven_Bauer,Melanie_Griffith
Elisabeth_of_Saxony,John_Casimir_of_the_Palatinate-Simmern
Edward_Fortunatus,Maria_van_Eicken
Stig_Järrel,Karin_Juel
Hind_bint_Maktoum_bin_Juma_Al_Maktoum,Mohammed_bin_Rashid_Al_Maktoum
Nefermaat,Itet
Aditya_Vikram_Birla,Rajashree_Birla
Liz_Cackowski,Akiva_Schaffer
Sharon_White_(civil_servant),Robert_Chote
Judy_Garland,Mickey_Deans
Joanie_Cunningham,Chachi_Arcola
Yorozuya_Kinnosuke,Keiko_Awaji
Ruth_Matteson,Arthur_Pierson_(director)
"Nuno_José_Severo_de_Mendoça_Rolim_de_Moura_Barreto,_1st_Duke_of_Loulé",Infanta_Ana_de_Jesus_Maria_of_Portugal
Michael_Coutts-Trotter,Tanya_Plibersek
Dorothy_Fay,Tex_Ritter
Samir_Kassir,Giselle_Khoury
Carmen_Rico_Godoy,Andrés_Vicente_Gómez
Vince_Camuto,Louise_Camuto
Samuel_Baker,Florence_Baker
Harry_Houdini,Bess_Houdini
Fred_Kaplan_(journalist),Brooke_Gladstone
Tamar_Braxton,Vincent_Herbert
Brian_Keith,Judy_Landon
Satyendra_Narayan_Sinha,Kishori_Sinha
Georg_Ehrlich,Bettina_Ehrlich
Saw_Yun,Saw_Hnaung_of_Sagaing
Ram_Dulari_Sinha,Thakur_Jugal_Kishore_Sinha
Tomáš_Garrigue_Masaryk,Charlotte_Garrigue
Steve_Rushin,Rebecca_Lobo
Naguib_el-Rihani,Badia_Masabni
Jessie_Newbery,Francis_Henry_Newbery
Priyanka_Upendra,Upendra_(actor)
Andrew_Farago,Shaenon_K._Garrity
Estelle_Parsons,Richard_Gehman
Elisabeth_Eleonore_of_Brunswick-Wolfenbüttel,"Bernhard_I,_Duke_of_Saxe-Meiningen"
Peter_Bishop,Olivia_Dunham
Chaya_Mushka_Schneersohn,Menachem_Mendel_Schneersohn
Sulla,Valeria_(wife_of_Sulla)
"Elizabeth_Talbot,_Duchess_of_Norfolk","John_de_Mowbray,_4th_Duke_of_Norfolk"
Margot_Grahame,A._D._Peters
John_Belding,Samuel_Hayes_(settler)
Fatma_Neslişah,Muhammad_Abdel_Moneim
Marguerite_Courtot,Raymond_McKee
Bruce_Roberts_(photographer),Nancy_Roberts_(author)
Martha_Graham,Erick_Hawkins
"Henry_Richardson_Labouisse,_Jr.",Ève_Curie
Atiqah_Hasiholan,Rio_Dewanto
John_Bailey_(cinematographer),Carol_Littleton
"Frederick,_Hereditary_Prince_of_Denmark",Duchess_Sophia_Frederica_of_Mecklenburg-Schwerin
Peter_Shaw_(producer),Angela_Lansbury
Hans_Egede,Gertrud_Rask
Adelaide_of_Löwenstein-Wertheim-Rosenberg,Miguel_I_of_Portugal
Fujiwara_no_Shunshi,Emperor_Go-Horikawa
W._Somerset_Maugham,Syrie_Maugham
Phuntsho_Choden,Jigme_Wangchuck
Michael_Chow_(restaurateur),Tina_Chow
Nicola_Mendelsohn,Jonathan_Mendelsohn
Grand_Duchess_Anna_Petrovna_of_Russia,"Charles_Frederick,_Duke_of_Holstein-Gottorp"
Roderick_Murchison,Charlotte_Murchison
Ted_Koppel,Grace_Anne_Dorney_Koppel
Lutgard_of_Salzwedel,"Herman_II,_Count_of_Winzenburg"
Brian_Aherne,Joan_Fontaine
Countess_Palatine_Magdalene_Catherine_of_Zweibrücken,"Christian_I,_Count_Palatine_of_Birkenfeld-Bischweiler"
Frederick_William_IV_of_Prussia,Elisabeth_Ludovika_of_Bavaria
Diane_Ayala_Goldner,John_Gulager
Vijayalakshmi_(poet),Balachandran_Chullikkadu
Ann_Todd,Nigel_Tangye
Mary_of_Avesnes,"Louis_I,_Duke_of_Bourbon"
María_Isabella_of_Spain,Francis_I_of_the_Two_Sicilies
May_Booth_Talmage,James_E._Talmage
Heiner_Müller,Inge_Müller
Susan_Saint_James,Dick_Ebersol
Robert_Ames_(actor),Frances_Goodrich
Tommy_Mottola,Thalía
Antiochus_I_Soter,Stratonice_of_Syria
Dinah_Sheridan,John_Davis_(British_businessman)
Frédéric_Maurice_Casimir_de_La_Tour_d'Auvergne,Maria_Karolina_Sobieska
Busy_Philipps,Marc_Silverstein
George_Ostrogorsky,Fanula_Papazoglu
"Miguel,_Duke_of_Braganza",Princess_Elisabeth_of_Thurn_and_Taxis
Raymond_Paloutzian,Ann_Taves
Casimir_II_the_Just,Helen_of_Znojmo
Cas_Alfonso,Rianti_Cartwright
Daniel_Ellsberg,Patricia_Marx_Ellsberg
Ashot_I_of_Armenia,Katranide_I
Peggy_Stewart_(actress),Don_%22Red%22_Barry
Jane_Russell,Bob_Waterfield
Bert_Remsen,Katherine_MacGregor
Lois_Mitchell,Douglas_Mitchell
Murad_III,Safiye_Sultan
John_Cromwell_(director),Kay_Johnson
Zein_al-Sharaf_Talal,Talal_of_Jordan
Avril_Lavigne,Chad_Kroeger
Joe_Dixon_(actor),Lesley_Manville
Concino_Concini,Leonora_Dori
Joan_Marshall,Hal_Ashby
Jakub_Sobieski,Marianna_Wiśniowiecka
Fawn_Hall,Danny_Sugerman
Sharifah_Rodziah_Syed_Alwi_Barakbah,Tunku_Abdul_Rahman
Narathu,Taung_Pyinthe_(Narathu)
Gracie_Fields,Monty_Banks
Takeo_Miki,Mutsuko_Miki
Sean_Lau,Amy_Kwok
Elfriede_Geiringer,Otto_Frank
Mieszko_I_of_Poland,Oda_of_Haldensleben
Weluwaddy,Naratheinkha
Elizabeth_Cady_Stanton,Henry_Brewster_Stanton
Ewan_MacColl,Joan_Littlewood
William_Bratton,Cheryl_Fiandaca
Giuditta_Rissone,Vittorio_De_Sica
Subhalekha_Sudhakar,S._P._Sailaja
Euclid_Tsakalotos,Heather_D._Gibson
Şadan_Fişek,Hicri_Fişek
Lisa_Vultaggio,Jonathan_Jackson_(actor)
"Catherine_of_Austria,_Queen_of_Portugal",John_III_of_Portugal
Donna_Reed,William_J._Tuttle
Finn_Carter,Steven_Weber_(actor)
Carmen_Electra,Dennis_Rodman
Jim_Henson,Jane_Henson
Timothy_West,Prunella_Scales
David_Jones_(director),Joyce_Tenneson
"Francis_II,_Holy_Roman_Emperor",Duchess_Elisabeth_of_Württemberg
Marta_Domingo,Plácido_Domingo
Jimmy_Womack,Sophie_Womack
Thomas_Quiney,Judith_Quiney
Cersei_Lannister,Robert_Baratheon
"Kim_So-hyun_(actress,_born_1975)",Son_Jun-ho_(actor)
Ava_Gardner,Artie_Shaw
Morris_Carnovsky,Phoebe_Brand
Sam_Mendes,Kate_Winslet
Eric_Thompson,Phyllida_Law
Kamehameha_I,Manono_II
Sibonelo_Mngometulu,Mswati_III
Natascha_Artin_Brunswick,Mark_Brunswick
Gene_Markey,Hedy_Lamarr
John_Gemberling,Andrea_Rosen
Esther_Kwan,Nick_Cheung
"Joachim_II_Hector,_Elector_of_Brandenburg",Magdalena_of_Saxony
Tunku_Abdul_Rahman,Lady_Meriam
Bob_Nicholson_(ice_hockey),Lorna_Schultz_Nicholson
"Ernest,_Margrave_of_Austria",Adelaide_of_Eilenburg
Cornelia_Bargmann,Richard_Axel
Theresa_Fair_Oelrichs,Hermann_Oelrichs
Joan_Littlewood,Ewan_MacColl
Charlotte_Garrigue,Tomáš_Garrigue_Masaryk
Matilda_Amissah-Arthur,Kwesi_Amissah-Arthur
Thupaba_Dewi,Razadarit
Marina_Ladynina,Ivan_Pyryev
André_Bjerke,Henny_Moan
Frederick_William_II_of_Prussia,Frederika_Louisa_of_Hesse-Darmstadt
Hilda_Petrie,Flinders_Petrie
Ursula_Kuczynski,Len_Beurton
Lynn_Bari,Sidney_Luft
James_Stacy,Kim_Darby
Odile_Slynn,"Gordon_Slynn,_Baron_Slynn_of_Hadley"
Rachel_Friend,Craig_McLachlan
Dick_Ebersol,Susan_Stafford
John_of_Gaunt,Blanche_of_Lancaster
Jennifer_Cossitt,Thomas_Cossitt
Empress_Chen_Jiao,Emperor_Wu_of_Han
Soledad_Duterte,Vicente_Duterte
Priscelia_Chan,Alan_Tern
Brady_Smith_(actor),Tiffani_Thiessen
Emperor_Kanmu,Fujiwara_no_Otomuro
Vinzenz_Rüttimann,Anna_Maria_Rüttimann-Meyer_von_Schauensee
Bonnie_Franklin,Marvin_Minoff
Rod_Lurie,Kyra_Davis
Penny_Daniels,Rick_Leventhal
Geoffrey_Chaucer,Philippa_Roet
Ivan_Svanidze,Svetlana_Alliluyeva
Samia_Gamal,Rushdy_Abaza
Patrick_Sabongui,Kyra_Zagorsky
Veronica_Cooper,Gary_Cooper
Denise_Batters,Dave_Batters
"Valerie,_Margravine_of_Baden","Maximilian,_Margrave_of_Baden"
John_Romero,Brenda_Romero
"Henry_Paget,_7th_Marquess_of_Anglesey","Shirley_Paget,_Marchioness_of_Anglesey"
Lynne_Neagle,Huw_Lewis
Richard_Bright_(actor),Rutanya_Alda
Effat_Marashi,Akbar_Hashemi_Rafsanjani
Pana_Hema_Taylor,Danielle_Cormack
Stanisław_Poniatowski_(1676–1762),Konstancja_Czartoryska_(1700–1759)
Jack_May,Petra_Davies
Mahisente_Habte_Mariam,Prince_Sahle_Selassie
David_Fox_(game_designer),Annie_Fox_(author)
William_Powell,Carole_Lombard
Ann_Goldstein_(curator),Christopher_Williams_(American_artist)
Aaron_Elkins,Charlotte_Elkins
Katherine_Mansfield,John_Middleton_Murry
Peter_George_Peterson,Joan_Ganz_Cooney
Stephen_Lambert_(media_executive),Jenni_Russell
Adrienne_Morrison,Richard_Bennett_(actor)
Vasili_III_of_Russia,Solomonia_Saburova
Narathihapate,Shin_Hpa_of_Pagan
Mickey_Rourke,Debra_Feuer
Shirley_Booth,Ed_Gardner
Vladimir_the_Great,"Otto_I,_Holy_Roman_Emperor"
Gerardo_Zamora,Claudia_Ledesma_Abdala
Eleanor_Oldroyd,Nick_Mullins
"Alfonso_I_d'Este,_Duke_of_Ferrara",Anna_Sforza
Stephen_I_of_Hungary,Gisela_of_Hungary
Tiffany_Granath,Brad_Norton
Julius_Caesar,Calpurnia_(wife_of_Caesar)
Cecil_B._DeMille,Constance_Adams_DeMille
Lisa_Pelikan,Robert_Harper_(actor)
Fanny_Brice,Nicky_Arnstein
Graham_Greene,Vivien_Greene
Jan_Josef_Liefers,Anna_Loos
Rajesh_Khanna,Dimple_Kapadia
"Christopher_Edley,_Jr.",Maria_Echaveste
Sheila_Hancock,John_Thaw
Charles_Caesar,Edward_Barkham_(Lord_Mayor)
Eduardo_Santamarina,Itatí_Cantoral
Guy_Waggoner,Anne_Valliant_Burnett_Tandy
Lucie_Vondráčková,Tomáš_Plekanec
Geoffrey_Robertson,Kathy_Lette
Margaret_of_Hungary,Nicholas_I_of_Saint_Omer
Lingeer_Fatim_Beye,Maad_a_Sinig_Maysa_Wali_Jaxateh_Manneh
Patrick_Hillery,Maeve_Hillery
Joan_of_Portugal,Henry_IV_of_Castile
Solomon_Mujuru,Joice_Mujuru
James_I_of_Scotland,"Joan_Beaufort,_Queen_of_Scots"
J._R._R._Tolkien,Edith_Tolkien
Franka_Potente,Derek_Richardson_(actor)
"Geoffrey_de_Geneville,_1st_Baron_Geneville","Maud_de_Lacy,_Baroness_Geneville"
"Otto_I,_Count_of_Scheyern",Haziga_of_Diessen
"Andrew_Murray,_1st_Viscount_Dunedin",Jean_Elmslie_Henderson_Findlay
Shehbaz_Sharif,Tehmina_Durrani
"Isabella,_Countess_of_Gloucester","Geoffrey_FitzGeoffrey_de_Mandeville,_2nd_Earl_of_Essex"
Cedric_Daniels,Rhonda_Pearlman
John_Adams,Abigail_Adams
Jane_Hading,Victor_Koning
María_Asunción_Aramburuzabala,Tony_Garza
Elisabeth_Delatour_Préval,René_Préval
Patsy_Kensit,Jeremy_Healy
Álvaro_Uribe,Lina_María_Moreno_Mejía
Judith_Allen,Jack_Doyle
Warren_Murphy,Nancy_Cartwright
Dawn_Clark_Netsch,Walter_Netsch
Harry_Towb,Diana_Hoddinott
Yuka_Saitō_(voice_actress),Takeshi_Kusao
Scarlet_Ortiz,Yul_Bürkle
Lord_Pingyuan,Lord_Xinling
Nancy_Jacobson,Mark_Penn
Robert_Peston,Siân_Busby
Peter_Serafinowicz,Sarah_Alexander
David_Mamet,Lindsay_Crouse
Andrew_III_of_Hungary,Fenenna_of_Kuyavia
Siegfried_Breuer,Maria_Andergast
Violet_Turner,Pete_Wilder
Julia_Gardiner_Tyler,John_Tyler
Josie_Fitial,Benigno_Fitial
Jayaram,Parvathy_Jayaram
Olaf_Pooley,Gabrielle_Beaumont
Yuri_Churbanov,Galina_Brezhneva
J.D._(Scrubs),Elliot_Reid
Jens_Stoltenberg,Ingrid_Schulerud
John_Randolph_(actor),Sarah_Cunningham_(actress)
Daniel_Hoyt,John_Keeler
Prince_Francis_Xavier_of_Saxony,Maria_Chiara_Spinucci
Darryl_F._Zanuck,Virginia_Fox
Reno_Browne,Lash_LaRue
Hugh_Carleton,Henry_Williams_(missionary)
"Anne_Bourchier,_7th_Baroness_Bourchier","William_Parr,_1st_Marquess_of_Northampton"
Elaine_Giftos,Herbert_Wright_(producer)
Aldimir,Marina_Smilets_of_Bulgaria
Princess_Sophie_Auguste_of_Anhalt-Zerbst,"Johann_Ernst_III,_Duke_of_Saxe-Weimar"
Ralph_Thomas_Scurfield,Sonia_Scurfield
Sirimavo_Bandaranaike,S._W._R._D._Bandaranaike
Abolfazl_Poorarab,Anahita_Nemati
Samantha_Power,Cass_Sunstein
Francisco_Ramón_Vicuña,Mariana_de_Aguirre
Maria_Christina_of_the_Two_Sicilies,Ferdinand_VII_of_Spain
Ellen_Anderson,Andy_Dawkins
Waseem_Abbas,Saba_Waseem_Abbas
"Mary_Fiennes,_Baroness_Dacre","Thomas_Fiennes,_9th_Baron_Dacre"
"Georg_II,_Duke_of_Saxe-Meiningen",Princess_Charlotte_of_Prussia_(1831–1855)
Jeremy_Irons,Sinéad_Cusack
Lady_Emily_Foley,Edward_Thomas_Foley
Meng_Ge,Li_Shuangjiang
Susanne_Miller,Willi_Eichler
Anita_Dunn,Robert_Bauer
Louis_XV_of_France,Marie_Leszczyńska
Jane_Peat,Robert_Peat
Constantine_V,"Eudokia,_wife_of_Constantine_V"
John_Bay,Elaine_Stritch
Oveta_Culp_Hobby,William_P._Hobby
Lily_Aldrin,Marshall_Eriksen
Prince_Asem_bin_Nayef,Princess_Sana_Asem
Birger_Jarl,Ingeborg_Eriksdotter_of_Sweden
"Charles_IV,_Holy_Roman_Emperor",Anna_von_Schweidnitz
Dorothea_of_Bulgaria,Tvrtko_I_of_Bosnia
Libby_Holman,Louis_Schanker
Fiona_Stewart_(author),Philip_Nitschke
Irving_Penn,Lisa_Fonssagrives
Archduchess_Clementina_of_Austria,"Leopold,_Prince_of_Salerno"
Emma_Dunn,Harry_Beresford
Natalija_Konstantinović,Carlo_Sforza
Jim_Bakker,Tammy_Faye_Messner
Empress_Zhong,Li_Jing_(Southern_Tang)
Hermione_Hannen,Anthony_Quayle
Susan_Ward,David_C._Robinson
John_Bessler,Amy_Klobuchar
Nair_de_Tefé,Hermes_da_Fonseca
Eric_Haze,Rosie_Perez
Mickey_Sherman,Lis_Wiehl
Yaroslav_the_Wise,Olof_Skötkonung
Bobby_Van,Elaine_Joyce
Jiajing_Emperor,Empress_Fang
Colin_Baker,Liza_Goddard
Saud_(actor),Javeria_Saud
Santha_Devi,Kozhikode_Abdul_Kader
Princess_Sophie_of_Liechtenstein,"Charles,_6th_Prince_of_Löwenstein-Wertheim-Rosenberg"
Bolesław_III_Wrymouth,Zbyslava_of_Kiev
Navaneet_Kaur,Ravi_Rana
Mahbuba_Rahman,Khan_Ataur_Rahman
William_Mortimer_Clark,Elenor_Gordon
Eleonora_Gonzaga_(1598–1655),"Ferdinand_II,_Holy_Roman_Emperor"
Richard_Fidler,Khym_Lam
Mary_Tileston_Hemenway,Edward_Augustus_Holyoke_Hemenway
E._Bronson_Ingram_II,Martha_Rivers_Ingram
Kataoka_Ainosuke_VI,Norika_Fujiwara
George_Roper_(character),Mildred_Roper
Inga_Tidblad,Håkan_Westergren
Sancho_Ramírez,Felicia_of_Roucy
John_Ducey,Christina_Moore
Saul_Bellow,Alexandra_Bellow
Mara_Croatto,José_Ángel_Llamas
Karl_Vollmöller,Norina_Matchabelli
Inaba_Masanori,Mōri_Hidemoto
Jennifer_Carpenter,Seth_Avett
Leopold_III_of_Belgium,Astrid_of_Sweden
Richard_Goldbloom,Ruth_Goldbloom
Henry_Kravis,Marie-Josée_Kravis
Liliane_Bettencourt,André_Bettencourt
Eleanor_Post_Hutton,Hans_Habe
Emanuel_Willis_Wilson,Henrietta_Cotton_Wilson
Joy_Bisco,Phillip_Jeanmarie
Joan_McAlpine,Pat_Kane
Tanaquil_Le_Clercq,George_Balanchine
Abby_May,Amos_Bronson_Alcott
Ali,Umamah_bint_Zainab
Nik_Richie,Shayne_Lamas
Stanisław_Szczęsny_Potocki,Gertruda_Komorowska
Lady_Mary_Coke,"Edward_Coke,_Viscount_Coke"
"Frederick_V,_Elector_Palatine","Elizabeth_Stuart,_Queen_of_Bohemia"
Ray_Foley,Kate_Carolan
Gul_Agha_(computer_scientist),Jennifer_S._Cole
Princess_Anne_of_Orléans,"Prince_Amedeo,_Duke_of_Aosta"
Richard_Garriott,Laetitia_Garriott_de_Cayeux
James_McCombs,Elizabeth_McCombs
Dorothy_Sebastian,William_Boyd_(actor)
Lynne_Abraham,Frank_Ford_(broadcaster)
Robert_J._Cotter,Catherine_Clarke_Fenselau
Bo_Poraj,Natasha_Little
Sverre_of_Norway,"Margaret_of_Sweden,_Queen_of_Norway"
Bidar_Kadın,Abdul_Hamid_II
Júlia_Lemmertz,Alexandre_Borges
"Henry_II,_Duke_of_Austria",Gertrude_of_Süpplingenburg
Herbert_Hutner,Zsa_Zsa_Gabor
"Mary_Stewart,_Duchess_of_Richmond","James_Stewart,_1st_Duke_of_Richmond"
Karen_Pence,Mike_Pence
Radu_IV_the_Great,Ivan_Crnojević
Lady_Mary_Grey,Thomas_Keyes
Laurence_Fox,Billie_Piper
Claudia_La_Gatta,Luis_Gerónimo_Abreu
Lee_Hui-ho,Kim_Dae-jung
Julie_Benz,John_Kassir
Jennie_Adamson,William_Murdoch_Adamson
Susheela_Laxman_Bangaru,Bangaru_Laxman
John_Stagliano,Tricia_Devereaux
Olivia_Williams,Rhashan_Stone
Jackie_Ashley,Andrew_Marr
Shaleen_Bhanot,Daljeet_Kaur_Bhanot
Ralph_Merkle,Carol_Shaw_(video_game_designer)
Elbert_Hubbard,Alice_Moore_Hubbard
Peng_Zhen,Zhang_Jieqing
Bong_Revilla,Lani_Mercado
Marian_McKnight,Gary_Conway
Efren_Ramirez,Iyari_Limon
Ludmila_Mikaël,Terry_Hands
Irene_Hirano,Daniel_Inouye
Tony_Steedman,Judy_Parfitt
Karen_Black,L._M._Kit_Carson
Ernesto_Samper,Jacquin_Strouss_Lucena
Sandy_Welch,Stephen_Poliakoff
Maurice_Zolotow,Charlotte_Zolotow
Louise_Johnson,Abdus_Salam
Natalino_Otto,Flo_Sandon's
Jane_Herbert_Wilkinson_Long,James_Long_(filibuster)
Eugène_de_Beauharnais,Princess_Augusta_of_Bavaria
Barry_Watson_(actor),Tracy_Hutson
Belinda_Stewart-Wilson,Ben_Miller
Karyn_Parsons,Alexandre_Rockwell
Claudio_Silva_(computer_scientist),Juliana_Freire
Seamus_Dever,Juliana_Dever
Caroline_Celico,Kaká
"Christina_of_Denmark,_Queen_of_Sweden",Eric_IX_of_Sweden
Chris_Cooper,Marianne_Leone_Cooper
Ilona_Staller,Jeff_Koons
"Philippa_de_Coucy,_Countess_of_Oxford","Robert_de_Vere,_Duke_of_Ireland"
Patty_Duke,John_Astin
Zoe_Karbonopsina,Leo_VI_the_Wise
Isabella_Gonzaga,"Vincenzo_II_Gonzaga,_Duke_of_Mantua"
Horace_Engdahl,Ebba_Witt-Brattström
Juliana_Awada,Mauricio_Macri
Sid_Bass,Mercedes_Bass
Natalia_Potocka,Roman_Sanguszko
Sonia_McMahon,William_McMahon
Emmeline_Pankhurst,Richard_Pankhurst
Sarah_Marshall_(British_actress),Mel_Bourne
Stanisław_Koniecpolski,Katarzyna_Żółkiewska
"Hugh_Grosvenor,_2nd_Duke_of_Westminster",Loelia_Lindsay
John_Whitman,Christine_Todd_Whitman
She_Saihua,Yang_Ye
Michael_Bennett,Donna_McKechnie
Kerry_Kennedy,Andrew_Cuomo
Jill_Kargman,Harry_Kargman
Lee_Myung-bak,Kim_Yoon-ok
Dina_bint_'Abdu'l-Hamid,Hussein_of_Jordan
Anne_Valliant_Burnett_Tandy,Guy_Waggoner
Anita_West,Ray_Ellington
Dina_de_Marco,Rafael_Banquells
Claire_Foy,Stephen_Campbell_Moore
Emma_de_Caunes,Jamie_Hewlett
Gordon_Brown,Sarah_Jane_Brown
Maria_Josepha_of_Bavaria,"Joseph_II,_Holy_Roman_Emperor"
Slobodan_Milošević,Mirjana_Marković
Ed_Mayne,Karen_Mayne
Gamal_Abdel_Nasser,Tahia_Kazem
"Theodore_Eustace,_Count_Palatine_of_Sulzbach",Landgravine_Maria_Eleonore_of_Hesse-Rotenburg
Timothy_Hutton,Debra_Winger
Yvonne_Romain,Leslie_Bricusse
Alyque_Padamsee,Dolly_Thakore
Chuck_Traynor,Linda_Lovelace
Katarzyna_Eugenia_Skumin_Tyszkiewicz,Aleksander_Ludwik_Radziwiłł
Charles_deGravelles,Virginia_deGravelles
Kepookalani,Alapaiwahine
A._J._Langer,"Charles_Courtenay,_19th_Earl_of_Devon"
Kitty_Aldridge,Mark_Knopfler
Meka_Rangaiah_Appa_Rao,Krishnaveni_(actress)
Tcheng_Yu-hsiu,Wei_Tao-ming
Anna_Neagle,Herbert_Wilcox
Margery_Durant,Robert_Williams_Daniel
Luis_Miguel_Dominguín,Lucia_Bosè
Peter_Mansbridge,Wendy_Mesley
Marcus_Mumford,Carey_Mulligan
Külüg_Khan,Zhenge
Baba_Azmi,Tanvi_Azmi
Nilanjana_Sharma,Jisshu_Sengupta
Awal_Ashaari,Scha_Alyahya
Roman_Romanovich_Kachanov,Angelina_Chernova
Lavinia_Warren,General_Tom_Thumb
Peter_Stebbings,Charlotte_Sullivan
Sandra_Amy,Prajin
Alan_Finkel,Elizabeth_Finkel
"Margaret_of_Denmark,_Queen_of_Scotland",James_III_of_Scotland
Richard_Mulligan,Joan_Hackett
Eleanor_Oglethorpe,Theophilus_Oglethorpe
Thomas_A._Steitz,Joan_A._Steitz
Marie_Göranzon,Lars_Amble
Sidney_Sheinberg,Lorraine_Gary
Ruth_Pickering_Pinchot,Amos_Pinchot
Tammy_Faye_Messner,Jim_Bakker
Ardashir_I_(Bavandid_ruler),Ala_ad-Din_Tekish
Keōpūolani,Hoapili
Kaʻahumanu,Kaumualii
Rajiv_Gandhi,Sonia_Gandhi
Broderick_Bozimo,Rosaline_Bozimo
Delvene_Delaney,John_Cornell
Consuelo_de_Saint_Exupéry,Antoine_de_Saint-Exupéry
Dan_Greenburg,Nora_Ephron
Sion_Sono,Megumi_Kagurazaka
Edward_Stafford_(diplomat),"Douglas_Sheffield,_Baroness_Sheffield"
Edward_Furlong,Rachael_Bella
Anouk_Aimée,Albert_Finney
Jonathan_Lee_(musician),Sandy_Lam
João_Vicente_de_Castro,Cléo_Pires
Kangxi_Emperor,Empress_Xiaozhaoren
Abdülaziz_of_the_Ottoman_Empire,Gevheri_Kadın
