"Sydney_Buxton,_1st_Earl_Buxton",Prince_Arthur_of_Connaught
Jyothika,Karthi
Ann_Claire_Williams,Ronald_Reagan
Jane_Fonda,Henry_Fonda
Margravine_Hedwig_Sophie_of_Brandenburg,Charlotte_Amalie_of_Hesse-Kassel
"Margaret,_Countess_of_Blois",Alix_of_France
Queen_Victoria,"Prince_Leopold,_Duke_of_Albany"
Kaley_Cuoco,Katy_Perry
"Henry_Somerset,_10th_Duke_of_Beaufort","Bernard_Forbes,_8th_Earl_of_Granard"
Owen_Hunt,Kevin_McKidd
Duncan_Sandys,Arthur_Bottomley
Caroline_Spelman,David_Cameron
"Frederick_IX,_Margrave_of_Brandenburg","John_George,_Elector_of_Brandenburg"
John_Kerry,Olympia_Snowe
Zaheer_Abbas,Imran_Khan
Lionel_de_Rothschild,"John_Russell,_1st_Earl_Russell"
Ilir_Meta,Pandeli_Majko
Khải_Định,Bảo_Đại
Gösta_Bohman,Ulf_Adelsohn
"Henry_IV,_Count_of_Holstein-Rendsburg","Gerhard_VI,_Count_of_Holstein-Rendsburg"
Susan_Moody,"Mary,_Crown_Princess_of_Denmark"
Silvia_Makgone,Hifikepunye_Pohamba
Manu_Katché,Sting_(musician)
John_Nance_Garner,Vice_President_of_the_United_States
List_of_Modern_Family_characters,Rob_Riggle
Rita_Harradence,Robert_Robinson_(organic_chemist)
Peter_King_(Australian_politician),Malcolm_Turnbull
Klemens_von_Metternich,"Francis_II,_Holy_Roman_Emperor"
Abdul_Hamid_II,Tirimüjgan_Kadın
Tyrone_Power_Jr.,Tyrone_Power
Stanley_Tucci,Emily_Blunt
Happy_Chandler,Alben_W._Barkley
Lucky_Thompson,Charlie_Parker
John_Young_(Hawaii),James_Kānehoa
"Augustus_the_Elder,_Duke_of_Brunswick-Lüneburg","Gustav_Adolph,_Duke_of_Mecklenburg-Güstrow"
Red_Garland,Miles_Davis
John_Vernou_Bouvier_III,Bouvier_Beale
José_Figueres_Ferrer,Teodoro_Picado_Michalski
Laurie_Blakeman,David_Shepherd_(Canadian_politician)
Eliot_Spitzer,David_Paterson
Rafael_Urdaneta,Joaquín_Mosquera
Agatha_Christie,Hercule_Poirot
"Margaret_of_Bohemia,_Duchess_of_Wroclaw",Wenceslaus_I_of_Legnica
Georges_Pompidou,Alain_Pompidou
"Georg_Friedrich,_Prince_of_Prussia",Prince_Louis_Ferdinand_of_Prussia_(1944–1977)
Margaret_Beckett,Tony_Blair
Mahmoud_Mekki,Mohamed_Morsi
Dick_Mather,Dave_Thiele
Ruqayyah_bint_Muhammad,Muhammad
Cannonball_Adderley,Miles_Davis
Zooel_Morshed,Bappa_Mazumder
Jeremi_Wiśniowiecki,Michał_Wiśniowiecki
Steve_Keen,Karl_Marx
Philip_José_Farmer,Mark_Twain
Pōmare_V,Ariifaaite
Muhammad_Azam_Shah,Aurangzeb
Kyaswa_of_Sagaing,Shwetaungtet
John_Adams,Benjamin_Franklin
Princess_Tsuguko_of_Takamado,"Hisako,_Princess_Takamado"
Bibliography_of_George_Washington,Alexander_Hamilton
Mike_Minor_(actor),Don_Fedderson
Kate_Burton_(actress),Richard_Burton
"Bernhard_III,_Prince_of_Anhalt-Bernburg","Bernhard_IV,_Prince_of_Anhalt-Bernburg"
Murder_of_Pai_Hsiao-yen,Ikki_Kajiwara
William_B._Shattuc,Nicholas_Longworth
Frederick_I_of_Denmark,Christian_I_of_Denmark
Ferdinand_I_of_Austria,"Francis_II,_Holy_Roman_Emperor"
"John,_Duke_of_Touraine",Charles_VII_of_France
Muhammad_Parviz,Jahangir
Dr._Neil_Roberts,Seth_Cohen
"Charles_Stuart,_1st_Baron_Stuart_de_Rothesay","Granville_Leveson-Gower,_1st_Earl_Granville"
Louise_Marguerite_of_Lorraine,"Henry_I,_Duke_of_Guise"
Navio_(rapper),Keith_Sweat
Marjorie_Rendell,Bill_Clinton
"Anthony_Woodville,_2nd_Earl_Rivers","Richard_Woodville,_1st_Earl_Rivers"
Leona_Aglukkaq,Stephen_Harper
Steven_Clark_Rockefeller,Mary_Rockefeller
Marie_Hüni,Emil_J._Walter
Maria_Theresa_of_Austria_(1816–1867),"Prince_Louis,_Count_of_Trani"
Tyndareus,Gorgophone
"Hubert_de_Burgh-Canning,_2nd_Marquess_of_Clanricarde",William_Henry_Gregory
"Frederick_Hamilton-Temple-Blackwood,_1st_Marquess_of_Dufferin_and_Ava",James_Stansfeld
Henry_V_of_England,Henry_VI_of_England
Melinda_Smyser,Patti_Anne_Lodge
Ja'far_ibn_Abi_Talib,Muhammad
Karolina_Teresa_Radziwiłł,Anna_Katarzyna_Sanguszko
Albert_I_of_Belgium,Leopold_III_of_Belgium
"William_IV,_Grand_Duke_of_Luxembourg","Marie-Adélaïde,_Grand_Duchess_of_Luxembourg"
Paul_Biya,Peter_Mafany_Musonge
Rida_al-Rikabi,Abdullah_I_of_Jordan
Iwikauikaua,Keakealaniwahine
William_S._Burroughs,Dashiell_Hammett
Lady_Jane_Grey,Mary_I_of_England
Grand_Duchess_Olga_Alexandrovna_of_Russia,Maria_Feodorovna_(Dagmar_of_Denmark)
Richard_Lewis_(comedian),Woody_Allen
"Ferdinand,_Duke_of_Breisgau",Archduke_Ferdinand_Karl_Joseph_of_Austria-Este
Mehmed_VI,Gülüstü_Hanım
Frank_Rice_(politician),Theodore_Roosevelt
Germán_García_Durán,Andrés_Pastrana_Arango
Gerald_Bruce_Lee,Bill_Clinton
Princess_Wilhelmina_Caroline_of_Denmark,Louise_of_Great_Britain
Kamehameha_I,Kamehameha_III
Sancho_of_Majorca,James_III_of_Majorca
"George_Brooke,_9th_Baron_Cobham","Thomas_Brooke,_8th_Baron_Cobham"
Gordon_Brown,Dick_Douglas
Henry_VIII_of_England,Henry_VII_of_England
Patrick_Schwarzenegger,John_F._Kennedy
"John_V,_Duke_of_Brittany","Joan_of_Navarre,_Queen_of_England"
Elizabeth_Taylor,Sara_Sothern
Ann_Dunham,Stanley_Armour_Dunham
Nugzar_Bagration-Gruzinsky,Ana_Bagration-Gruzinsky
Germaine_of_Foix,Isabella_of_Portugal
Sergei_Ivanov,Vladimir_Putin
Philip_Schuyler,Elizabeth_Schuyler_Hamilton
Choummaly_Sayasone,Khamtai_Siphandon
Dorothy_Buffum_Chandler,Harrison_Gray_Otis_(publisher)
Eduard_Shevardnadze,Andrei_Gromyko
José_Eduardo_dos_Santos,Fernando_José_de_França_Dias_Van-Dúnem
The_Young_and_the_Restless_characters_(2000s),Lorna_Raver
John_Copp,Thomas_Betts
Cleopatra_Tucker,Oadline_Truitt
Ernest_Brown_(British_politician),Duff_Cooper
"Duarte_Nuno,_Duke_of_Braganza","Duarte_Pio,_Duke_of_Braganza"
James_Mayer_de_Rothschild,Mayer_Amschel_Rothschild
George_Runner,Fiona_Ma
Joely_Fisher,Eddie_Fisher_(singer)
Nancy_Nicholson,Barbara_Hepworth
Mahathir_Mohamad,Musa_Hitam
Jackie_Ashley,"Jack_Ashley,_Baron_Ashley_of_Stoke"
Robert_Ritchie_(The_West_Wing),James_Brolin
Antonia_Romeo,David_Cameron
Abha_Mahato,Suman_Mahato
"Charles_VII,_Holy_Roman_Emperor",Maria_Theresa
Isabella_of_England,Margaret_of_Sicily
Tobaiwa_Mudede,Robert_Mugabe
Alexander_Kvitashvili,Mikheil_Saakashvili
Kevin_Rudd,Anthony_Albanese
Kaushik_Basu,Amartya_Sen
Pocahontas_(horse),William_IV_of_the_United_Kingdom
Roy_Mason,Harold_Wilson
"Dirk_II,_Count_of_Holland","Arnulf,_Count_of_Holland"
Jacques_Lacan,Sigmund_Freud
Joseph_%22Papo%22_Besson,John_Legend
Yashwantrao_Chavan,Jawaharlal_Nehru
Azlan_Shah_of_Perak,Iskandar_of_Johor
Atula_Thiri_Maha_Yaza_Dewi,Mingyi_Nyo
Prince_Josias_of_Saxe-Coburg-Saalfeld,Princess_Anna_Sophie_of_Schwarzburg-Rudolstadt
Lady_Annabel_Goldsmith,Jemima_Goldsmith
Jeff_Gordon,Dale_Jarrett
Miranda_Hobbes,Candace_Bushnell
George_Howard_(died_1671),"William_Russell,_Lord_Russell"
Caroline_Bonaparte,Julie_Clary
Helmut_Kohl,Gerhard_Schröder
Kamehameha_III,Kamehameha_II
"Edward_Hyde,_3rd_Earl_of_Clarendon","Anne,_Queen_of_Great_Britain"
Charles_H._Price_II,Ronald_Reagan
"Gerald_FitzGerald,_9th_Earl_of_Kildare","Thomas_FitzGerald,_10th_Earl_of_Kildare"
Mizan_Zainal_Abidin_of_Terengganu,Sirajuddin_of_Perlis
Matilda_Ramsay,Tana_Ramsay
Egan_Chambers,Claude_Richardson
Princess_Augusta_of_Württemberg,William_I_of_Württemberg
Vivien_Leigh,Suzanne_Farrington
Airey_Neave,Alec_Jones
Yury_Luzhkov,Vladimir_Resin
Archduchess_Renata_of_Austria,Archduke_Charles_Stephen_of_Austria
Princess_Rosemary_of_Salm-Salm,Archduchess_Agnes_Christina_of_Austria
Kleerup,Cyndi_Lauper
"John_George_II,_Prince_of_Anhalt-Dessau",Agnes_of_Hesse-Kassel
Léonie_Gilmour,Isamu_Noguchi
Anne_of_Denmark,Henrietta_Maria_of_France
"Ferdinand_III,_Holy_Roman_Emperor",Archduchess_Maria_Anna_Josepha_of_Austria
Rudolf_I_of_Germany,Ottokar_II_of_Bohemia
Min_Sithu_of_Toungoo,Mingyi_Nyo
"George_Curzon,_1st_Marquess_Curzon_of_Kedleston","George_Cave,_1st_Viscount_Cave"
"Arthur_Wellesley,_2nd_Duke_of_Wellington","George_Child_Villiers,_5th_Earl_of_Jersey"
Ekaterina_Semenikhin,Dimitri_Semenikhin
Charles_VII_of_France,Charles_VI_of_France
Kamehameha_III,Kekāuluohi
"Fulke_Greville,_1st_Baron_Brooke","Robert_Dudley,_1st_Earl_of_Leicester"
"Matilda_of_Germany,_Countess_Palatine_of_Lotharingia",Richeza_of_Lotharingia
Myauk_Pyinthe_(Kunhsaw),Saw_Mon_Hla
"David_Chidgey,_Baron_Chidgey",Chris_Huhne
Smilets_of_Bulgaria,George_I_of_Bulgaria
Bill_Richardson,Spencer_Abraham
Bill_Henrickson,Alby_Grant
Joseph_Lyons,Lancelot_Spurr
"David_Cholmondeley,_7th_Marquess_of_Cholmondeley",Elizabeth_II
Duane_Allman,Gregg_Allman
Gustav_IV_Adolf_of_Sweden,Sophia_Magdalena_of_Denmark
Robert_L._Williams,Franklin_D._Roosevelt
Samuel_Smith_(Connecticut_politician),Thomas_Seamer
Nikki_and_Paulo,Kiele_Sanchez
Sisavang_Vatthana,Kham-Oun_I
Carlos_Romero_Barceló,Rafael_Hernández_Colón
John_Kerry,Olympia_Snowe
Patrick_Leahy,Daniel_Inouye
Mao_Zedong,Zhou_Enlai
Lyudmila_Putina,Svetlana_Medvedeva
"Anne_Blunt,_15th_Baroness_Wentworth","Judith_Blunt-Lytton,_16th_Baroness_Wentworth"
Stephen_St._John,Samuel_Cook_Silliman
Ali_Rıza_Pasha,Damat_Ferid_Pasha
Joshua_Orwa_Ojode,Mwai_Kibaki
Christian_V_of_Denmark,Frederick_IV_of_Denmark
Prokop_Sieniawski_(d._1627),Adam_Hieronim_Sieniawski_(1576–1616)
"Karl_Anselm,_4th_Prince_of_Thurn_and_Taxis",Princess_Sophie_Friederike_of_Thurn_and_Taxis
Wahid_Hasyim,Abdurrahman_Wahid
Pierre-François_Casgrain,"Alexander_Cambridge,_1st_Earl_of_Athlone"
Mac_Gollehon,David_Bowie
Julia_the_Elder,Gaius_Caesar
Abdul_Hamid_II,Tirimüjgan_Kadın
"Frederick_North,_Lord_North",Charles_James_Fox
Alexander_Peacock,George_Prendergast
Lynda_Haverstock,Michaëlle_Jean
"Arthur_II,_Duke_of_Brittany","John_III,_Duke_of_Brittany"
Maciej_Rataj,Józef_Piłsudski
Julia_Louis-Dreyfus,Gérard_Louis-Dreyfus
Narendra_Modi,Pranab_Mukherjee
Len_Cabral,William_Shakespeare
Juan_Carlos_I_of_Spain,Felipe_VI_of_Spain
Adelaide_of_Susa,Ulric_Manfred_II_of_Turin
"Richard_Temple-Nugent-Brydges-Chandos-Grenville,_3rd_Duke_of_Buckingham_and_Chandos","John_Spencer-Churchill,_7th_Duke_of_Marlborough"
Pedro_II_of_Brazil,Pedro_I_of_Brazil
Bermudo_II_of_León,Ramiro_III_of_León
Philip_II_of_Spain,"Charles_V,_Holy_Roman_Emperor"
Karen_Spärck_Jones,Martin_Kay
Jackson_Browne,Bruce_Springsteen
"Louis,_Prince_Napoléon",Prince_Jérôme_Napoléon
Ken_Rothman,Bob_F._Griffin
Jyrki_Katainen,Sauli_Niinistö
Princess_Maria_Leopoldine_of_Anhalt-Dessau,Gisela_Agnes_of_Anhalt-Köthen
Robert_Smith_Walker,Newt_Gingrich
Fred_Thompson,Joe_Lieberman
Charles_Fitzpatrick,"Victor_Cavendish,_9th_Duke_of_Devonshire"
"Frederick_II,_Landgrave_of_Hesse-Kassel","William_VIII,_Landgrave_of_Hesse-Kassel"
Graham_Greene,Charles_Péguy
Butch_Otter,Jay_Inslee
"George_Talbot,_6th_Earl_of_Shrewsbury","Thomas_Howard,_4th_Duke_of_Norfolk"
Cyngen_ap_Cadell,Rhodri_the_Great
Daniel_Knauf,Stanley_Kubrick
Vagif_Aliyev,Ilham_Aliyev
"Charles_Alexander,_Margrave_of_Brandenburg-Ansbach","Frederick_Christian,_Margrave_of_Brandenburg-Bayreuth"
John_Gregory_(settler),Samuel_Hayes_(settler)
Archduchess_Maria_Isabella_of_Austria,"Leopold_II,_Grand_Duke_of_Tuscany"
Porfirio_Rubirosa,Matías_Ramón_Mella
Quatlecoatl,Huitzilihuitl
Rana_Bahadur_Shah,Girvan_Yuddha_Bikram_Shah
Jo_Ann_Sprague,Scott_Brown_(politician)
Marie_Walewska,Alexandre_Colonna-Walewski
Blac_Elvis,Beyoncé
Mary_Schapiro,Barack_Obama
Pir_Sadaruddin_Shah,Nawaz_Sharif
Sila_Zandukeli-Sandunov,Catherine_the_Great
Brian_C._Wimes,Barack_Obama
Keith_Harris_(record_producer),John_Legend
"Elisabeth_of_Brandenburg,_Landgravine_of_Thuringia","Albert_II,_Margrave_of_Brandenburg"
Myauk_Pyinthe_(Narathu),Naratheinkha
Ben_Mboi,El_Tari
Dianne_Feinstein,Dick_Mountjoy
"Thomas_Howard,_3rd_Duke_of_Norfolk","Thomas_Howard,_2nd_Duke_of_Norfolk"
Akhenaten,Amenhotep_III
"Rudolph,_Duke_of_Lorraine","Frederick_IV,_Duke_of_Lorraine"
Goldie_and_Wendy,Jaime_King
Hilary_Robinson_(author),Paul_Robeson
Wahinepio,Hoapili
Henry_Pottinger,"George_Harris,_3rd_Baron_Harris"
"Robert_Spencer,_2nd_Earl_of_Sunderland","Thomas_Osborne,_1st_Duke_of_Leeds"
Richard_Butler_(Australian_politician),Edward_VII
Empress_Gao_(Eastern_Wei),Empress_Gao_(Xiaowu)
George_Poindexter,John_Tyler
Tony_Leung_Chiu-wai,Jacky_Cheung
Abel_Muzorewa,Robert_Mugabe
Hannah_Milhous_Nixon,Dorothy_Ayer_Gardner_Ford
Dwight_Chapin,Richard_Nixon
Zsa_Zsa_Gabor,Eva_Gabor
"Antonio_I,_Prince_of_Monaco","Louis_I,_Prince_of_Monaco"
Mitch_McConnell,Bill_Frist
Zeki_Pasha,Mehmed_V
John_Huston,Danny_Huston
"Violet_Herbert,_Countess_of_Powis","Sackville_Lane-Fox,_12th_Baron_Conyers"
Ahmad_Pasha_ibn_Ridwan,Murad_III
Ali_Bongo_Ondimba,Rose_Francine_Rogombé
"George_Child_Villiers,_5th_Earl_of_Jersey","George_Child_Villiers,_6th_Earl_of_Jersey"
Joely_Fisher,Connie_Stevens
"Albert_III,_Duke_of_Saxony","Frederick_II,_Elector_of_Saxony"
Ross_S._Sterling,Dan_Moody
Ihor_Palytsia,Mikheil_Saakashvili
Vice_presidency_of_Al_Gore,Robin_Beard
Vanessa_Williams,Suzette_Charles
"James_Hamilton,_2nd_Duke_of_Abercorn","James_Hamilton,_3rd_Duke_of_Abercorn"
Frylock,Meatwad
Sophie_Amalie_of_Brunswick-Lüneburg,Prince_George_of_Denmark
Kamehameha_III,Kekāuluohi
Marie_Curie,Émile_Henriot_(chemist)
Morarji_Desai,Indira_Gandhi
Joseph_Lyons,George_VI
Jacquin_Strouss_Lucena,Ana_Milena_Muñoz_Gómez
Anne_of_Kiev,Matilda_of_Frisia
Philip_the_Bold,John_the_Fearless
John_Davis_Long,Theodore_Roosevelt
Alfonso_VI_of_León_and_Castile,Sancho_Alfónsez
Tommy_and_Tuppence,Richard_Attenborough
Jack_Schlossberg,Edwin_Schlossberg
Willem_Dafoe,Donald_Dafoe
"Yunzhi,_Prince_Zhi",Kangxi_Emperor
Śuddhodana,Nanda_(Buddhist)
Sayyeshaa_Saigal,Dilip_Kumar
Peter_Keisler,George_W._Bush
"Wilhelm_II,_German_Emperor","Frederick_III,_German_Emperor"
Flora_Reid,Pattie_Deakin
Lyons_Government,Edward_VIII
Meryl_Streep,Grace_Gummer
John_Vasconcellos,Elaine_Alquist
"Elisabeth_of_Austria,_Duchess_of_Lorraine","Rudolph,_Duke_of_Lorraine"
Valdemar_II_of_Denmark,Sophia_of_Minsk
Chora_Naga_of_Anuradhapura,Mahakuli_Mahatissa_of_Anuradhapura
Robert_Baratheon,Stannis_Baratheon
Callie_Torres,Sara_Ramirez
Benbadhanabongse,Chulalongkorn
Donald_Trump_Jr.,Ivanka_Trump
"John_Spencer,_5th_Earl_Spencer","Gathorne_Gathorne-Hardy,_1st_Earl_of_Cranbrook"
Betty_Ireland,Natalie_Tennant
Marguerite_Louise_d'Orléans,Vittoria_della_Rovere
"Norman_Warner,_Baron_Warner",Tony_Blair
Theobald_I_of_Navarre,"Blanche_of_Navarre,_Countess_of_Champagne"
Antigoni_Douka,Vera_Douka
Ali,Muhammad
Nhiek_Tioulong,Norodom_Sihanouk
Michaëlle_Jean,Adrienne_Clarkson
Guise_Brittan,Mary_Rolleston
Theophanu,Adelaide_of_Italy
"Joseph_I,_Holy_Roman_Emperor","Leopold_I,_Holy_Roman_Emperor"
Cao_Rui,Lady_Zhen
Kate_Burton_(actress),Sybil_Christopher
George_Luther_Kapeau,Kamehameha_III
Francis_of_Asissi_of_Bourbon,Maria_Vittoria_dal_Pozzo
"Prince_Edward,_Duke_of_Kent_and_Strathearn","Prince_Augustus_Frederick,_Duke_of_Sussex"
Brett_Kavanaugh,George_W._Bush
John_Howard,Peter_Hollingworth
David_Hanson_(politician),Gordon_Brown
Stephen_W._Rochon,Barack_Obama
Paula_Fletcher,Jack_Layton
Tsakhiagiin_Elbegdorj,Nambaryn_Enkhbayar
Hemvadi,Chulalongkorn
"Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma",Princess_Victoria_of_Hesse_and_by_Rhine
Francis_A._Nixon,Jennie_Eisenhower
Abdullah_I_of_Jordan,"Hussein_bin_Ali,_Sharif_of_Mecca"
Khyongla_Rato,Richard_Gere
Elizabeth_Truss,Theresa_May
Emperor_Zhongzong_of_Tang,Emperor_Gaozong_of_Tang
Puyi,"Zaifeng,_Prince_Chun"
Diana_Gribbon_Motz,Bill_Clinton
Fethi_Okyar,İsmet_İnönü
"Haakon,_Crown_Prince_of_Norway",Harald_V_of_Norway
Brigitte_Nielsen,Flavor_Flav
David_Paterson,Andrew_Cuomo
Sarbananda_Sonowal,Narendra_Modi
Richard_Pryor,Bill_Hicks
A._P._Herbert,George_VI
Katharine_Carl,William-Adolphe_Bouguereau
Archduchess_Maria_Anna_of_Austria_(1804–1858),"Francis_II,_Holy_Roman_Emperor"
Rip_Torn,Sissy_Spacek
Mary_Russell_(character),Monica_Dolan
Kekūanāoʻa,Kamehameha_V
"Georgiana_Spencer,_Countess_Spencer","George_Spencer,_2nd_Earl_Spencer"
Hecatomnus,Mausolus
Juan_Esteban_Montero,Arturo_Puga
Sukjong_of_Joseon,Hyeonjong_of_Joseon
"Frederick_II,_Duke_of_Saxe-Gotha-Altenburg",Princess_Augusta_of_Saxe-Gotha
"Louis,_Dauphin_of_France_(son_of_Louis_XV)",Louis_XV_of_France
Bong_Revilla,Epimaco_Velasco
Princess_Elisabeth_of_Thurn_and_Taxis,"Prince_Miguel,_Duke_of_Viseu"
Anita_Dunn,Barack_Obama
Tim_Matheson,Tim_Mathieson
Robert_Stout,Charles_Skerrett
Evelyn_Keyes,Mike_Todd
Hetepheres_II,Khufu
Gerald_Keddy,Fabian_Manning
Tony_Benn,Peter_Townsend_(sociologist)
Vladimir_the_Great,Sviatoslav_I_of_Kiev
Alain_Juppé,François_Mitterrand
Jehoram_of_Judah,Jehosheba
Kara_Ahmed_Pasha,Rüstem_Pasha
Kekūanāoʻa,Keelikōlani
Ram_Sampath,Justin_Timberlake
"Karl_Friedrich,_Prince_of_Hohenzollern-Sigmaringen","Anton_Aloys,_Prince_of_Hohenzollern-Sigmaringen"
Everett_C._Dade,O._Timothy_O'Meara
Ivan_Alexander_of_Bulgaria,Ivan_Sratsimir_of_Bulgaria
Maria_Kaczyńska,Jolanta_Kwaśniewska
Blanche_of_Lancaster,Henry_IV_of_England
Atula_Thiri_Maha_Yaza_Dewi,Inwa_Mibaya
Groucho_Marx,Woody_Allen
Teimuraz_I_of_Kakheti,Rostom_of_Kartli
Philip_II_of_Spain,"Diego,_Prince_of_Asturias"
James_R._Beverley,Herbert_Hoover
Saw_Beza,Minkhaung_I
Digital_LAB,Steve_Angello
Chen_Cheng,Yen_Chia-kan
Oliver_Belmont,Matthew_C._Perry
Attila,Rugila
Jeff_Flake,John_McCain
Thomas_Gage,John_Hancock
Gustav_I_of_Sweden,Christian_II_of_Denmark
Ricky_Lawson,Eric_Clapton
James_Steerforth,Charles_Dickens
Ali_al-Akbar_ibn_Husayn,Layla_bint_Abi_Murrah_al-Thaqafi
Douglas_Allen_Booth,Douglas_Booth
Ladislaus_IV_of_Hungary,Elizabeth_the_Cuman
"Prince_Amedeo,_Duke_of_Aosta","Margherita,_Archduchess_of_Austria-Este"
Betsy_Gotbaum,Mark_J._Green
Days_of_Our_Lives_characters_(1970s),Carla_Borelli
2010_FIFA_Club_World_Cup_squads,Sulley_Muntari
Yaza_Dewi_of_Toungoo,Tabinshwehti
Sid_McGinnis,David_Bowie
Roh_Moo-hyun,Goh_Kun
Leighton_Andrews,Huw_Lewis
Gustave_Choquet,Michel_Talagrand
Konstantin_Balšić,Stefan_Maramonte
Franciszek_Maksymilian_Ossoliński,Józef_Kanty_Ossoliński
James_A._Hemenway,Charles_W._Fairbanks
Sanda_Dewi,Shwe_Zin_Gon
Charles_XI_of_Sweden,Charles_X_Gustav_of_Sweden
William_Ewart_Gladstone,"James_Broun-Ramsay,_1st_Marquess_of_Dalhousie"
Hemma,Louis_the_Younger
Ed_Manion,Bruce_Springsteen
August_Strindberg,Henrik_Ibsen
"Ferdinand,_Duke_of_Parma",Pauline_Bonaparte
Neako,Wiz_Khalifa
"William_Lamb,_2nd_Viscount_Melbourne",George_Canning
Georges_Vanier,Jean_Désy
John_Neville_Keynes,John_Maynard_Keynes
Reginald_Pole,Sir_Richard_Pole
John_Warner,John_Chafee
List_of_Modern_Family_characters,Artemis_Pebdani
Betty_E._King,Bill_Clinton
Empress_Xiaoshencheng,Empress_Xiaoquancheng
Min_Htwe_of_Toungoo,Laygyun_Mibaya
Olof_Palme,Tage_Erlander
Monsieur_Adi,Beyoncé
Lucille_Ball,Desi_Arnaz_Jr.
Josiah_Alexander_Van_Orsdel,Theodore_Roosevelt
Władysław_Czartoryski,Anna_Zofia_Sapieha
"John_Frederick_I,_Elector_of_Saxony",Sophie_of_Mecklenburg_(1481–1503)
Caroline_of_Baden,Archduchess_Maria_Leopoldine_of_Austria-Este
Lord_Edmund_Howard,Catherine_Howard
Terry_Moore_(actress),Howard_Hughes
Pablo_Neruda,Karl_Marx
Sondra_Huxtable,Sabrina_Le_Beauf
Kristján_Eldjárn,Ásgeir_Ásgeirsson
"García_Hurtado_de_Mendoza,_5th_Marquis_of_Cañete",Philip_II_of_Spain
Galeazzo_Ciano,Benito_Mussolini
Galla_(wife_of_Theodosius_I),Justina_(empress)
David_Arquette,Rosanna_Arquette
Charles_II_of_Navarre,John_II_of_France
Tinku_(actor),Bose_Venkat
Daniel_Handler,Daniel_Hendler
"Francis_II,_Duke_of_Lorraine","Charles_IV,_Duke_of_Lorraine"
Garland_Gray,Robert_Williams_Daniel
George_Grey,George_Bowen
Karunatilaka_Amunugama,Mahinda_Rajapaksa
Jerzy_Radziwiłł_(1556–1600),Mikołaj_%22the_Black%22_Radziwiłł
Magnus_IV_of_Sweden,"Eric,_Duke_of_Södermanland"
Henry_Brewster_Stanton,Nora_Stanton_Blatch_Barney
Emperor_Yang_of_Sui,Yang_Gao
"Thomas_Holland,_2nd_Earl_of_Kent",Joan_of_Kent
Sid_Bass,Perry_Richardson_Bass
"Robert_Devereux,_2nd_Earl_of_Essex","Walter_Devereux,_1st_Earl_of_Essex"
Abdullah_Gül,Mehmet_Ali_Şahin
Madame_Nhu,Madame_Khánh
Jason_Schwartzman,Nicolas_Cage
Princess_Regina_of_Saxe-Meiningen,Karl_von_Habsburg
"Cosimo_III_de'_Medici,_Grand_Duke_of_Tuscany",Anna_Maria_Luisa_de'_Medici
Jefimija,Vojihna
Rudolf_Diels,Hermann_Göring
Bernard_Stone,Debra_Silverstein
Lionel_Murphy,Gough_Whitlam
Al_B._Sure!,Quincy_Jones
Chang_Chun-hsiung,Chiou_I-jen
Peaches_Geldof,Bob_Geldof
Bingu_wa_Mutharika,Muammar_Gaddafi
Chidambaram_Subramaniam,Indira_Gandhi
Paul_Wing,Toby_Wing
"John_Morris,_Baron_Morris_of_Aberavon",Michael_Foot
"Charles_Middleton,_2nd_Earl_of_Middleton",Charles_II_of_England
E._L._B._Hurulle,Maithripala_Senanayake
Richard_Chichester_du_Pont,Alice_du_Pont_Mills
Alfonso_XI_of_Castile,Ferdinand_IV_of_Castile
Sharon_Prost,George_W._Bush
Stan_Kroenke,Josh_Kroenke
Sheila_Kuehl,Tom_Hayden
Abdullah_I_of_Jordan,Talal_of_Jordan
Gertrude_Vanderbilt_Whitney,Cornelius_Vanderbilt_Whitney
Cornelius_Vanderbilt_II,Gloria_Vanderbilt
Philip_Gordon,Victoria_Nuland
Tryphaena,Cleopatra_Selene_I
Rebecca_Roberts,Cokie_Roberts
James_Sinclair_(politician),Pierre_Trudeau
Bertie_Wooster,Richard_Briers
John_F._Street,Ed_Rendell
Evelyn_Lauder,William_P._Lauder
Einar_Gerhardsen,Olav_V_of_Norway
Peggy_Hill,Kathy_Najimy
Janice_Soprano,David_Chase
Midhat_Pasha,Abdul_Hamid_II
Ruth_Grier,Bud_Wildman
Empress_Matilda,William_FitzEmpress
Stanley_Baldwin,"Robert_Horne,_1st_Viscount_Horne_of_Slamannan"
Diane_Lockhart,Robert_King_(writer)
Richard_Schmierer,Barack_Obama
Li_Bian,Xu_Wen
"Montagu_Venables-Bertie,_2nd_Earl_of_Abingdon","Thomas_Wharton,_1st_Marquess_of_Wharton"
"Philip_Howard,_20th_Earl_of_Arundel","Thomas_Howard,_21st_Earl_of_Arundel"
"Hilton_Young,_1st_Baron_Kennet",Kingsley_Wood
Liz_Lemon,Tina_Fey
Redfield_Proctor,Benjamin_Harrison
Wang_Guangmei,Jiang_Qing
List_of_Alias_characters,Gina_Torres
Clare_Balding,Gary_Lineker
"George_Carey,_2nd_Baron_Hunsdon","William_Brooke,_10th_Baron_Cobham"
Leslie_B._Vosshall,Richard_Axel
Alec_Jones,James_Callaghan
Bingu_wa_Mutharika,Joyce_Banda
Noël_Kinsella,Stephen_Harper
Steve_Smith_(musician),Mariah_Carey
John_Warner,Carl_Levin
