Christina_de_Valognes,Sir_Thomas_Maule
Charles_Gaines,Greta_Gaines
Abigail_Kapiolani_Kawānanakoa,Edward_A._Kawānanakoa
Kristoffer_Throndsen,Enno_Brandrøk
Teji_Bachchan,Amitabh_Bachchan
Dorothea_Jordan,Lady_Mary_Fox
Kathleen_Merrell_White,Robert_Barney_Dallenbach
Alfred_Shaughnessy,David_Shaughnessy
Cuba_Gooding_Sr.,Omar_Gooding
John_Bowring,Edgar_Alfred_Bowring
Stanley_Lupino,Ida_Lupino
Dennis_Padilla,Julia_Barretto
Edwin_McCarthy,John_McCarthy_(ambassador_born_1942)
Bill_Treacher,Jamie_Treacher
Ethel_Kennedy,Robert_F._Kennedy_Jr.
Ewa_Fröling,Tilde_Fröling
Zbigniew_Brzezinski,Mika_Brzezinski
Henry_Wadsworth_Longfellow,Ernest_Wadsworth_Longfellow
Eleanor_Summerfield,Robin_Sachs
Max_Joachim,Harold_Ritz
Kamala_Kamesh,Uma_Riyaz_Khan
John_Francis_Dodge,Isabel_Dodge_Sloane
Frederick_Coyett,Balthasar_Coyett
Ebenezer_J._Hill,Elsie_Hill
Madame_Montour,Andrew_Montour
Lois_Griffin,Meg_Griffin
James_Copeland_(actor),James_Cosmo
Vincente_Minnelli,Liza_Minnelli
Henry_Laurens,Martha_Laurens_Ramsay
Marion_Stein,James_Lascelles
Aristeidis_Alafouzos,Giannis_Alafouzos
John_Hindle_(businessman),Emma_Hindle
Sudhamoy_Pramanick,Diptendu_Pramanick
Silas_Hare,Luther_Hare
Galen_Weston,Galen_Weston_Jr.
Archie_Bunker,Gloria_Stivic
Khan_Ataur_Rahman,Agun
Jay_Gould,George_Jay_Gould_I
George_Rajapaksa,Shyamlal_Rajapaksa
Robert_Coover,Sara_Caldwell
Carl_Friedrich_Wilhelm_Duncker,Maximilian_Wolfgang_Duncker
Mark_Antony,Marcus_Antonius_Antyllus
Arthur_Waugh,Alec_Waugh
Patricia_de_la_Garza_De_León,Silvestre_De_León
Richard_Marquand,James_Marquand
Jules_Dassin,Joe_Dassin
"Charlotte_Cavendish,_Marchioness_of_Hartington","William_Cavendish,_5th_Duke_of_Devonshire"
Louis-Charles-François_Ledru,Agis-Léon_Ledru
Brigitte_Alexander,Susana_Alexander
Frederick_Whitaker,Frederick_Alexander_Whitaker
Jay_Pritzker,Thomas_Pritzker
John_Harding_(Southern_planter),William_Giles_Harding
M._R._Radha,Nirosha
María_Luisa_Garza,Federico_Cantú_Garza
Pat_Brown,Kathleen_Brown
Richard_DeVos,Dick_DeVos
Kim_Hyong-jik,Kim_Il-sung
Eugene_C._Pulliam,Eugene_S._Pulliam
List_of_Monk_characters,Adrian_Monk
James_M._Nederlander,James_L._Nederlander
Illa_Martin,Helge_Breloer
Gilbert_Hovey_Grosvenor,Mabel_H._Grosvenor
Şevket_Sabancı,Ali_Sabancı
Herman_Clarence_Nixon,John_Trice_Nixon
Flora_Call_Disney,Roy_O._Disney
Michael_Heilprin,Angelo_Heilprin
Nate_Saint,Steve_Saint
Edvard_Isak_Hambro_Bull,"Edvard_Bull,_Sr."
Amyntas_III_of_Macedon,Philip_II_of_Macedon
He_Zizhen,Li_Min_(politician)
Daniel_McCraney,William_McCraney
Servillano_Aquino,Herminio_Aquino
Debbie_Rothstein,Bryce_Papenbrook
Mike_Marshall_(actor),Sarah_Marshall_(French_model)
Reşit_Süreyya_Gürsey,Feza_Gürsey
Bjørnstjerne_Bjørnson,Bjørn_Bjørnson
Paul_Winchell,April_Winchell
Les_Mills,Phillip_Mills
Ida_Pollock,Rosemary_Pollock
Walter_Shorenstein,Carole_Shorenstein_Hays
Yaakov_Yosef_Herman,Ruchoma_Shain
Kamal_(director),Jenuse_Mohamed
Kirill_Razumovski,Andrey_Razumovsky
Slobodan_Penezić,Relja_Penezic
Remi_Fani-Kayode,Femi_Fani-Kayode
"Jesse_Boot,_1st_Baron_Trent","John_Boot,_2nd_Baron_Trent"
Jedediah_Strutt,Joseph_Strutt_(philanthropist)
"John_Stuart,_3rd_Earl_of_Bute",William_Stuart_(bishop)
Lisbet_Palme,Mårten_Palme
Jenny_von_Westphalen,Jenny_Longuet
Jules-François-Paul_Fauris_de_Saint-Vincens,Alexandre_de_Fauris_de_Saint-Vincens
Juhan_Viiding,Elo_Viiding
Walter_Sisulu,Zwelakhe_Sisulu
Brian_Mulroney,Caroline_Mulroney_Lapham
Renée_Simonot,Françoise_Dorléac
Michael_Buerk,Roland_Buerk
Kwa_Geok_Choo,Lee_Hsien_Yang
George_Grossmith_Jr.,George_Grossmith
Susan_Lucci,Liza_Huber
George_MacKinnon_Wrong,Edward_Murray_Wrong
Penny_Marshall,Tracy_Reiner
Michèle_Morgan,Mike_Marshall_(actor)
Charles_Colcock_Jones,"Charles_Colcock_Jones,_Jr."
Norman_Yemm,Jodie_Yemm
Richard_Basset,Ralph_Basset
Jezebel,Ahaziah_of_Israel
Josiah_Franklin,Benjamin_Franklin
L._Frank_Baum,Frank_Joslyn_Baum
Madalyn_Murray_O'Hair,William_J._Murray
Zavida,Tihomir_of_Serbia
Mahatma_Gandhi,Devdas_Gandhi
Ivana_Trump,Donald_Trump_Jr.
Grace_Hall_Hemingway,Ernest_Hemingway
"Richard_Grosvenor,_2nd_Marquess_of_Westminster","Richard_Grosvenor,_1st_Baron_Stalbridge"
María_Ugarte,Carmenchu_Brusíloff
Ton_Meijer,Markus_Meijer
Samuel_Sachs,Paul_J._Sachs
Adrian_Swire,Merlin_Bingham_Swire
Patrick_Brontë,Branwell_Brontë
John_Cassavetes,Alexandra_Cassavetes
Denise_Gordy,Bianca_Lawson
"Hugh_Grosvenor,_2nd_Duke_of_Westminster",Lady_Mary_Grosvenor
Edward_Fitzwilliam,Edward_Francis_Fitzwilliam
Dan_Duncan,Dannine_Avara
Brian_Rix,Jamie_Rix
William_More_(died_1600),George_More
Tichafa_Samuel_Parirenyatwa,David_Parirenyatwa
Sharon_Cuneta,KC_Concepcion
John_Mathews_(Augusta_County),Archer_Mathews
Qusai_ibn_Kilab,Abd-al-Uzza_ibn_Qusai
Belle_Montrose,Steve_Allen
"F._E._Smith,_1st_Earl_of_Birkenhead",Eleanor_Smith
Ayauhcihuatl,Chimalpopoca
John_Arthur_Edward_Herbert,"Ivor_Herbert,_1st_Baron_Treowen"
Terah,"Nahor,_son_of_Terah"
Saba_Waseem_Abbas,Meesha_Shafi
Nicolas_Sarkozy,Jean_Sarkozy
Otto_Lagerfeld,Karl_Lagerfeld
Edward_C._Sullivan,Nicole_Sullivan
T._Madhava_Rao,T._Ananda_Rao
Sitting_Bull,Crow_Foot
Hind_bint_Utbah,Muawiyah_I
Dagmar_Dolby,Tom_Dolby
Richard_Pipes,Daniel_Pipes
King_Randor,She-Ra
Augustine_Washington,Betty_Washington_Lewis
Merion_Moriarty,Edward_Orpen_Moriarty
Margaret_Taylor,Sarah_Knox_Taylor
Mirza_Ghulam_Murtaza,Mirza_Ghulam_Ahmad
Jack_Hemingway,Mariel_Hemingway
Paul_von_Hindenburg,Oskar_von_Hindenburg
Jane_Wilde,Oscar_Wilde
Andries_Pretorius,Marthinus_Wessel_Pretorius
Ahmed_Cevdet_Pasha,Fatma_Aliye_Topuz
Jerrold_Wexler,Daryl_Hannah
Li_Ka-shing,Victor_Li_Tzar-kuoi
Paul_Milstein,Howard_Milstein
Teja_(film_director),Amitov_Teja
Pehr_G._Gyllenhammar,Charlotte_Gyllenhammar
Christina_Onassis,Athina_Onassis_Roussel
Ahmad_Faraz,Shibli_Faraz
Anwar_Ibrahim,Nurul_Izzah_Anwar
Omar_Ali_Saifuddien_III,Hassanal_Bolkiah
Shaukat_Kaifi,Shabana_Azmi
Sam_Lucchese,Josephine_Lucchese
Anastasio_Somoza_García,Anastasio_Somoza_Debayle
Michael_Redgrave,Corin_Redgrave
Thomas_Westbrook_Waldron,Daniel_Waldron
Debbie_Rush,William_Rush_(actor)
Eleanor_Lambert,Bill_Berkson
Lammot_du_Pont_I,Irénée_du_Pont
Nicholas_P._Clegg,Nick_Clegg
Charles_Frost_(politician),Jack_Frost_(politician)
Tokugawa_Ieyasu,Tokugawa_Hidetada
Suvra_Mukherjee,Sharmistha_Mukherjee
Jerrold_Wexler,Tanya_Wexler
"Henry_Paget,_7th_Marquess_of_Anglesey","Charles_Paget,_6th_Marquess_of_Anglesey"
Edsel_Ford,William_Clay_Ford_Sr.
Denton_Massey,Walter_Massey_(actor)
Joseph_Brant,John_Brant_(Mohawk_leader)
Daniel_Rose_(real_estate_developer),Gideon_Rose
James_Fox,Lydia_Fox_(actress)
David_Lander,Natalie_Lander
Fernando_Poe_Sr.,Conrad_Poe
George_MacKinnon_Wrong,Humphrey_Hume_Wrong
Rhoda_Haas_Goldman,Douglas_E._Goldman
Bing_Crosby,Nathaniel_Crosby
Laurence_Tisch,James_S._Tisch
Douglas_Brymner,William_Brymner
Athina_Livanos,Alexander_Onassis
David_Stevenson_(engineer),David_Alan_Stevenson
Pietro_Ferrero,Michele_Ferrero
Viveca_Lindfors,Lena_Tabori
Don_Svaty,Joshua_Svaty
Rufus_King,James_G._King
Behzad_Farahani,Shaghayegh_Farahani
Bruce_Juddery,Mark_Juddery
Han_Solo,Kylo_Ren
Madurai_Pushpavanam,Rajam_Pushpavanam
Edwin_Lusher,Stephen_Lusher
Phoebe_Nicholls,Matilda_Sturridge
Til_Schweiger,Emma_Tiger_Schweiger
Edmund_C._Hinde,Harry_Hinde
Fob_James,Tim_James_(politician)
Elzéar-Henri_Juchereau_Duchesnay,Henri-Jules_Juchereau_Duchesnay
Theodore_Roosevelt_Sr.,Theodore_Roosevelt
Michel_Klyne,George_Klyne
Presidency_of_Boris_Yeltsin,Tatyana_Yumasheva
D._L._Hawkins,Micah_Sanders
Mirza_Nasrullah_Khan,Hossein_Pirnia
Sacagawea,Jean_Baptiste_Charbonneau
Edmund_Kuempel,John_Kuempel
C._L._Franklin,Erma_Franklin
Dorothy_Walker_Bush,George_H._W._Bush
Paul_Kanoa,Paul_P._Kanoa
Margaret_Bingham,"Lavinia_Spencer,_Countess_Spencer"
Wu_Wenzao,Wu_Qing_(politician)
Aleksandra_Piłsudska,Wanda_Piłsudska
Debbie_Reynolds,Carrie_Fisher
Allu_Rama_Lingaiah,Allu_Aravind
Alfonso_López_Pumarejo,Alfonso_López_Michelsen
Forrest_Mars_Sr.,John_Franklyn_Mars
John_Hales_(died_1540),James_Hales
Clu_Gulager,John_Gulager
Henry_Townsend_(Norwich),Henry_Townsend_(Oyster_Bay)
Kushadhwaja,Shrutakirti
Rafael_Bardem,Juan_Antonio_Bardem
John_Young_(Hawaii),Grace_Kamaikui
James_H._Ganong,Arthur_D._Ganong
Nadira_Babbar,Juhi_Babbar
Stefan_Persson_(magnate),Karl-Johan_Persson
Humayun_Ahmed,Shila_Ahmed
Patty_Duke,Sean_Astin
George_DeTitta_Sr.,George_DeTitta_Jr.
Gaby_Aghion,Philippe_Aghion
Michael_Britten,Rex_Britten
Tjuyu,Tiye
Eleanor_Lynn,Mark_Helprin
Samuel_Adler_(rabbi),Felix_Adler_(professor)
Dom_DeLuise,Peter_DeLuise
Journal_Kyaw_Ma_Ma_Lay,Moe_Hein
David_Kahalepouli_Piikoi,Jonah_Kūhiō_Kalanianaʻole
John_Donelson,Rachel_Jackson
John_Coit_Spooner,Philip_Loring_Spooner
Joseph_P._Kennedy_Sr.,Patricia_Kennedy_Lawford
Andrónico_Luksic_Abaroa,Guillermo_Luksic_Craig
Diana_Ross,Tracee_Ellis_Ross
Nirode_Mazumdar,Chittrovanu_Mazumdar
Reggie_Candappa,Neela_Marikkar
Gangadhar_Nehru,Motilal_Nehru
Ferdinand_Porsche,Louise_Piëch
Hans_Ji_Maharaj,Satpal_Maharaj
Hamideh_Kheirabadi,Soraya_Ghasemi
Kara_Wilson,Nina_Conti
Harlan_F._Stone,Marshall_Harvey_Stone
Ivana_Trump,Ivanka_Trump
Miles_Copeland_Jr.,Stewart_Copeland
Saul_Landau,Valerie_Landau
Antonio_Fargas,Justin_Fargas
Beatriz_Enríquez_de_Arana,Ferdinand_Columbus
Seema_Deo,Abhinay_Deo
Chiang_Ching-kuo,John_Chiang_(Taiwan)
Rafic_Hariri,Bahaa_Hariri
John_Bettesworth-Trevanion,George_Edmund_Byron_Bettesworth
Polly_Draper,Nat_Wolff
Dina_de_Marco,Rocío_Banquells
R._J._Reynolds,"R._J._Reynolds,_Jr."
Iris_Fontbona,Guillermo_Luksic_Craig
Tarek_Fatah,Natasha_Fatah
James_McCombs,Terry_McCombs
William_Booth,Kate_Booth
Richard_de_Luci,Godfrey_de_Luci
Ehud_Olmert,Shaul_Olmert
Hjalmar_Söderberg,Mikael_Söderberg
Alice_Koroma,Ernest_Bai_Koroma
Kenan,Mahalalel
Dorothea_Jordan,"George_FitzClarence,_1st_Earl_of_Munster"
Shoichiro_Toyoda,Akio_Toyoda
Alexander_Isaakovich_Gelman,Marat_Gelman
Isaac_Webb_(shipbuilder),William_H._Webb
Jay_Catherwood_Hormel,Geordie_Hormel
Eliza_Poe,Edgar_Allan_Poe
Stephen_Stanley_Parker,Stephen_Henry_Parker
Charles_E._Merrill,James_Merrill
Jimmy_Cooper_(The_O.C.),Kaitlin_Cooper
David_K._Wilson,Justin_P._Wilson
Thomas_Jefferson,Martha_Jefferson_Randolph
Edith_Bunker,Gloria_Stivic
Sa'id_al-Shawwa,Rashad_al-Shawwa
Elena_Ceaușescu,Zoia_Ceaușescu
Kiran_Nadar,Roshni_Nadar
Frances_Dee,Jody_McCrea
Gerald_Ford,John_Gardner_Ford
Seán_O'Casey,Breon_O'Casey
Robert_Louis_Stevenson,Lloyd_Osbourne
José_Miguel_Gómez,Miguel_Mariano_Gómez
John_A._Tory,John_Tory
John_C._Bell_(lawyer),Bert_Bell
David_Ker,John_Ker_(planter)
Chester_Bowles,Samuel_Bowles_(economist)
Erico_Aumentado,Erico_Aristotle_Aumentado
Alonso_de_Aragón,Hernando_de_Aragón
Raymond_Kelly,Greg_Kelly
Abiel_Abbot_Low,Abbot_Augustus_Low
Cecile_de_Brunhoff,Laurent_de_Brunhoff
Joanne_H._Alter,Jonathan_Alter
August_Coppola,Nicolas_Cage
Frank_Brett_Noyes,Frances_Noyes_Hart
Emmy_Göring,Edda_Göring
Niles_Crane,Daphne_Moon
Georg_von_Trapp,Maria_Franziska_von_Trapp
James_Earl_Carter_Sr.,Gloria_Carter_Spann
Henry_Sandon,John_Sandon
Alma_Mahler,Anna_Mahler
Fidel_Castro,Alina_Fernández
Efraín_Huerta,David_Huerta
Rosario_Morales,Aurora_Levins_Morales
Edwin_Wijeyeratne,Nissanka_Wijeyeratne
Philip_Wentworth,Henry_Wentworth
Tomáš_Baťa,Thomas_J._Bata
Darius_Ogden_Mills,Ogden_Mills
Joseph_Sargent,Lia_Sargent
Payne_Whitney,John_Hay_Whitney
Aaron_Bancroft,George_Bancroft
Oswald_Mosley,Max_Mosley
Hippolyte_Girardot,Ana_Girardot
"Emily_FitzGerald,_Duchess_of_Leinster","William_FitzGerald,_2nd_Duke_of_Leinster"
Jonah_Piikoi,David_Kahalepouli_Piikoi
Oszkár_Jászi,Andrew_Jaszi
Emmanuelle_Seigner,Morgane_Polanski
Lucy_of_Bolingbroke,"William_de_Roumare,_Earl_of_Lincoln"
Marlon_Brando,Stephen_Blackehart
William_Saroyan,Aram_Saroyan
Barry_O'Keefe,Andrew_O'Keefe
Robert_Taft_Jr.,Bob_Taft
Murasoli_Maran,Dayanidhi_Maran
Jesús_Silva_Herzog,Jesús_Silva_Herzog_Flores
"Eric_Lubbock,_4th_Baron_Avebury","Lyulph_Lubbock,_5th_Baron_Avebury"
Edwin_G._Preis,Phil_Preis
Lin_Biao,Lin_Liheng
Rex_Harrison,Carey_Harrison
Donald_Trump,Eric_Trump
Martha_Ross,Paul_Ross
Jacqui_Hawkins,Sally_Hawkins
Gaius_Julius_Caesar_(Rome_character),Caesarion
Gandhari_(character),Duryodhana
Nossis,Melinno
Manuel_Bulnes,Lucia_Bulnes_de_Vergara
Robert_H._Kittleman,Allan_H._Kittleman
She_Saihua,Yang_Yanzhao
"Walter_R._Tucker,_Jr.",Walter_R._Tucker_III
William_Randolph_Hearst_Jr.,William_Randolph_Hearst_III
Marisol_(actress),María_Esteve
Ron_Paul,Rand_Paul
Tokugawa_Ieyasu,Matsudaira_Nobuyasu
Zsa_Zsa_Gabor,Francesca_Hilton
Andrew_Parker_Bowles,Tom_Parker_Bowles
Gulzar,Meghna_Gulzar
Jean_Stapleton,John_Putch
Elizabeth_Ramsey,Jaya_(singer)
Rutherford_B._Hayes,Webb_Hayes
Richard_Clement_Moody,Richard_Stanley_Hawks_Moody
Mary_Ball_Washington,Betty_Washington_Lewis
Farooq_Leghari,Awais_Leghari
Henry_Ephron,Nora_Ephron
Dorothy_Kitson,Thomas_Pakington
Béla_H._Bánáthy,Béla_A._Bánáthy
Thomas_Duckett_Boyd,David_French_Boyd
Emilie_Benes_Brzezinski,Mark_Brzezinski
Elizabeth_Aston,Anselm_Audley
Nikollë_Bojaxhiu,Mother_Teresa
Inger_Louise_Valle,Jan_Grund
Otto_Plath,Sylvia_Plath
Diana_Douglas,Joel_Douglas
Meryl_Streep,Mamie_Gummer
Keiko_Han,Megumi_Han
Lillian_Lawrence,Ethel_Grey_Terry
Liao_Chengzhi,Liao_Hui_(politician)
Leander_J._McCormick,L._Hamilton_McCormick
Phelan_Beale,Bouvier_Beale
John_Frederick_Herring_Sr.,John_Frederick_Herring_Jr.
Alick_Downer,Alexander_Downer
John_Cudahy,Patrick_Cudahy
Perry_Richardson_Bass,Robert_Bass
Charles_Palmer-Tomkinson,James_Palmer-Tomkinson
Freddie_Webb,Pinky_Webb
Sushil_Ramgoolam,Navin_Ramgoolam
Fred_Williams_(journalist),James_Alexander_Cowan
Lillian_Spender,Harold_Spender
Eric_Hobsbawm,Julia_Hobsbawm
Urvashi,Pururavas
John_Huston,Allegra_Huston
Edward_Stopford_(British_Army_officer),Edward_Stopford_Claremont
Gene_McNary,Cole_McNary
Blythe_Danner,Jake_Paltrow
"Frances_Bowes-Lyon,_Countess_of_Strathmore_and_Kinghorne","Claude_Bowes-Lyon,_14th_Earl_of_Strathmore_and_Kinghorne"
O._H._Haynes_Jr.,Fred_Haynes
Ole_Michael_Ludvigsen_Selberg,Sigmund_Selberg
Michel_Heine,Alice_Heine
Tere_Ríos,Humbert_Roque_Versace
Charlie_Soong,Soong_Ai-ling
Lillian_Gordy_Carter,Billy_Carter
Mark_Williams_(Holby_City),Chrissie_Williams
"Vere_Harmsworth,_3rd_Viscount_Rothermere","Jonathan_Harmsworth,_4th_Viscount_Rothermere"
Tony_Curtis,Jamie_Lee_Curtis
Anna_M._Harkness,Charles_W._Harkness
Terry_Peck,James_Peck_(artist)
Carlo_Gambino,Thomas_Gambino
William_Brewster_(Mayflower_passenger),Love_Brewster
Henry_Clay_McDowell,Madeline_McDowell_Breckinridge
Carlos_Salinas_de_Gortari,Emiliano_Salinas
Ieu_Koeus,Ieu_Pannakar
Nicholas_Bagenal,"Anne_Sarsfield,_Viscountess_Sarsfield"
Shlomo_Moussaieff_(businessman),Dorrit_Moussaieff
Nena_von_Schlebrügge,Uma_Thurman
Guillermo_Valencia,Josefina_Valencia_Muñoz
Oliver_Cromwell,Bridget_Cromwell
Archie_Parr,George_Berham_Parr
Maurice_R._Greenberg,Evan_G._Greenberg
Diana_Vreeland,Frederick_Vreeland
Feroze_Gandhi,Rajiv_Gandhi
William_Refshauge,Andrew_Refshauge
Maurice_de_Rothschild,Edmond_Adolphe_de_Rothschild
Hugo_Stenbeck,Jan_Stenbeck
Livia_Soprano,Janice_Soprano
Vijaya_Lakshmi_Pandit,Nayantara_Sahgal
Ruhollah_Khomeini,Farideh_Mostafavi
Maurice_Wertheim,Barbara_W._Tuchman
Dorothea_Jordan,Lady_Augusta_Gordon
Eileen_Ryan,Sean_Penn
Barbara_Siggers_Franklin,Carolyn_Franklin
"Frederick_Hervey,_4th_Earl_of_Bristol","John_Hervey,_Lord_Hervey"
Herman_Frederik_Carel_ten_Kate_(artist),Herman_Frederik_Carel_ten_Kate_(anthropologist)
"Jane_Harley,_Countess_of_Oxford_and_Countess_Mortimer","Alfred_Harley,_6th_Earl_of_Oxford_and_Earl_Mortimer"
"Matilda_of_Chester,_Countess_of_Huntingdon",Isobel_of_Huntingdon
Frederick_William_Borden,Harold_Lothrop_Borden
Mikhail_Kalashnikov,Victor_Kalashnikov
George_Palmer_Putnam,Herbert_Putnam
Barbara_Bush,Marvin_Bush
Jaya_Bachchan,Abhishek_Bachchan
Caroline_Ingalls,Mary_Ingalls
Peter_Jefferson,Thomas_Jefferson
Lyman_Beecher_Kellogg,Vernon_Lyman_Kellogg
Shimon_Peres,Tsvia_Walden
John_Brice_Jr.,James_Brice
Jeff_Tracy,John_Tracy_(Thunderbirds)
Robert_White_(West_Virginia_senator),Robert_White_(judge)
Olive_Osmond,Jimmy_Osmond
"Alfredo_d'Escragnolle_Taunay,_Viscount_of_Taunay",Afonso_d'Escragnolle_Taunay
Donna_Harun,Ricky_Harun
K._B._Lall,Rajiv_Lall
Duncan_Cameron_Fraser,Alistair_Fraser
William_W._Knight_(publisher),Phil_Knight
Francis_Bowes_Sayre_Sr.,Francis_Bowes_Sayre_Jr.
Cynthia_Weil,Jenn_Mann
Edwin_Schlossberg,Rose_Schlossberg
Klaus_Kinski,Nastassja_Kinski
Johann_I_(Habsburg-Laufenburg),Johann_II_(Habsburg-Laufenburg)
Aaron_Spelling,Randy_Spelling
Philip_Darnall,Henry_Darnall
Bryan_Procter,Adelaide_Anne_Procter
"Robert_Gascoyne-Cecil,_5th_Marquess_of_Salisbury","Robert_Gascoyne-Cecil,_6th_Marquess_of_Salisbury"
Susannah_York,Orlando_Wells
"Beatrice_of_Navarre,_Duchess_of_Burgundy","Isabella_of_Burgundy,_Queen_of_Germany"
Maud_Chaworth,"Henry_of_Grosmont,_1st_Duke_of_Lancaster"
Lance_Anderson,David_LeRoy_Anderson
Oswaldo_Payá,María_Payá_Acevedo
Ron_Dellums,Piper_Dellums
Esther_Rantzen,Rebecca_Wilcox
"Hermione_Cobbold,_Baroness_Cobbold","David_Lytton-Cobbold,_2nd_Baron_Cobbold"
Maud_Chaworth,"Blanche_of_Lancaster,_Baroness_Wake_of_Liddell"
Jamsetji_Tata,Ratanji_Tata
Habib_Bourguiba,"Habib_Bourguiba,_Jr."
Natalie_Wood,Natasha_Gregson_Wagner
Joseph_R._Knowland,William_F._Knowland
Thomas_Browne_(died_1597),Richard_Browne_(died_%3F1614)
Miangul_Aurangzeb,Miangul_Mahmud_Aurangzeb
Eva_Grlić,Rajko_Grlić
Anastasio_Somoza_García,Lillian_Somoza_Debayle
Francisco_José_Jattin_Safar,Zulema_Jattin_Corrales
William_Worsley,Marcus_Worsley
Michael_Keaton,Sean_Douglas_(songwriter)
Bess_Truman,Margaret_Truman
Ali_ibn_Husayn_Zayn_al-Abidin,Muhammad_al-Baqir
Athina_Livanos,Christina_Onassis
Tony_Benn,"Stephen_Benn,_3rd_Viscount_Stansgate"
André_Thome,Jacqueline_Thome-Patenôtre
Susanna_Cole,William_Hutchinson_(Rhode_Island)
Robert_Barrington-Ward,Mark_Barrington-Ward
Harold_Beauchamp,Katherine_Mansfield
Birger_Jarl,Rikissa_Birgersdotter
Christian_Shephard,Jack_Shephard
"Thomas_Villiers,_1st_Earl_of_Clarendon",George_Villiers_(1759–1827)
Eli_Oberstein,Maurice_Oberstein
Thomas_H._Hubbard,Bela_Hubbard
Richard_Cheatham,Richard_Boone_Cheatham
Leverett_Saltonstall_I,Leverett_Saltonstall
"Mildmay_Fane,_2nd_Earl_of_Westmorland","Vere_Fane,_4th_Earl_of_Westmorland"
Vehbi_Koç,Semahat_Sevim_Arsel
Ray_Lee_Hunt,Hunter_L._Hunt
"Luther_Halsey_Gulick,_Sr.",Luther_Gulick_(physician)
Kim_Il-sung,Kim_Jong-il
"Charles_W._Engelhard,_Jr.",Sally_E._Pingree
Abram_Nicholas_Pritzker,Robert_Pritzker
John_Foster_Dulles,Avery_Dulles
Samuel_Cabot_Jr.,James_Elliot_Cabot
"Sir_George_Elliot,_1st_Baronet","Sir_George_Elliot,_2nd_Baronet"
Xi_Zhongxun,Xi_Jinping
Dési_Bouterse,Dino_Bouterse
Leonard_Katzman,Sherill_Lynn_Rettino
Thomas_Hanford,Samuel_Hanford
Jennifer_Kendal,Karan_Kapoor
Mads_Langaard,Christian_Langaard
Sharon_Maughan,Alice_Eve
Eleutheros_Cooke,Henry_D._Cooke
Gisou_Lamothe,Laurent_Lamothe
Courtney_Love,Frances_Bean_Cobain
Kunti-Bhoja,Kunti
Minnie_Marx,Harpo_Marx
Colin_McEvedy,Allegra_McEvedy
R._Nagendra_Rao,R._N._Krishna_Prasad
Mark_Fiennes,Ralph_Fiennes
William_C._Durant,Cliff_Durant
Winthrop_M._Crane,Bruce_Crane_(businessman)
Guru_Har_Rai,Guru_Har_Krishan
Philip_de_Valognes,William_de_Valognes
Augustine_Washington,Lawrence_Washington_(1718–1752)
Walter_Sisulu,Lindiwe_Sisulu
Qabil_Ajmeri,Zafar_Qabil_Ajmeri
Austin_Phelps,Moses_Stuart
Larry_Ellison,David_Ellison
Ruby_Dee,Guy_Davis_(musician)
Mohammad_Mofatteh,Mohammad_Mehdi_Mofatteh
Minamoto_no_Yoritomo,Minamoto_no_Sanetomo
Guy_Standing,Kay_Hammond
J._Paul_Getty,Gordon_Getty
Momofuku_Ando,Koki_Ando
Mark_Trafton,Adeline_Trafton
Randolph_Churchill,Winston_Churchill_(1940–2010)
William_Booth,Herbert_Booth
Jennifer_Lash,Joseph_Fiennes
Jim_Belushi,Robert_Belushi
Gaston_Maspero,Henri_Maspero
Shantanu,Bhishma
Lady_Charlotte_Guest,"Edward_Ponsonby,_8th_Earl_of_Bessborough"
Nina_Auchincloss_Straight,Hugh_Auchincloss_Steers
Janet_Lee_Bouvier,Jacqueline_Kennedy_Onassis
James_C._Quayle,Dan_Quayle
Al_Avila,Alex_Avila
Hayley_Mills,Crispian_Mills
Doug_Holyday,Stephen_Holyday
Jay_Gould,Anna_Gould
William_Shawn,Wallace_Shawn
Pablo_Cuneta,Sharon_Cuneta
Sigismund_Zinzan,Charles_Zinzan
William_North_Rice,Edward_Loranus_Rice
Lawrence_Rocks_(chemist),Burton_Rocks
Kalyan_Sundaram,Vivan_Sundaram
Henry_Jarecki,Eugene_Jarecki
Elaine_Madsen,Virginia_Madsen
"Kingdon_Gould,_Sr.",Edith_Kingdon_Gould
Max_Ruddock,Philip_Ruddock
Balan_K._Nair,Meghanathan
Daniel_Auteuil,Aurore_Auteuil
Martín_De_León,Silvestre_De_León
Arthur_B._Hancock,"Arthur_B._Hancock,_Jr."
Birgit_Rausing,Jörn_Rausing
Pliny_Earle_I,Thomas_Earle
Giovanna_Berneri,Marie-Louise_Berneri
Nauman_Scott,Jock_Scott
"George_Gordon,_4th_Earl_of_Huntly","George_Gordon,_5th_Earl_of_Huntly"
William_Thomas_Waggoner,Guy_Waggoner
Hetty_Green,Edward_Howland_Robinson_Green
Thomas_J._Autzen,Thomas_E._Autzen
Faye_Wong,Leah_Dou
Sally_Quinn,Quinn_Bradlee
Frederick_Frelinghuysen_(general),John_Frederick_Frelinghuysen
John_Chiang_(Taiwan),Chiang_Wan-an
"Elizabeth_Gordon,_Countess_of_Huntly","George_Gordon,_5th_Earl_of_Huntly"
Drupada,Dhrishtadyumna
Samuel_Curtis_Johnson_Jr.,Winnie_Johnson-Marquart
A._Linwood_Holton_Jr.,Anne_Holton
François-Théodore_Savoie,Joseph-Alcide_Savoie
