William_Robert_Spencer,Aubrey_Spencer
Stacy_Keach_Sr.,James_Keach
Sun_Fo,Nora_Sun
Loretta_Young,Peter_Lewis_(musician)
John_F._Kennedy,Patrick_Bouvier_Kennedy
Daniel_O'Connell,Ellen_Bridget_O'Connell
Pat_Harrington_Sr.,Pat_Harrington_Jr.
Esther_Wojcicki,Anne_Wojcicki
Andries_Pretorius,Marthinus_Wessel_Pretorius
Sybil_Thorndike,Christopher_Casson
George_MacKinnon_Wrong,Edward_Murray_Wrong
Han_Solo,Kylo_Ren
Nancy_Walker_Bush_Ellis,Joe_Ellis
Philomena_Lynott,Phil_Lynott
Bradford_Meade,Alexis_Meade
Léopold_Louis-Dreyfus,Charles_Louis-Dreyfus
William_Brewster_(Mayflower_passenger),Jonathan_Brewster
Emil_Walter,Emil_J._Walter
T._P._Madhavan,Raja_Krishna_Menon
Phoebe_Nicholls,Tom_Sturridge
Ted_Koppel,Andrea_Koppel
Amitabh_Bachchan,Abhishek_Bachchan
Diana_Ross,Evan_Ross
Betty_Lou_Bredemus,Lisa_Roberts_Gillan
Sila_María_Calderón,María_Elena_González_Calderón
Gregory_Blaxland,John_Blaxland_(politician)
Roy_R._Theriot,Sam_H._Theriot
Victoria_Aitken,"Louis_Spencer,_Viscount_Althorp"
Robert_Holmes_à_Court,Peter_Holmes_à_Court
Ulysses_S._Grant,Jesse_Root_Grant
Edvard_Isak_Hambro_Bull,"Edvard_Bull,_Sr."
Debbie_Reynolds,Carrie_Fisher
Nigel_Lawson,Nigella_Lawson
Mahesh_Kothare,Adinath_Kothare
Chester_C._Bolton,Oliver_P._Bolton
Pierre-Julien-Léonidas_Bissonnette,Bernard_Bissonnette
Priscilla_Paetsch,Johann_Sebastian_Paetsch
Lev_Dobriansky,Paula_Dobriansky
William_Czar_Bradley,Jonathan_Dorr_Bradley
Julio_Nakpil,Juan_Nakpil
George_Washington_Woodward,George_A._Woodward
Ernst_Reuter,Edzard_Reuter
Benjamin_Pavy,Carl_Weiss
Jonas_Bloch,Débora_Bloch
Hubba_bint_Hulail,Abd-al-Dar_ibn_Qusai
Carol_Arthur,Michael_DeLuise
Pankaj_Kapur,Shahid_Kapoor
Rupert_Murdoch,Lachlan_Murdoch
Regina_Mills,Mary_Margaret_Blanchard
José_Eduardo_dos_Santos,José_Filomeno_dos_Santos
Emanuel_Lehman,Philip_Lehman
Bijou_Heron,Henry_Miller_(actor)
Sylvia_Llewelyn_Davies,Peter_Llewelyn_Davies
Goldie_Hawn,Wyatt_Russell
Jacqueline_Kennedy_Onassis,John_F._Kennedy_Jr.
Harry_Jenkins_Sr.,Harry_Jenkins
Edgar_Elbakyan,Armen_Elbakyan
Clive_Brook,Lyndon_Brook
Christopher_Wordsworth_(Trinity),John_Wordsworth_(scholar)
Monique_Evans,Bárbara_Evans
"Cecil_Calvert,_2nd_Baron_Baltimore","Charles_Calvert,_3rd_Baron_Baltimore"
Nancy_Gates,Chip_Hayes
Alicia_Vergel,Beverly_Vergel
Karol_Stanisław_Radziwiłł_(1669–1719),Karolina_Teresa_Radziwiłł
Lillete_Dubey,Ira_Dubey
Moncena_Dunn_(inventor),Everett_Dunn
Kathleen_Kennedy_Townsend,Kerry_Kennedy
Teresa_Carpio,T.V._Carpio
Kalvakuntla_Chandrashekar_Rao,K._Kavitha
Iris_Fontbona,Andrónico_Luksic_Craig
William_Jennings_Bryan,Ruth_Bryan_Owen
Howard_Marks,Amber_Marks
Louis_Verreycken,Louis-François_Verreycken
Indu_Jain,Vineet_Jain
José_Sarney,Fernando_Sarney
George_Sibley_Johns,Orrick_Glenday_Johns
Nicholas_Bacon_(Lord_Keeper),Francis_Bacon
Arthur_Ellis_Franklin,Cecil_Franklin
Jacob_Safra,Edmond_Safra
Will_Geer,Ellen_Geer
Frank_Fertitta_Jr.,Frank_Fertitta_III
Winnemucca_(Paiute_leader),Sarah_Winnemucca
Joan_Blondell,Norman_Powell_(television_executive)
Pappa_Umanath,U._Vasuki
Saeed_Jaffrey,Sakina_Jaffrey
Daniel_O'Connell,Maurice_O'Connell_(MP)
Ralph_Abernathy,Ralph_David_Abernathy_III
Aristeidis_Alafouzos,Giannis_Alafouzos
Frank_Griffiths,Arthur_Griffiths_(businessman)
Nicolas_Chopin,Ludwika_Jędrzejewicz
C._M._Woolf,Rosemary_Woolf
Motilal_Nehru,Vijaya_Lakshmi_Pandit
Lettice_Knollys,"Robert_Devereux,_2nd_Earl_of_Essex"
"William_Murray,_1st_Earl_of_Dysart","Elizabeth_Maitland,_Duchess_of_Lauderdale"
Bun_Rany,Hun_Manet
Renee_Roberts,Rosemary_Frankau
Gregorio_Walerstein,Mauricio_Walerstein
Jean-Baptiste_Romuald_Fiset,Eugène_Fiset
Gudrun_Fiil,Gerda_Fiil
Sydney_Sturgess,Hayward_Morse
Senzangakhona_kaJama,Dingane_kaSenzangakhona
Nigel_Lawson,Dominic_Lawson
Satyendra_Chandra_Mitra,Aroti_Dutt
Servilia_of_the_Junii,Marcus_Junius_Brutus_(Rome_character)
M._B._Shetty,Rohit_Shetty
William_Frank_Buckley_Sr.,Priscilla_Buckley
"Wenefryde_Scott,_10th_Countess_of_Dysart","Rosamund_Greaves,_11th_Countess_of_Dysart"
Stanley_Lupino,Ida_Lupino
Aung_San_Suu_Kyi,Alexander_Aris
Olof_Palme,Mårten_Palme
María_Eugenia_Rojas_Correa,Samuel_Moreno_Rojas
"Sir_Charles_Tennant,_1st_Baronet",Harold_Tennant
Stanisław_Krzyżanowski,Irena_Sendler
Nigel_Calder,Simon_Calder
Ernie_Lively,Blake_Lively
Frank_Jay_Gould,Dorothy_Gould_Burns
Arnie_Morton,Peter_Morton
Sahu_Shanti_Prasad_Jain,Ashok_Kumar_Jain
Halime_Hatun,Osman_I
Daniel_Massey_(manufacturer),Hart_Massey
Kalvakuntla_Chandrashekar_Rao,K._T._Rama_Rao
James_Sloyan,Samantha_Sloyan
Moshe_Feinstein,Reuven_Feinstein
Ron_Hayter,Sparkle_Hayter
"Alice_Spencer,_Countess_of_Derby","Anne_Stanley,_Countess_of_Castlehaven"
Per_Pallesen,Trine_Pallesen
William_Pearce_Howland,William_Holmes_Howland
Frederick_Debartzch_Monk,Frederick_Arthur_Monk
Sigurd_Astrup,Harald_Astrup
Joseph-Octave_Arsenault,Joseph-Félix_Arsenault
William_Booth,Lucy_Booth
Thomas_Betts,John_Bartlett_(Connecticut_politician)
George_N._Stearns,Avis_Stearns_Van_Wagenen
Dorothy_Howell_Rodham,Tony_Rodham
Charlotte_Hennessey,Mary_Pickford
William_Bayard_Cutting,Bronson_M._Cutting
George_Haven_Putnam,Palmer_Cosslett_Putnam
Christian_Troy,Matt_McNamara
Bettino_Craxi,Stefania_Craxi
Gamini_Dissanayake,Mayantha_Dissanayake
"Malouf_Abraham,_Sr.","Malouf_Abraham,_Jr."
Vladimir_Nabokov,Dmitri_Nabokov
N._F._S._Grundtvig,Svend_Grundtvig
Dina_Pathak,Supriya_Pathak
Susanna_Hall,Elizabeth_Barnard
Paul_Newman,Melissa_Newman
Margaret_Bingham,"Lavinia_Spencer,_Countess_Spencer"
Mary_Sibbet_Copley,Alice_Cornelia_Thaw
Pierre_Peugeot,Thierry_Peugeot
Dick_Cusack,Ann_Cusack
Nicholas_Porter_Earp,Wyatt_Earp
Mao_Anqing,Mao_Xinyu
Gilbert_Peterson,Jesse_Peterson
Prithviraj_Kapoor,Shashi_Kapoor
Zarina_Baloch,Ayaz_Latif_Palijo
Lazare_Carnot,Hippolyte_Carnot
Larry_MacPhail,Bill_MacPhail
Martin_Luther_King_Jr.,Yolanda_King
Siti_Hasmah_Mohamad_Ali,Mukhriz_Mahathir
Fernanda_Montenegro,Fernanda_Torres
"Alfredo_d'Escragnolle_Taunay,_Viscount_of_Taunay",Afonso_d'Escragnolle_Taunay
George_H._W._Bush,Jeb_Bush
Ildebrando_Zacchini,Edmondo_Zacchini
Chiura_Obata,Gyo_Obata
"Vere_Fane,_4th_Earl_of_Westmorland",Mildmay_Fane
Rose_McConnell_Long,Russell_B._Long
Shirley_Kuo,Christina_Liu
Emilie_Benes_Brzezinski,Mika_Brzezinski
Benjamin_A._Smith_II,Ben_Smith_(ice_hockey_coach)
Ralph_Norman_Bauer,Carl_W._Bauer
Sidney_Poitier,Sydney_Tamiia_Poitier
Sting_(musician),Mickey_Sumner
Tarek_Fatah,Natasha_Fatah
Elizabeth_Hurley,Damian_Hurley
William_Henry_Vanderbilt,Frederick_William_Vanderbilt
Charles_Ingalls,Caroline_Ingalls
Jean-Baptiste_Pastor,Gildo_Pastor
Bob_Jones_III,Stephen_Jones_(administrator)
P._C._Cast,Kristin_Cast
Charles_Fleetford_Sise,Paul_Fleetford_Sise
Hamideh_Kheirabadi,Soraya_Ghasemi
Shirley_Jones,Shaun_Cassidy
David_Belden_Lyman,Frederick_S._Lyman
"Charles_Morgan,_1st_Baron_Tredegar","Godfrey_Morgan,_1st_Viscount_Tredegar"
Freddie_Webb,Jason_Webb_(basketball)
Nagavally_R._S._Kurup,Venu_Nagavally
Clifton_Fadiman,Anne_Fadiman
Glenda_Farrell,Tommy_Farrell
Ted_Arison,Micky_Arison
Hershel_Greene,Maggie_Greene
Brice_Mutton,Lerryn_Mutton
Elisabeth_von_Rapperswil,Johann_I_(Habsburg-Laufenburg)
Jan_Stenbeck,Hugo_Stenbeck
K._Subrahmanyam,Sanjay_Subrahmanyam
Charlton_Heston,Fraser_Clarke_Heston
Jill_Balcon,Daniel_Day-Lewis
Enid_Hammerman,Robert_S._Rivkin
Rade_Šerbedžija,Lucija_Šerbedžija
Konstantinos_Mitsotakis,Kyriakos_Mitsotakis
Noah_in_Islam,Ham_(son_of_Noah)
Richard_Hilton,Conrad_Hilton
Vijaygupta_Maurya,Nagendra_Vijay
Ai_(chimpanzee),Ayumu_(chimpanzee)
Soni_Razdan,Alia_Bhatt
William_%22Billy%22_Nungesser,Billy_Nungesser
Ann_Parker_Bowles,Andrew_Parker_Bowles
Ricardo_C._Puno,Ronaldo_Puno
"Sir_Gilbert_Elliot,_2nd_Baronet,_of_Minto",Jean_Elliot
Donald_W._Riegle_Sr.,Donald_W._Riegle_Jr.
"Alastair_Gordon,_6th_Marquess_of_Aberdeen_and_Temair","Alexander_Gordon,_7th_Marquess_of_Aberdeen_and_Temair"
Christopher_Smart,Elizabeth_Anne_Le_Noir
Anuradha_(actress),Abhinayashree
Jack_Hemingway,Margaux_Hemingway
Due_South_characters,Benton_Fraser
Charles_Kushner,Joshua_Kushner
William_de_Valognes,Henry_de_Baliol
Orville_Freeman,Michael_O._Freeman
"Caroline_Fox,_1st_Baroness_Holland",Charles_James_Fox
Fred_Flintstone,Pebbles_Flintstone
Thomas_of_Galloway,"Padraig,_Earl_of_Atholl"
Rose_Kennedy,Joseph_P._Kennedy_Jr.
"John_Russell,_1st_Earl_of_Bedford","Francis_Russell,_2nd_Earl_of_Bedford"
John_Bowring,Edgar_Alfred_Bowring
Opochtli_Iztahuatzin,Acamapichtli
Paul_Mellon,Timothy_Mellon
Anthony_J._Celebrezze,Anthony_J._Celebrezze_Jr.
Howard_Shannon,Dave_Shannon
Joe_Ricketts,Pete_Ricketts
Bernadette_Devlin_McAliskey,Róisín_McAliskey
Frederick_T._B._Young,Frederick_C._Young
Gervase_de_Cornhill,Reginald_de_Cornhill
Zhao_Hongyin,Gao_Huaide
Julien_Green,Éric_Jourdan
"Henrietta_Ponsonby,_Countess_of_Bessborough","William_Ponsonby,_1st_Baron_de_Mauley"
Edward_Baines_(1774–1848),Thomas_Baines_(journalist)
"Sir_Allan_Maclean,_3rd_Baronet","Sir_John_Maclean,_4th_Baronet"
Calvin_Coolidge,John_Coolidge
Sylvana_Tomaselli,"Edward_Windsor,_Lord_Downpatrick"
Richard_Cheatham,Boyd_M._Cheatham
George_Mason,Thomas_Mason_(1770–1800)
Idries_Shah,Safia_Shah
José_P._Laurel,José_Laurel_III
Aldo_Leopold,A._Carl_Leopold
Alfred_Shea_Addis,Yda_Hillis_Addis
Mary_Benson,E._F._Benson
John_W._Summers,Hope_Summers
Saraswathi_Gora,Lavanam
Lee_Grant,Dinah_Manoff
Cal_Turner,Cal_Turner_Jr.
P._Bharathiraja,Manoj_Bharathiraja
Kelsey_Grammer,Greer_Grammer
Byron_Darnton,John_Darnton
Suzanne_Mubarak,Gamal_Mubarak
Cyril_Cusack,Catherine_Cusack
Adeyemi_Afolayan,Aremu_Afolayan
"James_Hamilton,_2nd_Marquess_of_Hamilton","William_Hamilton,_2nd_Duke_of_Hamilton"
Prahlada,Virochana
Ngô_Đình_Nhu,Ngô_Đình_Lệ_Quyên
Katherine_Cassavetes,John_Cassavetes
Louis_Schmeisser,Hans_Schmeisser
William_Benjamin_Carpenter,William_Benjamin_Carpenter
Amarsinh_Chaudhary,Tushar_Amarsinh_Chaudhary
Otto_Frank,Margot_Frank
Ann_Richards_(actress),Mark_Angelo
Vehbi_Koç,Semahat_Sevim_Arsel
Mark_Antony_(Rome_character),Cleopatra_Selene_II
Geoffrey_Chaucer,Thomas_Chaucer
Imam_Baksh_Pahalwan,Goga_Pahalwan
Fred_C._Koch,Frederick_R._Koch
Henry_Wadsworth_Longfellow,Alice_Mary_Longfellow
Eliza_Clayland_Tomlinson_Foster,Morrison_Foster
Indira_Gandhi,Rajiv_Gandhi
Elizabeth_Zimmerman,Sara_Duterte
Anne_Valliant_Burnett_Tandy,Anne_Windfohr_Marion
Mykhailo_Kotsiubynsky,Yuriy_Kotsiubynsky
Neoptolemus_I_of_Epirus,Arybbas_of_Epirus
Will_Smith,Jaden_Smith
Majel_Barrett,Rod_Roddenberry
Hildebrand_Gurlitt,Cornelius_Gurlitt_(art_collector)
Isadora_Bennett,Susan_Reed_(singer)
Anthony_Newley,Tara_Newley
Aivars_Leimanis,Elza_Leimane
Essam_El-Haddad,Gehad_El-Haddad
Moon_Moon_Sen,Raima_Sen
André_Thome,Jacqueline_Thome-Patenôtre
"William_King-Noel,_1st_Earl_of_Lovelace","Ralph_King-Milbanke,_2nd_Earl_of_Lovelace"
Thomas_Seamer,Matthew_Seymour
Rose_Friedman,David_D._Friedman
Richard_Basset,William_Basset
Alfred_Saunders,Sarah_Page_(prohibitionist)
Rufus_King,Charles_King_(Columbia_University_president)
Cynthia_Hedge-Morrell,Jean-Paul_Morrell
Bing_Crosby,Harry_Crosby_(businessman)
Jeff_Tracy,Scott_Tracy
Santo_Trafficante_Sr.,Santo_Trafficante_Jr.
Manuel_Clouthier,Manuel_Clouthier_Carrillo
Abel_Seyler,Ludwig_Erdwin_Seyler
Jeevan_(actor),Kiran_Kumar
A._Alfred_Taubman,Robert_S._Taubman
Supriya_Pilgaonkar,Shriya_Pilgaonkar
Richard_K._Call,Ellen_Call_Long
Pat_Carroll_(actress),Tara_Karsian
Zainab_bint_Muhammad,Umamah_bint_Zainab
"Carmen_Polo,_1st_Lady_of_Meirás","Carmen_Franco,_1st_Duchess_of_Franco"
Gerald_Rudolff_Ford,Thomas_Gardner_Ford
Alojz_Rebula,Alenka_Rebula_Tuta
William_Locke_Brockman,Henry_Brockman_(Australian_politician)
Erland_Frisvold,Paal_Frisvold_(born_1908)
Rashid_bin_Saeed_Al_Maktoum,Hamdan_bin_Rashid_Al_Maktoum
Tian_Han,Tian_Dawei
James_Melvin_Scott,Cordelia_Mendoza
Ko_Yong-hui,Kim_Jong-un
John_Randolph_(politician),Peyton_Randolph
Louis_Malle,Gila_von_Weitershausen
Wan_Li,Wan_Jifei
Brian_Miller_(actor),Sadie_Miller
William_R._Day,Stephen_A._Day
Weston_Adams_(diplomat),Wallace_Adams-Riley
César_Gaviria,Simón_Gaviria_Muñoz
Edwin_Schlossberg,Rose_Schlossberg
Kitty_Dukakis,John_Dukakis
Jerome_Schottenstein,Jay_Schottenstein
César_Ramírez_(actor),Ace_Vergel
Maggie_Smith,Toby_Stephens
Brett_Somers,Adam_Klugman
John_Allan_Wyeth,Marion_Sims_Wyeth
"Charles_Brandon,_1st_Duke_of_Suffolk","Charles_Brandon,_3rd_Duke_of_Suffolk"
Dennis_Roldan,Michele_Gumabao
B._V._Nimbkar,Nandini_Nimbkar
Solange_Gemayel,Nadim_Gemayel
Theodore_Roosevelt_Jr.,Theodore_Roosevelt_III
Arthur_Waugh,Evelyn_Waugh
Queen_Hemas,Princess_Mangkubumi
Theodore_van_Houten,Jelka_van_Houten
Abel_Seyler,Abel_Seyler_the_Younger
Edwin_Henry_Mason_Smith,Edwin_Smith_(rower)
Walter_Pagel,Bernard_Pagel
Cécile_Aubry,Mehdi_El_Glaoui
B._C._Gowrishankar,Rakshita
Sergei_Bondarchuk,Natalya_Bondarchuk
Drauzin_Angelle,Paul_Hardy
Mohan_V._Raman,Vidyullekha_Raman
Harekrushna_Mahatab,Bhartruhari_Mahtab
Giacomo_Rossi_Stuart,Kim_Rossi_Stuart
Sheikh_Fazilatunnesa_Mujib,Sheikh_Kamal
Charles_S._Whitehouse,Sheldon_Whitehouse
Mark_Antony,Antonia_Minor
Pierre_Dupuy_(diplomat),Michel_Dupuy
Coelho_Neto,Preguinho
James_Roosevelt_I,Franklin_D._Roosevelt
James_Heller,Audrey_Raines
Anna_Gmeyner,Eva_Ibbotson
Gail_Boggs,Mattie_Larson
Gary_Files,Gemma_Files
Konstantinos_Mitsotakis,Dora_Bakoyannis
William_Plumer,"William_Plumer,_Jr."
William_Russell_(actor),Alfred_Enoch
"Thelma_Furness,_Viscountess_Furness","William_Anthony_Furness,_2nd_Viscount_Furness"
Tahir_Hussain,Aamir_Khan
Hawise_of_Monmouth,Baderon_of_Monmouth
Ricardo_C._Puno,Dong_Puno
Robert_Altman,Robert_Reed_Altman
Philip_de_Valognes,William_de_Valognes
Lillian_Elliott,Lloyd_Corrigan
Cheyenne_Brando,Tuki_Brando
Keith_Andes,Mark_Andes
Krzysztof_Mikołaj_%22the_Thunderbolt%22_Radziwiłł,Krzysztof_Radziwiłł
Peter_Jefferson,Thomas_Jefferson
Mamphela_Ramphele,Hlumelo_Biko
Tessa_Dahl,Sophie_Dahl
Mary_Todd_Lincoln,Robert_Todd_Lincoln
Johan_H._Andresen_jr.,Alexandra_Andresen
Carole_Middleton,"Catherine,_Duchess_of_Cambridge"
Yoel_Judah,Josiah_Judah
Ham_(son_of_Noah),Canaan_(son_of_Ham)
Lynne_Franks,Josh_Howie
Leslie_Mann,Maude_Apatow
James_H._Ganong,Howard_P._Whidden
"Henry_III,_Count_of_Bar","Edward_I,_Count_of_Bar"
Wrightson_Mundy,Francis_Noel_Clarke_Mundy
Alma_Mahler,Anna_Mahler
John_Steinbeck,Thomas_Steinbeck
Thomas_J._Watson,Arthur_K._Watson
Dorothy_Kitson,Thomas_Pakington
Betty_Ford,Steven_Ford
Levi_Lincoln_Sr.,Enoch_Lincoln
Ray_Farabee,David_Farabee
Michel_Besnier,Marie_Besnier_Beauvalot
Ross_Rival,Maja_Salvador
Cecelia_Ager,Shana_Alexander
John_Cullum,JD_Cullum
Tokugawa_Hidetada,Tokugawa_Masako
Richard_of_Salerno,Roger_of_Salerno
Beatrice_Gray,Billy_Gray_(actor)
Joy_Page,Gregory_Orr_(filmmaker)
L._Ron_Hubbard,Ronald_DeWolf
Arnold_Lobel,Adrianne_Lobel
Philip_Dorsheimer,William_Dorsheimer
Jerry_Van_Dyke,Kelly_Jean_Van_Dyke
Cybill_Shepherd,Clementine_Ford
George_Abrán_Gonzales,Javier_Gonzales
Ian_Balding,Andrew_Balding
Clara_Harris,Henry_Riggs_Rathbone
Donald_Fisher,William_S._Fisher
Jean_Pirro,André_Pirro
Peter_L._Pond,Arn_Chorn-Pond
Leonid_Latynin,Yulia_Latynina
John_Whipple_(settler),Joseph_Whipple
W._Page_Keeton,Carole_Keeton_Strayhorn
Shiranthi_Rajapaksa,Namal_Rajapaksa
Pamela_Chopra,Uday_Chopra
Fujiwara_no_Otomuro,Emperor_Heizei
Gu_Kailai,Bo_Guagua
Krzysztof_Mikołaj_%22the_Thunderbolt%22_Radziwiłł,Janusz_Radziwiłł_(1579–1620)
Firouz_Nosrat-ed-Dowleh_III,Mozaffar_Firouz
Wilbert_Awdry,Christopher_Awdry
Alan_Landsburg,Valerie_Landsburg
Ethel_Roosevelt_Derby,Edith_Derby_Williams
Ileana_Jacket,Sonya_Smith
Louisa_Lawson,Henry_Lawson
Y._S._Vijayamma,Y._S._Jaganmohan_Reddy
Bruce_Lee,Brandon_Lee
Francis_A._Nixon,Donald_Nixon
Ian_Balding,Clare_Balding
Eugenio_Lopez_Jr.,Eugenio_Lopez_III
Jonas_Howe,Jonas_H._Howe
"Sir_John_Brunner,_1st_Baronet","Sir_John_Brunner,_2nd_Baronet"
Richard_Dimbleby,Jonathan_Dimbleby
Josiah_Franklin,Jane_Mecom
Betty_Shabazz,Qubilah_Shabazz
Henry_B._Plant,Morton_Freeman_Plant
Thomas_F._Frist_Jr.,"Thomas_F._Frist,_III"
Cokie_Roberts,Rebecca_Roberts
Nelle_Wilson_Reagan,Ronald_Reagan
Imogene_Powers_Johnson,Helen_Johnson-Leipold
Rana_Talia_Muhammad_Khan,Bakhtiar_Rana
Francis_Ford_Coppola,Sofia_Coppola
Francis_Ford_(actor),Philip_Ford_(film_director)
Flora_Payne_Whitney,Whitney_Tower
Susan_Sarandon,Eva_Amurri
"Len_Murray,_Baron_Murray_of_Epping_Forest",David_Murray_(RAF_officer)
Chiang_Fang-liang,Chiang_Hsiao-yung
Kunti,Karna
"Arthur_Nicolson,_1st_Baron_Carnock","Erskine_Nicolson,_3rd_Baron_Carnock"
Junichirō_Koizumi,Kotaro_Koizumi
Ja'far_ibn_Abi_Talib,Awn_ibn_Ja'far
Tessa_Kennedy,Damian_Elwes
Michael_Colle,Josh_Colle
Josiah_Bartlet,Eleanor_Bartlet
Latha_Rajinikanth,Aishwarya_R._Dhanush
Alfred_Daniel_Williams_King,Alveda_King
Nate_Holden,Chris_Holden
Maud_Gonne,Iseult_Gonne
Ken_Follett,Jann_Turner
Susan_Buffett,Peter_Buffett
Olle_Westling,"Prince_Daniel,_Duke_of_Västergötland"
Leland_Stottlemeyer,List_of_Monk_characters
Evelyn_Lauder,William_P._Lauder
Edward_Akufo-Addo,Nana_Akufo-Addo
Tommy_Chong,Marcus_Chong
Albert_Martinez,Alfonso_Martinez_(actor)
Shaheen_Khan,Alam_Khan
James_Mayer_de_Rothschild,Alphonse_James_de_Rothschild
Sumner_Redstone,Brent_Redstone
Samuel_Goldwyn_Jr.,John_Goldwyn
Richard_Shepherd_(producer),Scott_Shepherd_(producer)
Fox_Mulder,List_of_minor_The_X-Files_characters
Nicholas_Wood,Nicholas_Wood_(MP)
Safdar_Hosseini,Fatemeh_Hosseini
Potjaman_Na_Pombejra,Panthongtae_Shinawatra
William_Henry_Draper,Francis_Collier_Draper
Ja'far_ibn_Abi_Talib,Abdullah_ibn_Ja'far
"William_Cecil,_1st_Baron_Burghley","Thomas_Cecil,_1st_Earl_of_Exeter"
Dennis_Shepard,Matthew_Shepard
Felice_Colombo,Nicola_Colombo
Yitzhak_Rabin,Dalia_Rabin-Pelossof
Sheikh_Mujibur_Rahman,Sheikh_Jamal
Nahim_Abraham,"Malouf_Abraham,_Sr."
Carol_Burnett,Carrie_Hamilton
Newton_Steers,Burr_Steers
Ivan_Vakarchuk,Svyatoslav_Vakarchuk
Léonie_Gilmour,Ailes_Gilmour
Jedediah_Strutt,William_Strutt_(inventor)
Tashlultum,Manishtushu
Ninian_Edwards,Albert_Gallatin_Edwards
Maureen_Lipman,Amy_Rosenthal
Chip_Fields,Kim_Fields
Geoffrey_Lewis_(actor),Juliette_Lewis
Randhir_Kapoor,Karisma_Kapoor
Giulio_Andreotti,Lamberto_Andreotti
"Amelia_Osborne,_Marchioness_of_Carmarthen","George_Osborne,_6th_Duke_of_Leeds"
Hans_Rausing,Hans_Kristian_Rausing
Thorvald_Boye,Thore_Boye
David_Janson,Ciara_Janson
Sally_Hemings,Eston_Hemings
Sulla,Cornelia_(daughter_of_Sulla)
William_Brewster_(Mayflower_passenger),Love_Brewster
Norman_Douglas_(politician),Roger_Douglas
Matthew_Halton,Kathleen_Tynan
Benigno_Aquino_Sr.,Benigno_Aquino_Jr.
Inés_Mendoza,Victoria_Muñoz_Mendoza
Pandurang_Pundalik_Fundkar,Akash_Pandurang_Fundkar
Moïse_Plante,Arthur_Plante
Gleb_Botkin,Eugene_Botkin
Mordecai_Richler,Jacob_Richler
Tjuyu,Anen
MacCallum_Grant,John_Moreau_Grant
Ehud_Olmert,Shaul_Olmert
Louisa_Adams,John_Adams_II
"Thomas_Howard,_1st_Earl_of_Berkshire",Edward_Howard_(playwright)
Dan_Duncan,Dannine_Avara
"Vere_Fane,_4th_Earl_of_Westmorland","John_Fane,_7th_Earl_of_Westmorland"
Patrick_McGoohan,Catherine_McGoohan
Catelyn_Stark,Sansa_Stark
Alexander_Arbuthnot_(bishop),Alexander_John_Arbuthnot
Louis_Fles,George_Fles
Warren_A._Bechtel,Kenneth_K._Bechtel
Radha_(actress),Karthika_Nair
Humberto_Zurita,Sebastián_Zurita
Ja'far_ibn_Abi_Talib,Muhammad_ibn_Ja'far
John_Hay,Helen_Hay_Whitney
Eve_Branson,Vanessa_Branson
Alma_Bridwell_White,Arthur_Kent_White
Carmela_Corleone,Sonny_Corleone
Lew_Fields,Dorothy_Fields
Pieter_de_Graeff,Cornelis_de_Witt
George_Gund_II,Graham_Gund
John_Raitt,Bonnie_Raitt
Javed_Akhtar,Farhan_Akhtar
Michael_Thomas_Bass,"Michael_Bass,_1st_Baron_Burton"
Orville_Nave,Frederick_S._Nave
Benedict_Arnold_(congressman),Benedict_Arnold
Leong_On-kei,Sabrina_Ho
María_Félix,Enrique_Álvarez_Félix
Bernard_Gorcey,Leo_Gorcey
Jessie_Harlan_Lincoln,Mary_Lincoln_Beckwith
"Hugh_Percy,_1st_Duke_of_Northumberland","Hugh_Percy,_2nd_Duke_of_Northumberland"
John_Parke_Custis,George_Washington_Parke_Custis
Marlene_Griggs-Knope,Leslie_Knope
Zavida,Miroslav_of_Hum
Paul_Desmarais,"Paul_Desmarais,_Jr."
Arnold_Buffum_Chace,Malcolm_Greene_Chace
Martin_Luther_King_Jr.,Dexter_Scott_King
Nancy_Pelosi,Alexandra_Pelosi
Lady_Annabel_Goldsmith,Jemima_Goldsmith
John_Port_(judge),John_Port_(died_1557)
Behroze_Sabzwari,Shehroz_Sabzwari
Martha_Stewart,Alexis_Stewart
John_Betjeman,Candida_Lycett_Green
Jaime_de_Marichalar,Felipe_de_Marichalar_y_Borbón
Louis_Fles,Barthold_Fles
Muhammad_Mahabat_Khan_III,Muhammad_Dilawar_Khanji
Mathew_Richmond,Andrew_Richmond
"Hugh_Percy,_1st_Duke_of_Northumberland","Elizabeth_Percy,_Duchess_of_Northumberland"
Christopher_Columbus,Diego_Columbus
William_George_Paulson_Townsend,Geoffrey_Paulson_Townsend
Adrienne_Ellis,Laurie_Holden
Peter_Gorman,William_Henry_Gorman
Johan_Skytte,Vendela_Skytte
Jimmy_Hanley,Jenny_Hanley
Robert_Crants_(CEO),"D._Robert_Crants,_III"
Gayle_Conelly_Manchin,Heather_Bresch
Tom_C._Clark,Ramsey_Clark
Stevens_Thomson_Mason_(Virginia),Armistead_Thomson_Mason
Freddy_Heineken,Charlene_de_Carvalho-Heineken
Archibald_Roosevelt,Theodora_Keogh
William_Brewster_(Mayflower_passenger),Thomas_Prence
Lady_Randolph_Churchill,John_Strange_Spencer-Churchill
Alain_Joissains,Sophie_Joissains
John_Decore,Laurence_Decore
Francis_Bell_(New_Zealand_politician),William_Henry_Dillon_Bell
Margaret_Taylor,Richard_Taylor_(general)
Robert_Pritzker,Karen_Pritzker
