Henry_Hadaway,Marvin_Gaye
Matthew_J._Perry,Gerald_Ford
Leigh_Lawson,Hayley_Mills
Arthur_Sewall,Adlai_Stevenson_I
Michael_Bruxner,Joseph_Jackson_(Australian_politician)
Bill_Borthwick,Vasey_Houghton
Erica_Packer,James_Packer
Austen_Chamberlain,"Edward_Stanley,_17th_Earl_of_Derby"
Hareton_Earnshaw,Emily_Brontë
Raymond_Poincaré,Paul_Deschanel
Christopher_Hogwood,Thomas_Dunn_(musician)
Michael_F._Urbanski,Barack_Obama
Rupert_Murdoch,Wendi_Deng_Murdoch
Maya_(mother_of_the_Buddha),Suppabuddha
List_of_Monk_characters,Sarah_Silverman
Ethan_Zobelle,Kurt_Sutter
Trygve_Bratteli,Petter_Jakob_Bjerve
"Arthur_Nicolson,_1st_Baron_Carnock","Charles_Hardinge,_1st_Baron_Hardinge_of_Penshurst"
Miss_Havisham,Florence_Reed
Peter_Sarsgaard,Maggie_Gyllenhaal
Eve_Pollard,Bridget_Rowe
Shah_Nawaz_Bhutto,Bilawal_Bhutto_Zardari
"Harry_K._Thomas,_Jr.",George_W._Bush
Daniel_Meade,Alexis_Meade
Cliff_Huxtable,Bill_Cosby
William_Power_(Canadian_politician),Lawrence_Cannon
Kim_Il-sung,Kim_Tu-bong
Robert_Louis_Stevenson,Ernest_Hemingway
Hetepheres_II,Meresankh_III
Stephen_King,William_Golding
David_Packard,Paul_Nitze
Arlene_White_Lawrence,Arthur_Kent_White
Syed_Ishtiaq_Ahmed,Sufia_Ahmed
John_William_McCormack,Lyndon_B._Johnson
Natalie_Alyn_Lind,Alyvia_Alyn_Lind
"William_Sidney,_1st_Viscount_De_L'Isle",Winston_Churchill
Muwatalli_II,Tudhaliya_IV
Steve_Jobs,Mona_Simpson
"Isabella,_Countess_of_Gloucester","John,_King_of_England"
Edward_W._Mulcahy,Jimmy_Carter
Captain_Spaulding_(Animal_Crackers),Groucho_Marx
James_H._Billington,Bill_Clinton
Aurora_Lacasa,Frank_Schöbel
"George_Curzon,_1st_Marquess_Curzon_of_Kedleston","Edward_Stanley,_17th_Earl_of_Derby"
Jenny_von_Westphalen,Ludwig_von_Westphalen
Frederick_Lothrop_Ames,"Oliver_Ames,_Jr."
Cleveland_Brown,Seth_MacFarlane
Florence_Hackett,Arthur_V._Johnson
"Frederick_Hervey,_4th_Earl_of_Bristol",Lady_Victoria_Hervey
Norman_Cook,Zoë_Ball
Allan_J._Katz,Barack_Obama
Anastasio_Somoza_García,Leonardo_Argüello_Barreto
Laxman_Kumara,Duryodhana
Hugh_Franklin_(suffragist),Alice_Franklin
Osman_Foday_Yansaneh,Ernest_Bai_Koroma
Josip_Broz_Tito,Petar_Stambolić
J._Christopher_Stevens,Barack_Obama
Ben_Pollack,Frank_Sinatra
Anne-Marie_Campora,Jean-Louis_Campora
Édouard_Alphonse_James_de_Rothschild,Alphonse_James_de_Rothschild
Amy_Carter,Jason_Carter_(politician)
Verse_Simmonds,Justin_Bieber
"Sir_Richard_Wrottesley,_7th_Baronet",Thomas_Brand_(senior)
Sage_the_Gemini,Justin_Bieber
Everett_Dirksen,Leverett_Saltonstall
John_Betts_(Connecticut_politician),Samuel_Keeler
Bill_Hudson_(singer),Goldie_Hawn
Kermit_Lipez,Bill_Clinton
Spruille_Braden,Nelson_Rockefeller
Melozzo_da_Forlì,Michelangelo
Yusof_Rawa,Nik_Abdul_Aziz_Nik_Mat
"Thomas_Howard,_1st_Earl_of_Berkshire",William_Fanshawe
"Richard_Grosvenor,_2nd_Marquess_of_Westminster","John_Russell,_1st_Earl_Russell"
John_Quincy_Adams,William_Short_(American_ambassador)
"Henrietta_Howard,_Countess_of_Suffolk",George_Berkeley_(died_1746)
Philippe_Cousteau,Jan_Cousteau
"Gareth_Williams,_Baron_Williams_of_Mostyn","Margaret_Jay,_Baroness_Jay_of_Paddington"
John_Strasberg,Susan_Strasberg
Dasharatha,Kaikeyi
Michael_Heseltine,Edward_Heath
Vanitha_Vijayakumar,Preetha_Vijayakumar
Francis_Mundy,"George_Cavendish,_1st_Earl_of_Burlington"
Assef_Shawkat,Bushra_al-Assad
"Anthony_Joseph_Drexel_Biddle,_Jr.",Arthur_Bliss_Lane
Janil_Puthucheary,Lee_Hsien_Loong
Ann_Parker_Bowles,Tom_Parker_Bowles
"William_Hamilton,_2nd_Duke_of_Hamilton","James_Hamilton,_1st_Duke_of_Hamilton"
Sharad_Pawar,Shankarrao_Chavan
Ian_Watmore,Jon_Shortridge
"Geoffrey_Fitz_Peter,_1st_Earl_of_Essex",Henry_II_of_England
George_Howard_Earle_III,Gifford_Pinchot
Kalsoom_Nawaz_Sharif,Tehmina_Durrani
Bibliography_of_Ulysses_S._Grant,Henry_Wilson
George_Theodore_Mickelson,Merrell_Q._Sharpe
George_Martin,Paul_McCartney
"Frederick_Stanley,_16th_Earl_of_Derby","Granville_Leveson-Gower,_2nd_Earl_Granville"
Wayne_Swan,Elaine_Darling
Neil_Kinnock,"Glenys_Kinnock,_Baroness_Kinnock_of_Holyhead"
Sulla,Marcus_Tullius_Decula
Eliphalet_Lockwood_(deacon),Joseph_Platt
Harry_S._Truman,Dwight_D._Eisenhower
Mamerto_Urriolagoitía,Hernán_Siles_Zuazo
Christopher_Christian_Cox,Blair_Lee_III
Walter_Mondale,Karl_Rolvaag
Susan_Harris,Paul_Junger_Witt
"Sir_Watkin_Williams-Wynn,_10th_Baronet","Sir_Watkin_Williams-Wynn,_9th_Baronet"
Daniel_Buck,Samuel_Hitchcock
Eddie_Lucio_Jr.,Mike_Moncrief
Eleanor_Roosevelt,Franklin_D._Roosevelt
Stanley_Fischer,Barack_Obama
Edmund_Dwyer_Gray_(Irish_politician),John_Gray_(Irish_politician)
Rohitha_Bogollagama,Chandrika_Kumaratunga
Clark_Gregg,Jennifer_Grey
Brad_Pitt,Angelina_Jolie
Aang,Appa_(character)
"Dudley_Ryder,_3rd_Earl_of_Harrowby",William_Ewart_Gladstone
Charles_Morris_(surveyor_general),Jonathan_Belcher_(jurist)
Sundar_Popo,Amitabh_Bachchan
William_A._Clark,Thomas_H._Carter
Joan_Lawrence,Charles_R._Saxbe
Grover_Cleveland,Augustus_Hill_Garland
Etienne_L._de_Mestre,Mary_Ann_Black
Anderson_Cooper,Gloria_Vanderbilt
Jamal_al-Atassi,Salah_al-Din_al-Bitar
Richard_Achilles_Ballinger,James_Rudolph_Garfield
Bernard_Dowiyogo,Bernard_Dowiyogo__1
Alberto_Lim,Benigno_Aquino_III
Meryptah,Amenhotep_III
Samuel_Fitch,Joseph_Platt
Marcia_Bernicat,Barack_Obama
Toni_Jennings,Jeb_Bush
Thomas_Jefferson_and_education,James_Madison
Anna_Diggs_Taylor,Jimmy_Carter
Matthew_Marvin_Jr.,John_Platt_(settler)
Austin_Chapman,Walter_Massy-Greene
Richard_Burton,Elizabeth_Taylor
Vrishasena,Karna
Ellaria_Sand,George_R._R._Martin
Allen_Toussaint,Bonnie_Raitt
Harris_B._McDowell_Jr.,Harry_G._Haskell_Jr.
Thomas_M._Durkin,Barack_Obama
Deng_Xiaoping,Hu_Yaobang
H._H._Asquith,Donald_Maclean_(British_politician)
Antonio_Barrette,Paul_Sauvé
Joseph_Holt,Abraham_Lincoln
James_Callaghan,John_Dugdale_(Labour_politician)
Chris_White_(saxophonist),Mick_Jagger
John_Paul_Hammerschmidt,Winthrop_Paul_Rockefeller
Virgil_von_Graben,Leonhard_of_Gorizia
Saul_Samuel,Geoffrey_Eagar
Michael_Corleone,Sandra_Corleone
Aremu_Afolayan,Moji_Afolayan
Manuel_Villar,Juan_Ponce_Enrile
Alan_Yarrow,Boris_Johnson
Chiang_Ching-kuo,Lee_Teng-hui
Paulene_Stone,Laurence_Harvey
Keiko_Fuji,Kiyoshi_Maekawa
Hubert_Humphrey,Mike_Mansfield
Prabowo_Subianto_Djojohadikusumo,Titiek_Suharto
Ryan_Panchadsaram,Barack_Obama
Tjuyu,Akhenaten
Roderick_M._Hills,Gerald_Ford
Melvyn_R._Paisley,Ronald_Reagan
Ioan_Lahovary,Iacob_Lahovary
Katia_Mann,Thomas_Mann
Andi_Eigenmann,Ryan_Eigenmann
Mary_Todd_Lincoln,Eliza_McCardle_Johnson
Ric_Parnell,Cher
Frances_Folsom_Cleveland_Preston,Caroline_Harrison
Richard_Weaver_(MP),"John_Scudamore,_1st_Viscount_Scudamore"
"Len_Murray,_Baron_Murray_of_Epping_Forest",Norman_Willis
Goh_Chok_Tong,Lee_Kuan_Yew
Amos_Bronson_Alcott,Abby_May
Barbara_Bush,Joan_Mondale
"Henry_Petty-Fitzmaurice,_5th_Marquess_of_Lansdowne","Frederick_Stanley,_16th_Earl_of_Derby"
Fob_James,George_McMillan
Shankar_Dayal_Sharma,Rajiv_Gandhi
Katharine_Sweeney_Hayden,Bill_Clinton
Thomas_Benedict_(II),Samuel_Hanford
Mahesh_Bhatt,Nanabhai_Bhatt
Jesse_Ed_Davis,John_Lennon
"William_Paulet,_3rd_Marquess_of_Winchester","George_Carey,_2nd_Baron_Hunsdon"
Lady_Bird_Johnson,John_F._Kennedy
Barnabas_Bidwell,Ezekiel_Bacon
Matthew_Gregory_(deacon),Joseph_Platt
James_Gadderar,Archibald_Campbell_(bishop)
Cornelius_Vanderbilt_II,William_Henry_Vanderbilt
Augusto_Pinochet,Carlos_Prats
Hassanal_Bolkiah,Omar_Ali_Saifuddien_III
Andrew_Parker_Bowles,"Camilla,_Duchess_of_Cornwall"
Philip_Schuyler,Aaron_Burr
Ronnie_L._White,Barack_Obama
Teofisto_Guingona_Jr.,Sotero_Laurel
Domhnall_Gleeson,Brian_Gleeson_(actor)
Homer_D._Angell,Nan_Wood_Honeyman
Marjorie_Rendell,Bill_Clinton
David_Koresh,George_Roden
Claude_Brinegar,Richard_Nixon
Ja'far_ibn_Abi_Talib,Ali
R._Kelly,Aaliyah
"Sir_Charles_Tennant,_1st_Baronet",George_Anderson_(MP)
Will_Dohm,Heli_Finkenzeller
Livia_Soprano,Laila_Robins
Christopher_Columbus,Bartholomew_Columbus
Enos_(biblical_figure),Cain_and_Abel
"Margaret_of_Huntingdon,_Duchess_of_Brittany",Henry_of_Scotland
Manyata_Dutt,Sanjay_Dutt
List_of_family_members_and_friends_in_ER,Khandi_Alexander
Cecil_B._DeMille,Constance_Adams_DeMille
Robert_Dundas_of_Arniston,"Henry_Dundas,_1st_Viscount_Melville"
Joyce_Carol_Oates,Ernest_Hemingway
Hadım_Sinan_Pasha,Selim_I
John_Gregory_(settler),Mark_Sension
Jacob_Lozada,George_W._Bush
"Charles_Grey,_2nd_Earl_Grey",Lord_William_Russell
Deborah_Ann_Minardos,Tyrone_Power
Parkash_Singh_Badal,Sunith_Francis_Rodrigues
Samuel_Marvin,Samuel_Hanford
Hugh_Carey,Edna_F._Kelly
Valéry_Giscard_d'Estaing,Raymond_Barre
Edgar_Adrian,"Prince_Philip,_Duke_of_Edinburgh"
Kwame_Nkrumah,Elizabeth_II
Rex_Harrison,Cathryn_Harrison
Henry_Clay,John_Quincy_Adams
Ian_Gow,Margaret_Thatcher
John_Quincy_Adams,John_Adams
Sheikh_Mujibur_Rahman,Tajuddin_Ahmad
Francis_Pangilinan,Benigno_Aquino_III
Jeremy_Clarke_(governor),Frances_Latham
Thomson_Mason,George_Mason
Seán_Lemass,Éamon_de_Valera
Eugene_Sawyer,Richard_M._Daley
Pierre_Amine_Gemayel,Samy_Gemayel
Roose_Bolton,George_R._R._Martin
Daniel_Kellogg_(settler),Walter_Hoyt
D'Arcy_Wood_(minister),Monica_Maughan
List_of_Ghost_Whisperer_characters,David_Conrad
Jonathan_Belcher,Benning_Wentworth
Jinggoy_Estrada,Benigno_Aquino_III
James_Abrahart,Justin_Bieber
John_Breckinridge_(U.S._Attorney_General),John_Brown_(Kentucky)
Adeel_Hashmi,Salima_Hashmi
Abraham_Lincoln,Gideon_Welles
James_Orthwein,Percy_Orthwein
Katara_(Avatar:_The_Last_Airbender),Aang
"Sir_Peter_Agnew,_1st_Baronet","Leifchild_Leif-Jones,_1st_Baron_Rhayader"
Scot_Marciel,George_W._Bush
Chen_Mingshu,Sun_Fo
Christina_Fulton,Nicolas_Cage
Jamie_Dornan,Amelia_Warner
"Lyndon_Lowell_Olson,_Jr.",Bill_Clinton
Vito_Corleone,Sonny_Corleone
John_G._Barnard,Robert_E._Lee
Kika_Markham,Corin_Redgrave
Alvin_Anthony_Schall,George_H._W._Bush
William_Gannaway_Brownlow,Henry_Cooper_(U.S._Senator)
Rosmah_Mansor,Najib_Razak
Gerry_L'Estrange,Garret_FitzGerald
James_F._Byrnes,Franklin_D._Roosevelt
Kyu_Sakamoto,Yukiko_Kashiwagi
Tatum_O'Neal,Patrick_O'Neal_(sportscaster)
John_%22Mad_Jack%22_Byron,"Amelia_Osborne,_Marchioness_of_Carmarthen"
"Frederick_Stanley,_16th_Earl_of_Derby",John_Abbott
Stephen_King,Tabitha_King
John_Gregory_(settler),John_Platt_(settler)
Julian_Castro,Barack_Obama
Nickolas_Ashford,Marvin_Gaye
N._T._Rama_Rao,Nadendla_Bhaskara_Rao
Hédard_Robichaud,Roland_Michener
Ichirō_Hatoyama,Yonezō_Maeda
Franklin_D._Roosevelt,Claude_A._Swanson
Craig_Clevenger,Edgar_Allan_Poe
"Harold_Alexander,_1st_Earl_Alexander_of_Tunis",Louis_St._Laurent
William_Frank_Buckley_Sr.,Christopher_Buckley_(novelist)
Isaac_Foot,Elliott_Dodds
Nancy_Jo_Powell,Bill_Clinton
Barbara_Bush,George_H._W._Bush
Jehangir_Wadia,Nusli_Wadia
Paul_McKinney_(Pennsylvania_politician),Hardy_Williams
Tlacateotl,Xiuhtomiyauhtzin
Kim_Jong-nam,Kim_Jong-il
Sigrid_Rausing,Hans_Kristian_Rausing
Kevin_Smardz,Jack_Quinn_III
Sonakshi_Sinha,Luv_Sinha
Turid_Birkeland,Jens_Stoltenberg
Monte_Westmore,George_Westmore
H._John_Heinz_III,Cyril_Wecht
Allan_Schwartzberg,John_Lennon
Billy_Bones,Robert_Louis_Stevenson
O._H._Haynes_Jr.,J._D._Batton
Nawaz_Sharif,Mir_Hazar_Khan_Khoso
Guido_Dessauer,Hans_Dessauer
Paul_Keating,Bob_Hawke
Alan_Napier,Charles_Dickens
Camille_Chamoun,Fuad_Chehab
Chuck_Bass,Josh_Schwartz
Howard_Baker,George_W._Bush
"James_Hamilton,_2nd_Marquess_of_Hamilton","Ludovic_Stewart,_2nd_Duke_of_Lennox"
"John_Stuart,_3rd_Earl_of_Bute","Thomas_Pelham-Holles,_1st_Duke_of_Newcastle"
Freda_Dudley_Ward,William_Dudley_Ward
Don_Siegel,Doe_Avedon
Margaret_Hance,Terry_Goddard
Samuel_Sachs,Marcus_Goldman
Olenna_Tyrell,Margaery_Tyrell
Laura_Duffy,Barack_Obama
Fábio_Jr.,Glória_Pires
David_Petraeus,Barack_Obama
Cynthia_Roche,"Maurice_Roche,_4th_Baron_Fermoy"
John_B._Bellinger_III,George_W._Bush
Michael_Chow_(restaurateur),Grace_Coddington
Mohammad_Mosaddegh,Hassan_Pirnia
Laura_Moffatt,Nicholas_Soames
Mike_Leavitt,George_W._Bush
"Randal_MacDonnell,_1st_Marquess_of_Antrim_(1645_creation)","Alexander_MacDonnell,_3rd_Earl_of_Antrim"
Herbert_G._Squiers,Theodore_Roosevelt
Nathaniel_B._Borden,Henry_Williams_(Massachusetts)
A._Joseph_DeNucci,Mitt_Romney
Seth_Cohen,Kirsten_Cohen
Peter_Underwood,Will_Hodgman
Abiah_Darby,Abraham_Darby_II
Olle_Westling,"Prince_Oscar,_Duke_of_Skåne"
John_Tyler,Abel_P._Upshur
Angus_McGill_Mowat,Oliver_Mowat
Hélène_Pastor,Wojciech_Janowski
Ryan_Crocker,George_W._Bush
Pierre_Trudeau,Sheila_Finestone
Bhima,Hidimbi
Peder_Bergenhammer_Sørensen,Kirstine_Fiil
Walter_D'Arcy_Hall,Peter_Freeman_(politician)
"Patrick_Jenkin,_Baron_Jenkin_of_Roding",James_Arbuthnot
Joseph_F._Weis_Jr.,Richard_Nixon
Seán_T._O'Kelly,Éamon_de_Valera
Jared_Weinstein,George_W._Bush
"John_Coleridge,_1st_Baron_Coleridge","Robert_Collier,_1st_Baron_Monkswell"
Michael_Sulick,George_W._Bush
Manmohan_(actor),Manmohan_Krishna
Helen_Johnson-Leipold,Herbert_Fisk_Johnson_III
Birger_Jarl,Ingeborg_Eriksdotter_of_Sweden
Ronald_Reagan,Jack_Reagan
Marcellus_Hartley_Dodge_Sr.,Geraldine_Rockefeller_Dodge
David_Briones,Bill_Clinton
Tony_Benn,Reginald_Bevins
Hans_Lammers,Adolf_Hitler
"Sir_George_Elliot,_1st_Baronet",Albert_Spicer
John_Alexander_Macdonald_(Prince_Edward_Island_politician),R._B._Bennett
Gummo_Marx,Harpo_Marx
Ivone_Kirkpatrick,Winston_Churchill
Anthony_Eden,Ernest_Bevin
Saddam_Hussein,Ahmed_Hassan_al-Bakr
"Harold_Alexander,_1st_Earl_Alexander_of_Tunis",Elizabeth_II
Richard_Gergel,Barack_Obama
John_Eager_Howard,George_Plater
Steven_Parrino,Andy_Warhol
Paul_Volcker,Ronald_Reagan
Rajiv_Satyal,Ellen_DeGeneres
Ward_Cleaver,Christopher_McDonald
"Charles_Grey,_2nd_Earl_Grey",Charles_James_Fox
William_Gannaway_Brownlow,Joseph_S._Fowler
Vilma_Espín,Raúl_Castro
George_C._Young,John_F._Kennedy
Gopinath_Munde,Nitin_Gadkari
Edward_J._Perkins,Madeleine_Albright
Sam_Nunn,David_H._Gambrell
Paige_Howard,Ron_Howard
"John_Stuart,_3rd_Earl_of_Bute","Thomas_Pelham-Holles,_1st_Duke_of_Newcastle"
Rajkumar_(actor),Vinay_Rajkumar
Carl_Brutananadilewski,Matt_Maiellaro
Hema_Premadasa,Ranasinghe_Premadasa
James_B._Cunningham,Barack_Obama
Janet_Lee_Bouvier,John_F._Kennedy
Eugenio_Lopez_Jr.,Fernando_Lopez
Meryl_Streep,Don_Gummer
Sashadhar_Mukherjee,Subodh_Mukherjee
Jeanine_Jackson,George_W._Bush
Isobel_Osbourne,Robert_Louis_Stevenson
John_C._Breckinridge,Garrett_Davis
Jacques_Chirac,Nicolas_Sarkozy
Jesse_Root_Grant,Julia_Grant
Laura_Bush,Hillary_Clinton
Jonathan_Belcher,Spencer_Phips
Ellis_Arthur_Franklin,Alice_Franklin
"Fernando_Álvarez_de_Toledo,_3rd_Duke_of_Alba",Cristoforo_Madruzzo
Sadashivrao_Bhau,Vishwasrao
Herbert_W._Ladd,John_W._Davis
George_Henry_Murray,Malachy_Bowes_Daly
Neil_Gorsuch,George_W._Bush
"Robert_Gascoyne-Cecil,_5th_Marquess_of_Salisbury","James_Stanhope,_7th_Earl_Stanhope"
Hélène_Pastor,Michel_Pastor
David_Fleeshman,Sue_Jenkins
List_of_Dune_secondary_characters,Leto_II_Atreides
Kristin_Nelson,Mark_Tinker
Ben_Ray_Luján,Tom_Udall
James_Harvey_Rogers,Franklin_D._Roosevelt
Li_Peng,Zhao_Ziyang
Trygve_Bratteli,Gunnar_Sand
William_Charles_Windeyer,Richard_Windeyer
H._H._Asquith,David_Lloyd_George
Raymond_Kelly,Ronald_Noble
Kem_Sokha,Sam_Rainsy
Francis_Ford_Coppola,Jason_Schwartzman
Mary_Ingalls,Grace_Ingalls
Chuck_Burgi,Enrique_Iglesias
"William_Cavendish,_6th_Duke_of_Devonshire","William_Cavendish,_5th_Duke_of_Devonshire"
Spencer_Abraham,George_W._Bush
John_Tyler,David_Henshaw
David_Dimbleby,Josceline_Dimbleby
Andrew_Mellon,Herbert_Hoover
Hildebrand_Gurlitt,Wilibald_Gurlitt
Hans_Kristian_Seip,Ingolf_Elster_Christensen
Ravi_Shankar_Prasad,Kapil_Sibal
William_A._Paterson,"Francis_H._Rankin,_Jr."
Vanita_Gupta,Barack_Obama
2006–07_Everton_F.C._season__Phil_Neville__1,Phil_Neville
Manuel_Villar,Franklin_Drilon
Tom_Luken,Donald_D._Clancy
Tet_Garcia,Albert_Garcia
Andrei_Galbur,Natalia_Gherman
Siddhartha_Shankar_Ray,Indira_Gandhi
Jang_Sung-taek,Kim_Jong-il
Umm_Kulthum_bint_Muhammad,Muhammad
Nancy_Pelosi,Jackie_Speier
John_Howell_(politician),Boris_Johnson
Connie_Francis,Ricky_Nelson
Amita_Ramanujan,Don_Eppes
Miguel_de_la_Madrid,José_López_Portillo
"Frederick_Stanley,_16th_Earl_of_Derby",Hugh_Childers
David_Petraeus,Barack_Obama
Joan_Mondale,Walter_Mondale
John_P._Daley,Richard_M._Daley
John_H._Moore_II,Ronald_Reagan
Snow_White_(Disney),Evil_Queen_(Disney)
Mohammad_Said_Keruak,Mohamad_Adnan_Robert
Richard_Rush,John_Quincy_Adams
"Elizabeth_Seymour,_Duchess_of_Somerset","Lionel_Sackville,_1st_Duke_of_Dorset"
William_Joseph_Bauer,Richard_Nixon
Kim_Jong-nam,Kim_Il-sung
Fred_Rutherford,Richard_Deacon_(actor)
Eugene_Whelan,Ralph_Ferguson
Habibullah_Bahar_Chowdhury,Anwara_Bahar_Chowdhury
"John_Stuart,_3rd_Earl_of_Bute",George_Grenville
William_Godwin,Cicero
"George_Calvert,_1st_Baron_Baltimore","Thomas_Wentworth,_1st_Earl_of_Strafford"
Judith_Heumann,Bill_Clinton
John_Brown_(Rhode_Island),Joseph_Brown_(astronomer)
"William_Cavendish,_5th_Duke_of_Devonshire","William_Cavendish,_4th_Duke_of_Devonshire"
Norma_Shearer,Athole_Shearer
Mayukh_Hazarika,Jim_Ankan_Deka
Brigitte_Mabandla,Lindiwe_Sisulu
Archibald_Alexander,William_S._Reid
Jiang_Zemin,Yang_Shangkun
Paul_J._Sorg,John_Lewis_Brenner
Rufus_King,John_Smith_(New_York_politician_born_1752)
"Charles_Paulet,_2nd_Duke_of_Bolton","Henry_Somerset,_2nd_Duke_of_Beaufort"
Li_Shuangjiang,Chen_Sisi
Henry_Fonda,Susan_Blanchard_(socialite)
"James_Graham,_3rd_Duke_of_Montrose","William_Cavendish,_6th_Duke_of_Devonshire"
H._Lee_Sarokin,Bill_Clinton
Lady_Bird_Johnson,Pat_Nixon
Glen_Kidston,Woolf_Barnato
Sylvana_Tomaselli,"George_Windsor,_Earl_of_St_Andrews"
Dylan_Thomas,Sigmund_Freud
Peter_Schiefke,Justin_Trudeau
Jesse_Jackson,Lyndon_LaRouche
David_Boyd_(artist),Merric_Boyd
Thomas_Billington_(executioner),William_Billington
Edwin_Cameron,Thabo_Mbeki
Robert_Armstrong-Jones,"Antony_Armstrong-Jones,_1st_Earl_of_Snowdon"
Eva_Gardner,Cher
Pietro_Ferrero,Pietro_Ferrero_Jr.
Evelyn_Ward,Katie_Cassidy
Shrutakirti,Mandavi
Wallace_Rider_Farrington,Lawrence_M._Judd
"James_Waldegrave,_2nd_Earl_Waldegrave",Lord_Hugh_Seymour
Dick_Durbin,Barack_Obama
Alexander_Hamilton,Elizabeth_Schuyler_Hamilton
Grover_Cleveland,Hilary_A._Herbert
Louis-Charles_Greffulhe,Henri_Greffulhe
Rosa_Emilia_Rodríguez,George_W._Bush
Samuel_Beach_Axtell,Lew_Wallace
Martinus_Theunis_Steyn,Francis_William_Reitz
Christopher_Moltisanti,Meadow_Soprano
Leopold_de_Rothschild,Charlotte_von_Rothschild
John_Kerry,Jack_Lew
William_Mundy_(MP),Charles_Robert_Colvile
Martial_Asselin,Gilles_Caouette
Dianne_Byrum,Mike_Rogers_(Michigan_politician)
Ōe_no_Otondo,Ariwara_no_Narihira
Katherine_Moennig,Jake_Paltrow
Lisa_Kubiske,Barack_Obama
Richard_Alexander_Bevan,Silvanus_Bevan_(1661–1725)
Michel_Debré,Vincent_Badie
Vannevar_Bush,Ted_Nelson
William_Howard_Taft,Charles_H._Aldrich
John_Roll,George_H._W._Bush
Hau_Lung-pin,Ma_Ying-jeou
Shirley_Jones,Jack_Cassidy
Fred_Schneider,Sophie_Ellis-Bextor
Thomas_E._Donilon,Barack_Obama
Theodore_Roosevelt,Alice_Hathaway_Lee_Roosevelt
Joseph_Jekyll,Lord_William_Powlett
"Vere_Fane,_4th_Earl_of_Westmorland","Sir_Thomas_Peyton,_2nd_Baronet"
George_Whelan_Anderson_Jr.,Gerald_Ford
Betty_Rubble,Rosie_O'Donnell
"William_Grenville,_1st_Baron_Grenville","Henry_Dundas,_1st_Viscount_Melville"
Bennett_Campbell,Alex_Campbell_(politician)
Chan_Sarun,Hun_Sen
Shane_Theriot,Dweezil_Zappa
Kim_Il-sung,Kim_Jong-suk
Christian_Swartz,Walter_C._Quintard
Ward_Cleaver,Bob_Mosher
Togo_D._West_Jr.,Bill_Clinton
April_Margera,Phil_Margera
Stanley_Baldwin,Hardman_Lever
Eric_Trump,Tiffany_Trump
Midge_and_Bob_Pinciotti,Mark_Brazill
"Robin_Leigh-Pemberton,_Baron_Kingsdown","Gordon_Richardson,_Baron_Richardson_of_Duntisbourne"
José_P._Laurel,Sergio_Osmeña
Kenneth_L._Wainstein,George_W._Bush
Bill_Morneau,Justin_Trudeau
"Henry_Dundas,_1st_Viscount_Melville","William_Grenville,_1st_Baron_Grenville"
Walter_Annenberg,Gerald_Ford
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury","George_Campbell,_8th_Duke_of_Argyll"
Enrique_Gómez_Carrillo,Oscar_Wilde
Jean-François_Adam,Brigitte_Fossey
Frank_V._Ortiz_Jr.,Ronald_Reagan
"George_Lascelles,_7th_Earl_of_Harewood",Elizabeth_II
Prince_Harry,"Diana,_Princess_of_Wales"
Spyridon_Trikoupis,Alexandros_Mavrokordatos
William_Dimitrouleas,Bill_Clinton
William_F._Galvin,Mitt_Romney
Lottie_Collins,James_W._Tate
Patricia_Quinn,Toby_Stephens
Clem_Hawke,Winifred_Kiek
Henry_le_Scrope,John_Sandale
Tom_Ruegger,Adrienne_Alexander
Ivanka_Trump,Tiffany_Trump
"Ranulf_de_Gernon,_4th_Earl_of_Chester","Ranulf_le_Meschin,_3rd_Earl_of_Chester"
Gurbax_Singh_Malhi,Bal_Gosal
Jiang_Qing,Mao_Zedong
Chico_Marx,Gummo_Marx
John_Bowring,"Hercules_Robinson,_1st_Baron_Rosmead"
John_Carbone_Porfilio,Ronald_Reagan
Arthur_M._Hyde,Henry_A._Wallace
Zhang_Zuolin,Tan_Yankai
Anna_Carteret,Christopher_Morahan
Diana_Douglas,Kirk_Douglas
Diego_C._Asencio,Ronald_Reagan
C._O._Simpkins_Sr.,Tommy_Armstrong_(American_politician)
Chuck_Strahl,Bill_Blaikie
Heydar_Aliyev,Fuad_Guliyev
Gerald_Ford,F._David_Mathews
Jared_Kushner,Ivanka_Trump
Ian_Sinclair,Lance_Barnard
Jim_Clyburn,Bob_Menendez
Ali,Husayn_ibn_Ali
William_H._Woodin,Franklin_D._Roosevelt
Narjis,Hasan_al-Askari
Bardish_Chagger,Dominic_LeBlanc
Nancy_Walker_Bush_Ellis,Jeb_Bush
Julie_Cooper_(The_O.C.),Josh_Schwartz
Sy_Oliver,Frank_Sinatra
James_B._Longacre,Abraham_Lincoln
William_Cahoon,Daniel_Azro_Ashley_Buck
Vilhelmine_Ullmann,Aasta_Hansteen
Ralph_Perk,Dennis_Kucinich
Edward_Baines_(1774–1848),William_Beckett_(MP)
Gabriel_García_Márquez,Ernest_Hemingway
Ian_Oliver,Joanna_Gosling
Sylvia_Llewelyn_Davies,Angela_du_Maurier
Caitlyn_Jenner,Kris_Jenner
Franklin_D._Roosevelt,Henry_A._Wallace
François_Mitterrand,Pierre_Bérégovoy
Ronald_Reagan,George_H._W._Bush
