Shobha_Mohan,Anu_Mohan
Mario_Cuomo,Andrew_Cuomo
Guillermo_Valencia,Guillermo_León_Valencia
William_Bell_Dinsmoor,"William_Bell_Dinsmoor,_Jr."
Chua_Soi_Lek,Chua_Tee_Yong
Michael_Gilbert,Harriett_Gilbert
John_Carnegie_(1837–1910),John_Hilliard_Carnegie
Rosa_Helena_Álvarez_Yepes,Diego_Betancur_Álvarez
Felix_E._Feist,Raymond_E._Feist
James_McBride_(politician),John_R._McBride
Dan_Kelly_(sportscaster),John_Kelly_(sportscaster)
Peride_Celal,Zeynep_Ergun
Hetty_Green,Harriet_Sylvia_Ann_Howland_Green_Wilks
Lemuel_M._Wiles,Irving_Ramsey_Wiles
Roy_Hofheinz,Fred_Hofheinz
Heli_Finkenzeller,Gaby_Dohm
John_Cleese,Cynthia_Cleese
"Daisy_Greville,_Countess_of_Warwick","Leopold_Greville,_6th_Earl_of_Warwick"
Mary_Soames,Rupert_Soames
David_Steiner_(AIPAC),Douglas_C._Steiner
Cliff_Fletcher,Chuck_Fletcher
Debendranath_Tagore,Hemendranath_Tagore
Panbanisha,Nyota_(bonobo)
Vadde_Ramesh,Vadde_Naveen
John_Albert_Morris,David_Hennen_Morris
Frank_Zappa,Dweezil_Zappa
Matthew_Marvin_Jr.,John_Marvin_(Connecticut_politician)
Catherine_Coll,Éamon_de_Valera
Recep_Tayyip_Erdoğan,Ahmet_Burak_Erdoğan
Maricruz_Nájera,Odiseo_Bichir
Aino_Malmberg,Lauri_Malmberg
Massoud_Nawabi,Hakan_Massoud_Navabi
Leonard_Bacon,Edward_Woolsey_Bacon
Ebba_Brahe,Axel_Julius_De_la_Gardie
Kim_Jong-suk,Kim_Kyong-hui
George_Gund_II,George_Gund_III
Roy_Padilla_Sr.,Rommel_Padilla
Henry_Sy,Teresita_Sy-Coson
Samuel_Adler_(rabbi),Felix_Adler_(professor)
Alasdair_Milne,Kirsty_Milne
William_T._Orr,Gregory_Orr_(filmmaker)
Estelle_Reiner,Rob_Reiner
John_Mortimer,Emily_Mortimer
"William_Larimer_Mellon,_Sr.",Rachel_Mellon_Walton
Ronald_Reagan,Maureen_Reagan
Robert_Prosky,John_Prosky
John_Wesley_Hanes_I,Richard_Thurmond_Chatham
Bertolt_Brecht,Stefan_Brecht
"Mary_Elphinstone,_Lady_Elphinstone","John_Elphinstone,_17th_Lord_Elphinstone"
Thomas_Stevenson,Robert_Louis_Stevenson
Christopher_O'Neill,"Prince_Nicolas,_Duke_of_Ångermanland"
Charles_E._Warburton,Barclay_Harding_Warburton_I
Peter_Griffin,Stewie_Griffin
"Julia,_Lady_Inglis",Alfred_Inglis
Lew_Fields,Joseph_Fields
Robert_Wood_Johnson_III,Woody_Johnson
Piotr_Fronczewski,Magda_Fronczewska
Isaac_Stevens,Hazard_Stevens
DeWolf_Hopper,William_Hopper
John_McIntire,Tim_McIntire
Happy_Rockefeller,Mark_Rockefeller
Mahmud_Mahmud,Parviz_Mahmoud
Virgil_von_Graben,Rosina_von_Graben_von_Rain
Pierre_Louis-Dreyfus,Gérard_Louis-Dreyfus
Alexandra_Remenco,Gheorghe_Remenco
Wigglesworth_Dole,Daniel_Dole
August_Belmont_Jr.,Raymond_Belmont_II
Theodore_von_Eltz,Lori_March
William_Frank_Buckley_Sr.,Priscilla_Buckley
Godfrey_Lowell_Cabot,Thomas_Dudley_Cabot
Lindy_Boggs,Barbara_Boggs_Sigmund
Stefan_Persson_(magnate),Tom_Persson
Olive_Osmond,Wayne_Osmond
Asghar_Khan,Omar_Asghar_Khan
Tina_Green,Stasha_Palos
Walter_Haefner,Eva_Maria_Bucher-Haefner
John_G._Schwegmann,John_F._Schwegmann
Stellan_Skarsgård,Valter_Skarsgård
"Hugh_Percy,_1st_Duke_of_Northumberland",James_Smithson
William_Bernard_Ziff_Sr.,William_Bernard_Ziff_Jr.
John_T._Walton,Lukas_Walton
Cecile_de_Brunhoff,Laurent_de_Brunhoff
Rodd_Christensen,Skin_Diamond
James_Earl_Carter_Sr.,Billy_Carter
Archibald_Alexander,William_Cowper_Alexander
George_Herbert_Walker_III,George_Herbert_Walker_IV
Richard_Alexander_Bevan,Robert_Bevan
Yuan_Shikai,Yuan_Keding
Robby_Stewart,Miley_Stewart
Marius-Pierre_Audran,Edmond_Audran
Jijabai,Sambhaji
Özker_Yaşın,Neşe_Yaşın
John_Sprunt_Hill,George_Watts_Hill
Gilbert_de_Botton,Miel_de_Botton
Waris_Mir,Hamid_Mir
Kighoma_Malima,Asanterabi_Malima
David_Hemmings,Nolan_Hemmings
Geraldine_Chaplin,Oona_Chaplin
Nusrat_Bhutto,Murtaza_Bhutto
Thomas_Wyatt_the_Younger,George_Wyatt_(writer)
Michael_Armand_Hammer,Armie_Hammer
Hulk_Hogan,Nick_Hogan
Hunt_Stromberg,Hunt_Stromberg_Jr.
Burt_Lancaster,Bill_Lancaster
S._Rm._M._Annamalai_Chettiar,M._A._Chidambaram
Edward_St_John,Madeleine_St_John
Araceli_González,Adrián_Suar
Leon_Trotsky,Sergei_Sedov
Jojo_Lapus,John_Lapus
Paul_McGann,Jake_McGann
Gene_Persson,Kaitlin_Hopkins
Lee_Strasberg,John_Strasberg
Sidney_Myer,Ken_Myer
Fob_James,Tim_James_(politician)
Barbro_Holmberg,Elin_Nordegren
"Donald_Maclean,_1st_Laird_of_Brolas","Lauchlan_Maclean,_2nd_Laird_of_Brolas"
Julius_Dresser,Horatio_Dresser
Pieter_van_Vollenhoven,"Prince_Maurits_of_Orange-Nassau,_van_Vollenhoven"
Sebetwane,Sekeletu
Kofi_Annan,Kojo_Annan
Bridget_Dowling,William_Patrick_Stuart-Houston
"Bob_Jones,_Jr.",Bob_Jones_III
Jacob_Safra,Moise_Safra
"Sir_Gilbert_Elliot,_2nd_Baronet,_of_Minto",Andrew_Elliot
Luigi_Einaudi,Giulio_Einaudi
Jezebel,Jehoram_of_Israel
"David_Ormsby-Gore,_5th_Baron_Harlech",Alice_Ormsby-Gore
Marie_Touchet,"Charles_de_Valois,_Duke_of_Angoulême"
"Len_Murray,_Baron_Murray_of_Epping_Forest",David_Murray_(RAF_officer)
John_McMichael,Gary_McMichael
Simon_Ward,Sophie_Ward
Mi_Mi_Khaing,Yin_Yin_Nwe
Katharine_Sergeant_Angell_White,Roger_Angell
Dina_Wadia,Nusli_Wadia
Jim_Van_Fossen,Jamie_Van_Fossen
John_Foreman_(producer),Amanda_Foreman_(actress)
Eleanor_Calvert,Martha_Parke_Custis_Peter
P._C._Sorcar_Jr.,Moubani_Sorcar
Charles_Lathrop_Pack,Randolph_Greene_Pack
Else_Fisher,Lena_Bergman
Farooq_Abdullah,Omar_Abdullah
"Edith_Vane-Tempest-Stewart,_Marchioness_of_Londonderry","Robin_Vane-Tempest-Stewart,_8th_Marquess_of_Londonderry"
William_Reinstein,Kathi-Anne_Reinstein
George_Washington_Martin_II,Walter_Ralston_Martin
Sirimavo_Bandaranaike,Sunethra_Bandaranaike
Mang_of_Xia,Xie_of_Xia
Lammot_du_Pont_I,Pierre_S._du_Pont
Lady_Dorothy_Macmillan,Maurice_Macmillan
Bruce_Karatz,Matthew_Karatz
Zhou_Fu,Zhou_Xuexi
King_Randor,She-Ra
William_Morris_(actor),Chester_Morris
Gene_Deitch,Kim_Deitch
Edvard_Isak_Hambro_Bull,Johan_Peter_Bull
"John_Paulet,_2nd_Marquess_of_Winchester",Elizabeth_Paulet
Arthur_Marshall_(politician),Dixie_Marshall
Alice_Claypoole_Gwynne,Gertrude_Vanderbilt_Whitney
Priscilla_Pointer,Amy_Irving
Rupert_Murdoch,Jerry_Hall
Harry_Greene_(television_personality),Laura_Greene_(presenter)
James_G._Gregory,Alyse_Gregory
Marcus_Goldman,Henry_Goldman
Charles_Palmer-Tomkinson,Santa_Montefiore
Gerardo_Roxas,Mar_Roxas
Atotoztli_I,Acamapichtli
Kiichiro_Toyoda,Shoichiro_Toyoda
Wee-Bey_Brice,Namond_Brice
Constantine_Ypsilantis,Demetrios_Ypsilantis
John_Harding_(Southern_planter),William_Giles_Harding
Henry_B._Payne,Oliver_Hazard_Payne
Chandrakant_Gokhale,Vikram_Gokhale
Simone_Signoret,Catherine_Allégret
Akbar_Hashemi_Rafsanjani,Faezeh_Hashemi
Robert_Drury_(died_1577),Drue_Drury_(courtier)
Sara_Nazarbayeva,Dinara_Nazarbayeva
Terry_Jones_(i-D),Kayt_Jones
Jon_Voight,James_Haven
Waris_Mir,Amir_Mir
"Caroline_Fox,_1st_Baroness_Holland",Charles_James_Fox
Sara_Roosevelt,Franklin_D._Roosevelt
Alicia_Vergel,Beverly_Vergel
Joan_Tisch,Jonathan_Tisch
Élie_Lescot,Andrée_Lescot
William_Refshauge,Andrew_Refshauge
Krishnarao_Shankar_Pandit,Meeta_Pandit
Solomon_Dias_Bandaranaike,S._W._R._D._Bandaranaike
Joseph_Opatoshu,David_Opatoshu
Carolus_Wrede,Gustaf_Wrede
Margaret_Bingham,"Lavinia_Spencer,_Countess_Spencer"
Conrad_Mohr,Wilhelm_Mohr_(born_1886)
Nagavally_R._S._Kurup,Venu_Nagavally
Abigail_Adams,Charles_Adams_(1770–1800)
Stanley_Ho,Pansy_Ho
James_Copeland_(actor),James_Cosmo
Lester_Crown,Susan_Crown
Stephen_Gyllenhaal,Jake_Gyllenhaal
Atia_of_the_Julii,Octavia_of_the_Julii
Stanley_Johnson_(writer),Jo_Johnson
Christina_Onassis,Athina_Onassis_Roussel
Lesley_Ann_Warren,Christopher_Peters
Katharine_Smith_Reynolds,"R._J._Reynolds,_Jr."
Habib_Bourguiba,"Habib_Bourguiba,_Jr."
Valentina_Borok,Svetlana_Jitomirskaya
Cleveland_Hoadley_Dodge,Bayard_Dodge
W._J._Abrams,Winford_Abrams
Elizabeth_Christ_Trump,Fred_Trump
Carmela_Corleone,Tom_Hagen
Charlie_Soong,Soong_Mei-ling
Rene_Cayetano,Alan_Peter_Cayetano
Guia_Gomez,JV_Ejercito
Ted_Ray_(comedian),Robin_Ray
S._W._R._D._Bandaranaike,Sunethra_Bandaranaike
Hughie_Green,Paula_Yates
Dean_Martin,Deana_Martin
William_Howard_Taft,Robert_A._Taft
John_Kay_(flying_shuttle),Robert_Kay_(inventor)
Silas_Hare,Luther_Hare
Mary_French_Rockefeller,Laura_Rockefeller_Chasin
Nicholas_Roerich,George_de_Roerich
Puduhepa,Tudhaliya_IV
Peter_Maule,Sir_Thomas_Maule
Elliott_Gould,Jason_Gould
Marshall_McDonald,Angus_McDonald_(Virginia_militiaman)
John_Bigelow,Poultney_Bigelow
Stephen_Covey,Stephen_M._R._Covey
John_Johnston_(New_Zealand_politician),Walter_Woods_Johnston
Cheng_Shewo,Cheng_Siwei
Francis_Preston_Blair,Elizabeth_Blair_Lee
Jules_Renouard,Léopold_Renouard
Samuel_Fitch,Stephen_St._John
Minamoto_no_Yoritomo,Minamoto_no_Yoriie
Karel_De_Gucht,Jean-Jacques_De_Gucht
Lugene_Sanders,Kimberly_Quinn
Édouard_Alphonse_James_de_Rothschild,Jacqueline_Piatigorsky
Fujiwara_no_Otomuro,Emperor_Heizei
Mathilde_Schjøtt,Sofie_Schjøtt
"William_Cavendish,_5th_Duke_of_Devonshire","Georgiana_Howard,_Countess_of_Carlisle"
Jezebel,Ahaziah_of_Israel
Louis_Tourville,Rodolphe_Tourville
Bhajan_Lal,Kuldeep_Bishnoi
Aaron_Gural,Jeffrey_Gural
Cápac_Yupanqui,Inca_Roca
William_Randolph_Hearst,Randolph_Apperson_Hearst
Sophia_Loren,Edoardo_Ponti
John_Dickens,Charles_Dickens
Thomas_Browne_(died_1597),Richard_Browne_(died_%3F1614)
George_N._Stearns,Avis_Stearns_Van_Wagenen
Enzo_Ferrari,Alfredo_Ferrari
Elizabeth_Dickens,Augustus_Dickens
Vichitravirya,Dhritarashtra
Gerda_Ring,Pelle_Christensen
Petrus_Peckius_the_Elder,Petrus_Peckius_the_Younger
Merric_Boyd,David_Boyd_(artist)
J._P._Morgan,Anne_Morgan_(philanthropist)
R._Umanath,U._Vasuki
James_Springer_White,William_C._White
Topsy_Tjulyata,Rene_Kulitja
Kwame_Nkrumah,Sekou_Nkrumah
Tessa_Kennedy,Damian_Elwes
Cornelius_Gurlitt_(art_historian),Wilibald_Gurlitt
Holly_Hoffman,Alexandra_Hoffman
Morris_Cerullo,David_Cerullo
James_Darren,Jim_Moret
Carole_King,Louise_Goffin
Felipe_Agoncillo,Lorenza_Agoncillo
Henry_Emmerson,Henry_Read_Emmerson
Mark_Fiennes,Martha_Fiennes
Jerry_Falwell,Jonathan_Falwell
D'Arcy_Niland,Kilmeny_Niland
Samuel_Curtis_Johnson_Jr.,Helen_Johnson-Leipold
"James_Montaudevert_Waterbury,_Sr.",Lawrence_Waterbury_II
Daphne_Wayans,Keenen_Ivory_Wayans
Alberta_Gay,Marvin_Gaye
Karin_Stoltenberg,Jens_Stoltenberg
Camilo_José_Cela,Camilo_José_Cela_Conde
Kerry_Packer,James_Packer
Mordecai_Richler,Daniel_Richler
Dominick_Elwes,Damian_Elwes
Robert_C._Maynard,Dori_J._Maynard
Lucille_Ball,Lucie_Arnaz
George_Curzon_(actor),"Frederick_Curzon,_7th_Earl_Howe"
Charlotte_Zolotow,Crescent_Dragonwagon
Lucille_Ball,Desi_Arnaz_Jr.
Harvey_Eisenberg,Jerry_Eisenberg
Robert_Redford,Amy_Redford
Lew_Fields,Dorothy_Fields
James_Garfield_Stewart,Potter_Stewart
"Nicholas_Brown,_Jr.",Nicholas_Brown_III
Konstantin_Chernenko,Albert_Chernenko
Phelan_Beale,Bouvier_Beale
Henry_M._Hoyt,Helen_Hoyt
Sophia_Loren,Carlo_Ponti_(conductor)
Ward_Cleaver,Wally_Cleaver
Timothy_C._Draper,Jesse_Draper
Abbey_Bartlet,Zoey_Bartlet
"George_Frederick_Shrady,_Sr.","George_Frederick_Shrady,_Jr."
Donald_P._Bellisario,Troian_Bellisario
Mark_Ridley-Thomas,Sebastian_Ridley-Thomas
Ken_Jacobs,Azazel_Jacobs
Alec_Guinness,Matthew_Guinness
Avraham_Harman,Naomi_Chazan
Fred_Hando,"Margaret_Delacourt-Smith,_Baroness_Delacourt-Smith_of_Alteryn"
Whitney_Blake,Meredith_Baxter
Thomas_Lincoln,Sarah_Lincoln_Grigsby
Nicholas_P._Clegg,Nick_Clegg
"Mary_Wilson,_Baroness_Wilson_of_Rievaulx",Robin_Wilson_(mathematician)
Jane_Birkin,Lou_Doillon
Susan_Barrantes,"Sarah,_Duchess_of_York"
James_Menzies_(Australian_politician),Robert_Menzies
Jay_Gould,Anna_Gould
Sherman_Everett_Burroughs,Sherman_E._Burroughs_(United_States_Navy)
Thomas_Hood,Tom_Hood
Olof_Palme,Mårten_Palme
"Richard_Byron,_2nd_Baron_Byron","William_Byron,_3rd_Baron_Byron"
Agnese_del_Maino,Bianca_Maria_Visconti
August_Coppola,Nicolas_Cage
Hodding_Carter,Hodding_Carter_III
Paul_Desmarais,André_Desmarais
Eleutheros_Cooke,Jay_Cooke
Barbara_Henrickson,Margene_Heffman
Julissa,Benny_Ibarra
Susan_Sarandon,Eva_Amurri
Harold_Macmillan,Maurice_Macmillan
Mayer_Carl_von_Rothschild,Marguerite_de_Rothschild
Carol_Arthur,Michael_DeLuise
Filippo_Taglioni,Marie_Taglioni
Hillary_Clinton,Chelsea_Clinton
William_Howitt,Anna_Mary_Howitt
Donovan,Ione_Skye
Samuel_Curtis_Johnson_Jr.,Herbert_Fisk_Johnson_III
Dirk_Pitt,"Dirk_Pitt,_Jr."
Abdul_Samad_Khan_Achakzai,Hamid_Khan_Achakzai
M._Bhaktavatsalam,Sarojini_Varadappan
Maurice_Costello,Helene_Costello
Frank_Crean,David_Crean
"Sir_Charles_Tennant,_1st_Baronet",Alfred_Lyttelton
John_More_(judge),Thomas_More
Bibliography_of_Thomas_Jefferson,Mary_Jefferson_Eppes
Bruce_Paltrow,Gwyneth_Paltrow
Brian_Dennehy,Elizabeth_Dennehy
Lynne_Cheney,Liz_Cheney
Gopinath_Munde,Pritam_Munde
John_Morrow_Godfrey,John_Godfrey
Maryon_Pearson,Geoffrey_Pearson
Patrick_Brontë,Elizabeth_Brontë
Alma_Moreno,Vandolph
William_Benjamin_Carpenter,William_Benjamin_Carpenter
"Andrés_Hurtado_de_Mendoza,_3rd_Marquis_of_Cañete","García_Hurtado_de_Mendoza,_5th_Marquis_of_Cañete"
Ely_Calil,George_Calil
Mahinda_Rajapaksa,Yoshitha_Rajapaksa
Percy_Rivington_Pyne_II,Percy_Rivington_Pyne_Jr.
Molly_Fink,Martanda_Sydney_Tondaiman
Lang_Hancock,Gina_Rinehart
Parashara,Vyasa
William_Roper,Margaret_Roper
Abdoulaye_Wade,Karim_Wade
Leonard_Bacon,Thomas_Rutherford_Bacon
Nicolas_Chopin,Ludwika_Jędrzejewicz
Nilakanta_Sri_Ram,Radha_Burnier
Mohammad-Reza_Shajarian,Homayoun_Shajarian
Thomas_S._Hinde,Edmund_C._Hinde
Gebran_Tueni_(journalist),Ghassan_Tueni
John_Dykstra,Chloe_Dykstra
Uwe_Nettelbeck,Sandra_Nettelbeck
Anthony_Hopkins,Abigail_Hopkins
T._Madhava_Rao,T._Ananda_Rao
Tony_Soprano,Meadow_Soprano
Nicolas_Chopin,Frédéric_Chopin
Maud_Chaworth,"Blanche_of_Lancaster,_Baroness_Wake_of_Liddell"
Ramon_Mitra_Jr.,Abraham_Kahlil_Mitra
Isaac_Oluwole,Isaac_Ladipo_Oluwole
Alphonso_Taft,Henry_Waters_Taft
Vaughan_Grylls,Pinny_Grylls
John_J._Gilligan,Kathleen_Sebelius
Sanjay_Khan,Sussanne_Khan
Hans_Albert_Einstein,Bernhard_Caesar_Einstein
Isambard_Kingdom_Brunel,Henry_Marc_Brunel
Edwin_Lusher,Stephen_Lusher
Oliver_Winfield_Killam,Radcliffe_Killam
Peter_Grubb_(mason),Curtis_Grubb
Pedro_Ferriz_Santacruz,Pedro_Ferriz_de_Con
Vilasrao_Deshmukh,Amit_Deshmukh
Timothy_Bevan_(apothecary),Silvanus_Bevan_(1743-1830)
Louis_de_Pointe_du_Lac,Claudia_(The_Vampire_Chronicles)
Richard_J._Daley,John_P._Daley
Thomas_Hughes_Jackson,Frederick_Huth_Jackson
"Jane_Gordon,_Duchess_of_Gordon","Charlotte_Lennox,_Duchess_of_Richmond"
Jeremy_Irons,Max_Irons
Peter_A._Peyser,Penny_Peyser
James_Forrestal,Michael_Forrestal
Abby_May,Louisa_May_Alcott
Goronwy_ap_Tudur_Hen,Tudur_ap_Goronwy
Yvonne_Brathwaite_Burke,Autumn_Burke
Laurie_Strode,Jamie_Lloyd
Calouste_Gulbenkian,Nubar_Gulbenkian
Mary_Williamson_Averell,E._Roland_Harriman
P._Subbarayan,Mohan_Kumaramangalam
William_More_(died_1600),George_More
Andrew_Parker_Bowles,Laura_Lopes
H._Irving_Grousbeck,Wyc_Grousbeck
Patricia_Neal,Ophelia_Dahl
James_Louis_Garvin,Viola_Garvin
Rosa_Rosal,Toni_Rose_Gayda
Herbert_W._Armstrong,Garner_Ted_Armstrong
Olive_Osmond,Merrill_Osmond
"Francis_Douglas,_11th_Marquess_of_Queensberry","David_Douglas,_12th_Marquess_of_Queensberry"
Jack_Layton,Mike_Layton
Malcolm_Glazer,Avram_Glazer
John_Donelson,Rachel_Jackson
"Edward_Iliffe,_1st_Baron_Iliffe","Langton_Iliffe,_2nd_Baron_Iliffe"
Noah_in_Islam,Ham_(son_of_Noah)
Frederick_Law_Olmsted,John_Charles_Olmsted
Nathaniel_Upham,Thomas_Cogswell_Upham
William_Randolph_Hearst,George_Randolph_Hearst
John_Wilkinson_(American_colonist),John_Wilkinson_(Syracuse_pioneer)
Günther_Johannes_Paetsch,Michaela_Paetsch
Joan_Bennett_Kennedy,Kara_Kennedy
Gina_Rinehart,John_Hancock_(Australian_businessman)
John_Williams,Joseph_Williams_(musician)
"Charles_Grey,_2nd_Earl_Grey",Frederick_Grey
Anna_Roosevelt_Halsted,John_Roosevelt_Boettiger
Dolley_Madison,John_Payne_Todd
Maurice_Barrymore,Ethel_Barrymore
Yash_Chopra,Aditya_Chopra
Belisario_Betancur,Diego_Betancur_Álvarez
Clive_James,Claerwen_James
"Sir_Richard_Wrottesley,_7th_Baronet","Augustus_FitzRoy,_3rd_Duke_of_Grafton"
Robert_Livingston_Gerry_Sr.,Robert_L._Gerry_Jr.
Mervyn_De_Silva,Dayan_Jayatilleka
Frances_Swayze,"Thomas_A._Swayze,_Jr."
Charlie_Soong,Soong_Ai-ling
Raymond_Lovell,Simone_Lovell
Paul_Lange_(musician),Hans_Lange
Marguerite_Harbert,Raymond_J._Harbert
Bill_Treacher,Jamie_Treacher
Elena_Ceaușescu,Nicu_Ceaușescu
William_Roache,James_Roache
Chuck_Menville,Scott_Menville
Jimmy_Carter,Jack_Carter_(politician)
Katherine_Godwin,Becky_Godwin
Beant_Singh_(chief_minister),Gurkanwal_Kaur
Lee_Phillip_Bell,Lauralee_Bell
Alexander_Carse,William_Carse
Louis_Malle,Gila_von_Weitershausen
Peter_Buell_Porter,Peter_A._Porter_(colonel)
Rose_Kennedy,Ted_Kennedy
John_Bowman_(broadcaster),Abie_Philbin_Bowman
Lady_Charlotte_Guest,Austen_Henry_Layard
Joanna_David,Emilia_Fox
Stephen_Coburn,Louise_Helen_Coburn
Chloe_Steele,Cameron_%22Buck%22_Williams
Tommy_Cooper,Thomas_Henty
Carlo_Ponti,Edoardo_Ponti
Jill_Balcon,Daniel_Day-Lewis
Kaifi_Azmi,Shabana_Azmi
Eddie_Stobart,Edward_Stobart
Margaret_Taylor,Richard_Taylor_(general)
Gjergj_Bubani,Dionis_Bubani
Edward_Ellice_(merchant),Edward_Ellice_(Scottish_politician)
Helen_Silvermaster,Anatole_Boris_Volkov
Necdet_Kent,Muhtar_Kent
John_Jay,Peter_A._Jay
Anna_Murdoch_Mann,Elisabeth_Murdoch_(businesswoman)
Everard_Hambro,Olaf_Hambro
James_Earl_Carter_Sr.,Ruth_Carter_Stapleton
Jerzy_Vetulani,Tomasz_Vetulani
Allen_G._Thurman,Allan_W._Thurman
Cynthia_Weil,Jenn_Mann
Manmohan_Singh,Amrit_Singh
Pieter_van_Vollenhoven,"Prince_Floris_of_Orange-Nassau,_van_Vollenhoven"
"Hugh_Percy,_1st_Duke_of_Northumberland","Algernon_Percy,_1st_Earl_of_Beverley"
George_W._Jack,Whitfield_Jack
Angela_Petrelli,Peter_Petrelli
Dorothy_Graffe_Van_Doren,Charles_Van_Doren
Dimple_Kapadia,Rinke_Khanna
Susan_Roces,Grace_Poe
Sergey_Aksakov,Konstantin_Aksakov
"James_Cornwallis,_4th_Earl_Cornwallis","James_Mann,_5th_Earl_Cornwallis"
Bharatkumar_Raut,Om_Raut
Ole_Kirk_Christiansen,Godtfred_Kirk_Christiansen
Lars-Erik_Berenett,Matti_Berenett
Grace_Vanderbilt,Cornelius_Vanderbilt_IV
Daniel_Rose_(real_estate_developer),David_S._Rose
Humphrey_Marshall_(politician),Thomas_Alexander_Marshall
Eduardo_De_Filippo,Luca_De_Filippo
Vijaya_Lakshmi_Pandit,Nayantara_Sahgal
Thomas_Rolfe,Jane_Rolfe
John_Robert_Godley,"Arthur_Godley,_1st_Baron_Kilbracken"
Lisa_Anne_Novelline,Ryan_Jude_Novelline
Lettice_Knollys,"Dorothy_Percy,_Countess_of_Northumberland"
Jane_Porter_(Tarzan),Korak_(character)
Cindy_McCain,Meghan_McCain
Mamphela_Ramphele,Hlumelo_Biko
Alfred_Lichtenstein_(philatelist),Louise_Boyd_Dale
Trammell_Crow,Harlan_Crow
Gemma_Cuervo,Fernando_Guillén_Cuervo
Wigberto_Tañada,Lorenzo_Tañada_III
William_G._Angel,Wilkes_Angel
Edgar_Bronfman_Jr.,Benjamin_Bronfman
Donald_Trump,Tiffany_Trump
Mohan_Kumaramangalam,Lalitha_Kumaramangalam
Noel_Harrison,Cathryn_Harrison
Kwame_Nkrumah,Samia_Nkrumah
Christopher_Chenery,Penny_Chenery
P._C._Cast,Kristin_Cast
Susana_López_Navia,Pedro_Felipe_Valencia_López
Eva_Norvind,Nailea_Norvind
John_Christoffel_Kannemeyer,Anton_Kannemeyer
George_Alexander_Currie,Neil_Currie
Tokugawa_Yoshimune,Tokugawa_Ieshige
Mary_Dudley,Mary_Sidney
Frederick_Debartzch_Monk,Frederick_Arthur_Monk
Amasa_Stone,Flora_Stone_Mather
Pulastya,Vishrava
Carl_Heinrich_Hagen,Hermann_August_Hagen
Madame_Montour,Andrew_Montour
Anna_Murdoch_Mann,Lachlan_Murdoch
Arturo_Alessandri,Hernan_Alessandri
Charles_Thomas_Brock_Sangster,Jack_Sangster
Pat_Harrington_Sr.,Pat_Harrington_Jr.
Ezzatolah_Entezami,Majid_Entezami
Karel_Zeman,Ludmila_Zeman
Saul_Landau,Valerie_Landau
William_R._Day,Stephen_A._Day
Philip_Gbeho,Victor_Gbeho
Soni_Razdan,Alia_Bhatt
Shivajirao_Girdhar_Patil,Smita_Patil
Henry_J._Kaiser,Henry_Kaiser_(musician)
John_Wayles,Sally_Hemings
Fuheng,Fuk'anggan
"Anne_Innes-Ker,_Duchess_of_Roxburghe","Henry_Innes-Ker,_8th_Duke_of_Roxburghe"
Lillian_Gordy_Carter,Billy_Carter
Ekaterina_Semenikhin,Dimitri_Semenikhin
Matilde_Muñoz_Sampedro,Pilar_Bardem
John_F._Kennedy,Caroline_Kennedy
"Wenefryde_Scott,_10th_Countess_of_Dysart","Rosamund_Greaves,_11th_Countess_of_Dysart"
Faye_Wong,Leah_Dou
Mary_Wollstonecraft,Fanny_Imlay
Hiranuma_Kiichirō,Takeo_Hiranuma
Robin_Padilla,Queenie_Padilla
Dimple_Kapadia,Twinkle_Khanna
Warren_G._Harding,Elizabeth_Ann_Blaesing
Rupert_Murdoch,Prudence_Murdoch
David_Nolan_(Once_Upon_a_Time),Emma_Swan
"William_Paget,_1st_Baron_Paget",Charles_Paget_(conspirator)
Kurt_Vonnegut,Mark_Vonnegut
Tom_Luken,Charlie_Luken
V._S._Kumar_Anandan,Rajan_Anandan
John_Johnston_(New_Zealand_politician),Charles_John_Johnston
José_de_Alencar,Mário_de_Alencar
Mingju,Nalan_Xingde
William_Maule_of_Panmure,Sir_Thomas_Maule_of_Panmure
Eljas_Erkko,Aatos_Erkko
"David_Ormsby-Gore,_5th_Baron_Harlech","Francis_Ormsby-Gore,_6th_Baron_Harlech"
Steve_Ashton,Niki_Ashton
Nicolas_Noxon,Christopher_Noxon
Devletşah_Hatun,İsa_Çelebi
Erica_Jong,Molly_Jong-Fast
Daniel_O'Connell,Maurice_O'Connell_(MP)
Thomas_Seamer,Matthew_Seymour
John_G._Schmitz,Mary_Kay_Letourneau
Henry_Grattan,Henry_Grattan_(junior)
Pacencia_Laurel,Salvador_Laurel
Henry_Maxwell_(bishop),"Henry_Maxwell,_6th_Baron_Farnham"
Kaushik_Sen,Riddhi_Sen
Rene_Cayetano,Pia_Cayetano
Selim_Zilkha,Michael_Zilkha
Christopher_Wordsworth_(Trinity),John_Wordsworth_(scholar)
John_Thornton_Augustine_Washington,Lawrence_Berry_Washington
Catherine_Dickens,Kate_Perugini
John_Alexander_McClernand,Edward_John_McClernand
Guru_Hargobind,Guru_Tegh_Bahadur
Andrew_Jackson,Daniel_Smith_Donelson
Frances_Folsom_Cleveland_Preston,Ruth_Cleveland
William_R._Rivkin,Robert_S._Rivkin
Jawad_Hussain,Mel_Hussain
Alexander_Genis,Daniel_Genis
Robert_Goelet,Robert_Walton_Goelet
James_Mayer_de_Rothschild,Salomon_James_de_Rothschild
Slobodan_Milošević,Marko_Milošević
