1989_(Ryan_Adams_album),Ryan_Adams
The_Persuaders!,Brian_Clemens
Kingdom_Hospital,Stephen_King
Boom!_(film),Tennessee_Williams
Warcraft_(film),Charles_Leavitt
For_Those_Who_Think_Young_(Mad_Men),Matthew_Weiner
Miri_(Star_Trek:_The_Original_Series),Adrian_Spies
Dorothy_Meets_Ozma_of_Oz,L._Frank_Baum
Bloodguilt_(film),Yaky_Yosha
Seaway_(TV_series),Austin_Willis
Suddenly_Susan,Eric_Idle
How_to_Succeed_in_Business_Without_Really_Trying_(musical),Frank_Loesser
"Kiss_Me,_Kate",William_Shakespeare
Timescape_(1992_film),Henry_Kuttner
The_Deuce_(TV_series),Richard_Price_(writer)
Troubadour_(K'naan_album),Robert_Christgau
The_Missioner,E._Phillips_Oppenheim
Daffodils_(Mark_Ronson_song),Michael_Chabon
Samvidhaan,Swara_Bhaskar
Clark_and_Michael,Seth_Grahame-Smith
Beginner_(song),Yasushi_Akimoto
Lanigan's_Rabbi,Art_Carney
Tales_from_the_Darkside:_The_Movie,Arthur_Conan_Doyle
Ek_Mutthi_Aasmaan_(TV_series),Suman_Shashi_Kant
Agantuk,Satyajit_Ray
Hold_Out,Robert_Christgau
Ommadawn,Mike_Oldfield
Bittersweet_and_Blue,Alan_Jay_Lerner
The_Dæmons,Terrance_Dicks
The_Cement_Garden_(film),Ian_McEwan
Humboldt_County_(film),Peter_Bogdanovich
Children_of_Dreams,Oscar_Hammerstein_II
Do_Re_Mi_(Nirvana_song),Kurt_Cobain
The_Stranger_Within_(1990_film),Tom_Holland_(director)
The_Adventures_of_Antar_and_Abla,Naguib_Mahfouz
Fish_Hooks,Maxwell_Atoms
Desperate_Romantics,Diarmuid_Lawrence
Something_Rotten!,Wayne_Kirkpatrick
They_Just_Had_to_Get_Married,Preston_Sturges
Some_Kind_of_Wonderful_(film),John_Hughes_(filmmaker)
Hellbound:_Hellraiser_II,Clive_Barker
Let_It_Be_(musical),George_Harrison
The_Lady_in_the_Bottle,Sidney_Sheldon
Wicked_(musical),Gregory_Maguire
A_Fish_Called_Wanda,Michael_Palin
Sleepwalkers_(film),Stephen_King
Horses_(album),Patti_Smith
These_Days_(Bon_Jovi_album),Paul_Simon
Zuma_(album),Neil_Young
Shut_That_Door!,Larry_Grayson
The_Year_of_the_Mouse,Chuck_Jones
The_Lionhearts,Peri_Gilpin
Shin_Takarajima,Osamu_Tezuka
The_Island_of_Doctor_Agor,H._G._Wells
D.I.E._Again,Edwin_Siu
Robotech_(TV_series),Robert_V._Barron
Torture_Garden_(film),Robert_Bloch
Habang_May_Buhay,Wenn_V._Deramas
The_Night_Flier_(film),Stephen_King
Hilary_Duff_(album),Pete_Townshend
A_Very_Brady_Christmas,Frank_De_Vol
Dr._Seuss'_How_the_Grinch_Stole_Christmas!_The_Musical,Dr._Seuss
The_Wizard_of_Oz_(1987_musical),L._Frank_Baum
Cross_Channel_(visual_novel),Romeo_Tanaka
The_Devil's_Foot,Arthur_Conan_Doyle
Kim_Possible:_A_Sitch_in_Time,Will_Friedle
Gigi_(musical),Colette
The_Nutt_House_(film),Traci_Lords
Feeling_Nuts_Movement,Jack_Whitehall
The_Unnamable_(film),H._P._Lovecraft
5_Against_the_House,Stirling_Silliphant
Golden_Needles,Robert_Clouse
Adventure_Island_(film),Robert_Louis_Stevenson
Clans_of_Intrigue,Ni_Kuang
Where_I_Live,Sullivan_Walker
Garfield_Goose_and_Friends,Roy_Brown_(clown)
"Abner,_The_Invisible_Dog",Fred_Olen_Ray
I_Enjoy_Being_a_Girl,Oscar_Hammerstein_II
Gardens_of_the_Moon,Pierre_Boulle
Riddles_in_the_Sand,Jimmy_Buffett
Macross_Frontier__tv_series__1,Hiroyuki_Yoshino_(screenwriter)
Texas_Rising,Ray_Liotta
Restless_(2012_miniseries),Lorne_Balfe
Ivor_the_Invisible,Raymond_Briggs
Charlotte_Löwensköld_(1930_film),Selma_Lagerlöf
Doctor_Zhivago_(miniseries),Joe_Walker_(editor)
Young_and_Dangerous_(series),Wong_Jing
Nagai_Go_no_Horror_Gekijo:_Mannequin,Go_Nagai
Prehistoric_Women_(1967_film),Steven_Berkoff
Bradbury_13,Ray_Bradbury
Nagai_Go_no_Horror_Gekijo:_Mannequin,Go_Nagai
National_Lampoon's_Pledge_This!,Paris_Hilton
The_All-New_Super_Friends_Hour,Joseph_Barbera
Bomb_(The_Young_Ones),Ben_Elton
Agnisnaan,Bhabendra_Nath_Saikia
Pure_Mania,Robert_Christgau
What_Am_I_Doing_in_New_Jersey%3F,George_Carlin
List_of_Conan_episodes_(2013),Pete_Holmes
Together_Forever:_Greatest_Hits_1983–1991,Robert_Christgau
Communion_(Septic_Flesh_album),H._P._Lovecraft
Stardust_(Willie_Nelson_album),Maxwell_Anderson
Gold_Dust_(Tori_Amos_album),Tori_Amos
Outside_Society,Patti_Smith
Velo_de_novia,Caridad_Bravo_Adams
Demon's_Delight,Cliff_Nielsen
Huckleberry_Finn_(1974_film),Mark_Twain
Queen_of_the_Nile_(The_Twilight_Zone),Charles_Beaumont
Rawhead_Rex_(film),Clive_Barker
Kahani_Hamari..._Dil_Dosti_Deewanepan_Ki,Gul_Khan_(producer)
The_Fountainhead_(film),Ayn_Rand
Focus_(2001_film),Arthur_Miller
I'm_in_Love_with_a_Wonderful_Guy,Richard_Rodgers
Tarzan:_The_Epic_Adventures,Edgar_Rice_Burroughs
Billion_Dollar_Brain,Len_Deighton
End_of_the_Road_(Torchwood),Russell_T_Davies
The_Second_Civil_War,Mac_Ahlberg
The_Heights_(TV_series),E._Duke_Vincent
The_Good_Companions_(1933_film),J._B._Priestley
Redondo_Beach_(song),Patti_Smith
The_Brave_Archer_and_His_Mate,Jin_Yong
Our_Lips_Are_Sealed,Hilary_Duff
Man_Hunt_(Dad's_Army),David_Croft_(TV_producer)
Bastille_Day_(song),Neil_Peart
The_Life_of_Larry_and_Larry_&_Steve,Seth_MacFarlane
Colony_in_Space,Terrance_Dicks
Appointment_with_Death_(film),Agatha_Christie
Triumph_of_a_Heart,Björk
Space_Opera_(1996_anthology),Anne_McCaffrey
Knightriders,Stephen_King
Quatermass_and_the_Pit,Nigel_Kneale
Rupasi_Bangla,Satyajit_Ray
To_All_the_Girls_I've_Loved_Before,Willie_Nelson
Sharpe_(TV_series),John_Tams
Regeneration_(1997_film),Pat_Barker
Nightmare_Classics,J._Michael_Straczynski
Half_Moon_Street_(film),Paul_Theroux
An_Idiot_Abroad,Karl_Pilkington
The_Flintstones'_25th_Anniversary_Celebration,Henry_Corden
The_Handmaid's_Tale_(film),Harold_Pinter
Prince_of_Players,Moss_Hart
The_Outer_Limits_(1963_TV_series),Leslie_Stevens
"Colette,_une_femme_libre",Lambert_Wilson
Conspiracy_365,Gabrielle_Lord
Raiders_of_the_Lost_Ark:_The_Adaptation,George_Lucas
The_Coral_Sea_(album),Patti_Smith
Girl_vs._Boy,Abby_Damen
Ryōmaden,Kiyoshi_Kodama
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1970),Erich_Segal
Doc_(1975_TV_series),Stan_Daniels
Madea's_Family_Reunion,Tyler_Perry
10_(film),Blake_Edwards
The_Mauritius_Penny,Terrance_Dicks
Rock_of_Ages_(The_Band_album),Bob_Dylan
Earthbound_(1920_film),Rex_Beach
List_of_The_Late_Show_with_Stephen_Colbert_episodes_(2015),Stephen_King
A_Killing_in_a_Small_Town,Barbara_Hershey
"Hello,_Sweetheart",George_S._Kaufman
Miles_Davis_Volume_2,Lorenz_Hart
Wally_Gator,Joseph_Barbera
Sex_Pot_(2009_film),Eric_Forsberg
Destination_Moon_(film),Robert_A._Heinlein
The_Last_Ten_Days,Erich_Maria_Remarque
Shortbus,John_Cameron_Mitchell
Devi_(1960_film),Satyajit_Ray
Joe_90,Gerry_Anderson
You_Gotta_Love_the_Life,Oscar_Hammerstein_II
Gilligan's_Planet,Sherwood_Schwartz
The_Mystery_of_Edwin_Drood_(1935_film),Charles_Dickens
Citizen_Baines,Embeth_Davidtz
Separate_Tables_(film),John_Gay_(screenwriter)
Dracula_Lives,Marv_Wolfman
Marvel_Zombies,Robert_Kirkman
The_Stone_Flower_(1977_film),Pavel_Bazhov
Fort_McCoy_(film),Michael_Worth
Roots:_The_Next_Generations,Alex_Haley
Dannii_(album),Dannii_Minogue
The_Stranger_(newspaper),Dan_Savage
Cleopatra_(1970_film),Osamu_Tezuka
It's_a_Very_Merry_Muppet_Christmas_Movie,Jim_Henson
Just_a_Lil_Bit,50_Cent
"Stan_Lee's_Mutants,_Monsters_&_Marvels",Kevin_Smith
Happy_Valley_(TV_series),Steve_Pemberton
The_Missiles_of_October,Howard_Da_Silva
Jonathan_Creek,Ade_Edmondson
The_Acid_House_(film),Irvine_Welsh
The_Taming_of_the_Shrew_(1929_film),William_Shakespeare
Horrible_Histories_(2009_TV_series),Sarah_Hadland
Everything_That_Happens_Will_Happen_Today,David_Byrne
Room_on_the_Broom_(film),René_Aubry
Sal_(film),James_Franco
V_The_Final_Battle,Kenneth_Johnson_(producer)
Wake_in_Fright,Evan_Jones_(writer)
Sukumar_Ray_(film),Satyajit_Ray
Ai_le_zhongnian,Eileen_Chang
Oliver_Twist_(1985_TV_serial),Terrance_Dicks
A_Page_of_Madness,Yasunari_Kawabata
This_Morning_with_Richard_Not_Judy,Stewart_Lee
Amagami_Hime,Yasushi_Akimoto
It's_All_a_Game,Jon_English
To_the_Lighthouse_(film),Rosemary_Harris
H._P._Lovecraft:_A_Life,H._P._Lovecraft
"What_Did_You_Do_in_the_War,_Daddy%3F",William_Peter_Blatty
The_Blue_Light_(1932_film),Leni_Riefenstahl
A_Christmas_Carol_(2006_film),Charles_Dickens
Damn_Yankees_(film),George_Abbott
The_House_Show,Bob_Dylan
Knight_Rider_(2008_TV_series),Val_Kilmer
The_Return_of_Sherlock_Holmes_(1929_film),Arthur_Conan_Doyle
Ever_Decreasing_Circles,Esmonde_and_Larbey
Flight_of_the_Conchords_(TV_series),Damon_Beesley
The_Man_in_Black_(film),John_Dickson_Carr
The_Island_of_Doctor_Agor,H._G._Wells
In_Which_Annie_Gives_It_Those_Ones,Arundhati_Roy
Sadqay_Tumhare,Samiya_Mumtaz
Greedy_for_Tweety,Warren_Foster
Three_of_a_Perfect_Pair,Robert_Christgau
The_Essential_Toni_Braxton,R._Kelly
Fools_of_Fortune,William_Trevor
Young_Frankenstein,Gene_Wilder
List_of_The_Late_Late_Show_with_Craig_Ferguson_episodes_(2008),David_Walliams
Lost_in_Oz,L._Frank_Baum
Kitty_Pryde_and_Wolverine,Al_Milgrom
Antony_and_Cleopatra_(1972_film),William_Shakespeare
Don't_Look_Behind_You_(The_Avengers),Brian_Clemens
Dread_(film),Clive_Barker
En_Magan_(1974_film),Sivaji_Ganesan
Brothers_and_Sisters_(1979_TV_series),Chris_Lemmon
The_Kids_Are_Alright_(film),Pete_Townshend
Stop_Look_and_Listen_(film),Len_Janson
The_Canyons_(film),Bret_Easton_Ellis
Freud_and_Philosophy,Sigmund_Freud
Inside_Comedy,Conan_O'Brien
Popeye_Meets_the_Man_Who_Hated_Laughter,Corinne_Orr
Empire_(1964_film),Andy_Warhol
This_Is_Christmas_(Luther_Vandross_album),Oscar_Hammerstein_II
Kidnapped_(1948_film),Robert_Louis_Stevenson
The_Knight_of_San_Marco,Renato_Castellani
Ballet_Shoes_(film),Victoria_Wood
The_Alphabet_Murders,Agatha_Christie
Me_Doing_Stand-Up,Norm_Macdonald
Channel_4's_Comedy_Gala_(2011),Jonathan_Ross
Your_Big_Break,Dick_Clark
Evita_(soundtrack),Tim_Rice
FM_(2009_TV_series),Kevin_Bishop
Abra-Catastrophe,Butch_Hartman
Mnemosyne_(anime)__tv_series__1,Hiroshi_Ōnogi
Tyrant_(TV_series),Christopher_Keyser
The_Stand_(miniseries),Stephen_King
Star_Trek:_The_God_Thing,Gene_Roddenberry
Tea_with_Mussolini,John_Mortimer
Bronski_&_Bernstein,Richard_Engel
The_Patchwork_Girl_of_Oz_(1914_film),L._Frank_Baum
"The_Pendulum,_the_Pit_and_Hope",Edgar_Allan_Poe
En_carne_propia,Edith_González
My_Coloring_Book,Fred_Ebb
List_of_The_Late_Late_Show_with_Craig_Ferguson_episodes_(2013),Simon_Helberg
"O,_Yeah!_Ultimate_Aerosmith_Hits",John_Lennon
Jakovasaurs,Matt_Stone
TLC_(TV_series),Reece_Shearsmith
The_New_Breed_(TV_series),Pat_Silver-Lasky
Expiation_(film),E._Phillips_Oppenheim
Sadgati,Satyajit_Ray
The_New_Phil_Silvers_Show,Ronnie_Dapo
Cosmicomics,M._C._Escher
Rabbit_Seasoning,Michael_Maltese
The_Dark_Tower:_The_Little_Sisters_of_Eluria,Peter_David
The_Buster_Keaton_Story,Sidney_Sheldon
Girl_Crazy,George_Gershwin
Blueberry_(comics),Jean-Michel_Charlier
In_Bob_We_Trust,John_Safran
Modern_Toss_(TV_series),Mackenzie_Crook
Wanna_Be_Startin'_Somethin',Michael_Jackson
When_the_World_Screamed,Professor_Challenger
A_Fish_Called_Wanda,Michael_Palin
Fraggle_Rock,Jerry_Nelson
The_Human_Face,David_Attenborough
Série_noire_(film),Jim_Thompson_(writer)
Escape_from_Singapore,John_Power_(director)
Sorority_Row,Carrie_Fisher
Human_Nature_(Michael_Jackson_song),Michael_Jackson
Adam's_Ribs,Gene_Reynolds
Oxford_Poetry,Aldous_Huxley
Space:_1999,Prentis_Hancock
Lab_Rats_(UK_TV_series),Dan_Tetsell
I_Wish_(R._Kelly_song),R._Kelly
Death_Takes_a_Holiday,Maxwell_Anderson
It_Happened_Out_West,Harold_Bell_Wright
The_Woman_Hunter,Gabriel_Torres
Les_Parents_terribles_(film),Jean_Cocteau
Cracking_Up_(film),Bill_Richmond_(writer)
Ford_Theatre,Howard_Lindsay
Circle_of_Life,Tim_Rice
Lose_the_Boss,Oliver_Goldstick
Davis_Rules,Jonathan_Winters
Heads_Will_Roll_(Under_the_Dome),Stephen_King
Tarzan_of_the_Apes_(1999_film),Edgar_Rice_Burroughs
Cinderella_(musical),Richard_Rodgers
Wah-Wah_(song),George_Harrison
The_Ray_Bradbury_Theater,Ray_Bradbury
Deep_Breath_(Doctor_Who),Steven_Moffat
G.I._Joe:_America's_Elite,Joe_Casey
The_Removalists__The_Removalists__1,David_Williamson
Xala,Ousmane_Sembène
Never_Gonna_Dance,P._G._Wodehouse
Zoo_Quest,David_Attenborough
All-American_Comics,Alfred_Bester
La_quiero_a_morir_(telenovela),Mijail_Mulkay
Morning_Patrol,Philip_K._Dick
Six_by_Sondheim,James_Lapine
The_Tailor_of_Panama_(film),John_le_Carré
Tokyo_Storm_Warning,Warren_Ellis
Spring_(American_Spring_album),Brian_Wilson
The_Club_(1980_film)__The_Club__1,David_Williamson
Country_Boy_(Bobby_Vinton_album),Willie_Nelson
Once_You're_Born_You_Can_No_Longer_Hide,Sandro_Petraglia
Love_Actually,Richard_Curtis
The_Weirdstone_of_Brisingamen,George_Worsley_Adamson
Bodas_de_odio,Caridad_Bravo_Adams
The_Mirror_Crack'd,Agatha_Christie
"Goodbye,_Mr._Chips_(1969_film)",Terence_Rattigan
The_Incredible_Shrinking_Woman,Richard_Matheson
Iron_Road,Charlotte_Sullivan
The_Bold_Ones:_The_Protectors,Jack_Laird
The_Stand:_American_Nightmares,Stephen_King
Outlaw_(50_Cent_song),50_Cent
Decline_and_Fall_of_the_Freudian_Empire,Sigmund_Freud
The_Future_(Leonard_Cohen_album),Robert_Christgau
Captain_Video_and_His_Video_Rangers,Al_Hodge
Innervision,Serj_Tankian
Not_a_Dry_Eye_in_the_House,Meat_Loaf
The_Last_of_the_Mohicans_(1968_film),James_Fenimore_Cooper
The_Right_Stuff_(film),Tom_Wolfe
Children_of_Dreams,Oscar_Hammerstein_II
Victory_at_Entebbe,Charles_Fox_(composer)
What_Is_Life,George_Harrison
Scoop_(1987_film),Evelyn_Waugh
Dead_On:_The_Life_and_Cinema_of_George_A._Romero,Stephen_King
Stranger_Things_Have_Happened_(Justin_Guarini_album),Oscar_Hammerstein_II
Paladin_of_the_Lost_Hour,Harlan_Ellison
The_Deuce_(TV_series),George_Pelecanos
A_Voice_in_the_Wilderness_(Babylon_5),J._Michael_Straczynski
Bells_of_San_Angelo,Paul_Gangelin
"You_Rang,_M'Lord%3F",Brenda_Cowling
Tom_Clancy's_Op_Center_(film),Tom_Clancy
The_Science_of_Discworld_IV:_Judgement_Day,Terry_Pratchett
Auntie_Mame_(film),Betty_Comden
Iria:_Zeiram_the_Animation,Naruhisa_Arakawa
It's_Complicated_(film),Nancy_Meyers
Algiers_(film),John_Howard_Lawson
Bleak_House_(2005_TV_serial),Justin_Chadwick
Masada_(miniseries),Anthony_Quayle
Kingdom_Hospital,Stephen_King
Romeo_and_Juliet_(1954_film),Renato_Castellani
Kabuto-O_Beetle,Go_Nagai
The_Lacquered_Box,Agatha_Christie
One_Droopy_Knight,Joseph_Barbera
Evil_Roy_Slade,Mickey_Rooney
Lady_Caroline_Lamb_(film),Laurence_Olivier
The_Wrestler_(song),Bruce_Springsteen
Edmond_(film),David_Mamet
List_of_The_Late_Late_Show_with_Craig_Ferguson_episodes_(2008),Billy_Bob_Thornton
Pippi_on_the_Run,Astrid_Lindgren
The_Sign_of_Four_(1923_film),Arthur_Conan_Doyle
Rise_of_the_Zombies,Paul_Bales
Violin_(novel),Guido_Reni
The_Time_Guardian,Carrie_Fisher
Oliver_Twist_(1933_film),Charles_Dickens
Lime_Street_(TV_series),Ray_Austin_(director)
Svinedrengen_og_prinsessen_på_ærten,Hans_Christian_Andersen
Mad_About_You,Paul_Reiser
The_Black_Candle,Maya_Angelou
Stone_Cold_(1991_film),Walter_Doniger
Kangxi_Dynasty,Han_Lei
My_Elusive_Dreams_(album),Alan_Jay_Lerner
A_Slice_of_Life_(1954_film),Alberto_Moravia
The_Wall_(The_Twilight_Zone),J._Michael_Straczynski
Her_Love_Story,Mary_Roberts_Rinehart
Quarantine_(The_Twilight_Zone),Alan_Brennert
Evil_Aliens,Jake_West
Lego_Star_Wars:_The_Quest_for_R2-D2,Anthony_Lledo
The_Guardian_(TV_series),Alan_Rosenberg
Great_Expectations_(1934_film),Charles_Dickens
Moral_Midgetry,Richard_Price_(writer)
An_Evening_with_Wally_Londo_Featuring_Bill_Slaszo,George_Carlin
The_Venom_Trees_of_Sunga,Darrell_K._Sweet
Crimes_That_Shook_Great_Britain,Tom_Roberts
The_Stand_(comics),Stephen_King
Gentleman's_Agreement,Moss_Hart
The_Dark_Man_(poem),Stephen_King
Fractured_Flickers,Hans_Conried
Public_Morals_(1996_TV_series),Steven_Bochco
Dragon_Ball_Z:_Cooler's_Revenge,Akira_Toriyama
The_Human_Face,David_Attenborough
Hopes_and_Fears_(Art_Bears_album),Robert_Christgau
Cell_(film),Stephen_King
Introduction_to_Statistics_(Community),Jon_Pollack
The_Honorary_Consul_(film),Christopher_Hampton
GE_True,Jack_Webb
The_Isolation_Permutation,Steven_Molaro
A_Fine_Madness,Elliott_Baker
The_Lion_King_Jr_(musical),Tim_Rice
Nijinsky_(film),Hugh_Wheeler
A_Hero_Sits_Next_Door,Butch_Hartman
Short_films_by_Studio_Ghibli,Hayao_Miyazaki
An_Early_Frost,John_Kander
Victoria_(1972_film),Henry_James
Don_Quixote_(2000_film),Miguel_de_Cervantes
Worldwide_50_Gold_Award_Hits_Vol._1,Luigi_Creatore
The_Seventh_Floor_(1967_film),Dino_Buzzati
Hedda_(film),Trevor_Nunn
Everlasting_Chivalry,Gu_Long
The_Devil's_Own_Work,Gustav_Klimt
Sky_Is_Over,Serj_Tankian
Nightmare_at_Bittercreek,Constance_McCashin
Amor_de_barrio,Fernanda_Villeli
The_Dying_Detective_(film),Arthur_Conan_Doyle
100_Deeds_for_Eddie_McDowd,Seth_Green
A_New_Day_(The_Wire),David_Simon
If_Only_I_Had_My_Mind_on_Something_Else,Robert_Stigwood
The_Twilight_Zone_(1959_TV_series)_(season_3),Ray_Bradbury
Paris_Plane,Charles_Bennett_(screenwriter)
Tell_Me_on_a_Sunday_(album),Andrew_Lloyd_Webber
"Ok,_You're_Right",50_Cent
A_Musical_Affair,Oscar_Hammerstein_II
A_Short_Film_About_John_Bolton,Neil_Gaiman
Silk_Stockings_(film),George_S._Kaufman
Wasteland_(video_game),Michael_A._Stackpole
Wild_Card_(TV_series),Lynn_Marie_Latham
Redbelt,David_Mamet
"Hey,_Cinderella!",Joe_Raposo
For_Colored_Girls,Tyler_Perry
The_Card_(1922_film),Arnold_Bennett
Madea's_Family_Reunion,Tyler_Perry
Imagine:_John_Lennon,Sam_Egan
Skins_(UK_TV_series),Bryan_Elsley
Daddy_(1991_film),Danielle_Steel
12:01_(1993_film),Jeremy_Piven
Alguna_vez_tendremos_alas,Eugenia_Cauduro
Moolaadé,Ousmane_Sembène
Mad_Dogs_(U.S._TV_series),Alex_Graves
The_Club_(1980_film)__The_Club__1,David_Williamson
Fear_of_God_II:_Let_Us_Pray,Robert_Christgau
Hip_Hip-Hurry!,Michael_Maltese
The_Muppet_Musicians_of_Bremen,Jim_Henson
Now_and_Forever_(1983_film),Danielle_Steel
The_Great_Outdoors_(UK_TV_series),Steve_Edge
_That's_Livin'_Alright,Ian_La_Frenais
Mary_(1985_TV_series),Rod_Daniel
"I,_Lovett",Mary_Riggans
National_Lampoon's_Joy_of_Sex,Alex_Comfort
Micki_&_Maude,Blake_Edwards
On_the_Road_with_Ellison_Volume_3,Harlan_Ellison
The_Beatles_Anthology_(documentary),George_Harrison
List_of_The_Colbert_Report_episodes_(2008),Leonard_Nimoy
Westworld,Michael_Crichton
Brick_(magazine),Michael_Ondaatje
Vera_Drake,Mike_Leigh
"Joe_Smith,_American",Paul_Gallico
List_of_Late_Night_with_Seth_Meyers_episodes_(2014),Stephen_King
Hearts_in_Atlantis_(film),Stephen_King
Chimes_of_Freedom_(album),Pete_Townshend
The_Doctor's_Dilemma_(film),George_Bernard_Shaw
Santa-Fe_(Bob_Dylan_song),Bob_Dylan
Cleopatra_(1970_film),Osamu_Tezuka
Three_Guys_Named_Mike,Sidney_Sheldon
Mr._Woodcock,Billy_Bob_Thornton
The_Late_Show_(film),Lily_Tomlin
The_David_Susskind_Show,David_Susskind
All_Things_Betray_Thee,Michael_Joseph_(publisher)
A_Christmas_Carol_(1910_film),Charles_Dickens
An_Inconvenient_Tax,Noam_Chomsky
Emil_i_Lönneberga_(film),Astrid_Lindgren
Bad_Planet,Tim_Bradstreet
The_Clue_of_the_New_Pin_(1961_film),Philip_Mackie
Evita_(soundtrack),Jimmy_Nail
Sesame's_Treet,Jon_Stone
Alexander_Hamilton_(Trumbull),Alexander_Hamilton
Solomon_Kane_(film),Robert_E._Howard
Dallas_(1978_TV_series)_(season_12),Arthur_Bernard_Lewis
Analyze_That,Kenneth_Lonergan
Doctor_Who_and_the_Silurians,Malcolm_Hulke
And_When_the_Sky_Was_Opened,Douglas_Heyes
The_Department_(play)__The_Department__1,David_Williamson
Man_by_the_Wayside,Leo_Tolstoy
He_&_She,Allan_Burns
Seijuu_Sentai_Gingaman,Toshihiko_Sahashi
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1966),Woody_Allen
It's_About_Time_(TV_series),Sherwood_Schwartz
Nixon_(film),Peter_Morgan
Space_Precinct,Piers_Haggard
Diamonds_(musical),Betty_Comden
Hyakujuu_Sentai_Gaoranger,Takeru_Shibaki
It's_a_Scandal!_It's_a_Outrage!,Oscar_Hammerstein_II
Dead_Run_(The_Twilight_Zone),Greg_Bear
5_Centimeters_Per_Second,Makoto_Shinkai
Bikini_Pirates,Evan_Stone
Toma_(TV_series),Richard_T._Heffron
Killing_Reagan_(film),Eric_Simonson
Sitting_in_My_Hotel,Ray_Davies
"Stardust:_The_Great_American_Songbook,_Volume_III",Lorenz_Hart
The_Dark_Man_(poem),Stephen_King
Breaking_the_Taboo,Bill_Clinton
Zero:_Black_Blood,Yasuko_Kobayashi
Gunmen_(1994_film),Patrick_Stewart
The_Frog_Prince_(Muppets),Jim_Henson
From_the_Earth_to_the_Moon_(film),Jules_Verne
Things_to_Come,H._G._Wells
Fine_Feathered_Friend,William_Hanna
Lovecraft's_Providence_and_Adjacent_Parts,H._P._Lovecraft
Allt_jag_ville_säga,Jonas_Gardell
Steel_Chariots,Tommy_Lee_Wallace
Travelling_North,David_Williamson
Codename:_Kyril,John_Hopkins_(writer)
Illya_Darling,Joe_Darion
Anthology_of_Modern_Serbian_Lyric,Bogdan_Popović
Valiant_(film),Ricky_Gervais
Scott:_Scott_Walker_Sings_Songs_from_his_T.V._Series,Oscar_Hammerstein_II
The_Parallel,Rod_Serling
The_French_Lieutenant's_Woman_(film),John_Fowles
Inherit_the_Wind_(1960_film),Robert_Edwin_Lee
China_Gate_(1957_film),Samuel_Fuller
When_I_Fall_in_Love_(Chris_Botti_album),Adolph_Green
Star_Wars:_Episode_VIII,Carrie_Fisher
A_World_of_His_Own,Richard_Matheson
The_House_of_the_Arrow_(1953_film),A._E._W._Mason
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1972),Frederick_Forsyth
Chuck_Versus_the_Tooth,Daisy_von_Scherler_Mayer
No_One_Ever_Tells_You,Oscar_Hammerstein_II
A_Child_Is_Waiting,Abby_Mann
Somebody_has_to_Shoot_the_Picture,Bojan_Bazelli
Welcher_&_Welcher,Shaun_Micallef
A_Golden_Crown,David_Benioff
Tree_for_Two,Friz_Freleng
Caryl_of_the_Mountains,James_Oliver_Curwood
Tideland_(film),Tony_Grisoni
The_Abbott_and_Costello_Show,Lou_Costello
Spy_(2012_Russian_film),Boris_Akunin
Tomorrow_Never_Comes,John_Shirley
The_Great_Jasper,David_O._Selznick
Party_Girl_(TV_series),Christine_Taylor
Curtains_(musical),Fred_Ebb
The_New_Fred_and_Barney_Show,Joseph_Barbera
1000_Oceans,Tori_Amos
The_Lonely_Goatherd,Oscar_Hammerstein_II
So_Red_the_Rose_(film),Maxwell_Anderson
Hamlet_Goes_Business,William_Shakespeare
The_Spirit_of_Christmas_(Michael_W._Smith_album),Leslie_Bricusse
The_Actors,Conor_McPherson
Sukumar_Ray_(film),Satyajit_Ray
Stag_(miniseries),Jim_Howick
The_Black_Corsair_(1976_film),Emilio_Salgari
Project_X_(1968_film),Joseph_Barbera
Gooische_Vrouwen,Derek_de_Lint
"It's_Magic,_Charlie_Brown",Charles_M._Schulz
Black_Sky:_The_Race_For_Space,Paul_Allen
Only_When_I_Larf_(film),Len_Deighton
Wednesday_9:30_(8:30_Central),John_Cleese
Men_Without_Women_(Porridge),Ian_La_Frenais
Heroes_(We_Could_Be),Brian_Eno
Fish_Hooks,Maxwell_Atoms
In_Desert_and_Wilderness_(2001_film),Henryk_Sienkiewicz
Pippi_Goes_on_Board_(film),Astrid_Lindgren
Too_Much_Johnson,Orson_Welles
Resurrection_(Forgotten_Realms),R._A._Salvatore
The_Man_Who_Saw_Tomorrow,Robert_Guenette
The_Money_Trap,Walter_Bernstein
The_Beach_Boys'_Christmas_Album,Brian_Wilson
Go_West_Young_Man_(Only_Fools_and_Horses),John_Sullivan_(writer)
Mirrorcle_World,Ayumi_Hamasaki
Leader's_Questions_(TV_programme),David_McCullough
All_the_Pretty_Horses_(film),Cormac_McCarthy
Kid_Blue,Bud_Shrake
List_of_The_Tonight_Show_with_Jay_Leno_episodes_(2013–14),Craig_Ferguson
Jules_Verne's_Rocket_to_the_Moon,Jules_Verne
The_Devil's_Hand,Jack_Miles
Never_Been_Kissed,Garry_Marshall
Shyamol_Chhaya,Humayun_Ahmed
The_Rise_and_Fall_of_Charlie_Parker,Dorothy_Fields
Dead_Man's_Folly_(film),Peter_Ustinov
Cemetery_Junction_(film),Ricky_Gervais
