The_Paradise_Suite_(Armchair_Theatre),Sam_Wanamaker
Glove_(film),Jung_Jae-young
Fantastic_Four_(1967_TV_series),William_Hanna
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1978),Richard_Benjamin
The_Catered_Affair__The_Catered_Affair__1,Thelma_Ritter
I'm_Waiting_Here,David_Lynch
Magma:_Volcanic_Disaster,Amy_Jo_Johnson
Oliver_the_Eighth,Hal_Roach
Hogcock!,Salma_Hayek
Asso_(film),Adriano_Celentano
Mad_About_Opera,Steno_(director)
Deuces_(film),Siya
Savaale_Samali,A._Vincent
The_Mike_O'Malley_Show,Mike_O'Malley
Dope_(2015_film),Shameik_Moore
Dr._Jack,Hal_Roach
The_Mutiny_of_the_Bounty,Franklyn_Barrett
Timmy_and_the_Lords_of_the_Underworld,Trey_Parker
Hillsborough_(film),Tracey_Wilkinson
Banjo_the_Woodpile_Cat,Gary_Goldman
At_Five_in_the_Afternoon,Mohsen_Makhmalbaf
Una_noche_con_Sabrina_Love,Cecilia_Roth
Spring_Handicap,Maire_O'Neill
The_Scalphunters,Arnold_Laven
The_Old_Swimmin'_Hole_(1940_film),Dorothy_Davenport
Sinbad_of_the_Seven_Seas,Blasco_Giurato
Tiger_Love_(1924_film),Howard_Hawks
The_Cutting_Edge:_The_Magic_of_Movie_Editing,Sean_Penn
Widow_*_Second_Wife:_Real_Sucking_Engulfing_a_Rare_Utensil,Yutaka_Ikejima
JAG_(season_4),Alan_J._Levi
The_Landlord,Lee_Grant
Thayamma,Gangai_Amaran
Chaudhvin_Ka_Chand,Guru_Dutt
Running_Brave,Claudia_Cron
Dívka_v_modrém,Lída_Baarová
Donald's_Dilemma,Donald_Duck
Paanch_Ghantey_Mien_Paanch_Crore,Shawar_Ali
Baap_Re_Baap,Kishore_Kumar
Descendants_of_Cain_(film),Moon_Hee
Manasukkul_Mathappu,Priyadarshan
Wild_Harvest,Alan_Ladd
The_Fall_of_Rock_and_Roll,Srđan_Todorović
Dexter_(season_4),Keith_Gordon
The_Siege_(Star_Trek:_Deep_Space_Nine),Philip_Anglim
Law_&_Order_(season_2),Daniel_Sackheim
Manolescu_(film),Heinrich_George
Jana_of_the_Jungle,William_Hanna
"See_Here,_Private_Hargrove_(film)",David_Snell_(composer)
Ping_Pong_(manga)__live_film__1,Shinji_Ogawa
Naanu_Nanna_Kanasu,Hamsalekha
The_Firm_Gets_Married_(1914_film),Ernst_Lubitsch
Purusha_Lakshanam,P._Vasu
Scooby-Doo!_Abracadabra-Doo,John_DiMaggio
With_Love_and_Hisses,Hal_Roach
Uncle_Kent,Kent_Osborne
Sun_Over_Klara,Harald_Berglund
Operation:_Entertainment,Bill_Carruthers
Ok_Jaanu,Mani_Ratnam
Men_Without_a_Fatherland,Willy_Birgel
The_Land_Before_Time_XIII:_The_Wisdom_of_Friends,Miriam_Flynn
Winter_Is_Coming,Art_Parkinson
Tujh_Sang_Preet_Lagai_Sajna_(2008_TV_series),Nivedita_Basu
Misión_S.O.S,Maribel_Fernández
Come_Clean_(film),Hal_Roach
Slicked-up_Pup,Ray_Patterson_(animator)
The_Kentucky_Fried_Movie,Jim_Abrahams
Dora-heita,Akira_Kurosawa
The_Midnight_Lady,John_Darrow
Law_&_Order:_Special_Victims_Unit_(season_12),Norberto_Barba
One_Terrible_Day,Hal_Roach
Crashing_Through_Danger,Howard_Jackson_(composer)
Suburbia_(film),Roger_Corman
Have_Gun_–_Will_Travel_(season_1),Andrew_V._McLaglen
Spirit_(Leona_Lewis_album),Wayne_Isham
Super_Friends_(1980_TV_series),Joseph_Barbera
Scooby's_Mystery_Funhouse,William_Hanna
Here_Comes_the_Neighborhood,Trey_Parker
The_Movie_Trail,Hoot_Gibson
Two_in_Revolt,Jack_MacKenzie
Gay_Witch_Hunt,Greg_Daniels
Acoustic_(John_Lennon_album),Yoko_Ono
What_About_Today%3F,Barbra_Streisand
Dexter's_Laboratory,Jason_Butler_Rote
Prophecy_(film),Harry_Stradling_Jr.
Paadam_Onnu:_Oru_Vilapam,Meera_Jasmine
The_Persuaders!,Roy_Ward_Baker
Milaga,Singampuli
Maximum_Choppage,Tony_Ayres
3_Ring_Circus,Joanne_Dru
Four_Ways_Out,Luigi_Comencini
Nothing_But_Pleasure,Clyde_Bruckman
Aakhree_Raasta,P._Bharathiraja
Hoboken_Hollow,Jason_Connery
Ek_Villain,Ekta_Kapoor
Sam_(1973_TV_series),Veronica_Roberts
Dark_Waters_(1944_film),Franchot_Tone
The_Villain_in_Black,MC_Ren
Gangster_No._1,David_Thewlis
Planet_Dinosaur,Ilan_Eshkeri
Nobody_Walks,John_Krasinski
Homecoming_(Heroes),Ashley_Crow
A_Hill_on_the_Dark_Side_of_the_Moon,Agneta_Pleijel
Raajjiyam,Vijayakanth
Despicable_Me_3,Trey_Parker
Alf's_Button_(1920_film),Blanche_McIntosh
The_River_Niger_(film),Theodore_Wilson
The_Spoils_of_Babylon,Adam_McKay
MasterChef_Canada,Franc_Roddam
Good_Fences,Spike_Lee
All_My_Tomorrows,Charlie_Chaplin
Border_Vengeance,S._Roy_Luby
The_Dick_Van_Dyke_Show,Carl_Reiner
"Judge,_Jury,_Executioner",Michael_Zegen
Titli_(2014_film),Shivani_Raghuvanshi
Emperor's_Ball,Hans_Heinz_Theyer
Pudhiavan,K._Balachander
14_Going_on_30,Lee_Holdridge
Oral_Koodi_Kallanayi,J._Sasikumar
A_Pup_Named_Scooby-Doo,William_Hanna
The_33_(film),Juliette_Binoche
Cover_Up_(TV_series),Jennifer_O'Neill
The_Second_Victory,Max_von_Sydow
Robot_Chicken:_Star_Wars,Mark_Hamill
Sweet_Sioux,Robert_McKimson
JAG_(season_3),Greg_Beeman
Valley_Girls,Abby_Walker
Brown_on_Resolution_(film),Bernard_Knowles
Legend_№_17,Nikita_Mikhalkov
Bedeni_Moluar_Kotha,Raj_Chakraborty
Ramji_Londonwale,Vishal_Bhardwaj
Merry_Comes_to_Town,Guy_Newall
Smash_Cut,Herschell_Gordon_Lewis
The_Home_Stretch,Thomas_H._Ince
Tomorrow_and_Tomorrow_(film),Paul_Lukas
Dead_on_Target_(film),Ray_Danton
Khamoshiyan,Mahesh_Bhatt
The_Lily_and_the_Rose,D._W._Griffith
Why_Men_Work,Charley_Chase
Camp_Lazlo,Jodi_Benson
Brian's_Got_a_Brand_New_Bag,Aimee_Garcia
Last_of_the_Summer_Wine,Tom_Owen_(actor)
The_Runner_(2015_film),Nicolas_Cage
Black_Hills_Express,Fred_Myton
Double_Fantasy,John_Lennon
Fatty's_Flirtation,Roscoe_Arbuckle
Contact_High_(film),Michael_Ostrowski
An_Unseen_Enemy,Elmer_Booth
Turnabout_(TV_series),Bruce_Bilson
Antima_Teerpu_(1988_film),Dennis_Joseph
The_Law_of_the_Wild,Ford_Beebe
Sugaree,Jerry_Garcia
Shadows_in_the_Night,Bob_Dylan
Mankatha,Sakthi_Saravanan
Jyeshta_(film),Ranjith_(director)
Coma_(U.S._miniseries),Ridley_Scott
La_matiouette_ou_l'arrière-pays,Jacques_Nolot
Krishnarjuna,Ramajogayya_Sastry
"Hey,_Pop!",Roscoe_Arbuckle
Youngistaan,Neha_Sharma
Les_Fugitifs,Pierre_Richard
"Class_of_Nuke_'Em_High_3:_The_Good,_the_Bad_and_the_Subhumanoid",Lloyd_Kaufman
The_Three_Kings_(film),Henry_Edwards_(actor)
Freighters_of_Destiny,William_Clemens_(film_director)
30_Rock_(season_2),Gail_Mancuso
Dough_Nuts,Oliver_Hardy
Hideaway_(film),Neal_Jimenez
Maybe_It's_Me_(TV_series),Julia_Sweeney
King_of_the_Underworld_(1939_film),Vincent_Sherman
Speedy_Ghost_to_Town,Cal_Howard
Boo_Boo_Runs_Wild,Joseph_Barbera
Purr-Chance_to_Dream,Chuck_Jones
Horrible_Bosses_2,Jason_Bateman
Python_Night_–_30_Years_of_Monty_Python,Trey_Parker
O-Solar_Meow,Phil_Roman
Killing_Jesus_(film),Ridley_Scott
Top_Bet,Sammo_Hung
Bonnie_Scotland,Hal_Roach
Hammer_House_of_Horror,Peter_Sasdy
The_Last_Blow,Henri-Georges_Clouzot
Casanova_70,Aldo_Tonti
Judgment_Day_(1999_film),Mario_Van_Peebles
Athisaya_Penn,Javar_Seetharaman
Snorks,Nancy_Cartwright
One_Size_Fits_All_(Frank_Zappa_album),Frank_Zappa
Navaratri_(1966_film),Savitri_(actress)
Air_Force_(film),Dudley_Nichols
How_Sweet_It_Is!,Garry_Marshall
Age_of_Indiscretion,Ralph_Forbes
Medium_(season_4),Peter_Markle
The_Magnificent_Ambersons_(film),Robert_Wise
Perfect_Couples,Tristram_Shapeero
TV_101,Sam_Robards
A_Wife's_Sacrifice,Phil_Rosen
Himmatwala_(2013_film),Mahesh_Manjrekar
Vadina,A._V._Meiyappan
Randy_and_the_Mob,Burt_Reynolds
The_White_Sheik,Alberto_Sordi
Just_Shoot_Me!_(season_6),Pamela_Fryman
Good_Sports,Monica_Johnson
Windbag_the_Sailor,Terence_Fisher
Hoodman_Blind,David_Butler_(director)
Akka_Bagunnava,Vikram_(actor)
Water_Birds,Winston_Hibler
Judex_(1934_film),Arthur_Bernède
Special_Delivery_(1927_film),Larry_Semon
The_Secret_Circle_(TV_series),Eagle_Egilsson
Trimurti_(film),Himani_Shivpuri
Drohi_(1992_film),Urmila_Matondkar
The_Oddball_Couple,Friz_Freleng
Ready%3F_OK!,Kali_Rocha
Dungeons_&_Dragons:_Wrath_of_the_Dragon_God,Clemency_Burton-Hill
The_Patty_Duke_Show,William_Asher
Another_Man's_Poison,Gary_Merrill
The_Vampire_Diaries_(season_4),John_Dahl
"Murder_Me,_Murder_You",Larry_A._Thompson
Heaven_(2002_film),Anthony_Minghella
Cannibal_Capers,Jack_King_(animator)
Mr._Wu,Anna_May_Wong
Ram_Teri_Ganga_Maili,Ravindra_Jain
Maxed_Out,Louis_C.K.
Horror_Island,Peggy_Moran
Chocolate_Salty_Balls,Trey_Parker
Room_for_One_More_(film),Melville_Shavelson
The_Bedford_Incident,Sidney_Poitier
To_Live_in_Peace,Aldo_Fabrizi
The_Glimmer_Man,Michelle_Johnson_(actress)
The_Wonder_Years_(season_3),Nick_Marck
The_Moro_Affair,Camillo_Bazzoni
Aalayam_(film),A._Bhimsingh
The_Squeaker_(1937_film),Alexander_Korda
Assignment_–_Paris!,Ray_Cory
The_Apartment,Jack_Lemmon
A_Return_to_Salem's_Lot,Samuel_Fuller
His_Glorious_Night,Irving_Thalberg
Terrier_Stricken,Edward_Selzer
The_Wayward_Wife,Alberto_Moravia
Death_at_Love_House,Laurence_Rosenthal
Give_Us_the_Money,David_Herdies
The_Spanish_Teacher,Iqbal_Theba
Fort_McCoy_(film),Eric_Stoltz
Adventures_of_Power,Michael_McKean
Catch_and_Release_(film),Kevin_Smith
Falling_(Julee_Cruise_song),David_Lynch
Navy_Log,Irving_Bibo
Clue_Club,Joseph_Barbera
The_Book_of_Mormon_(musical),Trey_Parker
We_Shall_Remain,John_Kusiak
Cat_Run,Derrick_Borte
Fire_Fighters_(film),Hal_Roach
The_Long_Trail_(film),Eve_Unsell
The_Legacy_(1978_film),Katharine_Ross
Boxcar_Bertha,Roger_Corman
Diary_of_a_Shinjuku_Thief,Masao_Adachi
Loadsamoney,Harry_Enfield
Bitter_Harvest_(1963_film),Alan_Badel
Lights_of_London_(1914_film),Fred_Paul
The_First_Beautiful_Thing,Carlo_Virzì
7_Khoon_Maaf,Usha_Uthup
Join_the_Marines,Lester_Orlebeck
Caught_Plastered,Victor_Schertzinger
Yogi_and_the_Invasion_of_the_Space_Bears,William_Hanna
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1977),Orson_Welles
The_Founding_of_a_Republic,Zhang_Guoli
NYPD_Blue_(season_3),Davis_Guggenheim
The_Straight_Story,Mary_Sweeney
"Ride_Him,_Bosko!",Friz_Freleng
Cat_on_a_Hot_Tin_Roof_(1958_film),Ferris_Webster
Tales_of_the_Texas_Rangers,Eric_Freiwald
Mujrim,Vinay_Shukla
The_Five_(TV_series),Honeysuckle_Weeks
Against_All_Odds_(film),Rachel_Ward
Dilwaala,Aruna_Irani
Greatest_Hits_(Neil_Young_album),Neil_Young
Ghilli,A._M._Rathnam
The_Girl_Dodger,Jack_Nelson_(actor)
The_Housekeeper's_Daughter,Gordon_Douglas_(director)
Hi-de-Hi!,David_Croft_(TV_producer)
"Monsters,_Inc.",Dan_Gerson
Gossip_Girl_(season_3),Tony_Wharmby
Lottery!,Mark_Snow
Get_Me_Bodied,Beyoncé
Battle_Beyond_the_Sun,Carmine_Coppola
Jingle_All_the_Way,Chris_Columbus_(filmmaker)
Rookie_Blue_(season_2),Peter_Wellington_(director)
Tanner_on_Tanner,Pamela_Reed
Brink!,Lee_Haxall
Roland_the_Mighty,Mario_Bava
No_Exit_(1962_film),Orson_Welles
Woops!,Gary_Jacobs_(writer)
The_Fallen_Sparrow,Robert_Wise
Night_'n'_Gales,Hal_Roach
Tyrannosaur_(film),Paul_Popplewell
Love_in_the_Desert,Olive_Borden
G-Men_Never_Forget,Jesse_Duffy
The_Kid_from_Texas_(1939_film),Dennis_O'Keefe
Ambasamudram_Ambani,R._Sundarrajan_(director)
Viva_Erotica,Leslie_Cheung
Buffy_the_Vampire_Slayer_Season_Nine,Joss_Whedon
Official_Officers,Hal_Roach
Deadly_Impact,Joe_Pantoliano
Despicable_Me_3,Trey_Parker
How_to_Cheat_in_the_Leaving_Certificate,Éamonn_Lawlor
Yea_Toh_Two_Much_Ho_Gayaa,Arbaaz_Khan_(Indian_actor)
New_San_Antonio_Rose,Clint_Eastwood
Histoire_de_Melody_Nelson,Serge_Gainsbourg
Document_Z-3,Claudio_Gora
Hollywood_Capers,Chuck_Jones
Shrek_the_Halls,Antonio_Banderas
Sued_for_Libel,Roy_Webb
VeggieTales_in_the_House,Mike_Nawrocki
Basic_Instinct_(album),Benny_Boom
Sunset_Serenade,George_%22Gabby%22_Hayes
The_Rawhide_Terror,Victor_Adamson
The_Rookie_(2002_film),John_Schwartzman
Intlo_Srimathi_Veedhilo_Kumari,Prabhu_Deva
Back_to_the_Woods_(1937_film),Jules_White
Otto_–_Der_Film,Peter_Kuiper
In_Desert_and_Wilderness_(2001_film),Henryk_Sienkiewicz
Eli_(2015_film),Vadivelu
The_Lilac_Domino_(film),Charles_Cuvillier
The_Passion_of_Ayn_Rand_(film),Julie_Delpy
Rosewood_(film),John_Williams
The_Great_Barrier_(film),Sepp_Allgeier
Partridge_Family_2200_A.D.,William_Hanna
Mucho_Mouse,Ed_Benedict
Work_It_(TV_series),Beth_McCarthy-Miller
Alabama_Moon_(film),Jimmy_Bennett
In_the_House_(film),Philippe_Rombi
Wyoming_Wildcat,Bennett_Cohen
The_Assault_(film),Derek_de_Lint
Interview_with_the_Assassin,David_Levien
Pullet_Surprise,Chuck_Jones
The_Dukes_(TV_series),Joseph_Barbera
"What_Did_You_Do_in_the_War,_Daddy%3F",Aldo_Ray
The_Tiger_of_Circus_Farini,Karl_Freund
Hollyrock-a-Bye_Baby,Joseph_Barbera
Lowered_Sails,Carlo_Ludovico_Bragaglia
Red_Garters_(film),Frank_Tashlin
Journey's_End_(1930_film),George_Pearson_(filmmaker)
Holiday_(2010_film),Josiane_Balasko
Swalpa_Adjust_Madkolli__Swalpa_Adjust_Madkolli__1,Sadhu_Kokila
A_Successful_Calamity,Howard_Bretherton
Chances_Are_(film),Cybill_Shepherd
The_Calendar_(1931_film),Robert_Stevenson_(director)
Ecco_noi_per_esempio,Vince_Tempera
...Y_mañana_serán_mujeres,Luis_Alcoriza
List_of_The_Tonight_Show_with_Jay_Leno_episodes_(1992–99),Edward_Burns
For_Sale_by_Owner_(film),Scott_Cooper_(director)
The_Leopard_(1963_film),Pasquale_Festa_Campanile
Death_Row:_Snoop_Doggy_Dogg_at_His_Best,Snoop_Dogg
Prime_Suspect_(U.S._TV_series),Peter_Berg
Whore_(1991_film),Dan_Ireland
Smoked_Hams,Walter_Lantz
Ghost_Whisperer_(season_3),Fred_Toye
The_Warm_Life,Marcello_Fondato
Yogi's_Space_Race,Joseph_Barbera
Stark_Raving_Mad_(TV_series),Sheldon_Epps
Blast_from_the_Past_(film),Renny_Harlin
The_Great_American_Hoax,Don_Weis
Sunshine_Love,Jo_Eun-ji
Big_Time_(1929_film),Sidney_Lanfield
Playhouse_90,Herbert_Brodkin
Tom_and_Jerry:_Robin_Hood_and_His_Merry_Mouse,William_Hanna
"New_Adam,_New_Eve",Terence_Feely
Pluto's_Judgement_Day,Clyde_Geronimi
The_Island_of_Despair,Marjorie_Hume
Dealbreakers_Talk_Show_No._0001,Peter_Reckell
Henry_&_June,Rose_Kaufman
"New_York,_New_York_(1977_film)",Robert_De_Niro
Rajanna,Suddala_Ashok_Teja
Breed_of_Men,William_S._Hart
Hot_Lead_and_Cold_Feet,Darren_McGavin
Overland_Trail_(TV_series),Fred_Freiberger
The_Hire,Clint_Mansell
The_Plow_Boy,Wilfred_Jackson
Men_and_Noblemen,Sergio_Corbucci
Love_the_Coopers,June_Squibb
Seethamma_Vakitlo_Sirimalle_Chettu,Daggubati_Venkatesh
Ned's_Newt,Andy_Knight
A_Flintstone_Family_Christmas,Joseph_Barbera
Mach_2_(film),Thomas_L._Callaway
The_Champions,Cyril_Frankel
"Thank_You,_Mr._Moto_(film)",Samuel_Kaylin
The_Fonz_and_the_Happy_Days_Gang,William_Hanna
Lucky_Louie,Louis_C.K.
GriGris,Marie-Hélène_Dozo
Danger_(TV_series),Martin_Ritt
The_Heidi_Chronicles_(film),Wendy_Wasserstein
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1972),Woody_Allen
Brideshead_Revisited_(TV_serial),Anthony_Andrews
Kattalai_(film),R._Sundarrajan_(director)
Will_&_Grace_(season_3),James_Burrows
Dallas_(1978_TV_series)_(season_1),Irving_J._Moore
Gibraltar_(1938_film),Erich_von_Stroheim
Just_in_Time_(TV_series),Tom_Cherones
The_Big_Town_(1925_film),Hal_Roach
"Totò,_Peppino_e..._la_dolce_vita",Lucio_Fulci
No_Limit_(TV_series),Luc_Besson
"Confess,_Doctor_Corda",Robert_A._Stemmle
Dharma_Seelan,Salim_Ghouse
Shimmering_Light,Beau_Bridges
Mommy_(2014_film),André_Turpin
Fauj_Mein_Mauj,Asrani
Hello_Babies,Ronald_Cheng
The_Unholy_Garden,Charles_MacArthur
Happy_Endings_(season_3),Beth_McCarthy-Miller
Road_of_Hell_(1931_film),Raoul_Walsh
No_Exit_(1962_film),Orson_Welles
I_Loved_an_Armchair,Nikitas_Platis
The_Lovers_of_Teruel_(film),Claude_Renoir
It's_Tough_to_Be_Famous,Byron_Haskin
Accent_on_Youth_(film),Otho_Lovering
The_Blue_Danube_(1928_film),Cecil_B._DeMille
Last_of_the_Summer_Wine,Danny_O'Dea
Till_We_Meet_Again_(1944_film),Konstantin_Shayne
What_a_Widow!,Gloria_Swanson
Natalia_(film),Philippine_Leroy-Beaulieu
Michael_&_Michael_Have_Issues,Michael_Showalter
Ashk_(TV_series),Abdullah_Kadwani
Chachi_420,Nassar
Sophie's_World_(film),Tomas_von_Brömssen
Happy_Endings_(season_2),Gail_Mancuso
The_Glorious_Fourth_(film),Hal_Roach
People_on_Sunday,Billy_Wilder
NCIS_(season_12),Terrence_O'Hara
Law_&_Order_(season_5),Don_Scardino
Karagattakaran,Ramarajan
Goodbye_Lover,Patricia_Arquette
New_Car_(The_Americans),Lee_Tergesen
Masters_of_Horror,Mick_Garris
The_Waiters'_Picnic,Roscoe_Arbuckle
Tom_Jones:_The_Right_Time,Mica_Paris
National_Lampoon's_Last_Resort,Damian_Lee
The_Drowning_Pool_(film),Murray_Hamilton
The_Catwalk,Mike_Vejar
Escape_(1948_film),Philip_Dunne_(writer)
Taking_Chances_(film),Rob_Corddry
The_Prophet_of_Hunger,José_Mojica_Marins
Vacation_(2015_film),David_Dobkin_(director)
Nameless_(film),Gustav_Ucicky
Sons_and_Daughters_(1991_TV_series),Bill_Bixby
Shubhalagnam__Shubhalagnam__1,S._V._Krishna_Reddy
The_Tik-Tok_Man_of_Oz,Victor_Schertzinger
Peg_o'_My_Heart_(1922_film),George_Barnes_(cinematographer)
Jongno_(film),Na_Woon-gyu
Salt_in_the_Wound,Klaus_Kinski
Tangier_(1946_film),Elwood_Bredell
7th_Heaven_(season_8),David_Jones_(director)
Deer_Woman_(Masters_of_Horror),Anthony_Griffith_(actor)
Crossing_the_Bridge,Newton_Thomas_Sigel
Big_Love,Matt_Ross
The_Fairly_OddParents,Butch_Hartman
Prisoners_of_Love_(1921_film),Betty_Compson
Submarine_(1928_film),Harry_Cohn
One_Touch_of_Venus_(film),Robert_Walker_(actor)
Cannery_Row_(film),John_Huston
The_Magic_of_Lassie,Mickey_Rooney
Devil's_Feud_Cake,Hawley_Pratt
The_Cossacks_(1960_film),Damiano_Damiani
Carthage_in_Flames,Daniel_Gélin
A_Tragedy_at_Midnight,Mort_Glickman
Daytona_500_(song),RZA
The_Andy_Warhol_Diaries,Andy_Warhol
Faktas,Juozas_Budraitis
Fast_and_Furry-ous,Robert_Gribbroek
The_Pursuit_of_Happiness_(1971_film),Michael_Sarrazin
X-Cross,Ami_Suzuki
Shadow_of_the_Past_(film),Hone_Glendinning
London_(2005_Indian_film),Badri_(director)
Wicked_(song),F._Gary_Gray
The_Oath_of_Peter_Hergatz,Karl_Freund
Miss_Kicki,Pernilla_August
The_Remains_of_the_Day_(film),Mike_Nichols
Prime_Suspect_(U.S._TV_series),Jonas_Pate
Alludu_Seenu,Kona_Venkat
Blushing_Charlie,Rune_Ericson
Honky_Donkey,Hal_Roach
Kitty_Foiled,Irven_Spence
The_Grim_Adventures_of_Billy_&_Mandy,Grey_DeLisle
R.L._Stine's_Monsterville:_Cabinet_of_Souls,Dove_Cameron
Wonder_Wheels,William_Hanna
Our_Gang_Follies_of_1938,Robert_A._McGowan
A_Matter_of_Resistance,Alain_Cavalier
The_River_Rat,Michael_Apted
Ruthless_People,Danny_DeVito
Let's_Get_Tough!,Sam_Katzman
Tiger_Claws,Jalal_Merhi
The_Ghost_House_(film),Olga_Grey
Nayak_(1966_film)__Nayak__1,Satyajit_Ray
Medium_Cool,Peter_Bonerz
Phoenix_(Breaking_Bad),John_Shiban
Dreamchild,Kenith_Trodd
List_of_MacGyver_episodes_(season_3),James_L._Conway
Wake_Up_Sid,Anil_Mehta
I_Wish_(R._Kelly_song),R._Kelly
Above_and_Beyond_(film),Eleanor_Parker
My_Green_Fedora,Chuck_Jones
A_Quiet_Little_Wedding,Roscoe_Arbuckle
Marius_(film),Alida_Rouffe
His_Musical_Career,Charlie_Chaplin
Alice_(1990_film),William_Hurt
Skylanders_Academy,Bobcat_Goldthwait
Lena_Warnstetten,William_Dieterle
The_Dead_Lands,Glenn_Standring
High_Treason_(1929_German_film),Alfred_Zeisler
Werewolf_(TV_series),Richard_A._Colla
El_Presidente_(film),Nora_Aunor
The_Innocent_(1993_film),Isabella_Rossellini
Mafia_(The_Office),Brent_Forrester
On_the_Front_Page,Hal_Roach
Des_journées_entières_dans_les_arbres,Madeleine_Renaud
Curtain_Call_at_Cactus_Creek,Walter_Scharf
Broken_in_the_Wars,Henry_Edwards_(actor)
Niram_Marunna_Nimishangal,Sukumaran
The_Battle_of_the_Century,Hal_Roach
Die_rote_Kapelle,Werner_Kreindl
Swat_the_Crook,Hal_Roach
My_Beloved,Jun_Lana
You_Can't_Hurry_Love_(film),Scott_McGinnis
Legion_(2010_film),Jeanette_Miller
Unforgettable_(season_1),Peter_Werner
The_Gangsters,Roscoe_Arbuckle
Toma_(TV_series),Richard_T._Heffron
Spartacus_and_the_Ten_Gladiators,Sergio_Sollima
Kamen_Rider_Ryuki,Yasuko_Kobayashi
The_Pagemaster,Whoopi_Goldberg
Romp_in_a_Swamp,Walter_Lantz
Secrets_of_the_French_Police,Gregory_Ratoff
One_Night_with_You_(film),Carlo_Ludovico_Bragaglia
You_Don't_Mess_with_the_Zohan,Rob_Schneider
Berlin_Express,Charles_Korvin
Jurm_Aur_Sazaa,Dhruva_Chatterjee
Lay_Lady_Lay,Bob_Dylan
Thea_(TV_series),Bernie_Kukoff
Panhandle_(film),Blake_Edwards
Mirka_(film),Sergio_Rubini
Love_Channel,Anand_(actor)
Zindagi_Ek_Juaa,Anil_Kapoor
Scott_of_the_Antarctic_(film),Michael_Balcon
Si_j'avais_au_moins...,Laurent_Boutonnat
Chesty:_A_Tribute_to_a_Legend,Chesty_Puller
"Man,_Beast_and_Virtue",Lucio_Fulci
The_Smurfs_(TV_series),Joseph_Barbera
Mohabbatein,Uday_Chopra
Under_the_Boardwalk_(film),Roger_Corman
Zinda_(film),Park_Chan-wook
The_A_Word,Christopher_Eccleston
The_End_of_the_Affair_(1999_film)__The_End_of_the_Affair__1,Michael_Nyman
Helter_Shelter_(film),Walter_Lantz
The_Singles_Collection_(Britney_Spears_album),Francis_Lawrence
School_Master_(1958_film),Kusumagraj
Search_and_Destroy_(film),John_Turturro
Looney_Tunes_Super_Stars'_Daffy_Duck:_Frustrated_Fowl,Porky_Pig
Laughter_(film),Monta_Bell
The_McCarthys,Andy_Ackerman
Belle_Boys,Walter_Lantz
Damien_(South_Park),Trey_Parker
1775_(TV_pilot),Gregory_Sporleder
Midnight_Patrol:_Adventures_in_the_Dream_Zone,Joseph_Barbera
The_Jetsons_Meet_the_Flintstones,William_Hanna
Aksar__Aksar__1,Himesh_Reshammiya
Nick_Freno:_Licensed_Teacher,Arjay_Smith
Street_Warrior,Reiley_McClendon
Friends_and_Neighbours,Peter_Illing
The_Dead_Letter,Oliver_Hardy
Dave_(Lost),Bruce_Davison
The_Vikings_(1958_film),Mario_Nascimbene
The_Perfect_Clown,Larry_Semon
Captain_Hareblower,Arthur_Davis_(animator)
Damn_Yankees_(film),Jerry_Ross_(composer)
The_Abyss,Mikael_Salomon
The_Good_Lie,Ron_Howard
The_Dick_Powell_Show,John_Wayne
The_Beasts_Are_on_the_Streets,Joseph_Barbera
I_Heard_Her_Call_My_Name,Lou_Reed
A_Bronx_Tale,Chazz_Palminteri
The_Slap_(TV_series),Cate_Shortland
Number_1_Single,Illeana_Douglas
Do_Nambar_Ke_Amir,I._S._Johar
It's_Easy_to_Become_a_Father,Richard_Eichberg
Peter_Vernon's_Silence,Lottie_Lyell
The_Robonic_Stooges,William_Hanna
Dongju:_The_Portrait_of_a_Poet,Kang_Ha-neul
The_Rocky_and_Bullwinkle_Show,William_Conrad
Hell_and_High_Water_(film),Richard_Widmark
There_Goes_My_Heart_(film),Hal_Roach
Qayamat_Se_Qayamat_Tak,Nasir_Hussain
The_Lookalike,Melissa_Gilbert
Courtesan_(film),Agustín_Lara
Here_Is_Your_Life,Bengt_Forslund
"Think_Fast,_Father_Ted",Graham_Linehan
B._J._and_the_Bear,Glen_A._Larson
R.C.M.P._(TV_series),Harry_Horner
The_Funtastic_World_of_Hanna-Barbera,William_Hanna
Sponsored_Content_(South_Park),Trey_Parker
Cheyenne_(1955_TV_series),Oren_W._Haglund
The_Untouchables_(film),David_Mamet
Millennium_(season_2),Ralph_Hemecker
Second_Time_Around_(film),Johnnie_To
Elmer's_Candid_Camera,Robert_McKimson
You're_an_Education,Robert_McKimson
The_Lady_from_Sockholm,Jacob_Gentry
Cruiser_Emden,Alfred_Halm
The_Civil_War_(TV_series),Arthur_Miller
Time_Out_of_Mind_(2014_film),Bill_Pohlad
The_Muppets_Celebrate_Jim_Henson,Kathryn_Mullen
Hats_Off_(1927_film),George_Stevens
The_Flintstones'_25th_Anniversary_Celebration,William_Hanna
Main_Street_Lawyer,William_Morgan_(director)
Modada_Mareyalli,A._K._Lohithadas
Manolescu_(film),Brigitte_Helm
