Matt_Estrada,Northern_Arizona_University
Jeffrey_Plale,Marquette_University
Viktor_Shylovsky,FC_Uralets_Nizhny_Tagil
Ivan_Snoj,Yugoslavia_national_handball_team
Phil_Bates_(gridiron_football),Dallas_Cowboys
Ivan_Livingstone,Calgary_Stampeders
Michael_Smith_(running_back),"Sunnyside_High_School_(Tucson,_Arizona)"
John_Burridge,Dunfermline_Athletic_F.C.
Az-Zahir_Hakim,Detroit_Lions
Mike_Hough,Florida_Panthers
Kurt_Jara,1._FC_Kaiserslautern
Matt_Hussey,Pittsburgh_Penguins
Yannick_Djaló,Portugal_Olympic_football_team
Gian-Marco_Crameri,HC_Lugano
Keith_Baker_(Canadian_football),Ottawa_Rough_Riders
Pete_Schneider,Cincinnati_Reds
Glenda_Dickerson,Howard_University
2011–12_Grimsby_Town_F.C._season,Sheffield_F.C.
LaJuan_Ramsey,San_Francisco_49ers
Tim_Eriksson,Los_Angeles_Kings
Andrew_Provence,Atlanta_Falcons
Scott_Stankavage,University_of_North_Carolina_at_Chapel_Hill
Paul_Baker_(footballer),Newcastle_Blue_Star_F.C.
Laurie_Knight,Auckland_Grammar_School
Bert_Bell,University_of_Pennsylvania
Márcio_Bittencourt,Associação_Atlética_Ponte_Preta
Raymond_E._Goldstein,Cornell_University
Gregor_Main,"University_of_California,_Los_Angeles"
Robert_Reyes,Philippine_Basketball_Association
Clarence_Brookins,Philadelphia_76ers
Pamela_O._Long,"University_of_Maryland,_College_Park"
John_Brownstein,McGill_University
Trevor_Johnson_(ice_hockey),Serie_A_(ice_hockey)
Terry_Lees,Hanley_Town_F.C.
Michael_Shadlen,"University_of_California,_Berkeley"
George_North,Northampton_Saints
John_Murphy_(infielder),Detroit_Tigers
Joe_Fleming,Calgary_Stampeders
Daidō_Kenji,Senshu_University
Ryan_Ready,Philadelphia_Flyers
Lee_Johnson_(lineman),Washington_Redskins
Risto_Siltanen,St._Louis_Blues
Augie_Galan,Chicago_Cubs
Otis_Sistrunk,Oakland_Raiders
Geuvânio,Jabaquara_Atlético_Clube
Joe_Horn,New_Orleans_Saints
Oleg_Dolmatov,FC_Lokomotiv_Moscow
Adam_Conover,Bard_College
Benjamin_Ginsberg_(political_scientist),Johns_Hopkins_University
Claude_S._Fischer,"University_of_California,_Berkeley"
Warren_Spink,Cooks_Hill_United_FC
Jeff_Cummins,Hamilton_Tiger-Cats
Serhiy_Nahornyak,FC_Metalurh_Zaporizhya
Paul_John_Kvale,Luther_College_(Iowa)
Erik_Komatsu,St._Louis_Cardinals
Hank_Ciesla,New_York_Rangers
Florian_Iberer,Vienna_Capitals
Patrick_Dwyer_(ice_hockey),Atlanta_Thrashers
Andrzej_Lesiak,SC_Schwanenstadt
Arsen_Avakov,Kharkiv_Polytechnic_Institute
Brian_Finneran,Villanova_Wildcats
Dick_Dietz,San_Francisco_Giants
Ted_Wells,College_of_the_Holy_Cross
Patrick_Johnson_(wide_receiver),Baltimore_Ravens
James_Danko,Butler_University
T-Dre_Player,Winnipeg_Blue_Bombers
"Paul_Thompson_(ice_hockey,_born_1988)",American_Hockey_League
Pyotr_Shubin,FC_KAMAZ_Naberezhnye_Chelny
Scott_Munter,San_Francisco_Giants
David_J._Farber,"University_of_California,_Irvine"
Suds_Sutherland,Detroit_Tigers
Pamela_White,University_of_Maine
Austin_Johnson_(fullback),New_Orleans_Saints
Derrick_Byars,Santeros_de_Aguada
Viola_Onwuliri,Harvard_University
Lori_Ann_Setton,Princeton_University
Henry_T._Lynch,University_of_Texas_at_Austin
Roger_Nicole,Wheaton_College_(Illinois)
Tuffield_Latour,Liberty_University
Dave_Newmark,Chicago_Bulls
Hermann_Lindemann,Borussia_Dortmund
Leigh_Tiffin,Cleveland_Browns
E._Lowell_Kelly,University_of_Connecticut
Uwe_Reinders,FC_Oberneuland
Doug_Crossman,Detroit_Red_Wings
Nelson_Emerson,Los_Angeles_Kings
Howard_Cann,NYU_Violets
Vents_Feldmanis,Belarusian_Extraleague
Matt_Beca,Elite_Ice_Hockey_League
Bruno_Giordano,A.C._Reggiana_1919
Donald_M._Kerr_(conservationist),Oregon_State_University
L._William_Seidman,University_of_Michigan
Michael_Mariot,Kansas_City_Royals
Kiel_McLeod,HC_Pustertal_Wölfe
Michal_Kempný,HC_Kometa_Brno
Hugo_Broos,S.V._Zulte_Waregem
"Albion_W._Knight,_Jr.",American_University
C._J._Wilson_(cornerback),Tampa_Bay_Buccaneers
Matt_O'Connor_(ice_hockey),American_Hockey_League
Maurice_Leggett,Kansas_City_Chiefs
Gilson_Kleina,Iraty_Sport_Club
"Andrei_Makarov_(ice_hockey,_born_1964)",Ak_Bars_Kazan
Wolfgang_Sandhowe,FC_Carl_Zeiss_Jena
Alexander_Shinin,Kontinental_Hockey_League
Rylan_Kaip,ECHL
Hamilton_Nichols,Green_Bay_Packers
Chris_Owens_(basketball),Argentino_de_Junín
Anton_Cederholm,National_Hockey_League
Chuck_Drulis,Green_Bay_Packers
Blair_MacDonald,Vancouver_Canucks
Mike_Krushelnyski,Edmonton_Oilers
Lindsay_Grigg,Buffalo_Beauts
J._Henry_Goguen,College_of_the_Holy_Cross
Ray_Emery,Atlant_Moscow_Oblast
Daltro_Menezes,Sport_Club_Internacional
James_Patterson,Manhattan_College
Archie_Michaelis,British_Army
Stanley_Wilson_(running_back),Cincinnati_Bengals
Batuhan_Altıntaş,Turkey_national_under-21_football_team
Neofytos_Sakellaridis-Mangouras,SP_Tableware
Jonathan_Hefney,Montreal_Alouettes
Ed_Blake,Cincinnati_Reds
Renaldo_Lopes_da_Cruz,Esporte_Clube_Itaúna
Linval_Joseph,New_York_Giants
Éric_Landry,Atlant_Moscow_Oblast
Keith_Boanas,Charlton_Athletic_L.F.C.
Ryo_Adachi,Vissel_Kobe
José_Cristiano_de_Souza_Júnior,Joinville_Esporte_Clube
Randy_Robitaille,Nashville_Predators
Derek_Keller_(ice_hockey),Elite_Ice_Hockey_League
Trevor_Cobb,Chicago_Bears
Trevor_Bauer,Arizona_Diamondbacks
Edward_Wilmot_Blyden_III,Harvard_University
Jan_Versleijen,FC_Wageningen
Jim_Kitts,Miami_Dolphins
Jack_Reilly_(American_football),New_England_Patriots
Jeff_Norton,St._Louis_Blues
Bill_Russell,Boston_Celtics
Stefano_Pioli,U.S._Città_di_Palermo
Bill_Tamplin,Newport_RFC
Ramon_Berndroth,VfR_Neumünster
Daniel_Francis,Hamilton_Tiger-Cats
Ravshan_Khaydarov,Uzbekistan_national_football_team
Casey_Wiegmann,Kansas_City_Chiefs
Gyula_Lóránt,Debreceni_VSC
David_Cespiva,Krefeld_Pinguine
Dave_Balon,Montreal_Canadiens
Jean-Jacques_Aeschlimann,EHC_Biel
Ian_Miller_(basketball),VTB_United_League
Franklin_Allen,University_of_Pennsylvania
Stan_Albeck,Toronto_Raptors
Jacob_Lagace,Portland_Pirates
Hubert_Schieth,SG_Wattenscheid_09
Bert_Iannone,Saskatchewan_Roughriders
Ricky_Elmore,San_Diego_Chargers
Charles_William_Doyle,British_Army
Katherine_Bement_Davis,Vassar_College
Daniel_Mogoșanu,CS_Universitatea_Craiova_(football)
Victor_Vito_(rugby_union),Atlantique_Stade_Rochelais
Joseph_R._Levenson,Harvard_University
Ryan_Nie,DEL2
Um_Vichet,Cambodia_national_football_team
Alvin_Greene,University_of_South_Carolina
Robert_Lawson_(British_Army_officer),Royal_Artillery
Randy_Johnson_(quarterback),The_Hawaiians_(WFL)
Marci_Hamilton,University_of_Pennsylvania
Norm_Kent,Hofstra_University
Bep_Guidolin,Chicago_Blackhawks
Melky_Mesa,New_York_Yankees
Marco_Bührer,EHC_Chur
Savenaca_Rawaca,Saracens_F.C.
Evgeni_Bumagin,HC_Lada_Togliatti
Glen_Smith_(ice_hockey),Chicago_Blackhawks
Andy_Mota,Houston_Astros
Felix_McCormick,Bucknell_University
Travis_Beckum,New_York_Giants
Alex_Totten,St_Johnstone_F.C.
NoViolet_Bulawayo,Southern_Methodist_University
Mike_Tolkin,Xavier_High_School_(New_York_City)
Christian_Söderström,Detroit_Red_Wings
Zijad_Švrakić,Al-Salmiya_SC
Pete_Peeters,Philadelphia_Flyers
Dick_Gibson,Cooper_Car_Company
Jim_McGovern_(golfer),Old_Dominion_University
Mike_Marson,Los_Angeles_Kings
Joyce_Carol_Thomas,San_Jose_State_University
Mugur_Bolohan,FC_Academica_Clinceni
John_Toshack,Real_Sociedad
Mike_Vanderjagt,Toronto_Argonauts
Maurice_Malpas,Swindon_Town_F.C.
Dinko_Dermendzhiev,FC_Chepinets_Velingrad
Lars_Bohinen,Asker_Fotball
Mark_Eyskens,Columbia_University
Žarko_Rakočević,Atomerőmű_SE
Chris_Halaʻufia,Scarlets
Mike_McAdoo,Dallas_Cowboys
Mathieu_Garon,Tampa_Bay_Lightning
Brian_Hill_(basketball),Vancouver_Grizzlies
Miss_Mykie,Howard_University
Brian_Foster_(ice_hockey),American_Hockey_League
Abdul_Khalili,Sweden_national_football_team
Johnny_Couch,Detroit_Tigers
Trevor_Converse,Wichita_Thunder
Bud_Norris,Houston_Astros
Carl_Simpson,Arizona_Cardinals
David_Partridge,Wales_national_football_team
Gerry_Mays,Ayr_United_F.C.
Bobby_Wade,Chicago_Bears
Tim_Butler_(politician),Eastern_Illinois_University
Andrew_Ng,"University_of_California,_Berkeley"
Ian_Johnson_(American_football),San_Francisco_49ers
Serge_Romano,Dijon_FCO
Dick_Riffle,Albright_College
Walter_Pfeiffer_(footballer),PAOK_FC
John_Kuester,Boston_Celtics
Steve_Schmoll,Los_Angeles_Dodgers
Fletcher_Hale,Dartmouth_College
KC_Chan,Ohio_State_University
Frank_Rigney,Philadelphia_Eagles
William_Randolph_Hearst,Harvard_College
William_Baldwin_(journalist),Harvard_University
Max_Runager,San_Francisco_49ers
David_Woo,Tufts_University
Kyrie_Irving,Montclair_Kimberley_Academy
Michael_Batiste_(American_football),Dallas_Cowboys
Luke_Lawton,Buffalo_Bills
Giovanni_Lorini,A.C._Rodengo_Saiano
Edson_Gaúcho,Joinville_Esporte_Clube
David_Chung_(artist),George_Mason_University
"Ken_Johnson_(basketball,_born_1962)",La_Jolla_High_School
Dick_Himes,Green_Bay_Packers
James_Stewart_(mathematician),University_of_Toronto
Penny_Mordaunt,University_of_Reading
Andoni_Goikoetxea_Olaskoaga,Spain_national_football_team
Wally_Schirra,New_Jersey_Institute_of_Technology
Andy_Van_Slyke,St._Louis_Cardinals
Alfréd_Schaffer,MTK_Budapest_FC
Jay_Larrañaga,ASVEL_Basket
Ferdinand_Daučík,Athletic_Bilbao
Jack_D._Dunitz,University_of_Glasgow
Jim_Willis_(baseball),Chicago_Cubs
Freddy_Ternero,Estudiantes_de_Medicina
Zdeno_Chára,HC_Sparta_Praha
Marc_Wicks,Royal_Marines
Michael_Stone_(American_football),Arizona_Cardinals
Neil_Newhouse,Duke_University
Leah_Jamieson,Princeton_University
Justin_Strzelczyk,West_Seneca_West_Senior_High_School
Gennady_Gridin,FC_Stavropolye-2009
Thyron_Lewis,Westchester_Enriched_Sciences_Magnets
Rick_Greene,Cincinnati_Reds
Lance_Brown,Buffalo_Bills
William_Colby,Columbia_University
Isaiah_Trufant,New_York_Jets
Dave_Zuidmulder,Georgetown_Hoyas
Cătălin_Fercu,Saracens_F.C.
Ricky_Siglar,San_Francisco_49ers
Charlie_Cook_(ice_hockey),Philadelphia_Phantoms
Tim_Peterson_(swimmer),UBC_Thunderbirds
"Bobby_Jones_(basketball,_born_1984)",Juvecaserta_Basket
John_Gaimes,Royal_Navy
Joe_Rullier,American_Hockey_League
2015–16_Club_Santos_Laguna_season,Club_Atlas
Dragan_Popović,Rochester_Lancers
Larry_Marmie,Seattle_Seahawks
Yeo_Martial,Niger_national_football_team
Vakhtang_Akhobadze,SU_Agen_Lot-et-Garonne
Alfredo_Esteves,Timor-Leste_national_football_team
Armando_Mance,Croatia_national_under-20_football_team
Brian_Robiskie,Cleveland_Browns
Stanisław_Oślizło,Piast_Gliwice
Massimo_Morales,Budapest_Honvéd_FC
James_Scully_(GC),British_Army
Jone_Tawake,RC_Toulonnais
Rhys_Gill,Cardiff_RFC
Luis_Costa_Juan,Deportivo_Alavés
Charlie_Girard,Philadelphia_Phillies
Korbinian_Holzer,National_Hockey_League
Dan_Proft,Northwestern_University
Chester_Burnett_(American_football),Cleveland_Browns
Joe_Walton,New_York_Giants
Jason_Ward,New_York_Rangers
Mitchell_Cary_Alford,Transylvania_University
Arthur_Mann,Boston_United_F.C.
Igor_Slyusar,HC_Berkut
Pēteris_Skudra,Vancouver_Canucks
Marlon_Anderson,Philadelphia_Phillies
William_S._Lind,Princeton_University
Alexei_Tertyshny,Metallurg_Magnitogorsk
Dennis_McCord_(ice_hockey),Vancouver_Canucks
José_Peña_(pitcher),Cincinnati_Reds
Jonathan_Kale,LNB_Pro_B
Celso_Ayala,Sportivo_Carapeguá
Larry_Abney,Townsville_Crocodiles
Henrik_Širko,A-1_Liga
Lorne_Knauft,Flint_Generals
Pat_Flannery,Drexel_University
William_Faunce,Brown_University
Mizan_Rahman,Carleton_University
Bobbie_Williams_(rugby_player),Cardiff_RFC
Paula_Fakavainga_Kinikinilau,CSA_Steaua_București_(rugby)
Michael_Hansen,FC_Vestsjælland
Michael_Degiorgio,Fgura_United_F.C.
James_Florio,The_College_of_New_Jersey
Sergei_Vasyutin,FC_Chkalovets-Olimpik_Novosibirsk
Clifford_E._Horton,Indiana_University
Cameron_Erving,Colquitt_County_High_School
Alex_Rašner,Czech_Extraliga
Horst_Franz,SV_Babelsberg_03
Sara_Walter_Combs,University_of_Louisville
Nicole_M._Christie,Columbia_University
Cory_Reamer,New_York_Jets
Gene_Sharp,Ohio_State_University
Ken_Lerner,Brooklyn_College
James_Tobin,Harvard_University
Hunter_Enis,Texas_Christian_University
Obby_Khan,Winnipeg_Blue_Bombers
Henry_Stanley_Plummer,Northwestern_University
Garrett_Richter,University_of_Wisconsin–Madison
Dermival_Almeida_Lima,Red_Bull_Brasil
Bruce_Robinson_(baseball),New_York_Yankees
Jerome_Apt,Harvard_University
Leo_Van_der_Elst,K.V._Oostende
Dan_Lewis_(American_football),Detroit_Lions
Derek_Schouman,Buffalo_Bills
Kelvin_Martin_(American_football),Philadelphia_Eagles
Vyacheslav_Butsayev,Södertälje_SK
Alan_Devonshire,Braintree_Town_F.C.
Brian_O'Donnell,Frome_Town_F.C.
Frank_Castle_(rugby_league),Coventry_R.F.C.
Kimani_Ffriend,Paris-Levallois_Basket
Esther_K._Chae,Yale_University
Jean_Snella,FC_Lorient
Phayong_Khunnaen,Thailand_national_under-17_football_team
Rodney_O'Gliasain_Kennedy-Minott,Stanford_University
Jack_Mackell,Ottawa_Senators_(original)
Bruce_Bell,Edmonton_Oilers
Tony_Brown_(basketball),Farragut_Career_Academy
Nathan_Stanley,Baltimore_Ravens
Andy_McCullough,Arizona_Cardinals
David_Barford,University_of_Bristol
Douglas_Rinaldi,União_Frederiquense_de_Futebol
Ramon_Humber,New_Orleans_Saints
Paul_Mara,Boston_Bruins
Robert_S._Beecroft,Brigham_Young_University
Elena_Mukhina,CSKA_Moscow
Douglas_Murray_(author),Eton_College
Robert_Siboldi,Cruz_Azul_Hidalgo
Marshall_Robnett,Texas_A&M_University
Ondřej_Dlapa,Czech_Extraliga
Phillip_Swagel,Princeton_University
Sam_Moran_(baseball),Pittsburgh_Pirates
Mitchell_Henry_(American_football),Denver_Broncos
Ricky_Franklin,Riverside_University_High_School
Axel_Ottosson,Modo_Hockey
Keaton_Nankivil,James_Madison_Memorial_High_School
Luke_Woodland,Philippines_national_football_team
Marcelo_Oliveira,Paraná_Clube
Miikka_Salomäki,National_Hockey_League
Filipp_Savchenko,Barys_Astana
Fraser_Stoddart,Northwestern_University
Neil_Begg,University_of_Otago
Fred_Saunders,Phoenix_Suns
"Mark_Brown_(linebacker,_born_1961)",Purdue_University
"Richard_M._Mills,_Jr.",Georgetown_University
Gayle_Sierens,Florida_State_University
Ed_Philion,Edmonton_Eskimos
Nathan_Pine,Holy_Cross_Crusaders
Nikolai_Kovardayev,FC_Sibir_Novosibirsk
Louis_Gilbert,University_of_Michigan
Rudy_Kallio,Detroit_Tigers
Marc_Iavaroni,New_York_Knicks
Patricia_Head_Minaldi,Wesleyan_University
Jordan_Schroeder,Iowa_Wild
Bob_McNamara_(Canadian_football),Cleveland_Browns
Shane_Peacock_(ice_hockey),Kölner_Haie
Deborah_McGuinness,Rensselaer_Polytechnic_Institute
Alex_Hastings,Kilmarnock_F.C.
Sergei_Korostin,Sokol_Krasnoyarsk
Paul_Davidson_(economist),University_of_Pennsylvania
Billy_Masters_(American_football),Kansas_City_Chiefs
Perry_Berezan,Calgary_Flames
Harry_L._Cooper,University_of_Pennsylvania
Bartosz_Salamon,Poland_national_football_team
Éric_Bélanger,Minnesota_Wild
C._P._Lyons,University_of_British_Columbia
Uwe_Rapolder,Karlsruher_SC
Geoff_Platt,Ilves
Rocky_Hinds,Omaha_Beef
Konstantin_Demenko,FC_Krylia_Sovetov_Samara
Richard_de_Carpentier,Leicester_Tigers
Shane_Lechler,Houston_Texans
Nicholas_Rees,Ohio_State_Buckeyes
Martti_Kuusela,Grankulla_IFK
Denise_Driehaus,Miami_University
Junior_Guerra,Chicago_White_Sox
Michelle_Ann_Williams,Tufts_University
Chris_Laidlaw,University_of_Otago
Leonard_Thompson_(American_football),Detroit_Lions
Sergey_Borisov_(ice_hockey),Atlant_Moscow_Oblast
Marko_Dinjar,Croatia_national_under-19_football_team
Mo_Layton,Phoenix_Suns
Mürvet_Yavuztürk,Turkish_Women's_First_Football_League
Hisateru_Hirashima,Kobe_Steel_Kobelco_Steelers
Isaac_McDowell,Glentoran_F.C.
Darrell_Wallace,Birmingham_Barracudas
John_Tremayne_Babington,Royal_Air_Force
Tony_Zendejas,Los_Angeles_Rams
Tam_Dalyell,Eton_College
Julio_Velázquez,Real_Betis
Robert_Stobo,British_Army
Jonathan_Tsipis,George_Washington_Colonials
Mark_Watson_(Canadian_soccer),Orlando_City_SC
"E._C._Burnett,_III",University_of_South_Carolina
Mikael_Samuelsson,San_Jose_Sharks
Walter_Chandler,University_of_Tennessee
Eneko_Arieta,CD_Getxo
Sergei_Peretyagin,Piráti_Chomutov
Sol_Mercado,Philippine_Basketball_Association
Lawrence_J._DeNardis,New_York_University
Viktor_Svedberg,American_Hockey_League
Cody_Ellis,UC_Senior_Secondary_College_Lake_Ginninderra
Charles_B._Moores,University_of_Michigan
Lars_Osberg,Yale_University
Maximilian_Arnold,Germany_national_under-21_football_team
Jon_Brockman,Portland_Trail_Blazers
David_L._Armstrong,University_of_Louisville
Nikita_Tochitsky,Kontinental_Hockey_League
Egon_Piechaczek,Apollon_Limassol
Mark_Dutiaume,Buffalo_Sabres
Wilfred_Von_der_Ahe,Loyola_Marymount_University
Tanner_House,Oklahoma_City_Barons
Alex_Ely,Monsignor_Bonner_High_School
Steffen_Tölzer,Deutsche_Eishockey_Liga
Charles_J._Siragusa,Le_Moyne_College
Bonnie_Campbell_(lawyer),Drake_University
Justin_Rowland,Chicago_Bears
Paco_Clos,FC_Santboià
Kristian_Dacey,Pontypridd_RFC
Hugh_Alexander_(baseball),Cleveland_Indians
Randy_Rota,Montreal_Canadiens
Dave_Bancroft,Philadelphia_Phillies
Jimmy_Hogan,Dresdner_SC
Lorne_Anderson,New_York_Rangers
Wendell_Tyler,"University_of_California,_Los_Angeles"
Lari_Ketner,Chicago_Bulls
Tony_Solaita,Toronto_Blue_Jays
Billy_Brennan,Paisley_Pirates
Ted_Lempert,Stanford_University
Evan_E._Eichler,University_of_Washington
DeMario_Pressley,Houston_Texans
Eduard_Malofeyev,FC_Partizan_Minsk
Everett_Lindsay,Minnesota_Vikings
FA_Youth_Cup_Finals_of_the_1990s,Blackburn_Rovers_F.C.
Dolph_Schayes,New_York_Knicks
Andreas_Lilja,Philadelphia_Flyers
Kevin_White_(mayor),Boston_College
Ned_Liddell,Queens_Park_Rangers_F.C.
Fred_Dawley,Detroit_Lions
Pedro_Solé,CE_Sabadell_FC
Bojan_Mamić,OFK_Mladenovac
Juan_Ramón_Paredes,El_Salvador_national_football_team
Sam_Oropeza,Monsignor_Bonner_High_School
Manuel_Padilla,Denver_Broncos
Bari_McKenzie,Edinburgh_Capitals
Tinus_du_Plessis,Cornish_Pirates
Fred_Matua,Tennessee_Titans
Timothy_Jenner,Royal_Air_Force
Patrick_Harand,Vienna_Capitals
Mike_Zordich,Philadelphia_Eagles
Patrick_Holland_(ice_hockey),Calgary_Flames
Bill_Pierro,Pittsburgh_Pirates
Ney_Franco,Clube_Atlético_Paranaense
Michael_Urukalo,APIA_Leichhardt_Tigers_FC
Phil_Kessel,Toronto_Maple_Leafs
Allan_Kuhn,Randers_FC
Paul_Edwards_(philosopher),Columbia_University
David_Guion,AS_Cannes
Matt_Hershenson,University_of_Michigan
Matt_Kopa,New_England_Patriots
Seth_Mnookin,Harvard_University
Tomáš_Tatar,National_Hockey_League
John_Belton_O'Neall,University_of_South_Carolina
Chris_Barton_(ice_hockey),Bridgeport_Sound_Tigers
Bruce_Racine,Lukko
Robert_Bass,Yale_University
2010–11_Club_América_season,Club_América
Sugao_Kambe,JEF_United_Ichihara_Chiba
Werner_Werenskiold,Yale_University
Caroline_Stanley,Missouri_Tigers
Winfield_Garnett,New_Orleans_Saints
Jay_MacDowell,Philadelphia_Eagles
Joe_Lobdell,Indianapolis_Colts
R.A._Dickey,Texas_Rangers_(baseball)
Frank_S._Farley,Georgetown_University
Ryan_Huddy,Odense_Bulldogs
Richard_Harvey_(American_football),New_Orleans_Saints
Bo_Roberson,Oakland_Raiders
Jone_Qovu,Atlantique_Stade_Rochelais
Sam_Clarke_(motorcycle_racer),Honda
Georgios_Georgakis,Greek_Basket_League
David_O'Leary,Aston_Villa_F.C.
Amy_Acuff,UCLA_Bruins
Andre_Caldwell,Detroit_Lions
Kārlis_Muižnieks,Baltic_Basketball_League
Antonio_Pavić,Croatia_national_under-19_football_team
Torell_Troup,Buffalo_Bills
Mark_Kolanos,Elite_Ice_Hockey_League
Rishard_Matthews,Miami_Dolphins
Urban_Henry,BC_Lions
Lloyd_Burdick,Chicago_Bears
Hamed_Haddadi,Qingdao_DoubleStar
Armond_Hill,Boston_Celtics
Miguel_Ángel_Russo,Club_Atlético_Vélez_Sarsfield
Lucy_Ward_Stebbins,"University_of_California,_Berkeley"
Vicente_Cantatore,Real_Betis
Hernán_Crespo,Modena_F.C.
Marques_Murrell,Montreal_Alouettes
Giampiero_Ventura,S.S.C._Napoli
Mohammed_Al_Barwani,Miami_University
Ángel_Crego,UD_Salamanca
Matt_Murphy_(American_football_tackle),Houston_Texans
Wes_Saxton,New_York_Jets
Jordan_Ellenberg,Harvard_University
Lembo_Saysana,Laos_national_football_team
Rubén_Guevara_(footballer),C.D._FAS
Ivo_Banac,Yale_University
Jurica_Golemac,KK_Zadar
Bob_McKeown,Yale_University
Will_Scott,Preston_North_End_F.C.
Mark_Reeds,St._Louis_Blues
George_H._V._Bulyea,University_of_New_Brunswick
Jacques-Louis_Potgieter,Aviron_Bayonnais
Ed_Kryzanowski,Chicago_Blackhawks
Andy_Studebaker,Jacksonville_Jaguars
John_Turner_(basketball),Basket_Napoli
Ronnie_Stern,Calgary_Flames
Feza_Gürsey,Columbia_University
Alessandro_Bazzana,UnitedHealthcare_(cycling_team)
Jawad_Williams,Greek_Basket_League
Mark_Hunt_(politician),University_of_Charleston
Bret_Taylor,Stanford_University
Charles_Jordan_(rugby_player),Newport_RFC
Joe_Courtney_(politician),University_of_Connecticut
Byron_Thweatt,Matoaca_High_School
Vladimir_Krikunov,Kristall_Saratov
Brian_Mosteller,DePaul_University
Antoine_Conte,France_national_under-20_football_team
Tyler_Shelast,South_Carolina_Stingrays
Jane_Chen,Stanford_University
Tony_Giarratano,Detroit_Tigers
Richard_Aaker_Trythall,University_of_Tennessee
Norma_Connolly,Brandeis_University
Bobby_Campbell_(Scottish_footballer),Bristol_Rovers_F.C.
B.J._Johnson,Stanford_Cardinal
Sammy_Davis_(American_football),Tampa_Bay_Buccaneers
Marc_Middleton,Florida_State_University
Phillipkeith_Manley,Dallas_Cowboys
Jacob_Tamme,Denver_Broncos
Matías_Carrillo,Milwaukee_Brewers
Thomas_Barlow_(Kentucky),Haverford_College
Henry_Steel_Olcott,Columbia_University
Tommy_Polley,New_Orleans_Saints
Ulf_Dahlén,HV71
Evan_McMullin,Brigham_Young_University
Clay_Wilson,Atlanta_Thrashers
Jarrett_Payton,Chicago_Slaughter
William_Pratt_Graham,Syracuse_University
Marat_Dzoblayev,FC_Avtodor_Vladikavkaz
Earl_S._Richardson,University_of_Pennsylvania
Mike_Foley_(Nebraska_politician),Michigan_State_University
Chris_Bourque,American_Hockey_League
Danny_Noonan_(American_football),Dallas_Cowboys
A._Carl_Helmholz,"University_of_California,_Berkeley"
Bill_Rabon,University_of_Georgia
Ahmad_Carroll,Toronto_Argonauts
Josh_Green_(politician),Swarthmore_College
Atsushi_Yamanishi,Kyoto_University
Del_Thachuk,Edmonton_Eskimos
Bradie_Ewing,Atlanta_Falcons
Doug_Reichley,Lafayette_College
John_Morris_(outfielder),Los_Angeles_Angels_of_Anaheim
Dorothy_Buffum_Chandler,Stanford_University
Allen_Patrick,Jacksonville_Jaguars
Frank_Hinkey,Yale_University
Ricardo_Rodríguez_(racing_driver),Scuderia_Ferrari
Josh_Richardson,National_Basketball_Association
Frank_Thompson_(footballer),Glentoran_F.C.
Mike_Mickens,Dallas_Cowboys
Dave_Anderson_(infielder),Los_Angeles_Dodgers
Tony_Virta,HC_TPS
Julia_Hirschberg,Columbia_University
Steffanie_A._Strathdee,University_of_Toronto
Rubén_Guevara_(footballer),C.D._Águila
Shane_Carden,Montreal_Alouettes
Thomas_Déruns,HC_La_Chaux-de-Fonds
Bortolo_Mutti,A.C.R._Messina
George_Bethune_(gridiron_football),San_Antonio_Texans
Dmitri_Ryabykin,Kontinental_Hockey_League
Joe_Berger,Carolina_Panthers
Nik_Slavica,A-1_Liga
Homer_Elihu_Royce,University_of_Vermont
Jervy_Cruz,University_of_Santo_Tomas
"Charles_A._Robinson,_Jr.",Brown_University
Kosuke_Endo,Toyota_Verblitz
Mike_Samples,Saskatchewan_Roughriders
Gary_Walters,Princeton_University
Alfinete,Goiatuba_Esporte_Clube
Valentin_Calafeteanu,CSA_Steaua_București_(rugby)
Ivan_Meheš,KK_Zagreb
Artyom_Chernov,Torpedo_Nizhny_Novgorod
Vladimir_Veber,FC_Milsami_Orhei
David_Skrela,Stade_Toulousain
Sohn_Hak-kyu,Seoul_National_University
Brad_Mills_(manager),Boston_Red_Sox
Patrick_Linstead,Harvard_University
Dan_Ellis,Tampa_Bay_Lightning
Kelli_Stack,Boston_Blades
Christoph_Gawlik,Eisbären_Berlin
Joé_Juneau,Boston_Bruins
Harold_M._Weintraub,Princeton_University
Abdallah_Kigoda,Vanderbilt_University
Adam_Grad,Siarka_Tarnobrzeg
Anneline_Kriel,University_of_Pretoria
Valentin_Stănescu,FC_Universitatea_Craiova
Fred_James_(Canadian_football),Alberta_Golden_Bears
Alfred_Winsor_Brown,United_States_Naval_Academy
Paul_Coffey,Carolina_Hurricanes
Dick_Colman,Middlebury_College
Chris_Calaguio,Philippine_Basketball_Association
Ricardo_Drubscky,Sociedade_Esportiva_e_Recreativa_Caxias_do_Sul
Chris_Taylor_(ice_hockey),Frankfurt_Lions
Mathieu_Roy_(ice_hockey),Elite_Ice_Hockey_League
Aaron_Scheidies,Michigan_State_University
Clive_Woodward,Loughborough_University
Jesse_Palmer,Montreal_Alouettes
Ali_Highsmith,San_Diego_Chargers
Clifton_Smith_(linebacker),Cleveland_Browns
