Kresty_Prison,Saint_Petersburg
"St._George,_South_Carolina",South_Carolina
Earl_Burns_Miller_Japanese_Garden,United_States
"Garland,_Texas",United_States
"Mount_Forest_Township,_Michigan",United_States
Gerehu,Port_Moresby
Dobrenite,Bulgaria
Ramales_de_la_Victoria,Spain
Seelze,Hanover
"Nutter_Fort,_West_Virginia",West_Virginia
Bordeaux_Railway_Bridge,Montreal
"Woodward,_Iowa",United_States
Floriana,Valletta
Railway_Museum_(Madrid),Madrid
Monastery_of_San_Isidro_de_Loriana,Badajoz
Everett_Turnpike,"Concord,_New_Hampshire"
Ginásio_do_Ibirapuera,Buenos_Aires
Sassen–Bünsow_Land_National_Park,Longyearbyen
Ashgabat_Trauma_Center,Ashgabat
National_Botanic_Garden_of_Israel,Jerusalem
Arab_Medical_Center,Amman
San_Miguel_del_Padrón,Havana
Rand_Ranger_Station,United_States
"Coleman_County,_Texas",Texas
"Cisco,_Illinois",United_States
Central_Jersey,"Trenton,_New_Jersey"
Abdalian_Cooperative_Housing_Society,Lahore
Virginia,"Fairfax_County,_Virginia"
"Siluria,_Alabama",United_States
Malmö_Isstadion,Rome
Old_Dominion_Soccer_Complex,United_States
"Goode_Township,_Franklin_County,_Illinois",United_States
Ban_Sam_Ruen,Thailand
Precotto,Milan
Lipa_(Livno),Livno
Hanns-Martin-Schleyer-Halle,Stuttgart
Farmfield_Plantation_House,"Charleston,_South_Carolina"
Land_Reform_Museum,Taipei
Vernamiège,Switzerland
"Fairmount,_Philadelphia",United_States
Red_Star_Stadium,Belgrade
Ebner's_Hotel,"Sacramento,_California"
Highway_M07_(Ukraine),Kiev
Támara_de_Campos,Spain
Hamadan,Isfahan
Al-Nu'maniya_District,Iraq
Zhinzifovo,Bulgaria
Gadap_Town,Pakistan
Alice_Tully_Hall,New_York_City
"Lost_Springs,_Wyoming",Wyoming
"La_Pine,_Oregon",United_States
Cuenca_Minera_(Huelva),Andalusia
"Lamong,_Indiana",United_States
Estadio_de_Vallehermoso,Madrid
"Almond_Township,_Big_Stone_County,_Minnesota",United_States
Otradnoye_District,Moscow
"South_Fork,_Wisconsin",United_States
Biblioteca_Nacional_de_España__National_Library_of_Spain__1,Madrid
Lideta,Addis_Ababa
"Arbulag,_Khövsgöl",Mongolia
Boulevard_Theater_(Miami),United_States
"Sunset_Lake_(Holly_Springs,_North_Carolina)",United_States
"Yankee_Lake,_Ohio",United_States
European_route_E35_in_Germany,Cologne
"Raymond_(community),_Wisconsin",United_States
"Eagle_Rock,_Missouri",United_States
Kolokynthou,Athens
"Cactus,_California",United_States
Tayakadın,Edirne
Bartolomeu_de_Gusmão_Airport,Rio_de_Janeiro
Berlin-Blankenburg_station,Berlin
"Georgetown,_Idaho",United_States
Randstad,Amsterdam
"Tanashi,_Tokyo",Tokyo
Arti_et_Amicitiae,Amsterdam
Sarphatipark,Amsterdam
"Winchendon,_Massachusetts",Massachusetts
Penthalaz,Switzerland
"Stoneham,_Maine",United_States
Villapizzone,Milan
London_Bridge_(Dublin),Dublin
Monte_Bisbino,Switzerland
R254_highway_(Russia),Novosibirsk
"Leaburg,_Oregon",United_States
"Fanlight,_West_Virginia",West_Virginia
Ajuda,Lisbon
"Pond_Creek,_Oklahoma",United_States
Várkerület,Budapest
"Sioux_County,_North_Dakota",United_States
Makara_River_(Wellington),New_Zealand
Pelayos,Spain
"Lahiere,_New_Jersey",United_States
Munich_(district),Munich
Castello_Normanno-Svevo_(Bari),Bari
Heidelberg,Mannheim
"Jonesville,_Virginia",United_States
"Ohio_Township,_Franklin_County,_Kansas",United_States
Windsor_Station_(Montreal),Montreal
"Bearwallow,_Virginia",United_States
Mount_Calavite,Mindoro
Bernina_Range,Switzerland
"Muncy,_Pennsylvania",United_States
Rohtak,New_Delhi
Natural_History_Museum_of_Denmark,Copenhagen
"Oakwood,_London",London
Wanfang_Hospital_Station,Taipei
Treis_Gefyres,Athens
"Carnegie_Library_(Anaheim,_California)",California
Mirasierra,Madrid
Mokotów,Warsaw
Grand_Hotel_Bellevue_(Berlin),Berlin
"Laurel_Hollow,_New_York",United_States
Central_Norwalk,United_States
Lake_Francis_(Murphy_Dam),"Pittsburg,_New_Hampshire"
"Mell,_Kentucky",United_States
"North_River_Mills,_West_Virginia",West_Virginia
Mentougou_District,Beijing
Ferrol_(comarca),Spain
"Prattville,_California",California
Torlonia_Museum,Rome
St._Louis_Children's_Hospital,St._Louis
"Old_Cathedral_of_St._Barbara_and_St._Paul,_Vitebsk",Vitebsk
Lunins'_House,Moscow
"State_Line,_Vigo_County,_Indiana",United_States
Caramávida_River,Chile
"Delaware_Township,_Mercer_County,_Pennsylvania",United_States
"Byala_Reka,_Shumen_Province",Bulgaria
Otoyol_3,Edirne
"Vicksburg,_Indiana",United_States
"Wayne_County,_West_Virginia",United_States
"Stewartstown,_West_Virginia",United_States
Wimbledon_Cricket_Club_Ground,London
Chã_de_Alegria,Brazil
Port_Bell,Kampala
"Spanish_Fort_Site_(Holly_Bluff,_Mississippi)",Mississippi
"Wilsona,_California",United_States
Gross_Lohner,Switzerland
Summerfield_United_Methodist_Church,United_States
Pyrohiv,Kiev
Farrera,Spain
Parkdale—High_Park,Toronto
Rombas,Metz
Fukuoka_Prefectural_Museum_of_Art,Fukuoka
Volketswil,Switzerland
"Maple_Grove,_Manitowoc_County,_Wisconsin",United_States
"Maple_(community),_Wisconsin",United_States
Muntanyola,Spain
Tazlina_Lake,United_States
10_Downing_Street,London
"Churra,_Spain",Spain
Boundary_Peak_Wilderness,United_States
"South_Fork,_Butte_County,_California",United_States
"Sweden,_Arkansas",United_States
Barjas,Spain
"Bull_Moose_Township,_Cass_County,_Minnesota",United_States
Carlisle_S._Page_Arboretum,United_States
"Fromberg,_Montana",United_States
Blokovi,Belgrade
"Red_Dog,_California",United_States
Qinhuai_District,Nanjing
"Mother_Motherland,_Kiev",Kiev
"Cagles_Crossing,_Mississippi",United_States
Estádio_Universitário_de_Lisboa,Lisbon
"Alexandria,_Minnesota",United_States
Alaior,Spain
Independence_Flagpole,Manila
Cacongo,Angola
"Justiceburg,_Texas",Texas
Robleda-Cervantes,Spain
Metropolis_Building,Madrid
"Charbonneau,_Oregon",United_States
Llocnou_de_Sant_Jeroni,Spain
"Benicia,_California",California
Santiago_(Valdés),Spain
Moischt,Marburg
Ameixoeira_(Lisbon),Lisbon
University—Rosedale,Toronto
Estadio_de_Amute,Spain
Sanderson_Hotel,London
Reuben_H._Fleet_Science_Center,California
São_João_de_Deus_(Lisbon),Lisbon
Green_Line_(Montreal_Metro),Montreal
Breidenbacher_Hof,Düsseldorf
Marywil,Warsaw
Gross_Fusshorn,Switzerland
La_Force_Prison,Paris
Capehart_House,"Raleigh,_North_Carolina"
108_Hospital,Hanoi
"West_Waynesburg,_Pennsylvania",United_States
Gil_García,Spain
"Jolivue,_Virginia",United_States
TVR_Tower,Bucharest
Villamuriel_de_Cerrato,Spain
Los_Huertos,Spain
"Pike_Bay_Township,_Cass_County,_Minnesota",United_States
United_Arab_Emirates,Dubai
Red_Creek_Wildlife_Management_Area_(Mississippi),Mississippi
Kunsthalle_Düsseldorf,Düsseldorf
977_Philippa,Algiers
Alemania_Glacier,Chile
"Coalwood,_West_Virginia",West_Virginia
Böhmerwaldplatz_(Munich_U-Bahn),Munich
Pinar_del_Rey_(Madrid),Madrid
Valtorres,Spain
"Lake_Holcombe,_Wisconsin",United_States
"Swede_Prairie_Township,_Yellow_Medicine_County,_Minnesota",United_States
Manila_Hotel,Manila
Mapungubwe_Collection,Pretoria
Willy_Brandt_Monument_(Warsaw),Warsaw
"Jewish_Historical_Museum,_Belgrade",Belgrade
Lagampalayam,Coimbatore
"Garrison,_Montana",United_States
Toronto_Entertainment_District,Toronto
"Timber_Creek_Township,_Nance_County,_Nebraska",United_States
"Mineral_Township,_Bureau_County,_Illinois",United_States
"Belvidere_Township,_Goodhue_County,_Minnesota",United_States
Pischahorn,Switzerland
Castejón_de_Henares,Spain
"Tell,_Texas",Texas
San_Giuseppe_alla_Lungara,Rome
Bochum-Dahlhausen_station,Essen
"Topallı,_Antalya",Antalya
Castle_of_Chinchilla,Spain
"Pike_Creek_Valley,_Delaware",United_States
Cubatão_River_(Paraná),Brazil
The_Troika_(Kuala_Lumpur),Kuala_Lumpur
Kharan_(princely_state),Pakistan
Mühlacker,Karlsruhe
"Zumbi,_Rio_de_Janeiro",Rio_de_Janeiro
Tasman_Sea,New_Zealand
"Stone_Branch,_West_Virginia",United_States
Köln-Frankfurter_Straße_station,Cologne
House_of_the_Livonian_Noble_Corporation,Riga
"Highlandville,_Missouri",United_States
Meruoca,Brazil
Hohenleuben,Greiz
Estádio_General_Severiano,Rio_de_Janeiro
Generali_Building,Jerusalem
"St._Augustine's_Church,_Warsaw",Warsaw
"Saint_Peter's_Church_(Mendota,_Minnesota)",United_States
"The_Y,_West_Virginia",West_Virginia
Hajji_Ahmed_the_Ducat_Minter's_Mosque,Livno
"Nauvoo,_Illinois",United_States
Coyote_Valley_Reservation,United_States
"Monterey_Township,_Putnam_County,_Ohio",United_States
Geography_of_Mauritius,Port_Louis
Stari_Chal,Bulgaria
"Jackson_Township,_Monroe_County,_Ohio",United_States
Gallery_Paule_Anglim,California
Castor_(mountain),Switzerland
"Melville,_West_Virginia",West_Virginia
Viannos,Crete
The_Martyrs'_Memorial_and_Museum,Amman
Pacific_Coast_Ranges,United_States
Trapper_Lake_(Alaska),United_States
Palacette_Mayer,Lisbon
Sant'Agnese_fuori_le_mura,Rome
House_of_Gallardo,Madrid
Cefin_Tower,Bucharest
William_Syphax_School,"Washington,_D.C."
Neponset_Valley_Parkway,Boston
Dusrakhan,Fars_Province
Sultan_Syarif_Abdurrahman_Stadium,"Pontianak,_Indonesia"
Holt_Arena,United_States
Carmel_Bay,United_States
National_Archaeological_Museum_(Bulgaria),Sofia
Wilton_House_Museum,"Richmond,_Virginia"
Fort_Pilar,Zamboanga_City
Gloucester-South_Nepean_Ward,Ottawa
Russian_Society_of_Appraisers,Moscow
Sawang_Wirawong_District,Thailand
Northern_Line_(Cape_Town),Cape_Town
"Köklü,_Kastamonu",Kastamonu
Torku_Arena,Konya
Lake_Hāwea,New_Zealand
Plaza_Côte-des-Neiges,Montreal
"New_Baden,_Texas",Texas
Rock_Creek_and_Potomac_Parkway,"Washington,_D.C."
Bofanmun,Abidjan
Foundling_Museum,London
"St_Johns,_London",London
"Presidio_County,_Texas",Texas
Charlottenlund_Beach_Park,Copenhagen
Viñón,Spain
"La_Farge,_Wisconsin",United_States
St_Mary_Colechurch,London
"Old_State_Bank_(Vincennes,_Indiana)","Vincennes,_Indiana"
Vienna_Islamic_Centre,Vienna
Cathedral_of_the_Annunciation,Moscow
Lex_building,Brussels
Lucero_(Madrid),Spain
Oberhaching,Munich
Costa_Barros,Rio_de_Janeiro
Cobangbang_Ancestral_House,Manila
"Billerica,_Massachusetts",Massachusetts
"Arbela_Township,_Michigan",United_States
"Sitka,_Kentucky",United_States
Capitol_Grounds,"Washington,_D.C."
Sanoth,Delhi
"Megargel,_Texas",United_States
Kensington_Palace,London
"Mifflin_Township,_Dauphin_County,_Pennsylvania",United_States
"Reliez_Valley,_California",California
"Oildale,_California",California
Zhelezino,Bulgaria
Taj_Pul,Delhi
"Corte_Madera_Creek_(Marin_County,_California)",California
Samedan_Airport,Switzerland
"Khoonkhwuttunne,_California",California
Mont_Bonvin,Switzerland
Chili_John's,United_States
"Chom_Thong_District,_Bangkok",Bangkok
Loew's_Jersey_Theatre,United_States
Torre-Pacheco,Spain
Tom_Condos,Montreal
Dongba_Park,Beijing
Petlino,Bulgaria
"Gearhart,_Oregon",United_States
Gericinó,Brazil
Miles_House,"Nashville,_Tennessee"
"Van_Voorhis,_West_Virginia",United_States
Highway_M06_(Ukraine),Kiev
Maria_Zankovetska_Theatre,Lviv
Yizheng,Yangzhou
A_Guarda,Spain
"Livingston_Township,_Michigan",United_States
Weidendammer_Bridge,Berlin
"Agency,_Missouri",United_States
"Watkins,_West_Virginia",United_States
Lambeth_Bridge,London
Wandsworth,London
Museum_of_John_Paul_II_Collection,Warsaw
"Ryan_Park,_Wyoming",Wyoming
"Idabel,_Oklahoma",United_States
Castelnou,Spain
"Svoboda,_Burgas_Province",Bulgaria
"La_Bajada,_Dallas",United_States
"Curtis_Park,_Sacramento,_California",United_States
"Osiedle_Dziesięciny_II,_Białystok",Białystok
Malsfeld,Kassel
Berlin-Waidmannslust_station,Berlin
Vitali_Island,Zamboanga_City
Alcalá_de_Henares,Spain
Drava,Lienz
"Rogersville,_Tennessee",Tennessee
Ridgewood_Park_(Tampa),United_States
"Sarasota_Springs,_Florida",United_States
"Gibson,_Georgia",United_States
Ha'il_Regional_Airport,Ha'il
San_Cristóbal_(Asunción),Asunción
"Palazzo_delle_Poste,_Naples",Naples
"Goodwater,_Alabama",United_States
"Harris_Township,_Fulton_County,_Illinois",United_States
Boadella_Reservoir,Spain
Zabelê,Brazil
"Richland_Township,_Montcalm_County,_Michigan",United_States
"Dicy,_West_Virginia",West_Virginia
Palace_of_Serbia,Belgrade
"Christian's_Church,_Copenhagen",Copenhagen
"McEwen,_Tennessee",United_States
"Lunda,_Ohio",United_States
"Nutt,_New_Mexico",United_States
Diamond_Peak_(Colorado),United_States
Lower_Marsh,London
Sant'Elena_(Rome),Rome
Canalejas_de_Peñafiel,Spain
Moreas_Motorway,"Tripoli,_Greece"
Dillon_River,New_Zealand
Keys_Desert_Queen_Ranch,California
Weissfluh,Switzerland
"Reydon,_Oklahoma",United_States
"Maceo,_Kentucky",United_States
Maials,Spain
Groß-Umstadt,Darmstadt
"Däniken,_Solothurn",Switzerland
Carousel_Mall,United_States
"Ayios_Savvas,_Nicosia",Nicosia
Quebec_Route_175,Quebec_City
Llanmadoc_Hill,Swansea
Sarvestan_County,Fars_Province
"Noble,_Louisiana",United_States
L_Taraval,California
Dahm_House,United_States
Lampang_Province,Thailand
"Mahayag,_Zamboanga_del_Sur","Molave,_Zamboanga_del_Sur"
"Markham,_Texas",Texas
"Lorraine,_New_York",United_States
"Haro,_La_Rioja",Spain
Liérganes,Spain
Dagenham,London
Bahria_Town_Karachi,Karachi
Chamartín_(Madrid),Madrid
"Menominee_Township,_Michigan",United_States
VTB_Ice_Palace,Moscow
"Neustadt,_Hamburg",Hamburg
Baú_River_(Santa_Catarina),Brazil
Panama,Herrera_Province
"St._Stanislaus_Bishop_&_Martyr's_Parish_(Chelsea,_Massachusetts)",United_States
FL3_(Lazio_regional_railways),Rome
"Chelan_County,_Washington",United_States
Martín_Peña_(Santurce),"San_Juan,_Puerto_Rico"
"Lapine,_Alabama",United_States
"Upshur_County,_West_Virginia",West_Virginia
Yakkasaray,Tashkent
Batajnica_Air_Base,Belgrade
Yalıncak,Trabzon
Saint_Joseph's_Oratory,Montreal
"Hattenhofen,_Baden-Württemberg",Stuttgart
Abbasiyyin_Stadium,Damascus
Wilhelm_Palais,Stuttgart
"Shellmound,_Mississippi",United_States
Church_of_the_Gesù,Rome
Berlin–Görlitz_railway,Berlin
Bellevue_Avenue_Colored_School,"Trenton,_New_Jersey"
Corralejos,Madrid
Lake_Monona,"Madison,_Wisconsin"
Church_of_St._Peter_in_Gallicantu,Jerusalem
"Roseville,_California",California
Latvian_Ethnographic_Open_Air_Museum,Riga
Pierre_Laporte_Bridge,Quebec_City
"Qasemabad-e_Sofla,_Fars",Fars_Province
"Bovina,_Mississippi",Mississippi
"Siberia,_California",United_States
"Poultry,_London",London
Spork_(locality),"Bocholt,_Germany"
Ramla_Railway_Station,Jerusalem
Berlin-Karlshorst_station,Berlin
"Shiloh,_Raleigh_County,_West_Virginia",West_Virginia
Pecan_Bayou_(Red_River),Texas
Sirindhorn_Dam_Reservoir,Thailand
Emirates_Air_Line_(cable_car),London
"Old_Pekin,_Indiana",United_States
Maine_Women's_Hall_of_Fame,"Augusta,_Maine"
"Klondike,_West_Virginia",United_States
Estadio_Ganzábal,Spain
Sarita_Vihar,Delhi
"Vanderbilt,_Michigan",United_States
Calhoun_Mansion,"Charleston,_South_Carolina"
"Honey_Creek_Township,_White_County,_Indiana",United_States
Phunphin_District,Thailand
Minne_Lusa_Theater,United_States
Arcicóllar,Spain
Palace_of_Culture_and_Science,Warsaw
Charlotte_metropolitan_area,South_Carolina
"Hartwick_(CDP),_New_York",United_States
"Clarksville_City,_Texas",Texas
Glavantsi,Bulgaria
"La_Sierpe,_Spain",Spain
"Civil_Lines,_Delhi",Delhi
Adana_Cinema_Museum,Adana
Torre_Bicentenario_II,Mexico_City
Dornstetten,Karlsruhe
"Garrett,_Illinois",United_States
Solís_Theatre,Montevideo
Édifice_Marie-Guyart,Quebec_City
"Pawnee_County,_Nebraska",United_States
Tishreen_Palace,Damascus
Ouidah_III,Ouidah
El_Carrascalejo,Extremadura
Mount_Moturau,New_Zealand
La_Adrada,Spain
"Vandergrift,_Pennsylvania",United_States
Sierra_Nevada_(Spain),Spain
Elsinore_Theatre,"Salem,_Oregon"
Place_Sainte-Foy,Quebec_City
Märkisches_Viertel,Berlin
"Elfinwild,_Pennsylvania",United_States
"Richwood,_New_Jersey",United_States
Aldeaseca,Spain
"Groveton,_Texas",Texas
"Highgrove,_California",California
Dämeritzsee,Berlin
Valdevacas_y_Guijar,Spain
Havel,Havelberg
Chambers_County-Winnie_Stowell_Airport,Texas
Johri_Farm,Delhi
Boys_Nation,New_York_City
Azerbaijan_State_Pantomime_Theatre,Baku
Sun_Plaza,Bucharest
Cunggel,Switzerland
Museumplein,Amsterdam
Church_of_Our_Lady_Victorious,Prague
Acará,Brazil
Almería_Airport,Almería
Goli_Gerdu,Fars_Province
"Kensal,_North_Dakota",United_States
"Carbondale,_California",United_States
A9_road_(Latvia),Riga
Galleria_Nazionale_d'Arte_Antica,Rome
Tanikhel,Pakistan
"Ayioi_Omoloyites,_Nicosia",Nicosia
Oettern-Bremke,Detmold
Weingreen_Museum_of_Biblical_Antiquities,Dublin
Honsellstrasse_Stadion,Karlsruhe
Pataua_River,New_Zealand
Al-Fayhaa_Stadium,Damascus
Fongshan_Junior_High_School_Station,Fongshan_District
El_Viso_(Madrid),Madrid
Ventana_Wilderness,United_States
"Dog_Town,_California",United_States
Westelijke_Eilanden_(Amsterdam),Amsterdam
Picassent,Spain
New_West_End_Synagogue,London
Santa_Maria_ad_Ogni_Bene_dei_Sette_Dolori,Naples
Vounargo,"Pyrgos,_Elis"
"South_Valley,_New_York",United_States
"Moran,_Indiana",United_States
"Cherneyville,_Wisconsin",United_States
"Regina,_Wisconsin",United_States
Church_of_San_Andrés_(Madrid),Madrid
Mount_Holyoke_College_Botanic_Garden,United_States
"Otis,_Massachusetts",Massachusetts
King_Fahd_National_Library,Riyadh
Obejo,Andalusia
"McGrath,_Minnesota",United_States
"National_Museum,_Warsaw",Warsaw
"Alondra_Park,_California",California
"Middleton,_Colorado",United_States
Hrgar,Bihać
Prazeres_(Lisbon),Lisbon
Gifu_Prefecture,Japan
Palace_of_the_Kings_of_Navarre_of_Olite,Spain
"Sulzbach,_Saarland",Saarbrücken
Sir_Ganga_Ram_Hospital_(Pakistan),Lahore
Cerro_El_Roble,Chile
"Gibson,_North_Carolina",United_States
Khlong_San_District,Thailand
Machuchal_(Santurce),"San_Juan,_Puerto_Rico"
Historic_centre_of_Córdoba,Spain
"Trafford,_Alabama",United_States
Church_of_Our_Lady_of_Laeken,Belgium
Ditsong_Museums_of_South_Africa,Pretoria
Sahang,Pakistan
Palau_dels_Esports_de_Barcelona,Belgrade
"Brownfield,_Maine",United_States
"Waverly_Historic_District_(Columbia,_South_Carolina)","Columbia,_South_Carolina"
Trendelburg,Kassel
Cathedral_of_Christ_the_King_(Atlanta),Atlanta
Gaz_Khan,Afghanistan
Kalvacha_Airport,Bulgaria
Jiguopai_Old_Church,Taiwan
"York_County,_Virginia",United_States
Dinner_by_Heston_Blumenthal,London
"Frydek,_Texas",Texas
Santana_de_Cataguases,Brazil
Hijron_Ka_Khanqah,Delhi
E02_expressway_(Sri_Lanka),Colombo
Old_San_Juan,United_States
Minyor_Stadium,Bulgaria
"Old_Cathedral_of_St._Barbara_and_St._Paul,_Vitebsk",Vitebsk
Ülemiste,Tallinn
Fort_Vancouver_National_Historic_Site,"Oregon_City,_Oregon"
"Ab_Bakhsh,_Afghanistan",Afghanistan
"Kasson,_West_Virginia",West_Virginia
Windward_Islands,Roseau
Alembon,Calais
Sant_Joan_de_Vilatorrada,Barcelona
"Chengbei_Subdistrict,_Lianjiang,_Guangdong",Zhanjiang
Interstate_580_(Nevada),"Carson_City,_Nevada"
Düsseldorf-Rath_Mitte_station,Düsseldorf
Betondorp,Amsterdam
Coburn_Mountain_(Maine),United_States
"Diamond,_Logan_County,_West_Virginia",United_States
Tô_Lịch_River,Hanoi
12th_arrondissement_of_Paris,Paris
Auberge_de_France,Valletta
Dunvant_(electoral_ward),Swansea
Santiz,Spain
Airport_Rail_Link_(Bangkok),Thailand
Daniel_Webster_Memorial,"Washington,_D.C."
"North_Fairfield,_Ohio",United_States
Forest_Dale_Historic_District,Salt_Lake_City
Raua,Tallinn
"St._Stanislaus_Parish,_Fall_River",United_States
Convent_of_Las_Descalzas_Reales,Madrid
Taipei_Songshan_Airport,Taipei
Alvord_Lake_(Arizona),"Phoenix,_Arizona"
DR-13,Santo_Domingo
Mirzo_Ulugbek,Tashkent
Croatian_Nobles_Square_(Zagreb),Zagreb
United_States_Custom_House_(New_Orleans),New_Orleans
Hryshko_National_Botanical_Garden,Kiev
Casa_Buonarroti,Florence
"Berlin_Township,_New_Jersey",United_States
"San_Miguel,_San_Luis_Obispo_County,_California",California
"Ropesville,_Texas",United_States
Basilica_of_Our_Lady_of_Guadalupe,Mexico_City
Bid_Qatar-e_Bon_Rud,Fars_Province
"Hobart,_Washington",United_States
Desquite_River,Brazil
"Homewood,_South_Carolina",South_Carolina
"Excelsior,_McDowell_County,_West_Virginia",United_States
Faubourg_Saint-Antoine,Paris
Don_Mot_Daeng_District,Thailand
"La_Joya,_Texas",Texas
"Highgrove,_California",United_States
Barra_do_Ribeiro,Brazil
Brussels_Park,Brussels
North_Luzon_East_Expressway,Quezon_City
"Airway_Heights,_Washington",United_States
La_Malahá,Spain
Chawk_Mosque,Murshidabad
Angul_district,Cuttack
Rio_Grande_da_Serra,Brazil
Masamagrell,Spain
Royal_Academy_of_Pharmacy,Madrid
"Bullet,_Switzerland",Switzerland
"Sibley,_Illinois",United_States
Dazdarevo,Bijeljina
Fangcheng_County,"Nanyang,_Henan"
Ghuman_(village),Pakistan
Goose_Village,Montreal
"Willow_Island,_West_Virginia",West_Virginia
Pico_del_Águila,Mexico_City
Wadi_Ghan_Dam,Gharyan
O'Donovan_Rossa_Bridge,Dublin
CJ_International_House,Seoul
Kelly_Field_Annex,Texas
"Loyal_Valley,_Texas",United_States
DN3,Bucharest
Caaporã,Brazil
"Cracker_Neck,_Virginia",United_States
Horniman_Museum,London
"Ramana,_Azerbaijan",Baku
"Pipestone_County,_Minnesota",United_States
University_Hospitals_of_Cleveland,United_States
Zegrze_Reservoir,Warsaw
Kleiner_Tiergarten,Berlin
Shesh_Pir,Fars_Province
"Elamville,_Alabama",United_States
Globoder,Kruševac
"Trevilians,_Virginia",United_States
Munich,Regensburg
Chawri_Bazar,Delhi
Horseshoe_Lake_State_Fish_and_Wildlife_Area,United_States
Mota_del_Marqués,Spain
Shah_Mowmen,Fars_Province
"Campinho,_Rio_de_Janeiro",Rio_de_Janeiro
European_route_E87,Odessa
Svishtov,Bulgaria
Mount_Ireland,United_States
"Dasht-e_Gur,_Fars",Fars_Province
Bohnsdorf,Berlin
Tähtvere,Tartu
United_States_Mission_to_the_European_Union,Brussels
Taddle_Creek,Toronto
Torre_del_Arroyo_del_Lobo,Algeciras
"Richland_Hills,_Texas",Texas
"Northfield,_Massachusetts",Massachusetts
Veljković's_Family_House,Belgrade
Green_Cinema,Dublin
"Valley_Bend,_Barbour_County,_West_Virginia",West_Virginia
"Cáceres,_Spain",Spain
Cabezas_de_Alambre,Spain
Aldrovandi_Villa_Borghese,Rome
"Starkey,_New_York",United_States
Hammeren_Hydroelectric_Power_Station,Oslo
"Okay,_Arkansas",United_States
First_Presbyterian_Church_(Tulsa),United_States
Rakite,"Pale,_Bosnia_and_Herzegovina"
"Üyücek,_Kastamonu",Kastamonu
Serbia,Serbia
Mae_Ngoen,Thailand
"Bowlus,_Minnesota",United_States
Gipsy_Hill,London
Etropole,Bulgaria
Tom's_Bar,Berlin
St_Martin's_Theatre,London
228_Peace_Memorial_Park,Taiwan
Bazar_Ahmed_Khan,Pakistan
Alaró,Majorca
"Toast,_North_Carolina",United_States
"Mesquita,_Minas_Gerais",Brazil
Aneai,Allahabad
Dərnəgül_(Baku_Metro),Baku
Tortel,Chile
"Midland,_Kentucky",United_States
"Russell,_New_York",United_States
"Lagoa,_Rio_de_Janeiro",Rio_de_Janeiro
"Glomawr,_Kentucky",United_States
Sun_in_the_Sands,London
Camp_Nou,Stuttgart
"Billy_Goat_Hill,_Alabama",United_States
Lokomotiv_Stadium_(Moscow),Moscow
Pashtunistan,Pakistan
La_Coma_i_la_Pedra,Spain
Ladrillar,Spain
Oslo_Spektrum,Dublin
Virginia-Highland,United_States
Čakovice,Prague
El_Vado_Lake,United_States
Villarroya_de_la_Sierra,Spain
Talaveruela_de_la_Vera,Extremadura
Pishchalauski_Castle,Minsk
"Rivers,_New_Mexico",United_States
Dead_River_(Oregon),"Corvallis,_Oregon"
Praga-Północ,Warsaw
Anatoli,Ioannina
"McDunn,_West_Virginia",West_Virginia
"Meiss,_California",United_States
Totakan,Pakistan
"Zhitnitsa,_Kardzhali_Province",Bulgaria
Beyti_(Istanbul),Istanbul
Stadio_di_Corso_Sebastopoli,Turin
Coptic_Orthodox_Diocese_of_the_Southern_United_States,Tennessee
London_City_Airport,London
"Russellville,_West_Virginia",United_States
National_Highway_6_(India)(old_numbering),Surat
Granite-steppe_lands_of_Buh,Mykolaiv
"Medulla,_Florida",United_States
"Calera,_Alabama",United_States
Castle_of_Doña_Blanca,Spain
KozArena,Adana
Point_Judith_Pond,United_States
"St._Barnabas,_Apostle_and_Martyr_Anglican_Church",Ottawa
"St_George's,_Hanover_Square",London
"Rocky_Mound,_Texas",United_States
Lake_DeFuniak,United_States
"Wellsburg,_Iowa",United_States
Heidensee,Schwerin
"Blooming_Grove,_New_York",United_States
Torre_Reforma,Mexico_City
"Mills_Orchard,_California",United_States
"Andres,_Illinois",United_States
"Alıçören,_Bolu",Bolu
Jacareí,Brazil
"Kimbrough,_Alabama",United_States
Mashhad,Isfahan
Berlin_Jannowitzbrücke_station,Berlin
"Camden_Point,_Missouri",United_States
Azuaga,Spain
"Manchester,_Georgia",United_States
"South_Buffalo_Township,_Armstrong_County,_Pennsylvania",United_States
"Chinatown,_Victoria","Victoria,_British_Columbia"
Ali_minaret,Isfahan
"Tallmansville,_West_Virginia",West_Virginia
Belinchón,Spain
Shockoe_Valley,"Richmond,_Virginia"
"Courtyard_Theatre,_London",London
Mohave_Valley,California
1333_H_Street,"Washington,_D.C."
Kinderhook_Creek,United_States
"Artesian,_Washington",United_States
"Lowell,_Indiana",United_States
Koules_Fortress,Crete
Mosque_of_Amir_al-Maridani,Cairo
São_Sebastião_da_Pedreira,Lisbon
"Lovett_Township,_Jennings_County,_Indiana",United_States
Ten_Boer,Groningen
National_Museum_of_Cambodia,Phnom_Penh
Palace_of_Altamira_(Madrid),Madrid
Eshkanan,Fars_Province
KSC_Headquarters_Building,United_States
Hearthstone_Historic_House_Museum,United_States
Bukowe-Klęskowo,Szczecin
Lake_Harku,Tallinn
"Sandy,_Taylor_County,_West_Virginia",United_States
"Avon_Lake,_Ohio",United_States
"King,_Indiana",United_States
