Imperial_Noble_Consort_Zhuangjing,Xianfeng_Emperor
Aubrey_de_Grey,Adelaide_Carpenter
Son_Ji-chang,Oh_Yeon-soo
Glenn_Ford,Eleanor_Powell
Amy_Chua,Jed_Rubenfeld
Bryan_Greenberg,Jamie_Chung
Bjaðmunjo_Mýrjartaksdóttir,Sigurd_the_Crusader
Elizabeth_Charlotte_of_the_Palatinate_(1597–1660),"George_William,_Elector_of_Brandenburg"
Olga_Drahonowska-Małkowska,Andrzej_Małkowski
Canute_VI_of_Denmark,Gertrude_of_Bavaria
Cardiss_Collins,George_W._Collins
Marc_Robinson,Waluscha_de_Sousa
Bhanumati_(Mahabharata),Duryodhana
Jean_Speegle_Howard,Rance_Howard
John_Turner,Geills_Turner
Jace_Alexander,Maddie_Corman
Javeria_Saud,Saud_(actor)
Hedwig_of_Denmark,"Christian_II,_Elector_of_Saxony"
Yi_Un,Yi_Bangja
Kabir_Suman__1,Sabina_Yasmin
Ruth_Grier,Terry_Grier
Michael_Chow_(restaurateur),Tina_Chow
Michał_Serwacy_Wiśniowiecki,Tekla_Róża_Radziwiłł
John_Dingell,Debbie_Dingell
Caro_Dawes,Charles_G._Dawes
"Ælfflæd,_wife_of_Edward_the_Elder",Edward_the_Elder
Girvan_Yuddha_Bikram_Shah,Gorakshya_Rajya_Laxmi_Devi
Deanne_Pandey,Chikki_Panday
Robin_Askwith,Leonie_Mellinger
James_Murdoch_Austin,Pauline_Morrow_Austin
Carol_Christensen,Dwayne_Hickman
Marie_Norton_Harriman,Cornelius_Vanderbilt_Whitney
Negasso_Gidada,Regina_Abelt
Ruth_Adam,Kenneth_Adam
Rana_Sanga,Rani_Karnavati
Piti_Gándara,Aníbal_Acevedo_Vilá
Hareton_Earnshaw,Catherine_Linton
Marie_Louise_d'Aspremont,"Charles_IV,_Duke_of_Lorraine"
Ernest_Gold_(composer),Marni_Nixon
Valentin_Inzko,Bernarda_Fink
Heidi_Barrett,Bo_Barrett
Harpo_Marx,Susan_Fleming
Amruta_Khanvilkar,Himmanshoo_A._Malhotra
Azeb_Mesfin,Meles_Zenawi
Nakamura_Kankurō_VI,Ai_Maeda_(actress)
Feodor_I_of_Russia,Irina_Godunova
Miriam_O'Callaghan_(media_personality),Tom_McGurk
Nicholas_Clay,Lorna_Heilbron
Carolina_Isakson_Proctor,Virgilio_Barco_Vargas
Count_Karl_Ludwig_von_Ficquelmont,Dorothea_de_Ficquelmont
Helen_Ghosh,Peter_Ghosh
Methil_Devika,Mukesh_(actor)
Jay_McGraw,"Nicole,_Erica_and_Jaclyn_Dahm"
Oren_W._Haglund,Priscilla_Lane
Elinor_Ferry,George_Kirstein
Jill_Ireland,Charles_Bronson
Kaylee_DeFer,Michael_Fitzpatrick_(musician)
Martha_Stewart_(actress),George_O'Hanlon
Margaret_of_Thuringia,"John_Cicero,_Elector_of_Brandenburg"
Izabela_Maria_Lubomirska,Władysław_Hieronim_Sanguszko
Báb,Khadíjih-Bagum
Lin_Biao,Ye_Qun
Michelle_Holland,Lorenzo_Berardinetti
Jean-Pierre_Stirbois,Marie-France_Stirbois
Charles_the_Simple,Frederuna
Raila_Odinga,Ida_Odinga
Vratislaus_II_of_Bohemia,Adelaide_of_Hungary
Elżbieta_Szydłowska,Jan_Jerzy_Grabowski
Shayne_Lamas,Nik_Richie
Justin_Herwick,Nicole_Eggert
Elin_Nordegren,Tiger_Woods
John_R._Phillips_(attorney),Linda_Douglass
Simon_Thurley,Anna_Keay
Emperor_Kanmu,Princess_Sakahito
Joan_of_Savoy,"John_III,_Duke_of_Brittany"
Janine_Lindemulder,Jesse_James_(customizer)
Catherine_of_Navarre,John_III_of_Navarre
Supayalat,Thibaw_Min
Ludwig_I_of_Bavaria,Therese_of_Saxe-Hildburghausen
John_Sutherland_(producer),Paula_Winslowe
Liu_Yongqing,Hu_Jintao
Angel_Batista,María_LaGuerta
Caterina_Fake,Stewart_Butterfield
William_Wirt_Winchester,Sarah_Winchester
Coleen_Rooney,Wayne_Rooney
Jane_Hylton,Peter_Dyneley
Gertrude_Maseko,Peter_Mutharika
Scarlet_Ortiz,Yul_Bürkle
Gelena_Velikanova,Nikolay_Dorizo
Julie_Keith,Dick_Pound
Fawn_Hall,Danny_Sugerman
Manning_Marable,Leith_Mullings
Benjamin_Roden,Lois_Roden
Leonard_Teale,Liz_Harris
Charles_Fleetwood,Bridget_Cromwell
James_C._Collins,Joanne_Ernst
Annie_Shepley_Omori,Hyozo_Omori
Danielle_Steel,Thomas_Perkins_(businessman)
Charlotte_Kerr,Friedrich_Dürrenmatt
Sibylle_of_Bavaria,"Louis_V,_Elector_Palatine"
Mah_Chuchak_Begum,Humayun
Princess_Antoinette_of_Brunswick-Wolfenbüttel,"Ferdinand_Albert_II,_Duke_of_Brunswick-Wolfenbüttel"
Bruce_Springsteen,Julianne_Phillips
Hugh_Alexander_Pollock,Enid_Blyton
Barkha_Sharma,Rahul_Sharma_(musician)
Helen_Craig_(actress),John_Beal_(actor)
Soamsawali,Vajiralongkorn
Barbara_Bennett,Addison_Randall
Princess_Marie_Adelheid_of_Lippe,Prince_Heinrich_XXXII_Reuss_of_Köstritz
Lorraine_Ashbourne,Andy_Serkis
Gratien_Gélinas,Huguette_Oligny
Mahonri_Young,Dorothy_Weir_Young
Don_Siegel,Viveca_Lindfors
Glenn_Ford,Kathryn_Hays
Mandy_Grunwald,Matthew_Cooper_(American_journalist)
Cynthia_Sikes,Bud_Yorkin
Princess_Adelgunde_of_Bavaria,"Francis_V,_Duke_of_Modena"
Prabowo_Subianto_Djojohadikusumo,Titiek_Suharto
Rudolf_Klein-Rogge,Thea_von_Harbou
Stephen_Fung,Shu_Qi
Elisabeth_Omilami,Afemo_Omilami
Zsa_Zsa_Gabor,George_Sanders
Umberto_II_of_Italy,Marie_José_of_Belgium
Hilda_Gadea,Che_Guevara
Carla_Del_Poggio,Alberto_Lattuada
Sergei_Bondarchuk,Irina_Skobtseva
Sheikh_Hasina,M._A._Wazed_Miah
Allison_H._Eid,Troy_Eid
Bob_Peck,Jill_Baker
Clint_Eastwood,Dina_Eastwood
"Vere_Ponsonby,_9th_Earl_of_Bessborough","Roberte_Ponsonby,_Countess_of_Bessborough"
Tshering_Pem,Jigme_Singye_Wangchuck
Andy_Zax,Lisa_Jane_Persky
Luciana_Pedraza,Robert_Duvall
Pablo_Picasso,Jacqueline_Roque
Bertha_of_Savoy,"Henry_IV,_Holy_Roman_Emperor"
Bruce_Tulgan,Debby_Applegate
Davis_Guggenheim,Elisabeth_Shue
Ann_Casson,Douglas_Campbell_(actor)
Dorothy_Arnold_(actress),Joe_DiMaggio
Queen_Aishwarya_of_Nepal,Birendra_of_Nepal
"Arthur_III,_Duke_of_Brittany",Catherine_of_Luxembourg-Saint-Pol
Herman_G._Kump,Edna_Hall_Scott_Kump
Dilfirib_Kadın,Mehmed_V
Ron_Balicki,Diana_Lee_Inosanto
Henry_I_of_England,Matilda_of_Scotland
Jocelyn_Rickards,Clive_Donner
Francisco_Franco,"Carmen_Polo,_1st_Lady_of_Meirás"
Ouida_Bergère,George_Fitzmaurice
Sinta_Nuriyah,Abdurrahman_Wahid
Lang_Hancock,Rose_Porteous
Dennis_Hopper,Michelle_Phillips
Glynis_Johns,Anthony_Forwood
"William_FitzClarence,_2nd_Earl_of_Munster","Wilhelmina_FitzClarence,_Countess_of_Munster"
James_Brown,Tomi_Rae_Hynie
Judy_Landers,Tom_Niedenfuer
Robbie_Waterhouse,Gai_Waterhouse
Mary_Ann_Black,Prosper_de_Mestre
"Louis_I,_Duke_of_Anjou","Marie_of_Blois,_Duchess_of_Anjou"
Eugène_de_Beauharnais,Princess_Augusta_of_Bavaria
John_Komnenos_Asen,Anna_Palaiologina_(daughter_of_Andronikos_Angelos_Palaiologos)
Caroline_Duby_Glassman,Harry_P._Glassman
Shirley_Slesinger_Lasswell,Fred_Lasswell
Tsuyoshi_Koyama,Mikuni_Shimokawa
Princess_Isabel_Alfonsa_of_Bourbon-Two_Sicilies,Jan_Kanty_Zamoyski
Rajkumar_Sethupathi,Sripriya
Ulrika_Eleonora_of_Denmark,Charles_XI_of_Sweden
Melisende_of_Arsuf,"John_of_Ibelin,_the_Old_Lord_of_Beirut"
Larry_Blyden,Carol_Haney
Avraham_Harman,Zina_Harman
Stacey_Sher,Kerry_Brown_(musician)
Nyame,Asase_Ya
Dennis_Waterman,Rula_Lenska
Cleo_Finch,Peter_Benton
Balša_II,John_Komnenos_Asen
Bert_Remsen,Katherine_MacGregor
Jalal_Talabani,Hero_Ibrahim_Ahmed
"Ethelreda,_daughter_of_Gospatric",Duncan_II_of_Scotland
Ted_Arison,Lin_Arison
Bona_Sforza,Sigismund_I_the_Old
Diane_Ladd,Bruce_Dern
Sam_Jaffe,Bettye_Ackerman
Abdul_Hamid_II,Naciye_Hanım
Doris_Blackburn,Maurice_Blackburn
Susan_Jameson,James_Bolam
Helen_Berg,Alan_Berg_(politician)
Laura_Ashley,Bernard_Ashley_(businessman)
Idina_Menzel,Taye_Diggs
Hadley_Richardson,Ernest_Hemingway
Raja_Bundela,Sushmita_Mukherjee
Christopher_Stone_(actor),Dee_Wallace
Peter_Alexander_(journalist),Alison_Starling
Shino_Kakinuma,Toshio_Furukawa
C.R._Neelakandan,V._M._Girija
Marie_Menken,Willard_Maas
Natsumi_Ogawa,Masatoshi_Hamada
Glenda_Kozlowski,Cassiano_Leal
Dale_Evans,Roy_Rogers
Noble_Consort_Xun,Qianlong_Emperor
Emperor_Jing_of_Han,Empress_Wang_Zhi
Lori_Beth_Allen,Richie_Cunningham
Stanisław_Poniatowski_(1676–1762),Konstancja_Czartoryska_(1700–1759)
Liz_W._Garcia,Joshua_Harto
Dilras_Banu_Begum,Aurangzeb
Eleanor_Winthrop_Young,Geoffrey_Winthrop_Young
Elisabeth_of_Cleves,"Stephen_III,_Duke_of_Bavaria"
Geoff_Regan,Kelly_Regan
Serge_Sorokko,Tatiana_Sorokko
Edith_Ewing_Bouvier_Beale,Phelan_Beale
Ray_Kroc,Joan_Kroc
Arlene_Francis,Martin_Gabel
Trevor_Robbins,Barbara_Sahakian
Ashlesha_Sawant,Sandeep_Baswana
Raquel_Cepeda,Sacha_Jenkins
Lisa_Emery,Josh_Pais
Angharad_ferch_Meurig,Rhodri_the_Great
Mark_Frauenfelder,Carla_Sinclair
Carter_DeHaven,Flora_Parker_DeHaven
Marie_Doro,Elliott_Dexter
Matthew_P._Scott,Margaret_T._Fuller
Juan_Núñez_I_de_Lara,Teresa_Díaz_II_de_Haro
Catherine_of_Braganza,Charles_II_of_England
Eva_Grlić,Danko_Grlić
Sandy_Montenegro_Littlefield,Jacques_Littlefield
Kim_Jung-min_(entertainer),Rumiko_Tani
Fu_Hao,Wu_Ding
Lucy_Lambert_Hale,William_E._Chandler
Karol_Stanisław_%22Panie_Kochanku%22_Radziwiłł,Teresa_Karolina_Rzewuska
"Manfred,_King_of_Sicily","Beatrice_of_Savoy,_Marchioness_of_Saluzzo"
Che_Guevara,Hilda_Gadea
Mehmed_III,Handan_Sultan
Saw_Khin_Htut_of_Pagan,Yazathingyan_of_Pagan
Amitis_Shahbanu,Cyrus_the_Great
Celia_W._Dugger,Barry_Bearak
A._Whitney_Brown,Carolyn_Wonderland
Deepa_Parab,Ankush_Choudhary
Peggy_Cabral,José_Francisco_Peña_Gómez
Annie_Yi,Harlem_Yu
Ginny_McSwain,Joe_Lala
Seetha_(actress),R._Parthiepan
Linda_Thompson_(actress),Caitlyn_Jenner
Nair_de_Tefé,Hermes_da_Fonseca
Permaisuri_Siti_Aishah_Abdul_Rahman,Salahuddin_of_Selangor
Pavel_Gubarev,Ekaterina_Gubareva
"Frederick_J._Almgren,_Jr.",Jean_Taylor
Brett_Somers,Jack_Klugman
Frank_Fay_(American_actor),Barbara_Stanwyck
Anna_Alojza_Ostrogska,Jan_Karol_Chodkiewicz
Joette_Katz,Philip_Rubin
Sam_Sorbo,Kevin_Sorbo
Mako_Iwamatsu,Shizuko_Hoshi
Queen_Inseong,Injong_of_Joseon
Haziga_of_Diessen,"Otto_I,_Count_of_Scheyern"
Pirjo_Honkasalo,Pirkko_Saisio
Remişnaz_Hanımefendi,Murad_V
Priyanka_Sarkar,Rahul_Banerjee_(actor)
June_Cleaver,Ward_Cleaver
Susan_Blanchard_(socialite),Henry_Fonda
Andrei_Tarkovsky,Larisa_Tarkovskaya
Edith_Wynne_Matthison,Charles_Rann_Kennedy_(playwright)
Barbara_of_Brandenburg-Ansbach-Kulmbach,"George_III,_Landgrave_of_Leuchtenberg"
Carl_Sagan,Lynn_Margulis
Cynthia_Ann_Parker,Peta_Nocona
Ben_Cherington,Tyler_Tumminia
Irving_Penn,Lisa_Fonssagrives
Bo_Poraj,Natasha_Little
Kerry_Washington,Nnamdi_Asomugha
Jim_Backus,Henny_Backus
S._W._R._D._Bandaranaike,Sirimavo_Bandaranaike
Shweta_Tiwari,Raja_Chaudhary
Otellie_Loloma,Charles_Loloma
Robert_Stevenson_(director),Anna_Lee
Hasan_al-Askari,Narjis
Louise_Fazenda,Hal_B._Wallis
Jennie_Tuttle_Hobart,Garret_Hobart
Gülruh_Hatun,Bayezid_II
Queen_Sonja_of_Norway,Harald_V_of_Norway
Catherine_Ashton,Peter_Kellner
Ward_Cleaver,June_Cleaver
Lord_Robert_Tottenham,"Cornwallis_Maude,_1st_Viscount_Hawarden"
Sandy_Duncan,Don_Correia
Bill_Richards_(musician),Billie_Mae_Richards
Antiochus_III_the_Great,Laodice_III
Shelley_Fabares,Mike_Farrell
Anna_Elisabeth_of_Saxe-Lauenburg,"William_Christoph,_Landgrave_of_Hesse-Homburg"
Margaret_Tudor,"Archibald_Douglas,_6th_Earl_of_Angus"
Emil_Jannings,Hanna_Ralph
Harold_Turner_(dancer),Gerd_Larsen
Nicholas_Pryor,Christine_Belford
Wayde_Preston,Carol_Ohmart
Cole_Turner,Phoebe_Halliwell
Clem_Beauchamp,Anita_Garvin
Mary_Pickford,Douglas_Fairbanks
Bayin,Badema
Patrick_Tatopoulos,McKenzie_Westmore
Stokely_Carmichael,Miriam_Makeba
"Cesare_d'Este,_Duke_of_Modena",Virginia_de'_Medici
Ginger_Rogers,Jack_Pepper
Atmaram_Ravaji_Deshpande,Kusumavati_Deshpande
Mary_Philips,Kenneth_MacKenna
Christopher_George,Lynda_Day_George
Mike_Ragan,Dorothy_Ford
Sharad_Kelkar,Keerti_Gaekwad_Kelkar
Princess_Rahma_bint_Hassan,Alaa_Batayneh
John_Light_(actor),Neve_Campbell
Mickey_G.,Missy_(actress)
Steve_Hilton,Rachel_Whetstone
Princess_Elisabeth_Anna_of_Prussia,"Frederick_Augustus_II,_Grand_Duke_of_Oldenburg"
Arnold_Lobel,Anita_Lobel
"Mary_Curzon,_Baroness_Curzon_of_Kedleston","George_Curzon,_1st_Marquess_Curzon_of_Kedleston"
Diosdado_Macapagal,Eva_Macapagal
Peter_May_(writer),Janice_Hally
Anatoly_Marchenko,Larisa_Bogoraz
Yuriko_Ono,Nao_Ōmori
Sophie_Aldred,Vince_Henderson
Empress_Sunjeong,Sunjong_of_Korea
Sophia_Campbell,Robert_Campbell_(1769–1846)
Raynald_of_Châtillon,Constance_of_Antioch
List_of_The_Tribe_characters,List_of_The_Tribe_characters
Hanna_Damasio,Antonio_Damasio
Gu_Kailai,Bo_Xilai
José_de_San_Martín,María_de_los_Remedios_de_Escalada
Princess_Maria_Sophia_of_Thurn_and_Taxis,Duke_Paul_Wilhelm_of_Württemberg
George_Mole,Pauline_Mole
Oskar_Hermann_Artur_Schlitter,Daisy_D'ora
Lata_Sabharwal,Sanjeev_Seth
Pihla_Viitala,Kerkko_Koskinen
Frederick_Casimir_Kettler,Margravine_Elisabeth_Sophie_of_Brandenburg_(1674–1748)
Corrinne_Wicks,Tom_Butcher
Ye_Qianyu,Wang_Renmei
"Albert_V,_Duke_of_Bavaria",Archduchess_Anna_of_Austria
Laura_Fraser,Karl_Geary
Randolph_Churchill,Pamela_Harriman
"Prince_William_Henry,_Duke_of_Gloucester_and_Edinburgh","Maria,_Duchess_of_Gloucester_and_Edinburgh"
"Edith_Villiers,_Countess_of_Lytton","Robert_Bulwer-Lytton,_1st_Earl_of_Lytton"
Wenceslaus_III_of_Bohemia,Viola_of_Teschen
Ashwini_Kalsekar,Nitesh_Pandey
Steffi_Duna,Dennis_O'Keefe
Antiochus_IX_Cyzicenus,Cleopatra_Selene_I
Bagrat_IV_of_Georgia,Borena_of_Alania
"Agnes_Douglas,_Countess_of_Argyll","Archibald_Campbell,_7th_Earl_of_Argyll"
Rebecca_Breeds,Luke_Mitchell
Lord_Randolph_Churchill,Lady_Randolph_Churchill
Maria_Eutokia_Toaputeitou,Maputeoa
Elżbieta_Dzikowska,Tony_Halik
Matt_Frewer,Amanda_Hillwood
Lara_Pulver,Josh_Dallas
Lady_Diana_Cooper,Duff_Cooper
Robert_Hathaway,Sibyl_Hathaway
Ambika_(Mahabharata),Vichitravirya
Bob_Hawke,Blanche_d'Alpuget
Ralph_Bates,Virginia_Wetherell
Bajirao_I,Mastani
Lupita_Tovar,Paul_Kohner
Ladislaus_of_Naples,Mary_of_Enghien
Grzymisława_of_Luck,Leszek_the_White
Hantili_I,Ḫarapšili
Gautami_Kapoor,Ram_Kapoor
Nanette_Fabray,Ranald_MacDougall
Armand_de_Gramont,Élaine_Greffulhe
Isabel_Bassett,John_Bassett
Beatrice_of_Bavaria,Eric_XII_of_Sweden
Paul_Crouch,Jan_Crouch
Amala_Shankar,Uday_Shankar
John_Carroll_(actor),Lucille_Carroll
Adrienne_Clarkson,John_Ralston_Saul
Helge_Seetzen,Dominique_Anglade
Adeliza_of_Louvain,"William_d'Aubigny,_1st_Earl_of_Arundel"
Helen_Bullock,Joe_Bullock
Jan_Todd,Terry_Todd
Rosa_Beddington,Robin_Denniston
Anne_Jackson,Eli_Wallach
"William_IV,_Duke_of_Aquitaine",Emma_of_Blois
James_Linder,Karen_Linder
"François,_Prince_of_Soubise",Anne_de_Rohan-Chabot
Keely_Shaye_Smith,Pierce_Brosnan
Jacob_De_la_Gardie,Ebba_Brahe
Temperance_%22Bones%22_Brennan,Seeley_Booth
Howard_Deutch,Lea_Thompson
Alice_Keppel,George_Keppel_(soldier)
Norika_Fujiwara,Tomonori_Jinnai
Mi_Mi_Khaing,Sao_Saimong
Margherita_Buy,Sergio_Rubini
"Alix,_Dowager_Princess_of_Ligne","Antoine,_13th_Prince_of_Ligne"
Martha_Beall_Mitchell,John_N._Mitchell
Anastasia_Zavorotnyuk,Peter_Tchernyshev
Liane_Hansen,Neal_Conan
Theo_Lingen,Marianne_Zoff
Mabel_McConnell_Fitzgerald,Desmond_FitzGerald_(politician)
Nebahat_Çehre,Yılmaz_Güney
Daniel_MacPherson,Zoe_Ventoura
Anubhav_Mohanty,Barsha_Priyadarshini
Gerberga_of_Burgundy,"Herman_II,_Duke_of_Swabia"
Khan_Ataur_Rahman,Mahbuba_Rahman
Judith_of_Hohenstaufen,"Louis_II,_Landgrave_of_Thuringia"
Empress_Xiao_(Sui_dynasty),Emperor_Yang_of_Sui
William_II_of_Württemberg,Princess_Marie_of_Waldeck_and_Pyrmont
Ivy_Weber,Clarence_Weber
Eleanor_of_Leicester,"William_Marshal,_2nd_Earl_of_Pembroke"
Gail_Chasey,David_L._Norvell
Freddie_Prinze_Jr.,Sarah_Michelle_Gellar
Philip_the_Bold,"Margaret_III,_Countess_of_Flanders"
Liz_Whitney_Tippett,John_Hay_Whitney
Hazel_Brooks,Cedric_Gibbons
Cherie_Blair,Tony_Blair
Myauk_Pyinthe_(Kunhsaw),Nyaung-u_Sawrahan
Kit_Fine,Anne_Fine
"Amadeus_IV,_Count_of_Savoy",Cecile_of_Baux
Peter_Cookson,Beatrice_Straight
Noble_Consort_Ying,Qianlong_Emperor
Luella_Creighton,Donald_Creighton
Diego_López_V_de_Haro,Violant_of_Castile
Steven_Moffat,Sue_Vertue
"William_Knollys,_1st_Earl_of_Banbury","Dorothy_Bray,_Baroness_Chandos"
Barry_Quin,Peta_Toppano
Dirk_Benedict,Toni_Hudson
Bruce_Abbott,Kathleen_Quinlan
Robert_Dudley_(explorer),"Alice_Dudley,_Duchess_of_Dudley"
Kanaka_Ha_Ma,P._C._Vishnunath
Maria_Theresa_of_Austria_(1767–1827),Anthony_of_Saxony
Mechthild_of_Germany,"Albert_VI,_Archduke_of_Austria"
Leonor_Cortés_Moctezuma,Juan_de_Tolosa
Tom_Eplin,Ellen_Wheeler
Peter_MacKay,Nazanin_Afshin-Jam
Peter_Markle,Melinda_Culea
L._C._Hughes,Josephine_Brawley_Hughes
Marianela_Núñez,Thiago_Soares
Hussain_Muhammad_Ershad,Rowshan_Ershad
Countess_Elisabeth_Dobržensky_de_Dobrženicz,"Pedro_de_Alcântara,_Prince_of_Grão-Pará"
Diane_Disney_Miller,Ron_W._Miller
Fritz_Lang,Thea_von_Harbou
"Philip_I,_Count_of_Boulogne","Matilda_II,_Countess_of_Boulogne"
Renée_Taylor,Joseph_Bologna
Karen_Mack,Russell_Goldsmith
Red_Queen_(Through_the_Looking-Glass),Red_King_(Through_the_Looking-Glass)
Helena_Palaiologina,John_II_of_Cyprus
"Georg_Alexander,_Duke_of_Mecklenburg",Archduchess_Ilona_of_Austria
Glenn_Close,David_Evans_Shaw
Michael_Hopkins_(architect),Patty_Hopkins
Alice_M._Batchelder,William_G._Batchelder
Vikram_Sarabhai,Mrinalini_Sarabhai
Don_Honeyman,Gitta_Sereny
Charles_Bronson,Jill_Ireland
"Frederick_VI,_Landgrave_of_Hesse-Homburg",Princess_Elizabeth_of_the_United_Kingdom
Rebecca_Akufo-Addo,Nana_Akufo-Addo
Sun_Li_(actress),Deng_Chao
George_Reid_(Australian_politician),Flora_Reid
Emina_Ilhamy,Tewfik_Pasha
Viva_(actress),Michel_Auder
Tracy_Reed_(English_actress),Bill_Simpson_(actor)
Rasolo,Laufitu
Alexis_Boling,Bodine_Boling
Phat_Kanhol,Norodom_Sihanouk
Florence_Rice,Robert_Wilcox_(actor)
Dagmar_of_Bohemia,Valdemar_II_of_Denmark
Ray_McKinnon_(actor),Lisa_Blount
Marie_Dubois,Serge_Rousseau
Nandana_Sen,John_Makinson
Katharine_Smith_Reynolds,R._J._Reynolds
Linda_Lawson_(actress),John_Foreman_(producer)
Jane_How,Richard_Durden
John_Lynch_(New_Hampshire),Susan_Lynch_(pediatrician)
J._Walter_Ruben,Virginia_Bruce
Michał_Kazimierz_Radziwiłł,Katarzyna_Sobieska
"Otto_Henry,_Elector_Palatine",Susanna_of_Bavaria
"Richardis_of_Schwerin,_Queen_of_Sweden","Albert,_King_of_Sweden"
Noe_Itō,Jun_Tsuji
Nancy_Floreen,David_O._Stewart
Elisabeth_Christine_of_Brunswick-Wolfenbüttel,"Charles_VI,_Holy_Roman_Emperor"
Stefon,Seth_Meyers
Samantha_Power,Cass_Sunstein
Léonie_Abo,Pierre_Mulele
Gustaw_Lutkiewicz,Wiesława_Mazurkiewicz
Marie-Claire_Bancquart,Alain_Bancquart
Margaret_Formby,Clint_Formby
William_H._Gates_Sr.,Mimi_Gardner_Gates
Landgravine_Maria_Eleonore_of_Hesse-Rotenburg,"Theodore_Eustace,_Count_Palatine_of_Sulzbach"
Alba_Arnova,Gianni_Ferrio
Anna_Katarzyna_Sanguszko,Karol_Stanisław_Radziwiłł_(1669–1719)
Alice_Guy-Blaché,Herbert_Blaché
Barbara_Tarło,Jerzy_Sebastian_Lubomirski
George_Fawcett,Percy_Haswell
Lady_Sarah_Lennox,George_Napier
Chellie_Pingree,Donald_Sussman
Princess_Henriette_Adelaide_of_Savoy,"Ferdinand_Maria,_Elector_of_Bavaria"
Vince_Camuto,Louise_Camuto
Elizabeth_Taylor,Eddie_Fisher_(singer)
Quentin_Bryce,Michael_Bryce
Dian_Slavens,Mark_Slavens
Marsha_Mason,Neil_Simon
Ruth_Orkin,Morris_Engel
Abdul_Ghafur_Muhiuddin_Shah_of_Pahang,Ratu_Ungu
Yukiko_Todoroki,Masahiro_Makino
Jiang_Qing,Tang_Na
Adelbert_Ames,Blanche_Butler_Ames
Aniela_Miączyńska,Hieronim_Florian_Radziwiłł
Karen_Minnis,John_Minnis
N._Sankaran_Nair,Usharani
Esther_Williams,Ben_Gage
Laurene_Powell_Jobs,Steve_Jobs
"Philipp_Ludwig_I,_Count_of_Hanau-Münzenberg",Countess_Magdalena_of_Waldeck
Glenn_Langan,Adele_Jergens
George_James_Coates,Dora_Meeson
William_Hogarth,James_Thornhill
Mongkut,Debsirindra
"Sir_Charles_Dilke,_2nd_Baronet","Emilia,_Lady_Dilke"
Eileen_Ryan,Leo_Penn
Hannele_Ruohola-Baker,David_Baker_(biochemist)
Glen_Corbett,Adrienne_Ellis
Eden_Riegel,Andrew_Miller_(actor)
Charlie_Savage,Luiza_Savage
Lee_Jae-ryong,Yoo_Ho-jeong
Patricia_Neal,Roald_Dahl
Freda_Jackson,Henry_Bird_(artist)
Anthea_Redfern,Robin_Stubbs
Sherry_Palmer,David_Palmer_(24_character)
Siddharth_Roy_Kapur,Vidya_Balan
James_I_of_Cyprus,Helvis_of_Brunswick-Grubenhagen
Julian_L'Estrange,Constance_Collier
Barbara_Pepper,Craig_Reynolds_(actor)
"Otto_I,_Duke_of_Saxony",Hedwiga
Neil_Marshall,Axelle_Carolyn
Santha_Devi,Kozhikode_Abdul_Kader
Angela_Browne,Francis_Matthews_(actor)
Sao_Nang_Hearn_Kham,Sao_Shwe_Thaik
Princess_Agnes_of_Anhalt-Dessau,"Ernst_I,_Duke_of_Saxe-Altenburg"
Duchess_Charlotte_Frederica_of_Mecklenburg-Schwerin,Christian_VIII_of_Denmark
Mary_Bailey_(aviator),Abe_Bailey
Philippe_Noiret,Monique_Chaumette
Christopher_Lloyd_(TV_producer),Arleen_Sorkin
Hugo_van_Lawick,Jane_Goodall
Anna_Karolina_Orzelska,"Charles_Louis,_Duke_of_Schleswig-Holstein-Sonderburg-Beck"
Laura_Ziskin,Julian_Barry
Jana_Brejchová,Ulrich_Thein
Terry_Beyer,Lee_Beyer
Deepshikha,Jeet_Upendra
Nancy_Barrett,David_Ford_(actor)
Sissel_Benneche_Osvold,Totto_Osvold
Dolores_Moran,Benedict_Bogeaus
Edie_Adams,Pete_Candoli
Margo_Schlanger,Samuel_Bagenstos
Christian_Camargo,Juliet_Rylance
Emperor_Yang_of_Sui,Empress_Xiao_(Sui_dynasty)
Ali,Khawlah_bint_Ja'far
Howard_Stern,Beth_Ostrosky_Stern
Patricia_Medina,Joseph_Cotten
"Niels,_King_of_Denmark",Margaret_Fredkulla
Behrouz_Vossoughi,Googoosh
Christopher_of_Baden-Durlach,Marie_Christine_Felizitas_of_Leiningen-Dagsburg-Falkenburg-Heidesheim
Dorothea_of_Brandenburg,Christian_I_of_Denmark
Helen_George,Oliver_Boot
Evelyn_Lett,Sherwood_Lett
Kirsten_Hansteen,Viggo_Hansteen
Oscar_Goodman,Carolyn_Goodman_(politician)
Bhrigu,Kavyamata
Michael_W._Doyle,Amy_Gutmann
Sara_Alpern,Peter_Tarlow
Jessica_Raine,Tom_Goodman-Hill
Jacklyn_Zeman,Murray_the_K
Mamta_Goenka,Pawan_Kumar_Goenka
Janet_Lee_Bouvier,John_Vernou_Bouvier_III
Peter_Whiteman,Kate_Whiteman
Selvaraghavan,Sonia_Agarwal
Maximilian_I_of_Mexico,Carlota_of_Mexico
Józef_Kiedroń,Zofia_Kirkor-Kiedroniowa
Gladys_McCoy,William_McCoy_(Oregon_politician)
"Guillaume,_Hereditary_Grand_Duke_of_Luxembourg","Stéphanie,_Hereditary_Grand_Duchess_of_Luxembourg"
Rianti_Cartwright,Cas_Alfonso
