Terry_Rhoads,Lise_Simms
"John_Philip_II,_Wild-_and_Rhinegrave_of_Salm-Dhaun",Anna_Catherine_of_Nassau-Ottweiler
Budd_Schulberg,Geraldine_Brooks_(actress)
Meghan_Ory,John_Reardon
Rama_II_of_Siam,Kunthon_Thipphayawadi
Shrek_(character),Princess_Fiona
Anikka_Albrite,Mick_Blue
Etty_Lau_Farrell,Perry_Farrell
Marguerite_de_Navarre,"Charles_IV,_Duke_of_Alençon"
"Elizabeth_Seymour,_Lady_Cromwell","John_Paulet,_2nd_Marquess_of_Winchester"
Henry_Nelson_Coleridge,Sara_Coleridge
Olimpiada_Bodiu,Filimon_Bodiu
Alla_Latynina,Leonid_Latynin
Lord_Frederick_Windsor,Sophie_Winkleman
Sabina_of_Bavaria,"Ulrich,_Duke_of_Württemberg"
Muammar_Gaddafi,Safia_Farkash
Peter_Palmer_(actor),Mary_Lou_Farrell
Kusala_Rajendran,C._P._Rajendran
Alexander_I_of_Russia,Elizabeth_Alexeievna_(Louise_of_Baden)
Teruhiko_Saigō,Mari_Henmi
Christina_Stone,Loke_Wan_Tho
Ferdinand_I_of_Aragon,Eleanor_of_Alburquerque
Juan_Diego_Botto,Olga_Rodriguez
Moran_family,Judy_Moran
Alice_Arden,Thomas_Arden
"Victoria,_Crown_Princess_of_Sweden","Prince_Daniel,_Duke_of_Västergötland"
Alan_Moore,Melinda_Gebbie
Ivan_V_of_Russia,Praskovia_Saltykova
Narelle_Autio,Trent_Parke
Vera_Alentova,Vladimir_Menshov
Yi_Kang,Gim_Sudeok
Edward_VIII,Wallis_Simpson
William_Booth,Catherine_Booth
Sheherazade_Goldsmith,Zac_Goldsmith
Robert_Irvine,Gail_Kim
Julie_Morgan,Rhodri_Morgan
Huzaima_bint_Nasser,Faisal_I_of_Iraq
Shireen_Irani,Sheriar_Irani
Landgravine_Juliane_of_Hesse-Philippsthal,"Philip_II,_Count_of_Schaumburg-Lippe"
Kieren_Hutchison,Nicole_Tubiola
Sloboda_Mićalović,Vojin_Ćetković
Élisabeth_Depardieu,Gérard_Depardieu
Kara_Lindsay,Kevin_Massey
Alice_Koroma,Sylvanus_Koroma
Louise_Jefferson,George_Jefferson
Lê_Hoàn,Dương_Vân_Nga
Peter_Murray-Hill,Phyllis_Calvert
Frances_Folsom_Cleveland_Preston,Grover_Cleveland
Helen_Craig_(actress),John_Beal_(actor)
Letícia_Spiller,Marcello_Novaes
Lisa_Harrow,Roger_Payne
Dorothy_Howell_Rodham,Hugh_E._Rodham
"William,_Duke_of_Saxe-Weimar",Eleonore_Dorothea_of_Anhalt-Dessau
Lenore_Romney,George_W._Romney
"John_George_I,_Duke_of_Saxe-Eisenach",Johannetta_of_Sayn-Wittgenstein_(1632-1701)
Françoise_de_Langlade,Oscar_de_la_Renta
Jay_Alan_Yim,Marlena_Novak
Jan_Josef_Liefers,Anna_Loos
Dorothea_von_Medem,Peter_von_Biron
Bjørn_Bjørnson,Gina_Oselio
Doris_Keane,Basil_Sydney
Chris_Diamantopoulos,Becki_Newton
João_Figueiredo,Dulce_Figueiredo
Elizabeth_Perkins,Julio_Macat
"Teodósio_II,_Duke_of_Braganza",Ana_de_Velasco_y_Girón
John_George_Adair,Cornelia_Adair
Suphankanlaya,Bayinnaung
Alexandra_Powers,Barry_Del_Sherman
Polly_Draper,Kevin_Wade
List_of_secondary_nurses_in_ER,Susan_Lewis
Myrtle_Stedman,Marshall_Stedman
Terence_Longdon,Barbara_Jefford
Louis_Darling,Lois_Darling
Gerti_Deutsch,Tom_Hopkinson
Tony_Plana,Ada_Maris
"Johann_Reinhard_III,_Count_of_Hanau-Lichtenberg",Dorothea_Friederike_of_Brandenburg-Ansbach
Prince_Friedrich_Leopold_of_Prussia,Princess_Louise_Sophie_of_Schleswig-Holstein-Sonderburg-Augustenburg
Jere_Burns,Kathleen_Kinmont
Gaius_Marius,Julia_(wife_of_Marius)
Nikephoros_III_Botaneiates,Maria_of_Alania
Michael_Caine,Shakira_Caine
Robert_F._Wagner_Jr.,Phyllis_Fraser
Juliette_Mole,Lloyd_Owen
Emperor_Xian_of_Han,Fu_Shou
Gloria_Katz,Willard_Huyck
Natalie_Zea,Travis_Schuldt
Sophia_of_Minsk,Valdemar_I_of_Denmark
Ivana_Zemanová,Miloš_Zeman
Rebecca_Gibney,Irwin_Thomas
Linda_B._Buck,Roger_Brent
Ásgeir_Ásgeirsson,Dóra_Þórhallsdóttir
Alaina_Reed_Hall,Kevin_Peter_Hall
Grete_Mosheim,Oskar_Homolka
Chitrabon_Hazarika,Pranati_Deka
Randy_Brooks_(actor),Karyn_Parsons
"Margaret_of_Huntingdon,_Duchess_of_Brittany",Humphrey_III_de_Bohun
Roberts_Blossom,Beverly_Schmidt_Blossom
"Frederick_Christian,_Elector_of_Saxony",Duchess_Maria_Antonia_of_Bavaria
Princess_Seishi,Emperor_Junna
Elinor_Darwin,Bernard_Darwin
Elaine_May,Sheldon_Harnick
Marie_Joséphine_of_Savoy,Louis_XVIII_of_France
Delfina_Ortega_Díaz,Porfirio_Díaz
Tove_of_the_Obotrites,Harald_Bluetooth
Priscilla_Presley,Elvis_Presley
Ahmed_Kathrada,Barbara_Hogan
Bathsheba,Uriah_the_Hittite
Renu_Saluja,Vidhu_Vinod_Chopra
Lee_J._Cobb,Helen_Beverley
Tim_Healy_(actor),Denise_Welch
"William,_Margrave_of_Baden-Baden",Maria_Magdalena_of_Oettingen-Baldern
Helen_Gallagher_(Solomon),Edward_Gallagher_(actor)
Bijoya_Ray,Satyajit_Ray
Hedy_Lamarr,Gene_Markey
Konnie_Huq,Charlie_Brooker
Virginia_Earle,Frank_Lawton_(I)
Narriman_Sadek,Farouk_of_Egypt
Ingeborg_Magnusdotter_of_Sweden,Eric_VI_of_Denmark
Duke_Maximilian_Joseph_in_Bavaria,Princess_Ludovika_of_Bavaria
"Elizabeth_Somerset,_Baroness_Herbert","Charles_Somerset,_1st_Earl_of_Worcester"
"George_Albert,_Prince_of_East_Frisia",Sophie_Caroline_of_Brandenburg-Kulmbach
Dorothy_Richardson,Alan_Odle
Gregg_Edelman,Carolee_Carmello
Julia_Stephen,Leslie_Stephen
Ken_Watanabe,Kaho_Minami
Lucia_Elizabeth_Vestris,Charles_James_Mathews
Lawrence_Lewis_(1767–1839),Eleanor_Parke_Custis_Lewis
David_Kawānanakoa,Abigail_Campbell_Kawānanakoa
Elizabeth_Armistead,Charles_James_Fox
Caroline_of_Berlepsch,"William_II,_Elector_of_Hesse"
Margarita_Zavala,Felipe_Calderón
Tom_Moore_(actor),Alice_Joyce
Leo_Gordon,Lynn_Cartwright
Henry_Neville_(Gentleman_of_the_Privy_Chamber),Elizabeth_Bacon_(died_1621)
Bibliography_of_Ulysses_S._Grant,Julia_Grant
Etgar_Keret,Shira_Geffen
Michael_Pressman,Lisa_Chess
Guy_Hamilton,Naomi_Chance
Louise_de_Mérode,"Carlo_Emmanuele_dal_Pozzo,_5th_Prince_of_Cisterna"
Sara_Gizaw,Prince_Makonnen
Sheila_Gish,Roland_Curram
"Lucien,_Lord_of_Monaco",Jeanne_de_Pontevès-Cabanes
Igor_Gruppman,Vesna_Stefanovich-Gruppman
John_Balliol,Isabella_de_Warenne
Dante_DiPaolo,Rosemary_Clooney
Elena_of_Montenegro,Victor_Emmanuel_III_of_Italy
Ellen_Moyer,Roger_Moyer
Corrinne_Wicks,Tom_Butcher
Allan_Wu,Wong_Li-Lin
Shraddha_Nigam,Mayank_Anand
Drew_Gilpin_Faust,Charles_E._Rosenberg
Vershini,Rompad
Henry_Miller_(actor),Bijou_Heron
Roger_II_of_Sicily,"Elvira_of_Castile,_Queen_of_Sicily"
Claribel_Medina,Pablo_Alarcón
Violante_of_Vilaragut,James_III_of_Majorca
Carlos_Guillermo_Haydon,Eileen_Abad
Mary_Peach,Jimmy_Sangster
Sadie_Coles,Juergen_Teller
Vishal_Bhardwaj,Rekha_Bhardwaj
Jayme_Monjardim,Daniela_Escobar
"Charles_Howard,_1st_Earl_of_Nottingham","Catherine_Carey,_Countess_of_Nottingham"
Joaquín_Gallegos_Lara,Nela_Martínez
Mary_Brian,Jon_Whitcomb
Michael_Curtiz,Lucy_Doraine
Tetsuya_Takahashi,Soraya_Saga
Wiesława_Mazurkiewicz,Gustaw_Lutkiewicz
Princess_Bernardina_Christina_Sophia_of_Saxe-Weimar-Eisenach,"John_Frederick,_Prince_of_Schwarzburg-Rudolstadt"
Tay_Garnett,Patsy_Ruth_Miller
Mustafa_III,Mihrişah_Sultan
"John_Beaufort,_1st_Earl_of_Somerset","Margaret_Holland,_Duchess_of_Clarence"
Janet_Brown,Peter_Butterworth
Janice_H._Levin,Philip_J._Levin
Duchess_Maria_Isabella_of_Württemberg,Prince_Johann_Georg_of_Saxony
"Robert_I,_Count_of_Flanders",Gertrude_of_Saxony
Adam_Bernstein,Jessica_Hecht
Richard_fitz_Gilbert,Rohese_Giffard
EQ_Nicholson,Christopher_Nicholson
"William_Louis,_Duke_of_Württemberg",Magdalena_Sibylla_of_Hesse-Darmstadt
Seth_Green,Clare_Grant
Matilda_of_Holstein,Birger_Jarl
Ruy_Gómez_de_Silva,"Ana_de_Mendoza,_Princess_of_Eboli"
Isabella_of_Majorca,"John_II,_Marquess_of_Montferrat"
Kerry_Norton,Jamie_Bamber
Bernardino_Rivadavia,Juana_del_Pino_y_Vera_Mujica
Erich_Maria_Remarque,Paulette_Goddard
Bucek_Depp,Titi_DJ
August_Aleksander_Czartoryski,Maria_Zofia_Czartoryska
Vijayakumar_(actor),Manjula_Vijayakumar
"Louis_Gonzaga,_Duke_of_Nevers",Henriette_of_Cleves
Bảo_Đại,Monique_Vinh_Thuy
Wong_Li-Lin,Allan_Wu
Elisabeth_of_Brandenburg-Küstrin,"George_Frederick,_Margrave_of_Brandenburg-Ansbach"
Louisa_Adams,John_Quincy_Adams
Theresa_Fair_Oelrichs,Hermann_Oelrichs
John_Rolfe,Pocahontas
Magnus_V_of_Norway,Estrid_Bjørnsdotter
Sancho_II_of_Portugal,Mécia_Lopes_de_Haro
Edward_Binns,Elizabeth_Franz
Terri_Garber,Frank_Howson
Googie_Withers,John_McCallum_(actor)
Costas_Mandylor,Talisa_Soto
Anatole_Litvak,Miriam_Hopkins
Ellen_Drew,Sy_Bartlett
Edwina_Tops-Alexander,Jan_Tops
Wenche_Barth_Eide,Asbjørn_Eide
Susan_Penhaligon,Duncan_Preston
Jennifer_Flavin,Sylvester_Stallone
Pat_Wilson,Ross_Wilson_(musician)
Agnes_of_Poland,Mstislav_II_of_Kiev
Lucie_Vondráčková,Tomáš_Plekanec
Chantal_Jones,Josh_Griffiths_(Jiu_Jitsu_practitioner)
Miguel_Boyer,Elena_Arnedo
Nina_Tassler,Jerry_Levine
Louis_II_of_Naples,Yolande_of_Aragon
Ylva_Johansson,Erik_Åsbrink
Carol_Weston,Rob_Ackerman_(playwright)
Mary_Beth_Hurt,Paul_Schrader
Hawise_of_Monmouth,William_fitzBaderon
John_Drew_(actor),Louisa_Lane_Drew
Sargun_Mehta,Ravi_Dubey
Christopher_O'Neill,"Princess_Madeleine,_Duchess_of_Hälsingland_and_Gästrikland"
Yvonne_Romain,Leslie_Bricusse
Archduchess_Dorothea_of_Austria,Archduke_Gottfried_of_Austria
Empress_Xiaodexian,Xianfeng_Emperor
Mirian_III_of_Iberia,Nana_of_Iberia
Lawrence_Michael_Levine,Sophia_Takal
"Henry_II,_Lord_of_Mecklenburg",Beatrix_of_Brandenburg
Urmila_Kanitkar,Adinath_Kothare
George_Marcus,Patricia_Seed
Antonio_Guzmán_Fernández,Renée_Klang_de_Guzmán
Dick_Pound,Julie_Keith
William_Ewart_Gladstone,Catherine_Gladstone
Elon_Musk,Justine_Musk
Zaynab_an-Nafzawiyyah,Yusuf_ibn_Tashfin
Jehan_Sadat,Anwar_Sadat
Leslie_Graves_(nonprofit_executive),Eric_O'Keefe_(political_activist)
Lady_Annabel_Goldsmith,Mark_Birley
Peter_Guinness_(actor),Roberta_Taylor
Suzanne_de_Passe,Paul_Le_Mat
Ginnifer_Goodwin,Josh_Dallas
Olof_Winnerstrand,Frida_Winnerstrand
Jill_Gascoine,Alfred_Molina
Bernd_Rosemeyer,Elly_Beinhorn
List_of_The_Game_characters,Rick_Fox
Mary_Fiennes_(lady-in-waiting),Henry_Norris_(courtier)
"Rudolf_I,_Duke_of_Saxe-Wittenberg",Kunigunde_of_Poland
Bambi_(character),Faline
Rudy_Giuliani,Donna_Hanover
Kathryn_Abbe,James_Abbe
Nicolae_Ceaușescu,Elena_Ceaușescu
Monica_Evans,Leo_Maguire
Jack_Black,Tanya_Haden
Pravesh_Rana,Scarlett_Mellish_Wilson
Ann_Mollo,John_Mollo
Kōji_Yusa,Kanako_Mitsuhashi
Fartuun_Adan,Elman_Ali_Ahmed
Handley_Moule,Charles_Boileau_Elliott
James_Cruze,Betty_Compson
Parker_Stevenson,Kirstie_Alley
Victoria_Shaw_(actress),Roger_Smith_(actor)
Eric_II_of_Denmark,Malmfred_of_Kiev
Juan_Manuel_de_Rosas,Encarnación_Ezcurra
Myauk_Pyinthe_(Kunhsaw),Sokkate
Donna_Murphy,Shawn_Elliott
Nguyễn_Khánh,Madame_Khánh
Paul_Crouch,Jan_Crouch
Berta_Ruck,Oliver_Onions
Gail_Collins,Dan_Collins_(journalist)
Mary_Corinna_Putnam_Jacobi,Abraham_Jacobi
"Alexander_Ferdinand,_3rd_Prince_of_Thurn_and_Taxis",Margravine_Sophie_Christine_of_Brandenburg-Bayreuth
A_Martinez,Mare_Winningham
Murad_V,Resan_Hanım
Joel_Bakan,Rebecca_Jenkins
Xiao_Tong,Empress_Dowager_Gong
Eric_Allman,Marshall_Kirk_McKusick
Benjamin_Netanyahu,Sara_Netanyahu
Deborah_Pratt,Donald_P._Bellisario
Harry_Cortis_Jones,Arthur_Henry_Shakespeare_Lucas
Ib_Melchior,Cleo_Baldon
Landgravine_Marie_Louise_of_Hesse-Kassel,"John_William_Friso,_Prince_of_Orange"
Jacques_Littlefield,Sandy_Montenegro_Littlefield
Rodelle_Weintraub,Stanley_Weintraub
Howard_Hawks,Dee_Hartford
Miles_Vandahurst_Lynk,Beebe_Steven_Lynk
"Prince_Arthur,_Duke_of_Connaught_and_Strathearn",Princess_Louise_Margaret_of_Prussia
"James_Wilde,_1st_Baron_Penzance","Mary_Wilde,_Baroness_Penzance"
Stokely_Carmichael,Miriam_Makeba
"Claude,_Duke_of_Guise",Antoinette_de_Bourbon
Harold_Pinter,Vivien_Merchant
Mae_Clarke,Lew_Brice
Wen_Zhang,Ma_Yili
Aasiya_Zubair,Muzzammil_Hassan
Owain_Yeoman,Lucy_Davis
Princess_Esra,Mukarram_Jah
Ida_Copeland,Richard_Ronald_John_Copeland
Princess_Malgorzata_Izabella_Czartoryska,Prince_Gabriel_of_Bourbon-Two_Sicilies
Jonathan_Cullen,Susannah_Waters
Missy_(actress),Mickey_G.
Leopold_III_of_Belgium,Astrid_of_Sweden
Maria_Donatucci,Robert_Donatucci
Suzanne_Pleshette,Troy_Donahue
E._Gordon_Gee,Constance_Bumgarner_Gee
Leslie_Johnson_(councilwoman),Jack_B._Johnson
Lori_Grimes,Rick_Grimes
"Humphrey_Stafford,_Earl_of_Stafford","Margaret_Beaufort,_Countess_of_Stafford"
Danish_Taimoor,Ayeza_Khan
"Christopher_Edley,_Jr.",Maria_Echaveste
Fran_Drescher,Peter_Marc_Jacobson
Betty_Shabazz,Malcolm_X
"Christian_August,_Prince_of_Anhalt-Zerbst",Joanna_Elisabeth_of_Holstein-Gottorp
Vera_Caspary,Isadore_Goldsmith
Jonathan_Lethem,Shelley_Jackson
Henry_B._Walthall,Mary_Charleson
Hal_Rayle,Maggie_Roswell
Lena_Herzog,Werner_Herzog
Emi_Wakui,Masato_Hagiwara
Robert_Blake_(actor),Bonnie_Lee_Bakley
Kathy_Baker,Steven_Robman
Mah_Chuchak_Begum,Humayun
Hazel_R._O'Leary,John_F._O'Leary
Bolesław_I_the_Brave,Oda_of_Meissen
Jodi_Applegate,Michael_Kay_(sports_broadcaster)
Linda_Hogan_(TV_personality),Hulk_Hogan
Nick_Cannon,Mariah_Carey
Jason_Gray-Stanford,Jes_Macallan
Toshio_Furukawa,Shino_Kakinuma
"George_Byron,_9th_Baron_Byron","Lucy,_Lady_Houston"
Shaheizy_Sam,Syatilla_Melvin
Ernest_Clark,Julia_Lockwood
Prince_Tomislav_of_Yugoslavia,Princess_Margarita_of_Baden
Raymond_Massey,Adrianne_Allen
Frederick_Augustus_III_of_Saxony,Archduchess_Louise_of_Austria
Edward_Lodge,Patti_Anne_Lodge
Gennady_Shpalikov,Inna_Gulaya
Coleen_Nolan,Shane_Richie
Ding_Ling,Hu_Yepin
Lady_Strangford,"Percy_Smythe,_8th_Viscount_Strangford"
Alan_Rosenberg,Robin_Bartlett
"Adolph_I,_Duke_of_Cleves","Marie_of_Burgundy,_Duchess_of_Cleves"
Famke_Janssen,Tod_Williams_(filmmaker)
Wallace_Beery,Gloria_Swanson
Anne_of_Bavaria,"Charles_IV,_Holy_Roman_Emperor"
Thelma_Chambers,Bob_Ferris_(Likely_Lads)
"Roger_Bigod,_2nd_Earl_of_Norfolk",Ida_de_Tosny
Chris_Tarrant,Ingrid_Tarrant
Robert_II_of_France,Bertha_of_Burgundy
Franco_Cristaldi,Zeudi_Araya
John_McCook,Laurette_Spang-McCook
Rebecca_Pidgeon,David_Mamet
David_Tebet,Nanette_Fabray
"Eleanor,_Duchess_of_Gloucester","Humphrey,_Duke_of_Gloucester"
Athanase-Charles-Marie_Charette_de_la_Contrie,Antoinette_Polk
Bertha_Palmer,Potter_Palmer
Peter_Butterworth,Janet_Brown
"Jennie_Lee,_Baroness_Lee_of_Asheridge",Aneurin_Bevan
Dorothy_Stafford,William_Stafford_(courtier)
Prince_Heinrich_XXXIII_Reuss_of_Köstritz,Princess_Victoria_Margaret_of_Prussia
Guy_Madison,Gail_Russell
Eilís_Dillon,Vivian_Mercier
Antoine_de_Saint-Exupéry,Consuelo_de_Saint_Exupéry
Ozzie_Nelson,Harriet_Nelson
Veronica_Lazăr,Adolfo_Celi
"Frederick_Henry,_Duke_of_Saxe-Zeitz-Pegau-Neustadt",Anna_Fredericka_Philippine_of_Schleswig-Holstein-Sonderburg-Wiesenburg
David_Smith_(Canadian_senator),Heather_Forster_Smith
Leto_II_Atreides,Ghanima_Atreides
Lachlan_Og_Maclean,"Colin_Campbell,_1st_Earl_of_Argyll"
"Christopher,_Duke_of_Mecklenburg","Dorothea_of_Denmark,_Duchess_of_Mecklenburg"
Ayşe_Hanım_Sultan,Ahmed_III
Ippolita_Maria_Sforza,Alfonso_II_of_Naples
Cherie_Blair,Tony_Blair
Cyril_Ramaphosa,Tshepo_Motsepe
Countess_Palatine_Irmengard_of_the_Rhine,"Herman_V,_Margrave_of_Baden-Baden"
Jane_Lahilahi,Joshua_Kaeo
Elizabeth_Patterson_Bonaparte,Jérôme_Bonaparte
John_Paul_Clarkin,Nina_Clarkin
Giovanni_Battista_Belzoni,Sarah_Belzoni
Sheila_Johnson,Robert_L._Johnson
Prosenjit_Chatterjee,Debashree_Roy
Léopoldine_Hugo,Charles_Vacquerie
Imogen_Hassall,Kenneth_Ives
Alex_Ross_(music_critic),Jonathan_Lisecki
Betty_Draper,Don_Draper
Shelley_Hack,Harry_Winer
Prince_Oskar_of_Prussia,Countess_Ina_Marie_von_Bassewitz
J._Michael_Straczynski,Kathryn_M._Drennan
George_XII_of_Georgia,Mariam_Tsitsishvili
Salman_Rushdie,Marianne_Wiggins
Marie_Louise_Gonzaga,John_II_Casimir_Vasa
Jimmy_Breslin,Ronnie_Eldridge
Gene_Gabriel,Stacey_Tookey
Kathleen_Scott,Robert_Falcon_Scott
Ingrid_Ragnvaldsdotter,Henrik_Skadelår
Hardeep_Singh_Puri,Lakshmi_Puri
"Louis,_Count_of_Leiningen-Westerburg",Bernardine_of_Lippe
John_McIntire,Jeanette_Nolan
Katherine_Cannon,Dean_Butler_(actor)
Maria_Theresa_of_Austria_(1816–1867),Ferdinand_II_of_the_Two_Sicilies
James_Farentino,Elizabeth_Ashley
Calvin_O'Keefe,Meg_Murry
Şemsiruhsar_Hatun,Murad_III
Seth_Bullock,Martha_Bullock
Pu_Shunqing,Hou_Yao
Emmanuelle_Béart,Daniel_Auteuil
Barbara_Franklin,Wallace_Barnes
Mabel_Dodge_Luhan,Edwin_Dodge
Erica_Durance,David_Palffy
Audrey_Wurdemann,Joseph_Auslander
Adam_Clayton_Powell_Jr.,Hazel_Scott
"Judith_Hare,_Countess_of_Listowel","William_Hare,_5th_Earl_of_Listowel"
Fernanda_Montenegro,Fernando_Torres_(actor)
June_Salter,John_Meillon
Barbara_Henrickson,Bill_Henrickson
Dwarkanath_Ganguly,Kadambini_Ganguly
Priscilla_Bright_McLaren,Duncan_McLaren
Lucy_Skidmore_Scribner,John_Blair_Scribner
Pat_Williams_(Montana),Carol_Williams_(politician)
Shūichi_Ikeda,Sakiko_Tamagawa
Beatrice_of_Falkenburg,"Richard,_1st_Earl_of_Cornwall"
Charles_Bernstein,Susan_Bee
Michael_Tolan,Rosemary_Forsyth
Pamela_Hensley,Wes_Farrell
Eva_Nansen,Fridtjof_Nansen
Martha_of_Armagnac,John_I_of_Aragon
Maria_of_Antioch,Manuel_I_Komnenos
Knut_Schmidt-Nielsen,Bodil_Schmidt-Nielsen
Ganna_Walska,Harry_Grindell_Matthews
Ala_ad-Din_Tekish,Terken_Khatun_(wife_of_Ala_ad-Din_Tekish)
"George_William,_Prince_of_Schaumburg-Lippe",Princess_Ida_of_Waldeck_and_Pyrmont
Oveta_Culp_Hobby,William_P._Hobby
Martha_Sleeper,Hardie_Albright
Steve_Austin_(character),Jaime_Sommers_(The_Bionic_Woman)
Doris_Schröder-Köpf,Gerhard_Schröder
Fereshteh_Sadre_Orafaee,Kambuzia_Partovi
Elliot_Handler,Ruth_Handler
Berlenti_Abdul_Hamid,Abdel_Hakim_Amer
Guy_XVI_de_Laval,Charlotte_of_Naples
Henry_Luce,Clare_Boothe_Luce
Rose_Kennedy,Joseph_P._Kennedy_Sr.
John_III_of_Navarre,Catherine_of_Navarre
Duchess_Elisabeth_of_Württemberg,"Francis_II,_Holy_Roman_Emperor"
Jeff_Raikes,Tricia_Raikes
Antoni_Protazy_Potocki,Marianna_Lubomirska
Ketki_Devi_Singh,Brij_Bhushan_Sharan_Singh
Khin_Khin_Win,Thein_Sein
Emmi_Dölling,Rudolf_Dölling
Rhonda_Fleming,Lang_Jeffries
Rose_Selfridge,Harry_Gordon_Selfridge
Maffeo_Barberini_(1631–1685),Olimpia_Giustiniani
Robert_Klein,Brenda_Boozer
Diane_Jergens,Randy_Sparks
Kim_Haugen,Nadia_Hasnaoui
Princess_Françoise_of_Orléans_(1844–1925),"Prince_Robert,_Duke_of_Chartres"
Virginia_Christine,Fritz_Feld
Ira_von_Fürstenberg,Prince_Alfonso_of_Hohenlohe-Langenburg
Jo_Wells,Sam_Wells_(priest)
Madge_Evans,Sidney_Kingsley
Tom_Eplin,Ellen_Wheeler
Grettell_Valdéz,Patricio_Borghetti
Mohammad-Ali_Rajai,Ateghe_Sediqi
Dorothy_Provine,Robert_Day_(director)
Zsa_Zsa_Gabor,Conrad_Hilton
"Abel,_King_of_Denmark",Matilda_of_Holstein
Gail_Russell,Guy_Madison
"Vladislaus_I,_Duke_of_Bohemia",Richeza_of_Berg
Raj_Kundra,Shilpa_Shetty
Enda_Kenny,Fionnuala_Kenny
Stefán_Karl_Stefánsson,Steinunn_Ólína_Þorsteinsdóttir
Andrew_Cockburn,Leslie_Cockburn
Katarzyna_Żółkiewska,Stanisław_Koniecpolski
"John_Cicero,_Elector_of_Brandenburg",Margaret_of_Thuringia
Eleonore_of_Liechtenstein,Prince_Karl_Borromäus_of_Liechtenstein
Mihrengiz_Kadın,Mehmed_V
Kim_Sung-ae,Kim_Il-sung
Anatoly_Marchenko,Larisa_Bogoraz
Carrie_Walton_Penner,Greg_Penner
Pattie_Deakin,Alfred_Deakin
Mary_Ann_Gilbert,Davies_Gilbert
Abdul_Hamid_II,Mezide_Mestan_Kadın
Fiame_Mata'afa_Faumuina_Mulinu'u_II,Laulu_Fetauimalemau_Mata'afa
"Isabella_of_Scotland,_Duchess_of_Brittany","Francis_I,_Duke_of_Brittany"
Lou_Henry_Hoover,Herbert_Hoover
Anna_Amalia_of_Baden-Durlach,"William_Louis,_Count_of_Nassau-Saarbrücken"
Heather_McHugh,Nikolai_B._Popov
Stella_Doufexis,Christian_Jost
Marion_Marshall_(actress),Robert_Wagner
Mariane_Pearl,Daniel_Pearl
Natalia_Cigliuti,Rob_Rizzo
"Bogislaw_XIV,_Duke_of_Pomerania",Elisabeth_of_Schleswig-Holstein-Sonderburg
Edwin_Samuel_Montagu,Venetia_Stanley_(1887–1948)
"Albrecht_VII,_Count_of_Schwarzburg-Rudolstadt",Juliane_of_Nassau-Dillenburg_(1546-1588)
Shwe_Zin_Gon,Bayin_Htwe
Duke_George_of_Oldenburg,Catherine_Pavlovna_of_Russia
Vibeke_Falk,Lauritz_Falk
Gertrude_Olmstead,Robert_Z._Leonard
Christopher_Logue,Rosemary_Hill
John_Whitman,Christine_Todd_Whitman
Tolui,Sorghaghtani_Beki
Kim_Jae-ho,Na_Kyung-won
Klaus_Kinski,Debora_Caprioglio
Anthony_Marx,Karen_Barkey
Marija_Aušrinė_Pavilionienė,Rolandas_Pavilionis
John_Edwards,Elizabeth_Edwards
Katty_Kay,Tom_Carver
Princess_Theresa_of_Bavaria_(b._1931),Prince_Rasso_of_Bavaria
"Françoise,_duchesse_de_Praslin",Charles_de_Choiseul-Praslin
Satenik,Artaxias_I
Una_Stubbs,Peter_Gilmore
Johan_Ludvig_Runeberg,Fredrika_Runeberg
Blanche_Oelrichs,Diana_Barrymore
Anna_Leopoldovna,Duke_Anthony_Ulrich_of_Brunswick
Tom_Arnold_(actor),Roseanne_Barr
Lorna_Tolentino,Rudy_Fernandez_(actor)
J._B._S._Haldane,Charlotte_Haldane
Marian_Spore_Bush,Irving_T._Bush
Raffi_Ahmad,Nagita_Slavina
Walter_Matthau,Carol_Grace
Alexander_Schneider,Geraldine_Page
Fatmawati,Sukarno
Oleksandr_Ksenofontov,Ruslana
Empress_Wei_Zifu,Emperor_Wu_of_Han
Jocelyn_Newman,Kevin_Newman_(politician)
Cesar_Montano,Sunshine_Cruz
Julian_Steward,Dorothy_Nyswander
Princess_Agnes_of_Anhalt-Dessau,"Ernst_I,_Duke_of_Saxe-Altenburg"
Keith_Murdoch,Elisabeth_Murdoch_(philanthropist)
Robert_Wyler,Cathy_O'Donnell
Statilia_Messalina,Nero
Luís_I_of_Portugal,Maria_Pia_of_Savoy
Bronwen_Astor,"William_Astor,_3rd_Viscount_Astor"
Renae_Ingles,Joe_Ingles
Olave_Baden-Powell,"Robert_Baden-Powell,_1st_Baron_Baden-Powell"
Anna_M._Harkness,Stephen_V._Harkness
Françoise_d'Alençon,"Charles,_Duke_of_Vendôme"
Jeanne_Thérèse_du_Han,Granville_Elliott
Tom_Troupe,Carole_Cook
Idrieus,Ada_of_Caria
Swatilekha_Sengupta,Rudraprasad_Sengupta
Ieng_Thirith,Ieng_Sary
"Sidney_Buller-Fullerton-Elphinstone,_16th_Lord_Elphinstone","Mary_Elphinstone,_Lady_Elphinstone"
Michel_Suleiman,Wafaa_Sleiman
Priscilla_Lawson,Alan_Curtis_(American_actor)
Saba_Waseem_Abbas,Waseem_Abbas
Peter_Serafinowicz,Sarah_Alexander
Shelagh_Fraser,Anthony_Squire
Barangaroo,Bennelong
Susie_Swanson_(politician),Vern_Swanson
Mamie_Van_Doren,Ray_Anthony
