"Sydney_Buxton,_1st_Earl_Buxton",Prince_Arthur_of_Connaught
"Jane_Spencer,_Baroness_Churchill","Victor_Spencer,_1st_Viscount_Churchill"
Syed_Samsam_Bukhari,Asif_Ali_Zardari
Sergio_Massa,Eduardo_Duhalde
Rami_Mehmed_Pasha,Mustafa_II
Michele_Dotrice,Sarah_Woodward
Avtandil_Jorbenadze,Nino_Burjanadze
"Anne_Knollys,_Baroness_De_La_Warr",Catherine_Carey
"Dietrich,_Count_of_Oldenburg","Christian_V,_Count_of_Oldenburg"
"Constance_of_France,_Princess_of_Antioch",Philip_I_of_France
Jan_Krzysztof_Tarnowski,Jan_Tarnowski
J._Lister_Hill,Alben_W._Barkley
Empress_Zhou_(Ming_dynasty),Empress_Xiaoduanwen
Ashley_Bell,Victoria_Carroll
Friedrich_Ebert,Joseph_Wirth
Jack_Lynch,Liam_Cosgrave
Seewoosagur_Ramgoolam,Elizabeth_II
Sonny_Corleone,Connie_Corleone
Abida_Sultana,Shawkat_Ali_Emon
Marcie_Berman_Ries,George_W._Bush
Florenz_Ziegfeld_Jr.,Anna_Held
Luchino_Visconti_(died_1349),Azzone_Visconti
Joan_of_Lusignan,Hugh_XII_of_Lusignan
Toots_Thielemans,Quincy_Jones
Mary_Maxwell_Gates,Bill_Gates
Emperor_Wen_of_Sui,Chen_Shubao
Saw_Omma_of_Pinya,Min_Shin_Saw_of_Thayet
Qusai_ibn_Kilab,Zuhrah_ibn_Kilab
Brian_Lumley,H._P._Lovecraft
Queen_Sofía_of_Spain,Infanta_Cristina_of_Spain
Johnny_Pate,Phil_Woods
"Ferdinand,_Duke_of_Parma","Philip,_Duke_of_Parma"
Jack_Donaghy,Tina_Fey
"Charles_Augustus,_Hereditary_Grand_Duke_of_Saxe-Weimar-Eisenach_(1844–1894)","William_Ernest,_Grand_Duke_of_Saxe-Weimar-Eisenach"
Frederick_VIII_of_Denmark,Haakon_VII_of_Norway
Edward_Roberts_(Canadian_politician),Adrienne_Clarkson
Empress_Cao_(Song_dynasty),Empress_Guo_(Renzong)
Casimir_III_the_Great,Louis_I_of_Hungary
Roger_Davies_(manager),Janet_Jackson
Sibylla_of_Anjou,"Gertrude_of_Flanders,_Countess_of_Savoy"
"John_Neville,_4th_Baron_Latimer",Elizabeth_Danvers
Anthony_Hart,George_IV_of_the_United_Kingdom
Junior_Soprano,Tony_Soprano
Hugh_Capet,Louis_V_of_France
"William_I,_Margrave_of_Meissen","Frederick_I,_Elector_of_Saxony"
John_F._Kennedy,Rose_Kennedy
Sweyn_Forkbeard,Harald_II_of_Denmark
Herbert_Hoover,Frank_B._Kellogg
Gomez_Addams,John_Astin
James_Jerome,Jeanne_Sauvé
Hugh_McCracken,Paul_Simon
"Louis_Philippe_II,_Duke_of_Orléans",Princess_Adélaïde_of_Orléans
"Frederick,_Duke_of_Bohemia","Conrad_II,_Duke_of_Bohemia"
Theodora_of_Wallachia,Ivan_Sratsimir_of_Bulgaria
Archduke_Franz_Karl_of_Austria,Archduke_Karl_Ludwig_of_Austria
Alanson_B._Houghton,Herbert_Hoover
John_Thornton_Augustine_Washington,George_Washington
"Michael_Bates,_Baron_Bates",Theresa_May
Pierre_Trudeau,Elizabeth_II
"Camilla_Cavendish,_Baroness_Cavendish_of_Little_Venice",Jo_Johnson
Thodoris_Dritsas,Alexis_Tsipras
Levi_P._Morton,James_A._Garfield
Albert_Kamehameha,Kamehameha_IV
Queen_Anne_of_Romania,Prince_René_of_Bourbon-Parma
"Frederick_North,_Lord_North","William_Cavendish-Bentinck,_3rd_Duke_of_Portland"
William_McMahon,Harold_Holt
Aisha,Abu_Bakr
FA_Youth_Cup_Finals_of_the_1990s,Frank_Lampard
Giulio_de'_Medici_(d._1600),Taddea_Malaspina
Hans_Rausing,Ruben_Rausing
Lou_Johnson_(singer),Burt_Bacharach
Kangxi_Emperor,Yun'e
"Ranuccio_II_Farnese,_Duke_of_Parma","Francesco_Farnese,_Duke_of_Parma"
Joshua_W._Alexander,Herbert_Hoover
Kekūanāoʻa,Victoria_Kamāmalu
Nelson_Rockefeller,Spruille_Braden
Jean_Chrétien_Baud,William_I_of_the_Netherlands
Mansour_bin_Muqrin,Ibn_Saud
Philip_of_Swabia,"Otto_IV,_Holy_Roman_Emperor"
Franz_Schwede,Adolf_Hitler
Soe_Min_Kodawgyi,Saw_Hnaung_of_Sagaing
Ethel_Kennedy,George_Skakel
George_Deukmejian,John_Van_de_Kamp
"Thomas_Robinson,_2nd_Baron_Grantham",Charles_James_Fox
Prince_Sverre_Magnus_of_Norway,"Mette-Marit,_Crown_Princess_of_Norway"
Jakub_Sobieski,Katarzyna_Sobieska
"Eleanor_of_Aragon,_Queen_of_Castile",Peter_IV_of_Aragon
Kurt_M._Campbell,Barack_Obama
Pedro_Javier_González,Alejandro_Sanz
Aaron_Burr,Vice_President_of_the_United_States
"Prince_Louis,_Count_of_Trani",Ferdinand_II_of_the_Two_Sicilies
J._B._S._Haldane,John_Maynard_Smith
Nancy_O'Dell,Daisy_Fuentes
James_W._Henderson,Charles_G._Keenan
"Godfrey_I,_Count_of_Louvain",Adeliza_of_Louvain
Nathaniel_Macon,Thomas_Jefferson
Bahadur_Shah_of_Nepal,Rana_Bahadur_Shah
B._Carroll_Reece,Dayton_E._Phillips
Mongkut,Chulalongkorn
Lady_Davina_Lewis,"Prince_Richard,_Duke_of_Gloucester"
Emperor_Qinzong,Empress_Wang_(Huizong)
Anna_Sophie_of_Saxe-Gotha-Altenburg,"Frederick_Anton,_Prince_of_Schwarzburg-Rudolstadt"
Kalama,Naihekukui
Andrés_de_Santa_Cruz,Agustín_Gamarra
Robert_Campbell_(1769–1846),John_Campbell_(Australian_politician)
Iajuddin_Ahmed,Khaleda_Zia
Theresa_May,Tim_Yeo
Lord_Charles_Cavendish,"William_Clayton,_1st_Baron_Sundon"
Jaime_David_Fernández_Mirabal,Leonel_Fernández
Steve_Matchett,Ernest_Hemingway
"Charles,_Count_of_Valois","Margaret_of_Valois,_Countess_of_Blois"
Ahmet_Necdet_Sezer,Mustafa_Bumin
John_Haeny,Judy_Collins
Ram_Karki,Bidhya_Devi_Bhandari
Jabal_(Bible),Naamah_(Genesis)
"Wilhelmina_of_Prussia,_Princess_of_Orange",Prince_Frederick_of_Orange-Nassau
"Christian_Albert,_Duke_of_Holstein-Gottorp","Marie_Elisabeth,_Abbess_of_Quedlinburg"
Christine_Bergmann,Gerhard_Schröder
Big_Pussy_Bonpensiero,David_Chase
Naru_Narusegawa,Dorothy_Elias-Fahn
Valdemar_III_of_Denmark,Christopher_II_of_Denmark
Suharto,Try_Sutrisno
Jay_Nixon,Joe_Biden
William_Dawson_(diplomat),Franklin_D._Roosevelt
Stafford_Cripps,G._D._H._Cole
Linus_Roache,Anna_Cropper
Sarah_Poulton_Kalley,Henry_Wilson_(Holmfirth_MP)
Manuela_Ramin-Osmundsen,Karita_Bekkemellem
James_K._Bredar,Barack_Obama
James_A._Garfield,Harry_Augustus_Garfield
"Ronald_Barnes,_3rd_Baron_Gorell","Charles_Vane-Tempest-Stewart,_7th_Marquess_of_Londonderry"
William_G._Conley,Howard_Mason_Gore
Margaret_of_Prades,Eleanor_of_Alburquerque
James_Allen_(U.S._Senator),William_G._Hardwick
Peter_the_Patrician,Justinian_I
Bidhya_Devi_Bhandari,Bijaya_Kumar_Gachchhadar
Lars_Ekborg,Anders_Ekborg
Anthony_Lake,Winston_Lord
Atikah_bint_Murrah,Muhammad
Jonathan_Wilson_(musician),Chris_Robinson_(singer)
Paul_McCartney,Heather_McCartney
Johnny_Sack,David_Chase
Mira_Mihelič,Roger_Martin_du_Gard
"Charles_Lennox,_4th_Duke_of_Richmond",George_III_of_the_United_Kingdom
Frederick_I_of_Württemberg,Catharina_of_Württemberg
Duchess_Augusta_of_Brunswick-Wolfenbüttel,William_I_of_Württemberg
Wallace_Young,Jim_Bennett_(politician)
Marilyn_Manson,Ozzy_Osbourne
Joseph_Lyons,John_McPhee_(politician)
"Charles,_Prince_of_Soubise","Jules,_Prince_of_Soubise"
Vladimir_Putin,Mikhail_Kasyanov
Zhou_Enlai,Mao_Zedong
"Marie_of_Luxembourg,_Queen_of_France","Henry_VII,_Holy_Roman_Emperor"
Stevie_Salas,Rod_Stewart
Mark_White,Bill_Clements
Peter_Ramsbotham,Peter_Jay
Manó_Széchényi,Kálmán_Széll
Matt_Biondi,Boris_Becker
Seymour_Papert,Frank_Smithies
John_Kerry,Olympia_Snowe
Melanie_Griffith,Peter_Griffith
Skynet_(Terminator),James_Cameron
Orlando_Smith,Elizabeth_II
Catherine_I_of_Russia,Grand_Duchess_Anna_Petrovna_of_Russia
Pacencia_Laurel,Arsenio_Laurel
Tom_Mboya,Jomo_Kenyatta
Archduchess_Maria_Theresa_of_Austria_(1845–1927),Duchess_Maria_Isabella_of_Württemberg
Bülent_Ecevit,Zeki_Sezer
Narjis,Muhammad_al-Mahdi
C._W._Post,Marjorie_Merriweather_Post
Laura_Marx,Jenny_von_Westphalen
Antony_Kidman,Nicole_Kidman
John_II_of_Castile,"Alfonso,_Prince_of_Asturias_(1453–1468)"
John_Howard,Olusegun_Obasanjo
"Margaret_Beauchamp,_Countess_of_Shrewsbury","John_Talbot,_1st_Viscount_Lisle"
Joe_McHugh,Seán_Kyne
Rudolf_I_of_Germany,Albert_I_of_Germany
"Georg,_Duke_of_Saxe-Altenburg","Ernst_I,_Duke_of_Saxe-Altenburg"
Bill_Burlison,Bill_Emerson
"John_de_Warenne,_6th_Earl_of_Surrey","William_de_Warenne,_5th_Earl_of_Surrey"
George_Jivajirao_Scindia,Vasundhara_Raje
Alexios_I_Komnenos,John_Komnenos_(Domestic_of_the_Schools)
Johnny_Weissmuller,Jack_Medica
Edward_VIII,Mary_of_Teck
Albert_Booth,James_Callaghan
Anne_McLellan,Paul_Martin
Thawun_Nge,Thawun_Gyi
Gjon_Kastrioti_II,Donika_Kastrioti
Caroline_Kennedy,Rose_Schlossberg
Frederick_VI_of_Denmark,Christian_VIII_of_Denmark
Dorothy_Walker_Bush,Nancy_Walker_Bush_Ellis
Jack_Lemmon,Chris_Lemmon
"François,_Prince_of_Soubise","Hercule,_Duke_of_Montbazon"
Henry_L._Stimson,Franklin_D._Roosevelt
Shivpal_Singh_Yadav,Akhilesh_Yadav
Dasharatha,Aja_(Hindu_mythology)
Maya_Kazan,Molly_Kazan
Vanessa_Kerry,Julia_Thorne
Joe_Biden,Jesse_Helms
Anne_of_England_(1637–1640),Charles_I_of_England
"Prince_Alfonso,_Count_of_Caserta",Prince_Carlos_of_Bourbon-Two_Sicilies
Mick_Ralphs,David_Gilmour
Oona_Chaplin,Charlie_Chaplin
"Elizabeth_Talbot,_Duchess_of_Norfolk","John_Talbot,_1st_Earl_of_Shrewsbury"
Arnold_Burgen,G._E._R._Lloyd
Parviz_C._Raji,Mohammad_Reza_Pahlavi
Marlin_Fitzwater,George_H._W._Bush
"Odo_III,_Duke_of_Burgundy","Hugh_III,_Duke_of_Burgundy"
Tim_Williams_(Tangle),Joel_Tobeck
"Adolph_I,_Duke_of_Cleves","John_I,_Duke_of_Cleves"
Sancho_II_of_Pamplona,Andregoto_Galíndez
Michael_Schuhmacher,Michael_Schumacher
Charles_IV_of_France,Philip_VI_of_France
Dennis_Skinner,Neil_Kinnock
"Prince_Louis,_Count_of_Trani",Ferdinand_II_of_the_Two_Sicilies
Edwin_Denby_(politician),Calvin_Coolidge
Hawke–Keating_Government__Paul_Keating__1,Elizabeth_II
Maria_Karolina_Sobieska,James_Louis_Sobieski
Iskander_Mirza,Elizabeth_II
Alfredo_Nobre_da_Costa,Mário_Soares
Robert_FitzRoy,Queen_Victoria
Dan_Neville,Enda_Kenny
Maggie_Gyllenhaal,Jake_Gyllenhaal
"George_Townshend,_2nd_Marquess_Townshend",George_III_of_the_United_Kingdom
"Henry_Julius,_Duke_of_Brunswick-Lüneburg","Hedwig_of_Brandenburg,_Duchess_of_Brunswick-Wolfenbüttel"
"Eleanor_of_Austria,_Queen_of_Poland",Marie_Louise_d'Aspremont
"Prince_Carl,_Duke_of_Västergötland",Princess_Margaretha_of_Sweden
Xiqi,Li_Ji_(concubine)
Paul_Keating,Bob_Hawke
Árpád_Göncz,József_Antall
Prince_Bernhard_of_Lippe-Biesterfeld,Prince_Bernhard_of_Lippe_(1872–1934)
Józef_Karol_Lubomirski,Teresa_Lubomirska
"John_Copley,_1st_Baron_Lyndhurst",William_IV_of_the_United_Kingdom
Ram_Shankar_Katheria,Raj_Babbar
"Charles_William,_Margrave_of_Baden-Rodemachern","William,_Margrave_of_Baden-Baden"
List_of_EastEnders_characters_(2006),Tom_Ellis_(actor)
Trygve_Bratteli,Einar_Gerhardsen
Joseph_Stalin,Nikolai_Bulganin
Dennis_McDermott,Brian_Mulroney
"Matilda_of_Bavaria,_Margravine_of_Meissen","Frederick_III,_Landgrave_of_Thuringia"
Princess_Charlotte_of_Saxe-Altenburg,Princess_Adelaide_of_Schaumburg-Lippe
"Herman_I,_Margrave_of_Meissen","Eckard_I,_Margrave_of_Meissen"
Joseph_Alston,Paul_Hamilton_(politician)
"Louis,_Prince_of_Condé_(1668–1710)",Anne_Henriette_of_Bavaria
Eddie_Fenech_Adami,Ugo_Mifsud_Bonnici
Emmanuel_Théodose_de_La_Tour_d'Auvergne_(1668–1730),Anne_Marie_Louise_de_La_Tour_d'Auvergne
"Alice_Montacute,_5th_Countess_of_Salisbury","Richard_Neville,_16th_Earl_of_Warwick"
Princess_Cecilia_of_Sweden,Mechthild_of_Bavaria
Paul_Maynard,Theresa_May
Robin_Thicke,Gloria_Loring
Leticia_Van_de_Putte,Chandra_Courtney
"Jennie_Lee,_Baroness_Lee_of_Asheridge","William_Anstruther-Gray,_Baron_Kilmany"
Graham_Joyce,Ernest_Hemingway
Samak_Sundaravej,Somchai_Wongsawat
Daniel_D._T._Farnsworth,Arthur_I._Boreman
Christian_IX_of_Denmark,Frederick_VIII_of_Denmark
Chuck_Robb,John_N._Dalton
Jeannette_McHugh,Leo_McLeay
Robert_R._Livingston_(chancellor),Thomas_Jefferson
Jack_Bannon,Bea_Benaderet
Jamie_Briggs,Malcolm_Turnbull
Władysław_II_Jagiełło,Skirgaila
Ulrik_of_Denmark_(1578–1624),Sophie_of_Mecklenburg-Güstrow
Abel_Henry_Smith,Henry_Abel_Smith
Jawaharlal_Nehru,V._K._Krishna_Menon
Nora_Ephron,Phoebe_Ephron
Miyahuaxochtzin,Tlacacuitlahuatzin
Olaf_Tryggvason,Sweyn_Forkbeard
Bill_Owens_(Colorado_politician),Mike_Coffman
"Robert_I,_Duke_of_Parma","Charles_III,_Duke_of_Parma"
Johanna_Elisabeth_of_Baden-Durlach,Crown_Prince_Friedrich_Ludwig
Khin_Khin_Win,Su_Su_Lwin
K._Terry_Dornbush,Bill_Clinton
Louis_XII_of_France,Ludovico_Sforza
John_of_Bohemia,Margaret_of_Brabant
George_W._Romney,Richard_Nixon
Hedwig_of_Denmark,Sophie_of_Mecklenburg-Güstrow
Marie_de_Coucy,"Enguerrand_III,_Lord_of_Coucy"
"James_Hamilton,_2nd_Duke_of_Abercorn","James_Hamilton,_1st_Duke_of_Abercorn"
Louise_of_Hesse-Kassel,Alexandra_of_Denmark
Seniha_Sultan,Abdülmecid_I
"Emmanuel_Philibert,_Prince_of_Carignano","Victor_Amadeus_I,_Prince_of_Carignano"
Alison_Krauss,James_Taylor
Sigmund_Freud,Carl_Friedrich_Wilhelm_Claus
Caracalla,Carausius
"George_Parker,_4th_Earl_of_Macclesfield","Arthur_Wellesley,_1st_Duke_of_Wellington"
"Frederick,_Prince_of_Wales",George_II_of_Great_Britain
Louis_the_Pious,Charlemagne
Joan_the_Lame,"Robert_II,_Duke_of_Burgundy"
Martín_Torrijos,Rubén_Arosemena
Nick_Hurd,Theresa_May
William_Bennett,Joseph_Duffey
Linda_Abu_Meri,Aigars_Kalvītis
Elin_Gustavsdotter,Dorothea_of_Brandenburg
Steve_McMichael,Debra_Marshall
Cecil_Day-Lewis,Daniel_Day-Lewis
Michael_Keenan,Tony_Abbott
Marcela_Temer,Marisa_Letícia_Lula_da_Silva
David_Bernier,Alejandro_García_Padilla
"William_Cecil,_1st_Baron_Burghley",John_Boxall
Delaine_Eastin,Gray_Davis
"Karl_August,_10th_Prince_of_Thurn_and_Taxis","Franz_Joseph,_9th_Prince_of_Thurn_and_Taxis"
Changning_(prince),Shunzhi_Emperor
Giovanni_Giolitti,Umberto_I_of_Italy
Bess_Truman,Eleanor_Roosevelt
Kim_Il-sung,Kim_Jong-il
Ted_Arison,Micky_Arison
Patricia_Buckley,Christopher_Buckley_(novelist)
Charles_Martel_of_Anjou,Charles_I_of_Hungary
Jason_Rebello,Sting_(musician)
Tom_Hughes_(Australian_politician),William_McMahon
Zhang_Jinghui,Puyi
Gregory_Bateson,Jerry_Brown
Johnny_Zacchara,Brandon_Barash
Shaykh_Tabarsi,Muhammad
Vic_Schoen,Bob_Hope
Christian_Brando,Marlon_Brando
Rocco_Landesman,Barack_Obama
Ahmed_II,Ibrahim_of_the_Ottoman_Empire
Hongwu_Emperor,Yongle_Emperor
Kwesi_Ahwoi,John_Dramani_Mahama
Andrew_Jackson,John_C._Calhoun
Archduke_Ferdinand_Karl_Viktor_of_Austria-Este,Maria_Theresa_of_Austria-Este_(1849–1919)
Matsudaira_Munehide,Matsudaira_Muneakira
Antiochus_III_the_Great,Antiochus_(son_of_Antiochus_III_the_Great)
Lili_Damita,Sean_Flynn_(photojournalist)
Indira_Gandhi,Morarji_Desai
Charlie_McCoy,Bob_Dylan
Caroline_Flint,"Glenys_Kinnock,_Baroness_Kinnock_of_Holyhead"
Kathy_Fields,Polly_Bergen
Emperor_Houshao_of_Han,Emperor_Wen_of_Han
Choi_Kyu-hah,Park_Chung-hee
István_Esterházy_(1616–1641),Orsolya_Dersffy
Yazathingyan_of_Pagan,Narathihapate
Kakae,Kaulahea_I
Catherine_of_Bosnia,Jelena_Balšić
Prateik_Babbar,Nadira_Babbar
Henri_Konan_Bédié,Robert_Guéï
Sokkate,Nyaung-u_Sawrahan
"Christian_August_II,_Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg","Frederick_VIII,_Duke_of_Schleswig-Holstein"
Saw_Oo_I_of_Toungoo,Swa_Saw_Ke
2013–14_A.C._Milan_season__Sulley_Muntari__1,Sulley_Muntari
Maithripala_Sirisena,Mahinda_Rajapaksa
Joan_II_of_Navarre,Agnès_of_Navarre
Nikola_I_Petrović-Njegoš,Mirko_Petrović-Njegoš
"Friedrich_Karl_Ludwig,_Duke_of_Schleswig-Holstein-Sonderburg-Beck","Friedrich_Wilhelm,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg"
Robert_Baratheon,Gendry
Princess_Charlotte_Sophie_of_Saxe-Coburg-Saalfeld,"Francis_Josias,_Duke_of_Saxe-Coburg-Saalfeld"
Zainab_Sultan_Begum,Sultan_Mahmud_Mirza
Heinrich_Himmler,Erhard_Heiden
Thado_Minsaw_of_Prome,Narapati_I_of_Ava
Duke_Xian_of_Jin,Duke_Wu_of_Jin
"Eric_II,_Duke_of_Pomerania","Bogislaw_X,_Duke_of_Pomerania"
Colum_McCann,Jack_Kerouac
Tom_Barney,Miles_Davis
Hermann_Staudinger,Daniel_Vorländer
Soledad_Bravo,Rubén_Blades
"Elizabeth_de_Montfort,_Baroness_Montagu","William_Montagu,_1st_Earl_of_Salisbury"
Rüstem_Pasha,Kara_Ahmed_Pasha
Francis_Alexander_Shields,Mary_Elsie_Moore
Doug_Stegmeyer,Billy_Joel
"Borjigit,_Demoted_Empress",Empress_Xiaohuizhang
Yik'in_Chan_K'awiil,Jasaw_Chan_K'awiil_I
Burgravine_Louise_Isabelle_of_Kirchberg,"William,_Duke_of_Nassau"
Alan_García,Luis_Giampietri
"Philippa,_Countess_of_Toulouse",Raymond_of_Poitiers
"Granville_Leveson-Gower,_1st_Earl_Granville","Thomas_Anson,_1st_Viscount_Anson"
List_of_The_Producers_characters,Kenneth_Mars
"Rufus_Isaacs,_1st_Marquess_of_Reading","Charles_Cripps,_1st_Baron_Parmoor"
Philly_Joe_Jones,Miles_Davis
Everett_Ellis_Briggs,George_H._W._Bush
Francis_II_of_France,Mary_of_Guise
"Gaspar_de_Zúñiga,_5th_Count_of_Monterrey",Philip_II_of_Spain
Steve_Maharey,Helen_Clark
Benny_Hill,Jack_Benny
Samuel_Griffith,Alfred_Deakin
John_C._Bowen,George_VI
Marcheline_Bertrand,Angelina_Jolie
Leonard_Woodcock,Ronald_Reagan
Joyce_Hens_Green,Ronald_Reagan
Rob_Redding,Ted_Turner
James_W._Hyatt,Benjamin_Harrison
Julio_César_Turbay_Ayala,Alberto_Lleras_Camargo
Elizabeth_Rees-Williams,Jared_Harris
Princess_Alice_of_the_United_Kingdom,Alexandra_Feodorovna_(Alix_of_Hesse)
Nathan_Francis_Mossell,Charles_Hicks_Bustill
Oskar_Lafontaine,Gerhard_Schröder
"Almeric_Paget,_1st_Baron_Queenborough","Stanley_Buckmaster,_1st_Viscount_Buckmaster"
Robert_B._Oakley,Arnold_Lewis_Raphel
Hugh_X_of_Lusignan,"William_de_Valence,_1st_Earl_of_Pembroke"
Peter_IV_of_Aragon,Nerio_I_Acciaioli
Sharon_White_(civil_servant),Ed_Richards_(chief_executive)
"Prince_Henry,_Duke_of_Mecklenburg-Schwerin",Princess_Marie_of_Schwarzburg-Rudolstadt
"Anton_Ulrich,_Duke_of_Saxe-Meiningen",Elisabeth_Eleonore_of_Brunswick-Wolfenbüttel
Larry_Fuller_(pianist),Ray_Brown_(musician)
Murray_Monster,Joey_Mazzarino
"Friedrich_Karl_Ludwig,_Duke_of_Schleswig-Holstein-Sonderburg-Beck","Friedrich_Wilhelm,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg"
Jim_Webb,John_Warner
Landgravine_Elisabeth_Amalie_of_Hesse-Darmstadt,Anna_Maria_Luisa_de'_Medici
Alaungsithu,Shwe_Einthi
Harold_Pinter,W._S._Graham
"Archduke_Joseph,_Palatine_of_Hungary","Leopold_II,_Holy_Roman_Emperor"
Janusz_Ostrogski,Zofia_Tarnowska
Jules_Barbey_d'Aurevilly,Lord_Byron
"Oliver_Russell,_2nd_Baron_Ampthill","George_Curzon,_1st_Marquess_Curzon_of_Kedleston"
Kīnaʻu,Kaʻahumanu
Lucien_Bonaparte,Charlotte_Bonaparte_Gabrielli
"George_Leveson-Gower,_1st_Duke_of_Sutherland","Sir_Edward_Littleton,_4th_Baronet"
Ernest_L._Boyer,Jimmy_Carter
John_Cena,Nikki_Bella
Mirosław_Kochalski,Lech_Kaczyński
Abdullah_ibn_Alawi_al-Haddad,Muhammad
Garron_DuPree,Amber_Heard
Ismail_Pasha_al-Azm,Ahmed_III
Salman_Rushdie,Homi_K._Bhabha
Hosni_Mubarak,Omar_Suleiman
H._Russel_Holland,Ronald_Reagan
Stracimir_Balšić,Balša_I
David_Rees_(mathematician),Gordon_Welchman
Henry_II_of_England,Empress_Matilda
Vladimir_the_Great,"Agatha,_wife_of_Edward_the_Exile"
Mahmud_II,Abdülmecid_I
Michael_Chertoff,George_H._W._Bush
Tamara_Ecclestone,Slavica_Ecclestone
Michael_Peacock_(television_executive),Donald_Baverstock
Walter_Murdoch,Rupert_Murdoch
"Albert_I,_Duke_of_Brunswick-Lüneburg","Matilda_of_Brandenburg,_Duchess_of_Brunswick-Lüneburg"
"Hugh_Griffiths,_Baron_Griffiths",Elizabeth_II
Kara_Kennedy,John_F._Kennedy
John_Button,Bob_Hawke
"Henry_Bourchier,_1st_Earl_of_Essex",John_Wood_(speaker)
Simonetta_Stefanelli,Violante_Placido
"William_Cavendish,_4th_Duke_of_Devonshire","William_Cavendish,_3rd_Duke_of_Devonshire"
Boris_III_of_Bulgaria,Princess_Marie_Louise_of_Bulgaria
Michael_Joseph_Melloy,George_W._Bush
Irakli_Bagration_of_Mukhrani,Jorge_Bagration_of_Mukhrani
"William_Donn_de_Burgh,_3rd_Earl_of_Ulster",Elizabeth_de_Clare
Harold_Lyman_Ryan,Ronald_Reagan
List_of_Ice_Age_characters,Nick_Offerman
Merck_Mercuriadis,Elton_John
Jeanne_E._Scott,Bill_Clinton
Jefferson_Davis,Alexander_H._Stephens
James_Allen_(U.S._Senator),Albert_Boutwell
Francis_Granger,John_Tyler
Ali_Khamenei,Hassan_Rouhani
Empress_Dowager_Longyu,Puyi
Vito_Corleone,Marlon_Brando
"Elwyn_Jones,_Baron_Elwyn-Jones","Peter_Rawlinson,_Baron_Rawlinson_of_Ewell"
Charles_II_of_England,James_II_of_England
Denise_Sherwood,Catherine_Bell_(actress)
Mohnyin_Thado,Minye_Kyawswa_I_of_Ava
Thuận_Thiên_(Trần_dynasty_empress),Trần_Thị_Dung
Edwin_L._Mechem,Richard_Nixon
Martin_Thomas_Manton,Woodrow_Wilson
Charles_de_Gaulle,Philippe_Pétain
Rajah_Sulaiman_I,Dayang_Kalangitan
"Prince_Arthur,_Duke_of_Connaught_and_Strathearn",Princess_Patricia_of_Connaught
António_Mascarenhas_Monteiro,Carlos_Veiga
Anne_Rice,Alice_Borchardt
Norm_Coleman,Walter_Mondale
Fredericka_Elisabeth_of_Saxe-Eisenach,Johannetta_of_Sayn-Wittgenstein_(1632-1701)
L._Bradford_Prince,Benjamin_Harrison
Neil_Gaiman,Roger_Zelazny
Frank_Simms,Madonna_(entertainer)
Princess_Ortrud_of_Schleswig-Holstein-Sonderburg-Glücksburg,Prince_Ludwig_Rudolph_of_Hanover
Menzies_Campbell,Charles_Kennedy
Geoff_Hoon,Gordon_Brown
Fawzia_Fuad_of_Egypt,Shahnaz_Pahlavi
Michael_Cullen_(politician),"William_Fraser_(New_Zealand_politician,_born_1924)"
Graham_Maby,Bruce_Springsteen
Antiochus_III_the_Great,Seleucus_IV_Philopator
Hans_Apel,Helmut_Schmidt
Lý_Chiêu_Hoàng,Lý_Huệ_Tông
"Baldwin_II,_Latin_Emperor",Yolanda_of_Flanders
N._N._Pillai,Omchery_N._N._Pillai
"Henry_Grey,_3rd_Earl_Grey",William_IV_of_the_United_Kingdom
Jimmy_Fallon,Tina_Fey
Chris_Watson,Edward_VII
Empress_Xiaoduanwen,Empress_Xiaocigao_(Qing_dynasty)
Mohammed_VI_of_Morocco,Hassan_II_of_Morocco
Christian_Estrosi,Jacques_Chirac
Emma_of_Normandy,Harthacnut
Georgios_Papadopoulos,Constantine_II_of_Greece
John_Chiang_(Taiwan),Hsu_Li-teh
Shunzhi_Emperor,Hong_Taiji
Tricky_Stewart,The-Dream
"Matilda_II,_Countess_of_Boulogne",Mécia_Lopes_de_Haro
José_Tomás_Ovalle,Manuel_Rengifo
Princess_Marie_of_Hohenzollern-Sigmaringen,Albert_I_of_Belgium
David_Hall_(chemist),Guy_Dodson
Marie_of_Romania,Grand_Duchess_Maria_Alexandrovna_of_Russia
H._Brent_Coles,Marc_Morial
"Bogislaw_XIII,_Duke_of_Pomerania","John_Frederick,_Duke_of_Pomerania"
Syngman_Rhee,Yun_Posun
George_Pataki,Michael_C._Finnegan
Monika_Bulanda,Kenan_Doğulu
William_Charles_Windeyer,William_John_Foster
List_of_EastEnders_characters_(2006),Una_Stubbs
Alberto_Lleras_Camargo,Alfonso_López_Pumarejo
Otto_von_Habsburg,Karl_von_Habsburg
Estelle_Reiner,Annie_Reiner
Augustine_Washington,Lawrence_Washington_(1659–1698)
The_Narrator_(Fight_Club),Brad_Pitt
William_Godwin,Oscar_Wilde
"Elisabeth,_Countess_of_Vermandois","Ralph_I,_Count_of_Vermandois"
Patsy_Ticer,Jim_Moran
Sālote_Tupou_III,Tāufaʻāhau_Tupou_IV
Damat_Ibrahim_Pasha,Mehmed_III
