Thiri_Maha_Sanda_Dewi_of_Toungoo,Mingyi_Nyo
Mike_Huckabee,Janet_Huckabee
Li_Bian,Song_Fujin
J._F._C._Wright,Diana_Kingsmill_Wright
Manuel_Blum,Lenore_Blum
Joan_I_of_Navarre,Philip_IV_of_France
Lisa_Jane_Persky,Andy_Zax
Laura_San_Giacomo,Cameron_Dye
María_Mercader,Vittorio_De_Sica
Gwen_Verdon,Bob_Fosse
Eleanor_Calvert,John_Parke_Custis
Carole_Crist,Charlie_Crist
"Philip_I,_Prince_of_Taranto",Thamar_Angelina_Komnene
Kelly_Jean_Van_Dyke,Jack_Nance
Mónica_Farro,Enrique_Ferraro
Brandy_Ledford,Martin_Cummins
Jon_Stone,Beverley_Owen
Felipe_de_Alba,Zsa_Zsa_Gabor
Min_Hla_Htut_of_Pyakaung,Sithu_Kyawhtin_of_Toungoo
Princess_Marie_Adelheid_of_Lippe,Prince_Heinrich_XXXII_Reuss_of_Köstritz
Carola_Stern,Heinz_Zöger
Filimon_Bodiu,Olimpiada_Bodiu
Gertrude_Maud_Robinson,Robert_Robinson_(organic_chemist)
Robert_Ripley,Beatrice_Roberts
Iris_Fontbona,Andrónico_Luksic_Abaroa
Johnathon_Schaech,Christina_Applegate
Olusegun_Obasanjo,Stella_Obasanjo
Justin_Bruening,Alexa_Havins
"Cosimo_II_de'_Medici,_Grand_Duke_of_Tuscany",Archduchess_Maria_Maddalena_of_Austria
Gladys_Mills_Phipps,Henry_Carnegie_Phipps
Nobuko_Miyamoto,Juzo_Itami
Emma_Roldán,Alfredo_del_Diestro
Mark_Neveldine,Alison_Lohman
Rachel_Portman,Uberto_Pasolini
Tōru_Furuya,Mami_Koyama
Robert_Daws,Amy_Robbins
Michael_Crichton,Anne-Marie_Martin
Marta_Larraechea,Eduardo_Frei_Ruiz-Tagle
Jason_Bateman,Amanda_Anka
David_Mann_(actor),Tamela_Mann
Renly_Baratheon,Margaery_Tyrell
Cali_Timmins,Geoff_Pierson
Wulfthryth_of_Wessex,Æthelred_of_Wessex
Blythe_Danner,Bruce_Paltrow
Andrew_Prine,Sharon_Farrell
Kyle_Secor,Kari_Coleman
Rex_(Police_dog),Alexander_Brandtner
Joan_Wheeler,Morris_Ankrum
Cleyde_Yáconis,Stênio_Garcia
Joey_Adams,Cindy_Adams
"Anna_of_Brandenburg,_Duchess_of_Mecklenburg","Albrecht_VII,_Duke_of_Mecklenburg"
Logan_Ramsey,Anne_Ramsey
Zalman_Shazar,Rachel_Katznelson-Shazar
Sarah_Micklem,Cornelius_Eady
Hilde_Neumann,Otto_Kirchheimer
Nivea_(singer),The-Dream
Isaac_Deutscher,Tamara_Deutscher
Yashbant_Narayan_Singh_Laguri,Sakuntala_Laguri
Ruth_Greenglass,David_Greenglass
Nancy_Robertson_(actress),Brent_Butt
Jane_Urquhart,Tony_Urquhart
Johnny_Cash,June_Carter_Cash
Binnya_E_Law,Sanda_Min_Hla
Vitaliano_Brancati,Anna_Proclemer
Peter_Gilmore,Jan_Waters
Beth_Clemmons,Aaron_Hotchner
Maureen_Reagan,David_Sills
Maureen_Lipman,Jack_Rosenthal
Harrison_Tweed,Blanche_Oelrichs
"Albert_II,_Margrave_of_Meissen",Margaret_of_Sicily
Tatiana_Rusesabagina,Paul_Rusesabagina
Rachel_Rice_Dooley,Eddie_Dowling
Jim_Threapleton,Kate_Winslet
Suzanne_Mubarak,Hosni_Mubarak
Ileana_Ros-Lehtinen,Dexter_Lehtinen
A._K._Gopalan,Susheela_Gopalan
Spencer_Tracy,Louise_Tracy
Anne_Arnold,Ernest_Briggs
Yang_Xianrong,Liu_Yao
Dorothea_Lange,Maynard_Dixon
"Frederick_V,_Burgrave_of_Nuremberg",Elisabeth_of_Meissen
John_Gregory_Betancourt,Kim_Betancourt
Marina_Berti,Claudio_Gora
Anwar_Nusseibeh,Nuzha_Al-Ghussein
Julia_the_Younger,Lucius_Aemilius_Paullus_(consul_1)
Valerie_Jackson,Maynard_Jackson
Carol_Weld,John_Weld
Alfred_the_Great,Ealhswith
Barbara_Hutton,Porfirio_Rubirosa
Anne_Eleonore_of_Hesse-Darmstadt,"George,_Duke_of_Brunswick-Lüneburg"
Rani_of_Jhansi,Gangadhar_Rao
Sweyn_II_of_Denmark,Gyda_of_Sweden
Tom_Tellefsen,Rut_Tellefsen
"Frederick_II,_Holy_Roman_Emperor",Bianca_Lancia
Elena_Altsjoel,Vadim_Virny
Xavier_Cugat,Rita_Montaner
Maria_Teresa_Fontela_Goulart,João_Goulart
"Sarah,_Crown_Princess_of_Brunei",Al-Muhtadee_Billah
Caroline_Lesley,Jon_Erlichman
Théodore_Ritter,Alice_Desgranges
Sári_Fedák,Ferenc_Molnár
Nicholas_Kristof,Sheryl_WuDunn
Noriko_Uemura,Iriya_Azuma
"William_Frederick,_Margrave_of_Brandenburg-Ansbach",Christiane_Charlotte_of_Württemberg-Winnental
Kenneth_Harlan,Marie_Prevost
Arthur_Holden,Claire_Holden_Rothman
"Prince_Louis,_Count_of_Trani",Duchess_Mathilde_Ludovika_in_Bavaria
May_Wynn,Jack_Kelly_(actor)
Alberto_Fujimori,Susana_Higuchi
Martha_Hyer,Hal_B._Wallis
Milton_Viorst,Judith_Viorst
Boris_Vallejo,Julie_Bell
Jane_Kenyon,Donald_Hall
"Sidney_Webb,_1st_Baron_Passfield",Beatrice_Webb
Mary_Paley_Marshall,Alfred_Marshall
Henry_Clay_Folger,Emily_Jordan_Folger
"Herman_I,_Count_of_Henneberg","Margaret_of_Holland,_Countess_of_Henneberg"
William_James_Whipper,Frances_Rollin_Whipper
Darcy_LaPier,Jean-Claude_Van_Damme
Princess_Clotilde_of_Saxe-Coburg_and_Gotha,Archduke_Joseph_Karl_of_Austria
Edmund_I,Æthelflæd_of_Damerham
Yukie_Nakama,Tetsushi_Tanaka
Anna_of_Saxony_(1567–1613),"John_Casimir,_Duke_of_Saxe-Coburg"
Sardar_Akhtar,Mehboob_Khan
Ganna_Walska,Harold_Fowler_McCormick
Dorothy_Benham,Russ_Anderson
Susan_Stranks,Robin_Ray
Samuel_Jackson_Pratt,Charlotte_Melmoth
Chen_Daoming,Du_Xian_(news_anchor)
Jobyna_Ralston,Richard_Arlen
Guy_Ritchie,Madonna_(entertainer)
Carrie_Heffernan,Doug_Heffernan
James_Bloodsworth,Sarah_Bellamy
Donald_Sussman,Chellie_Pingree
Joanna_Roth,John_Hannah_(actor)
Aubrey_Manning,Margaret_Bastock
"Georgiana_Howard,_Countess_of_Carlisle","George_Howard,_6th_Earl_of_Carlisle"
Jane_Franklin,John_Franklin
"John_Casimir,_Duke_of_Saxe-Coburg",Anna_of_Saxony_(1567–1613)
Otto_of_Greece,Amalia_of_Oldenburg
Minnie_Abercrombie,Michael_Abercrombie
Conchita_Dapena,Roberto_Sánchez_Vilella
"Albert_II,_Count_of_Namur","Gothelo_I,_Duke_of_Lorraine"
Milonia_Caesonia,Caligula
Sophia_of_Rheineck,"Dirk_VI,_Count_of_Holland"
Patricia_Eddington,Jack_Eddington
James_Maxwell_(actor),Avril_Elgar
Charles_Kanaʻina,Kekāuluohi
Fran_Jeffries,Richard_Quine
Faith_Hubley,John_Hubley
Lady_Annabel_Goldsmith,Mark_Birley
"Gerald_Wellesley,_7th_Duke_of_Wellington","Dorothy_Wellesley,_Duchess_of_Wellington"
Mary_Beth_Hurt,Paul_Schrader
Thihathu_of_Ava,Saw_Min_Hla
Prince_Maximilian_of_Baden,Princess_Marie_Louise_of_Hanover
"Isabel_of_Cambridge,_Countess_of_Essex","Henry_Bourchier,_1st_Earl_of_Essex"
"Patrice_de_MacMahon,_Duke_of_Magenta",Élisabeth_de_Mac_Mahon
Gordon_Prentice,Bridget_Prentice
Kris_Aquino,James_Yap
Tang_Wei,Kim_Tae-yong
Wu_Zetian,Emperor_Gaozong_of_Tang
Madame_Nhu,Ngô_Đình_Nhu
Ivan_Bosiljčić,Jelena_Tomašević
Allan_Arbus,Diane_Arbus
Ma_Xifan,Lady_Peng_(Ma_Xifan's_wife)
Amruta_Khanvilkar,Himmanshoo_A._Malhotra
Kate_O'Mara,Jeremy_Young
Jane_Wyman,Ronald_Reagan
John_Jay_O'Connor,Sandra_Day_O'Connor
Benjamin_Harrison,Mary_Dimmick_Harrison
Duchess_Elisabeth_of_Württemberg,"Francis_II,_Holy_Roman_Emperor"
Virginia_Clay-Clopton,Clement_Claiborne_Clay
Deng_Jie,Zhang_Guoli
Selina_Cadell,Michael_Thomas_(actor)
Derek_Richardson_(actor),Franka_Potente
Isobel_Elsom,Maurice_Elvey
"John_Stuart,_3rd_Earl_of_Bute","Mary_Stuart,_Countess_of_Bute"
"Prince_Edward,_Duke_of_Kent","Katharine,_Duchess_of_Kent"
Parul_Ghosh,Pannalal_Ghosh
Dennis_Padilla,Marjorie_Barretto
John_de_Saulles,Blanca_Errázuriz
Princess_Nika_Yourievitch,Edward_George_Warris_Hulton
Esperanza_Osmeña,Sergio_Osmeña
Nicole_Cutler,Matthew_Cutler
Virginia_McKenna,Denholm_Elliott
Philippe_Noiret,Monique_Chaumette
Alfred_Cleveland_Blumenthal,Peggy_Fears
Raghuvaran,Rohini_(actress)
Jeanette_Nolan,John_McIntire
Hope_Cooke,Mike_Wallace_(historian)
Rubem_Robierb,Sam_Champion
Sweyn_Forkbeard,Gunhild_of_Wenden
Shirley_Stelfox,Don_Henderson
"Henry_II,_Duke_of_Brabant","Sophie_of_Thuringia,_Duchess_of_Brabant"
Milena_Dravić,Dragan_Nikolić
"Frederick_Christian_I,_Duke_of_Schleswig-Holstein-Sonderburg-Augustenburg",Princess_Charlotte_Amalie_Wilhelmine_of_Schleswig-Holstein-Sonderburg-Plön
Sarah_Scullin,James_Scullin
Marigold_Southey,Robert_Southey_(businessman)
"Ernest,_Duke_of_Austria",Cymburgis_of_Masovia
Frances_de_la_Tour,Tom_Kempinski
"Hugh_IV,_Duke_of_Burgundy","Beatrice_of_Navarre,_Duchess_of_Burgundy"
George_McGovern,Eleanor_McGovern
John_Ashley_(bandit),Laura_Upthegrove
"Wilhelm,_Duke_of_Urach",Princess_Florestine_of_Monaco
Marisol_(actress),Antonio_Gades
Danuta_Wałęsa,Lech_Wałęsa
Laurence_Harvey,Margaret_Leighton
Raj_Babbar,Nadira_Babbar
Charles_A._Beard,Mary_Ritter_Beard
"Vladislaus_II,_Duke_of_Bohemia",Judith_of_Thuringia
Tiko_Campbell,Bebe_Moore_Campbell
Wallace_G._Wilkinson,Martha_Wilkinson
Scott_Gilmore,Catherine_McKenna
"Eleanor_of_Portugal,_Holy_Roman_Empress","Frederick_III,_Holy_Roman_Emperor"
Collette_Wolfe,Jody_Hill
Rudy_Giuliani,Judith_Giuliani
Şehzade_Bayezid,Fatma_Hatun_(wife_of_Şehzade_Bayezid)
Bryan_Forbes,Nanette_Newman
Susan_Stephen,Nicolas_Roeg
Jaydy_Michel,Alejandro_Sanz
Abdul_Hamid_II,Mezide_Mestan_Kadın
Doug_Witter,Jack_McPhee
Giulia_Gam,Pedro_Bial
Elia_Suleiman,Yasmine_Hamdan
Soong_Ai-ling,H._H._Kung
Susanna_Hall,John_Hall_(physician)
Jack_Dann,Janeen_Webb
Seth_Rogen,Lauren_Miller
Mai_Zetterling,Tutte_Lemkow
Wallis_Simpson,Ernest_Aldrich_Simpson
Mary_Margaret_Blanchard,David_Nolan_(Once_Upon_a_Time)
Sophie_Christiane_of_Wolfstein,"Christian_Heinrich,_Margrave_of_Brandenburg-Bayreuth-Kulmbach"
Princess_Louise_of_Saxe-Hildburghausen,"William,_Duke_of_Nassau"
Sergei_Yesenin,Zinaida_Reich
John_Drew_(banker),Agnes_Surriage_Frankland
Myauk_Pyinthe_(Kunhsaw),Kunhsaw_Kyaunghpyu
Natalia_Streignard,Mario_Cimarro
Evelyn_Venable,Hal_Mohr
Maad_a_Sinig_Maysa_Wali_Jaxateh_Manneh,Lingeer_Fatim_Beye
Susanna_Phelps_Gage,Simon_Henry_Gage
Pete_Waterman,Denise_Gyngell
José_Alberto_Castro,Angélica_Rivera
Sandy_Stone_(artist),Cynbe_ru_Taren
Ivy_Weber,Clarence_Weber
Craig_Conway_(actor),Jill_Halfpenny
Aaron_Spelling,Carolyn_Jones
Gunilla_Bielke,John_III_of_Sweden
Infanta_Eulalia_of_Spain,"Infante_Antonio,_Duke_of_Galliera"
Shin_Mi-Nauk,Razadarit
Alice_of_Normandy,"Reginald_I,_Count_of_Burgundy"
Ahaneith,Djet
Prince_Antoine_of_Bourbon-Two_Sicilies,Duchess_Elisabeth_of_Württemberg_(b._1933)
Lorenzo_Berardinetti,Michelle_Holland
Hugh_Crawford_(politician),Kathy_Crawford
Frank_Stenton,Doris_Mary_Stenton
Arvonne_Fraser,Donald_M._Fraser
Charanjit_Kaur_Bajwa,Pratap_Singh_Bajwa
"Beatrice_of_Savoy,_Lady_of_Villena",Manuel_of_Castile
Adolf_IV_of_Holstein,Heilwig_of_Lippe
Tomiko_Satō,Guo_Moruo
Helen_Hartness_Flanders,Ralph_Flanders
Lynn_Cartwright,Leo_Gordon
Annie_Korzen,Benni_Korzen
"Elizabeth_of_York,_Duchess_of_Suffolk","John_de_la_Pole,_2nd_Duke_of_Suffolk"
Russell_Wortley,Dana_Wortley
Princess_Sophie_of_Saxe-Hildburghausen,"Francis,_Duke_of_Saxe-Coburg-Saalfeld"
Phyl_Rendell,Mike_Rendell
Maurice_Ephrussi,Béatrice_Ephrussi_de_Rothschild
Susan_Glaspell,George_Cram_Cook
Beatrice_of_Castile_(1242–1303),Afonso_III_of_Portugal
Martin_Scorsese,Julia_Cameron
James_Speyer,Ellin_Prince_Speyer
Hawick_Lau,Yang_Mi
Anna_of_Brandenburg,Frederick_I_of_Denmark
Emina_Ilhamy,Tewfik_Pasha
Grand_Duke_Michael_Alexandrovich_of_Russia,Natalia_Brasova
Dorothy_Stratten,Paul_Snider
Infanta_Catherine_Michelle_of_Spain,"Charles_Emmanuel_I,_Duke_of_Savoy"
Infanta_Maria_Ana_Vitória_of_Portugal,Infante_Gabriel_of_Spain
Sessue_Hayakawa,Tsuru_Aoki
Anneke_Wills,Michael_Gough
James_MacArthur,Melody_Patterson
Friedrich_Dürrenmatt,Charlotte_Kerr
Artemisia_II_of_Caria,Mausolus
Marie-Anne_Horthemels,Nicolas-Henri_Tardieu
Jorge_Ibargüengoitia,Joy_Laville
Carl_XVI_Gustaf_of_Sweden,Queen_Silvia_of_Sweden
Dean_Butler_(actor),Katherine_Cannon
Princess_Charlotte_of_Saxe-Meiningen,"Ernest_II,_Duke_of_Saxe-Gotha-Altenburg"
Elizabeth_FitzHugh,"Nicholas_Vaux,_1st_Baron_Vaux_of_Harrowden"
Curtis_Bean_Dall,Anna_Roosevelt_Halsted
"Peter_II,_Grand_Duke_of_Oldenburg",Princess_Elisabeth_of_Saxe-Altenburg_(1826–1896)
Min_Shin_Saw_of_Thayet,Shin_Myat_Hla_of_Prome
Mark_Wallace,Nicolle_Wallace
George_Washington_Parke_Custis,Mary_Lee_Fitzhugh_Custis
"Ernest_I,_Duke_of_Saxe-Coburg_and_Gotha",Duchess_Marie_of_Württemberg
Aaron_Frenkel,Maja_Ruth_Frenkel
Howard_S._Hoffman,Alice_M._Hoffman
Prince_Carlos_of_Bourbon-Two_Sicilies,Princess_Louise_of_Orléans
Brenda_Sykes,Gil_Scott-Heron
Sandip_Soparrkar,Jesse_Randhawa
Esther_Williams,Fernando_Lamas
Sara_Sothern,Francis_Lenn_Taylor
Princess_Friederike_of_Schleswig-Holstein-Sonderburg-Glücksburg,"Alexander_Karl,_Duke_of_Anhalt-Bernburg"
Brigitte_Bodenheimer,Edgar_Bodenheimer
Frederick_V_of_Denmark,Louise_of_Great_Britain
Princess_Isabelle_of_Orléans_(1878–1961),"Prince_Jean,_Duke_of_Guise"
Gratien_Gélinas,Huguette_Oligny
Srinagarindra,Mahidol_Adulyadej
Paul_Kelly_(journalist),Ros_Kelly
William_Milliken,Helen_Milliken
Marian_Thayer,John_Thayer_(cricketer)
Lew_Wallace,Susan_Wallace
James_Schamus,Nancy_Kricorian
Kay_Thompson,William_Spier
Ruth_Sorenson,Stanley_Sorenson
Magda_Schneider,Wolf_Albach-Retty
Thomas_St._Leger,"Anne_of_York,_Duchess_of_Exeter"
Pál_Schmitt,Katalin_Makray
Sharon_Lynn,Benjamin_Glazer
Mauro_Mendonça,Rosamaria_Murtinho
Inaara_Aga_Khan,Aga_Khan_IV
Nan_Grey,Frankie_Laine
Gottlieb_Duttweiler,Adele_Duttweiler
David_Gregory_(journalist),Beth_Wilkinson
Stephen_F._Cohen,Katrina_vanden_Heuvel
Vanaja_Iyengar,Mohit_Sen
Helen_Clark,Peter_Davis_(sociologist)
Otto_Delphin_Amundsen,Nora_Gulbrandsen
Juan_de_Guzmán,Carlos_Ometochtzin
Maria_Donatucci,Robert_Donatucci
"Anne_of_Austria,_Margravine_of_Brandenburg","Herman,_Margrave_of_Brandenburg-Salzwedel"
"Georg_II,_Duke_of_Saxe-Meiningen",Princess_Feodora_of_Hohenlohe-Langenburg
James_Bond_filmography,Tracy_Bond
Scott_Bailey_(actor),Adrienne_Frantz
Sarah_Lyall,Robert_McCrum
Peter_Alexander_(journalist),Alison_Starling
Marcus_Lamb,Joni_Lamb
Harlan_Edmonds,Amy_Edmonds
Ken_Matsudaira,Mao_Daichi
Alan_Fletcher_(actor),Jennifer_Hansen
Jeanne_d'Albret,Antoine_of_Navarre
Gabriel_Valenzuela,Aylín_Mújica
Prince_Rashid_bin_Hassan,Zeina_Shaban
Hal_B._Wallis,Louise_Fazenda
David_Lee_Child,Lydia_Maria_Child
Sanchia_of_Provence,"Richard,_1st_Earl_of_Cornwall"
Rachel_Ward,Bryan_Brown
Empress_Song_(Song_dynasty),Emperor_Taizu_of_Song
"Hugh_IV,_Count_of_Maine",Bertha_of_Blois
Brian_Mulroney,Mila_Mulroney
Mary_Forbes,Charles_Quatermaine
Frank_Mayo_(actor),Dagmar_Godowsky
Urraca_of_León,Raymond_of_Burgundy
Christine_Juliane_of_Baden-Durlach,"John_William_III,_Duke_of_Saxe-Eisenach"
Edward_James,Tilly_Losch
Simon_Singh,Anita_Anand
Nitish_Jain,Bapsy_Jain
Maureen_Starkey_Tigrett,Ringo_Starr
Marianne_Means,James_J._Kilpatrick
Annabel_Giles,Midge_Ure
Michael_McHugh,Jeannette_McHugh
Lajos_Batthyány,Antónia_Zichy
Brendon_Miller,Stormy_Daniels
Francisco_Matos_Paoli,Isabel_Freire_de_Matos
Paul_Gillmor,Karen_Gillmor
Nadja_Tiller,Walter_Giller
Hasimir_Fenring,Margot_Fenring
Carey_Martin,Kurt_Martin
James_Goldsmith,Lady_Annabel_Goldsmith
Nalamada_Uttam_Kumar_Reddy,Nalamada_Padmavathi_Reddy
Joan_Woodbury,Henry_Wilcoxon
Gertrude_of_Sulzbach,Conrad_III_of_Germany
Nancy_Sorrell,Vic_Reeves
Kira_Maria_Asenina_of_Bulgaria,George_I_of_Bulgaria
George_Hearn,Dixie_Carter
Peter_Dyneley,Jane_Hylton
Shaun_Chen,Michelle_Chia
Jeanne_des_Roches,Amaury_I_de_Craon
Sangeetha_Krish,Krish_(singer)
Bijori_Barkatullah,Shawkat_Ali_Emon
Claudia_Cohen,Ronald_Perelman
Ernest_O._Thompson,May_Peterson_Thompson
William_F._Buckley_Jr.,Patricia_Buckley
Steve_Smith_(comedian),Morag_Smith
Margaret_Katherine_Majer,John_B._Kelly_Sr.
"Isabella_of_Burgundy,_Queen_of_Germany",Rudolf_I_of_Germany
Mary_Parkinson,Michael_Parkinson
Vikram_Vij,Meeru_Dhalwala
Henrietta_M._Smith,Isiah_C._Smith
"Mary_Curzon,_Baroness_Curzon_of_Kedleston","George_Curzon,_1st_Marquess_Curzon_of_Kedleston"
Karen_Mack,Russell_Goldsmith
"Joan_Beaufort,_Queen_of_Scots","James_Stewart,_the_Black_Knight_of_Lorn"
Wang_Xianyuan,Emperor_Xiaowu_of_Liu_Song
Amy_Leslie,Frank_Buck_(animal_collector)
Mayrín_Villanueva,Eduardo_Santamarina
Michelle_Pfeiffer,David_E._Kelley
D._R._Shackleton_Bailey,Hilary_Bardwell
Philip_V_of_France,"Joan_II,_Countess_of_Burgundy"
Micky_Hoogendijk,Rob_Scholte
George_Peppard,Elizabeth_Ashley
Agnès_of_Navarre,"Gaston_III,_Count_of_Foix"
Philip_II_of_France,Agnes_of_Merania
Esi_Edugyan,Steven_Price_(writer)
Adelaide_of_Saxe-Meiningen,William_IV_of_the_United_Kingdom
Dan_Bucatinsky,Don_Roos
K._P._A._C._Lalitha,Bharathan
Harindranath_Chattopadhyay,Kamaladevi_Chattopadhyay
Rudy_Giuliani,Regina_Peruggi
Sonny_King_(artist),Katherine_Reback
Sithu_of_Pinya,Saw_Htut_of_Pinya
Anastasia_de_Torby,Harold_Augustus_Wernher
"Wenceslaus_I,_Duke_of_Luxembourg","Joanna,_Duchess_of_Brabant"
Sydney_Sturgess,Barry_Morse
Fionnuala_Kenny,Enda_Kenny
Max_Schreck,Fanny_Schreck
Dorothy_Hodgkin,Thomas_Lionel_Hodgkin
Betsy_Devine,Frank_Wilczek
Milla_Jovovich,Shawn_Andrews_(actor)
Penny_Peyser,Doug_McIntyre
Renée_Passeur,Steve_Passeur
Ludu_U_Hla,Ludu_Daw_Amar
Myer_Feldman,Adrienne_Arsht
Sten_Ljunggren,Barbro_Oborg
Ginger_Zee,Ben_Aaron
Jonathon_Dutton,Eve_Morey
Alben_W._Barkley,Jane_Hadley_Barkley
Sally_Yeh,George_Lam
Golma_Devi_Meena,Kirodi_Lal_Meena
Paul_Keating,Annita_van_Iersel
John_Harvey_(actor),Diana_King_(actress)
Bennelong,Barangaroo
Judith_of_Thuringia,"Vladislaus_II,_Duke_of_Bohemia"
Elena_Ceaușescu,Nicolae_Ceaușescu
Jerry_Weller,Zury_Ríos
Kate_Hobhouse,Will_Hobhouse
"Alfonso_I_d'Este,_Duke_of_Ferrara",Lucrezia_Borgia
Marietta_Chrousala,Leon_Patitsas
Erika_Mann,Gustaf_Gründgens
David_Susskind,Joyce_Davidson
Sally_Talbot,Jon_Ford_(Australian_politician)
Kathy_Corrigan,Derek_Corrigan
Princess_Victoria_of_Saxe-Coburg_and_Gotha,"Prince_Louis,_Duke_of_Nemours"
Janette_Scott,Jackie_Rae
Lalla_Fatima_Zohra,Moulay_Ali_Alaoui
Mark_Canton,Wendy_Finerman
Hero_Ibrahim_Ahmed,Jalal_Talabani
Haley_Barbour,Marsha_Barbour
John_C._Breckinridge,Mary_Cyrene_Burch_Breckinridge
Imperial_Noble_Consort_Zhuangjing,Xianfeng_Emperor
Margaret_Gakuo_Kenyatta,Uhuru_Kenyatta
Max_Handelman,Elizabeth_Banks
Princess_Jasmine,Aladdin_(Disney_character)
Rhoda_Haas_Goldman,Richard_Goldman
Morris_Engel,Ruth_Orkin
Volker_Zotz,Birgit_Zotz
Mandy_Stadtmiller,Pat_Dixon_(comedian)
Blossom_Seeley,Rube_Marquard
"John_Hastings,_3rd_Earl_of_Pembroke","Elizabeth_of_Lancaster,_Duchess_of_Exeter"
Lucie_Arnaz,Laurence_Luckinbill
Gail_Russell,Guy_Madison
Archduchess_Louise_of_Austria,Frederick_Augustus_III_of_Saxony
Magnus_Barefoot,Margaret_Fredkulla
Shaukat_Kaifi,Kaifi_Azmi
Lynd_Ward,May_McNeer
Anna_Nicole_Smith,J._Howard_Marshall
Andrey_Melnichenko,Aleksandra_Melnichenko
Jakobea_of_Baden,"John_William,_Duke_of_Jülich-Cleves-Berg"
Jin_Yan,Wang_Renmei
"Christian,_Duke_of_Saxe-Eisenberg",Christiane_of_Saxe-Merseburg
Joseph_R._Grismer,Phoebe_Davies
Frithugyth,Æthelheard_of_Wessex
Renée_Asherson,Robert_Donat
Armand_de_Vignerot_du_Plessis,Élisabeth_Sophie_de_Lorraine
Sophia_Dorothea_of_Hanover,Frederick_William_I_of_Prussia
Mel_Martin,John_Duttine
Eleanor_Ragsdale,Lincoln_Ragsdale
Mandira_Bedi,Raj_Kaushal
Janet_Street-Porter,Frank_Cvitanovich
Jean_Parker,Robert_Lowery_(actor)
Nnamdi_Azikiwe,Uche_Azikiwe
Melisa_Cantiveros,Jason_Francisco
Leslie_Parrish,Ric_Marlow
"John_Spencer-Churchill,_7th_Duke_of_Marlborough","Frances_Anne_Spencer-Churchill,_Duchess_of_Marlborough"
Johanne_Luise_Heiberg,Johan_Ludvig_Heiberg_(poet)
"Margaret,_Marchioness_of_Namur","Henry_I,_Count_of_Vianden"
Len_Fox,Mona_Brand
Chloe_Shorten,Bill_Shorten
Edward_Judd,Norma_Ronald
Philippe_Pétain,Eugénie_Pétain
Stanley_Henig,"Ruth_Henig,_Baroness_Henig"
Jennifer_Winget,Karan_Singh_Grover
B'alaj_Chan_K'awiil,Lady_of_Itzan
Ferdinand_I_of_Bulgaria,Princess_Marie_Louise_of_Bourbon-Parma
"Franz,_Duke_of_Hohenberg","Princess_Elisabeth,_Duchess_of_Hohenberg"
Demona,Goliath_(Gargoyles)
Marian_Nixon,Joe_Benjamin_(boxer)
Janet_Abu-Lughod,Ibrahim_Abu-Lughod
Sarojini_Jugnauth,Anerood_Jugnauth
Włodzimierz_Dzieduszycki,Alfonsyna_Miączyńska
Queen_Ratna_of_Nepal,Mahendra_of_Nepal
Barbara_Loden,Elia_Kazan
Teuku_Umar,Cut_Nyak_Dhien
"Georg,_Prince_of_Schaumburg-Lippe",Princess_Marie_Anne_of_Saxe-Altenburg
Elizabeth_Woodville,Edward_IV_of_England
"Natalia_Grosvenor,_Duchess_of_Westminster","Gerald_Grosvenor,_6th_Duke_of_Westminster"
Lesley_Titcomb,Mark_Prisk
Princess_Maria_Bona_of_Savoy-Genoa,Prince_Konrad_of_Bavaria
Alvin_Wiederspahn,Cynthia_Lummis
Kala_(Tarzan),Kerchak
Carol_McGiffin,Chris_Evans_(presenter)
Rasoherina,Rainivoninahitriniony
"John_Montagu,_4th_Earl_of_Sandwich","Dorothy_Montagu,_Countess_of_Sandwich"
Letsie_III_of_Lesotho,Queen_'Masenate_Mohato_Seeiso
Esther_Wojcicki,Stanley_Wojcicki
Louise_de_Coligny,William_the_Silent
Art_Babbitt,Barbara_Perry_(actress)
Sergei_Yursky,Zinaida_Sharko
Mary_A._Conroy,Edward_T._Conroy
"Kathleen_Cavendish,_Marchioness_of_Hartington","William_Cavendish,_Marquess_of_Hartington"
Martha_Lloyd,Francis_Austen
Archduchess_Auguste_Ferdinande_of_Austria,"Luitpold,_Prince_Regent_of_Bavaria"
Anja_Šovagović-Despot,Dragan_Despot
Orra_White_Hitchcock,Edward_Hitchcock
James_Whitmore,Noreen_Nash
Ellen_Travolta,Jack_Bannon
Jamila_M'Barek,"Anthony_Ashley-Cooper,_10th_Earl_of_Shaftesbury"
Red_Queen_(Through_the_Looking-Glass),Red_King_(Through_the_Looking-Glass)
Frederick_I_of_Denmark,Anna_of_Brandenburg
Naomi_Chance,Guy_Hamilton
Jean_de_Brunhoff,Cecile_de_Brunhoff
"Thomas_Emmanuel,_Prince_of_Savoy-Carignan",Princess_Maria_Theresia_of_Liechtenstein
Alex_Skuby,Mo_Collins
Dan_Fellows_Platt,Ethel_Bliss_Platt
Domiziano_Arcangeli,Raffaella_Baracchi
Lorna_Patterson,Michael_Lembeck
"Frederick_Louis,_Hereditary_Grand_Duke_of_Mecklenburg-Schwerin",Princess_Caroline_Louise_of_Saxe-Weimar-Eisenach
Hugh_McDermott_(actor),Daphne_Courtney
John_Komnenos_Asen,Anna_Palaiologina_(daughter_of_Andronikos_Angelos_Palaiologos)
Dorothy_J._Killam,Izaak_Walton_Killam
Yun_Yat,Son_Sen
